gara,giro,timestamp,categoria,pilota,bandiera,testo,penalita_secondi
Monaco,17,2026-06-07 13:24:16,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:24:16,
Monaco,17,2026-06-07 13:24:31,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:24:31,
Monaco,17,2026-06-07 13:24:45,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:24:45,
Monaco,17,2026-06-07 13:25:02,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:25:01,
Monaco,18,2026-06-07 13:25:50,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:25:49,
Monaco,18,2026-06-07 13:25:56,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:25:55,
Monaco,19,2026-06-07 13:27:21,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:27:20,
Monaco,19,2026-06-07 13:27:27,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:27:26,
Monaco,20,2026-06-07 13:28:19,Other,COL,,CAR 43 (COL) TIME 1:18.809 DELETED - TRACK LIMITS AT TURN 10 LAP 15 15:22:49,
Monaco,20,2026-06-07 13:28:24,Other,LIN,,CAR 41 (LIN) TIME 1:19.406 DELETED - TRACK LIMITS AT TURN 10 LAP 17 15:25:29,
Monaco,20,2026-06-07 13:28:29,Other,STR,,CAR 18 (STR) TIME 1:19.611 DELETED - TRACK LIMITS AT TURN 10 LAP 17 15:26:06,
Monaco,20,2026-06-07 13:28:36,Other,BOR,,CAR 5 (BOR) TIME 1:18.330 DELETED - TRACK LIMITS AT TURN 10 LAP 17 15:26:29,
Monaco,24,2026-06-07 13:33:23,Other,LEC,,CAR 16 (LEC) TIME 1:17.884 DELETED - TRACK LIMITS AT TURN 10 LAP 23 15:32:30,
Monaco,26,2026-06-07 13:36:28,Other,BEA,,CAR 87 (BEA) TIME 1:19.137 DELETED - TRACK LIMITS AT TURN 10 LAP 24 15:35:43,
Monaco,27,2026-06-07 13:36:42,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:36:41,
Monaco,27,2026-06-07 13:36:50,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:36:50,
Monaco,27,2026-06-07 13:37:48,Other,BEA,,CAR 87 (BEA) TIME 1:18.683 DELETED - TRACK LIMITS AT TURN 10 LAP 25 15:37:02,
Monaco,29,2026-06-07 13:40:14,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:40:14,
Monaco,30,2026-06-07 13:40:32,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:40:32,
Monaco,30,2026-06-07 13:41:15,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:41:14,
Monaco,30,2026-06-07 13:41:23,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:41:23,
Monaco,31,2026-06-07 13:41:45,Other,BEA,,CAR 87 (BEA) LAP DELETED - TRACK LIMITS AT TURN 16 LAP 28 15:41:14 (PIT),
Monaco,31,2026-06-07 13:42:09,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:42:09,
Monaco,31,2026-06-07 13:42:27,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:42:27,
Monaco,31,2026-06-07 13:42:45,Other,HAD,,CAR 6 (HAD) TIME 1:19.074 DELETED - TRACK LIMITS AT TURN 10 LAP 27 15:38:06,
Monaco,31,2026-06-07 13:42:48,Other,HUL,,CAR 27 (HUL) TIME 1:19.870 DELETED - TRACK LIMITS AT TURN 10 LAP 29 15:41:18,
Monaco,32,2026-06-07 13:43:56,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:43:56,
Monaco,33,2026-06-07 13:45:03,Other,HAM,,INCIDENT INVOLVING CAR 44 (HAM) NOTED - SPEEDING IN THE PIT LANE (15:39:17),
Monaco,33,2026-06-07 13:45:06,Other,BOR,,CAR 5 (BOR) TIME 1:18.765 DELETED - TRACK LIMITS AT TURN 10 LAP 30 15:43:26,
Monaco,33,2026-06-07 13:45:33,Other,HAM,,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (15:39:17),
Monaco,34,2026-06-07 13:45:53,Other,HAM,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - SPEEDING IN THE PIT LANE (15:39:17),5
Monaco,34,2026-06-07 13:45:55,Other,ANT,,CAR 12 (ANT) TIME 1:16.862 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:45:05,
Monaco,34,2026-06-07 13:46:00,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:45:59,
Monaco,34,2026-06-07 13:46:11,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:46:10,
Monaco,34,2026-06-07 13:46:28,Flag,HAD,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:46:27,
Monaco,36,2026-06-07 13:48:15,Other,NOR,,CAR 1 (NOR) TIME 1:20.230 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:46:09,
Monaco,36,2026-06-07 13:48:16,Other,NOR,,CAR 1 (NOR) TIME 1:20.230 DELETED - TRACK LIMITS AT TURN 16 LAP 33 15:46:22,
Monaco,36,2026-06-07 13:48:43,Other,LIN,,CAR 41 (LIN) TIME 1:20.074 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:46:33,
Monaco,36,2026-06-07 13:48:54,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:48:53,
Monaco,37,2026-06-07 13:49:37,Other,RUS,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - SPEEDING IN THE PIT LANE (15:43:46),
Monaco,37,2026-06-07 13:49:49,Other,RUS,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (15:43:46),
Monaco,38,2026-06-07 13:51:38,Other,RUS,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - SPEEDING IN THE PIT LANE (15:43:46),5
Monaco,39,2026-06-07 13:52:59,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:52:58,
Monaco,39,2026-06-07 13:53:03,Other,PER,,TURN 10 INCIDENT INVOLVING CAR 11 (PER) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:49:57),
Monaco,39,2026-06-07 13:53:09,Other,PER,,CAR 11 (PER) TIME 1:21.476 DELETED - TRACK LIMITS AT TURN 10 LAP 35 15:49:58,
Monaco,39,2026-06-07 13:53:27,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:53:26,
Monaco,39,2026-06-07 13:53:29,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:53:28,
Monaco,40,2026-06-07 13:53:37,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:53:37,
Monaco,40,2026-06-07 13:53:56,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:53:56,
Monaco,40,2026-06-07 13:54:07,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:07,
Monaco,40,2026-06-07 13:54:15,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:15,
Monaco,40,2026-06-07 13:54:25,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:25,
Monaco,40,2026-06-07 13:54:27,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:54:27,
Monaco,40,2026-06-07 13:54:29,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:29,
Monaco,41,2026-06-07 13:55:24,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:55:23,
Monaco,41,2026-06-07 13:55:30,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:55:29,
Monaco,41,2026-06-07 13:55:31,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:30,
Monaco,41,2026-06-07 13:55:40,Other,COL,,INCIDENT INVOLVING CAR 43 (COL) NOTED - SPEEDING IN THE PIT LANE (15:49:40),
Monaco,41,2026-06-07 13:55:48,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:47,
Monaco,41,2026-06-07 13:56:00,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:55:59,
Monaco,41,2026-06-07 13:56:06,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:56:05,
Monaco,41,2026-06-07 13:56:06,Other,PER,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:49:57),
Monaco,42,2026-06-07 13:56:23,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:56:22,
Monaco,42,2026-06-07 13:56:23,Other,STR,,TURN 10 INCIDENT INVOLVING CAR 18 (STR) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:52:29),
Monaco,42,2026-06-07 13:56:29,Other,COL,,FIA STEWARDS: INCIDENT INVOLVING CAR 43 (COL) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (15:49:40),
Monaco,42,2026-06-07 13:56:33,Other,STR,,CAR 18 (STR) TIME 1:19.008 DELETED - TRACK LIMITS AT TURN 10 LAP 37 15:52:29,
Monaco,42,2026-06-07 13:56:36,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:56:35,
Monaco,42,2026-06-07 13:56:50,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:56:50,
Monaco,42,2026-06-07 13:57:12,Other,STR,,CAR 18 (STR) TIME 1:19.192 DELETED - TRACK LIMITS AT TURN 10 LAP 38 15:53:49,
Monaco,43,2026-06-07 13:57:47,Other,COL,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 43 (COL) - SPEEDING IN THE PIT LANE (15:49:40),5
Monaco,43,2026-06-07 13:58:02,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:58:02,
Monaco,43,2026-06-07 13:58:29,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:58:29,
Monaco,44,2026-06-07 13:58:53,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:58:53,
Monaco,44,2026-06-07 13:59:33,Other,RUS,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - CROSSING THE LINE AT PIT EXIT (15:44:14),
Monaco,44,2026-06-07 13:59:42,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:59:41,
Monaco,45,2026-06-07 14:00:16,Other,STR,,CAR 18 (STR) TIME 1:18.995 DELETED - TRACK LIMITS AT TURN 10 LAP 42 15:59:09,
Monaco,45,2026-06-07 14:01:02,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:01:02,
Monaco,45,2026-06-07 14:01:12,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:01:12,
Monaco,46,2026-06-07 14:01:21,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:01:20,
Monaco,46,2026-06-07 14:01:33,Other,NOR,,CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 16 LAP 44 16:00:56 (PIT),
Monaco,47,2026-06-07 14:03:44,Flag,STR,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 18 (STR) - TRACK LIMITS,
Monaco,49,2026-06-07 14:05:24,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:05:24,
Monaco,49,2026-06-07 14:05:30,Flag,HAD,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:05:30,
Monaco,49,2026-06-07 14:05:37,Flag,HAD,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:05:37,
Monaco,49,2026-06-07 14:05:48,Flag,HAD,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:05:47,
Monaco,49,2026-06-07 14:06:09,Other,ALB,,CAR 23 (ALB) TIME 1:22.221 DELETED - TRACK LIMITS AT TURN 10 LAP 46 16:04:13,
Monaco,50,2026-06-07 14:06:34,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:06:33,
Monaco,50,2026-06-07 14:06:46,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:06:46,
Monaco,50,2026-06-07 14:06:56,Other,ALB,,TURN 10 INCIDENT INVOLVING CAR 23 (ALB) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (16:04:12),
Monaco,50,2026-06-07 14:07:14,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:07:13,
Monaco,51,2026-06-07 14:07:44,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:07:44,
Monaco,51,2026-06-07 14:08:30,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:08:29,
Monaco,51,2026-06-07 14:08:33,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:08:32,
Monaco,51,2026-06-07 14:08:37,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:08:37,
Monaco,51,2026-06-07 14:08:47,Other,GAS,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - SPEEDING IN THE PIT LANE (16:02:16),
Monaco,51,2026-06-07 14:08:52,Other,GAS,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (16:02:16),
Monaco,52,2026-06-07 14:09:08,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:09:07,
Monaco,52,2026-06-07 14:09:08,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:09:07,
Monaco,52,2026-06-07 14:09:19,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:09:18,
Monaco,52,2026-06-07 14:09:32,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:09:32,
Monaco,52,2026-06-07 14:09:52,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:09:51,
Monaco,52,2026-06-07 14:09:55,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:09:54,
Monaco,52,2026-06-07 14:10:06,Other,GAS,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - SPEEDING IN THE PIT LANE (16:02:16),5
Monaco,52,2026-06-07 14:10:07,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:10:07,
Monaco,53,2026-06-07 14:10:18,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:10:17,
Monaco,53,2026-06-07 14:10:21,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:10:20,
Monaco,53,2026-06-07 14:10:24,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:10:24,
Monaco,53,2026-06-07 14:10:36,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:10:35,
Monaco,53,2026-06-07 14:11:06,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:11:06,
Monaco,53,2026-06-07 14:11:21,Other,STR,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CAR 18 (STR) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:52:29),
Monaco,54,2026-06-07 14:11:30,Other,STR,,INCIDENT INVOLVING CAR 18 (STR) NOTED - TRACK LIMITS,
Monaco,54,2026-06-07 14:11:45,Other,STR,,FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) UNDER INVESTIGATION - TRACK LIMITS,
Monaco,54,2026-06-07 14:11:58,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:11:57,
Monaco,54,2026-06-07 14:12:04,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:04,
Monaco,54,2026-06-07 14:12:19,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:12:18,
Monaco,54,2026-06-07 14:12:21,Other,STR,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 18 (STR) - TRACK LIMITS,5
Monaco,55,2026-06-07 14:12:47,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:12:47,
Monaco,55,2026-06-07 14:12:57,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:12:56,
Monaco,55,2026-06-07 14:13:06,Other,PIA,,INCIDENT INVOLVING CAR 81 (PIA) NOTED - SPEEDING IN THE PIT LANE (16:06:07),
Monaco,55,2026-06-07 14:13:08,Flag,RUS,BLUE,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:13:07,
Monaco,55,2026-06-07 14:13:12,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:13:11,
Monaco,55,2026-06-07 14:13:16,Other,PIA,,FIA STEWARDS: INCIDENT INVOLVING CAR 81 (PIA) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (16:06:07),
Monaco,55,2026-06-07 14:13:18,Flag,RUS,BLUE,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:13:17,
Monaco,55,2026-06-07 14:13:34,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:13:33,
Monaco,55,2026-06-07 14:13:36,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:13:35,
Monaco,55,2026-06-07 14:13:51,Other,PIA,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 81 (PIA) - SPEEDING IN THE PIT LANE (16:06:07),5
Monaco,56,2026-06-07 14:14:11,Other,PER,,CAR 11 (PER) TIME 1:22.941 DELETED - TRACK LIMITS AT TURN 10 LAP 51 16:11:28,
Monaco,56,2026-06-07 14:14:14,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:14:14,
Monaco,56,2026-06-07 14:14:44,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:14:43,
Monaco,56,2026-06-07 14:15:10,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:15:09,
Monaco,57,2026-06-07 14:15:36,Other,RUS,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION - CROSSING THE LINE AT PIT EXIT (15:44:14),
Monaco,57,2026-06-07 14:16:10,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:16:09,
Monaco,57,2026-06-07 14:16:19,Other,ALB,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CAR 23 (ALB) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (16:04:12),
Monaco,58,2026-06-07 14:16:31,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:16:30,
Monaco,58,2026-06-07 14:16:34,Other,SAI,,CAR 55 (SAI) TIME 1:19.446 DELETED - TRACK LIMITS AT TURN 10 LAP 54 16:14:56,
Monaco,58,2026-06-07 14:16:38,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:16:38,
Monaco,58,2026-06-07 14:16:49,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:16:48,
Monaco,58,2026-06-07 14:17:00,Other,ALO,,CAR 14 (ALO) TIME 1:20.968 DELETED - TRACK LIMITS AT TURN 10 LAP 55 16:16:24,
Monaco,58,2026-06-07 14:17:07,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:17:07,
Monaco,58,2026-06-07 14:17:25,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:17:24,
Monaco,58,2026-06-07 14:17:27,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:26,
Monaco,58,2026-06-07 14:17:28,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:17:28,
Monaco,59,2026-06-07 14:17:45,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:44,
Monaco,59,2026-06-07 14:17:52,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:51,
Monaco,59,2026-06-07 14:17:59,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:17:58,
Monaco,59,2026-06-07 14:18:07,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:18:07,
Monaco,59,2026-06-07 14:18:08,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:18:08,
Monaco,59,2026-06-07 14:18:16,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:18:16,
Monaco,59,2026-06-07 14:18:30,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:18:30,
Monaco,59,2026-06-07 14:18:35,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:18:35,
Monaco,60,2026-06-07 14:19:19,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:19:18,
Monaco,60,2026-06-07 14:19:45,Flag,,YELLOW,YELLOW IN TRACK SECTOR 18,
Monaco,60,2026-06-07 14:19:53,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:19:52,
Monaco,60,2026-06-07 14:20:02,SafetyCar,,,SAFETY CAR DEPLOYED,
Monaco,60,2026-06-07 14:20:02,Other,,,OVERTAKE DISABLED,
Monaco,60,2026-06-07 14:20:06,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 17,
Monaco,60,2026-06-07 14:20:12,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 18,
Monaco,61,2026-06-07 14:21:52,Other,,,ALL CARS THROUGH THE PIT LANE,
Monaco,62,2026-06-07 14:23:59,Other,,,SAFETY CAR WILL USE START/FINISH STRAIGHT,
Monaco,62,2026-06-07 14:24:03,Flag,,CLEAR,CLEAR IN TRACK SECTOR 17,
Monaco,62,2026-06-07 14:24:05,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Monaco,63,2026-06-07 14:26:32,Other,,,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 6, 63, 41, 23, 55, 31, 27, 43, 10, 81, 14, 30, 11, 5",
Monaco,64,2026-06-07 14:26:44,Other,PIA,,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 81 (PIA) - SPEEDING IN THE PIT LANE (16:06:07),5
Monaco,64,2026-06-07 14:28:23,Other,HAM,,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - SPEEDING IN THE PIT LANE (15:39:17),5
Monaco,65,2026-06-07 14:29:41,SafetyCar,,,SAFETY CAR IN THIS LAP,
Monaco,65,2026-06-07 14:30:34,Flag,,CLEAR,TRACK CLEAR,
Monaco,65,2026-06-07 14:30:49,Flag,,YELLOW,YELLOW IN TRACK SECTOR 18,
Monaco,66,2026-06-07 14:30:57,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:30:56,
Monaco,66,2026-06-07 14:31:18,SafetyCar,,,SAFETY CAR DEPLOYED,
Monaco,66,2026-06-07 14:31:37,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 18,
Monaco,66,2026-06-07 14:31:38,Other,,,ALL CARS THROUGH THE PIT LANE,
Monaco,66,2026-06-07 14:32:10,Other,GAS,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - SPEEDING IN THE PIT LANE (16:22:57),
Monaco,67,2026-06-07 14:33:17,Other,,,SAFETY CAR WILL USE START/FINISH STRAIGHT,
Monaco,67,2026-06-07 14:34:02,Other,RUS,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - FAILING TO SERVE TIME PENALTY CORRECTLY,
Monaco,68,2026-06-07 14:34:38,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Monaco,68,2026-06-07 14:35:07,Other,,,RED FLAG - RACE SUSPENDED,
Monaco,68,2026-06-07 14:36:12,Other,GAS,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (16:22:57),
Monaco,68,2026-06-07 14:36:27,Other,GAS,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - SPEEDING IN THE PIT LANE (16:22:57),5
Monaco,68,2026-06-07 14:37:57,Other,RUS,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) UNDER INVESTIGATION - FAILING TO SERVE TIME PENALTY CORRECTLY,
Monaco,68,2026-06-07 14:46:56,Other,HAD,,INCIDENT INVOLVING CAR 6 (HAD) NOTED - SAFETY CAR INFRINGEMENT,
Monaco,68,2026-06-07 14:47:03,Other,HAD,,FIA STEWARDS: INCIDENT INVOLVING CAR 6 (HAD) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,
Monaco,68,2026-06-07 14:47:57,Other,BOR,,CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 16 LAP 59 16:23:31 (PIT),
Monaco,68,2026-06-07 14:48:28,Other,,,"RESUMPTION ORDER: 12, 44, 6, 63, 10, 81, 30, 41, 23, 55, 31, 27, 43, 14, 11, 5",
Monaco,68,2026-06-07 14:49:15,Other,,,"PUSH CARS TO FRONT IN ORDER: 41, 23, 55, 31, 27, 43, 14, 11, 5",
