gara,cid,drv,stint,compound,freezeL,A0,n_fut,obs_cum,ott_cum,cen_cum,pess_cum,coperto,obs_cum_live,ott_live,pess_live,coperto_live
Cina,shanghai,LAW,1,MEDIUM,4,2.5000,4,2.0780,0.6496,1.8496,2.4272,1,2.0780,-35.1605,-33.3829,0
Cina,shanghai,LAW,1,MEDIUM,5,3.0000,3,0.5066,0.4872,1.3872,1.8204,1,0.5066,-15.5475,-14.2143,0
Cina,shanghai,LAW,2,HARD,16,6.0000,6,-2.4120,-0.1512,0.4671,1.0719,0,-2.4120,-17.2889,-16.0658,0
Cina,shanghai,LAW,2,HARD,17,6.5000,6,-1.0359,-0.1680,0.5190,1.1910,0,-1.0359,-14.6589,-13.2999,0
Cina,shanghai,LAW,2,HARD,18,7.0000,6,0.5343,-0.1848,0.5709,1.3101,1,0.5343,-13.0161,-11.5212,0
Cina,shanghai,LAW,2,HARD,19,7.5000,6,-0.0841,-0.2016,0.6228,1.4292,1,-0.0841,-9.6043,-7.9735,0
Cina,shanghai,LAW,2,HARD,20,8.0000,6,-1.0546,-0.2184,0.6747,1.5483,0,-1.0546,-6.5565,-4.7898,0
Cina,shanghai,LAW,2,HARD,21,8.5000,6,-0.3163,-0.2352,0.7266,1.6674,0,-0.3163,-7.0743,-5.1717,0
Cina,shanghai,LAW,2,HARD,22,9.0000,6,-0.7860,-0.2520,0.7785,1.7865,0,-0.7860,-6.0620,-4.0235,0
Cina,shanghai,LAW,2,HARD,23,9.5000,6,-0.2436,-0.2688,0.8304,1.9056,1,-0.2436,-5.8584,-3.6840,0
Cina,shanghai,LAW,2,HARD,24,10.0000,6,-0.1580,-0.2856,0.8823,2.0247,1,-0.1580,-5.5322,-3.2219,0
Cina,shanghai,LAW,2,HARD,25,10.5000,6,-0.6713,-0.3024,0.9342,2.1438,0,-0.6713,-5.0356,-2.5894,0
Cina,shanghai,LAW,2,HARD,26,11.0000,6,-0.5530,-0.3192,0.9861,2.2629,0,-0.5530,-4.8474,-2.2653,0
Cina,shanghai,LAW,2,HARD,27,11.5000,6,-0.6731,-0.3360,1.0380,2.3820,0,-0.6731,-4.7438,-2.0258,0
Cina,shanghai,LAW,2,HARD,28,12.0000,6,-0.5351,-0.3528,1.0899,2.5011,0,-0.5351,-4.5144,-1.6605,0
Cina,shanghai,LAW,2,HARD,29,12.5000,6,-0.5839,-0.3696,1.1418,2.6202,0,-0.5839,-4.3713,-1.3815,0
Cina,shanghai,LAW,2,HARD,30,13.0000,6,-0.1043,-0.3864,1.1937,2.7393,1,-0.1043,-4.7421,-1.6164,0
Cina,shanghai,LAW,2,HARD,31,13.5000,6,0.1236,-0.4032,1.2456,2.8584,1,0.1236,-4.7087,-1.4471,0
Cina,shanghai,LAW,2,HARD,32,14.0000,6,0.0724,-0.4200,1.2975,2.9775,1,0.0724,-4.7606,-1.3631,0
Cina,shanghai,LAW,2,HARD,33,14.5000,6,0.2833,-0.4368,1.3494,3.0966,1,0.2833,-4.8047,-1.2713,0
Cina,shanghai,LAW,2,HARD,34,15.0000,6,0.1663,-0.4536,1.4013,3.2157,1,0.1663,-4.4370,-0.7677,0
Cina,shanghai,LAW,2,HARD,35,15.5000,6,0.0763,-0.4704,1.4532,3.3348,1,0.0763,-4.3001,-0.4949,0
Cina,shanghai,LAW,2,HARD,36,16.0000,6,-0.0457,-0.4872,1.5051,3.4539,1,-0.0457,-4.1654,-0.2243,0
Cina,shanghai,LAW,2,HARD,37,16.5000,6,-0.2064,-0.5040,1.5570,3.5730,1,-0.2064,-4.0168,0.0602,1
Cina,shanghai,LAW,2,HARD,38,17.0000,6,-0.0279,-0.5208,1.6089,3.6921,1,-0.0279,-4.1977,0.0152,1
Cina,shanghai,LAW,2,HARD,39,17.5000,6,0.0343,-0.5376,1.6608,3.8112,1,0.0343,-4.1492,0.1996,1
Cina,shanghai,LAW,2,HARD,40,18.0000,6,-0.1286,-0.5544,1.7127,3.9303,1,-0.1286,-4.0333,0.4514,1
Cina,shanghai,LAW,2,HARD,41,18.5000,6,-0.0819,-0.5712,1.7646,4.0494,1,-0.0819,-4.0453,0.5753,1
Cina,shanghai,LAW,2,HARD,42,19.0000,6,0.1699,-0.5880,1.8165,4.1685,1,0.1699,-4.0654,0.6911,1
Cina,shanghai,LAW,2,HARD,43,19.5000,6,0.3440,-0.6048,1.8684,4.2876,1,0.3440,-4.0469,0.8455,1
Cina,shanghai,LAW,2,HARD,44,20.0000,6,0.5557,-0.6216,1.9203,4.4067,1,0.5557,-4.1394,0.8889,1
Cina,shanghai,LAW,2,HARD,45,20.5000,6,0.6799,-0.6384,1.9722,4.5258,1,0.6799,-4.0653,1.0989,1
Cina,shanghai,LAW,2,HARD,46,21.0000,6,0.9996,-0.6552,2.0241,4.6449,1,0.9996,-4.0839,1.2162,1
Cina,shanghai,LAW,2,HARD,47,21.5000,6,1.3867,-0.6720,2.0760,4.7640,1,1.3867,-4.1164,1.3196,0
Cina,shanghai,LAW,2,HARD,48,22.0000,6,1.4534,-0.6888,2.1279,4.8831,1,1.4534,-4.0343,1.5376,1
Cina,shanghai,LAW,2,HARD,49,22.5000,6,1.4406,-0.7056,2.1798,5.0022,1,1.4406,-3.9291,1.7787,1
Cina,shanghai,LAW,2,HARD,50,23.0000,5,1.3700,-0.5880,1.8165,4.1685,1,1.3700,-3.2176,1.5389,1
Cina,shanghai,LAW,2,HARD,51,23.5000,4,1.0786,-0.4704,1.4532,3.3348,1,1.0786,-2.4494,1.3558,1
Cina,shanghai,LAW,2,HARD,52,24.0000,3,0.8119,-0.3528,1.0899,2.5011,1,0.8119,-1.7594,1.0945,1
Cina,shanghai,LEC,1,MEDIUM,3,2.0000,6,-6.0110,1.0962,3.1212,4.0959,0,-6.0110,-26.4446,-23.4449,0
Cina,shanghai,LEC,1,MEDIUM,4,2.5000,5,-3.1426,0.9135,2.6010,3.4133,0,-3.1426,-20.9504,-18.4506,0
Cina,shanghai,LEC,1,MEDIUM,5,3.0000,4,-0.9994,0.7308,2.0808,2.7306,0,-0.9994,-13.2107,-11.2109,0
Cina,shanghai,LEC,1,MEDIUM,6,3.5000,3,-0.4801,0.5481,1.5606,2.0480,0,-0.4801,-7.2468,-5.7470,0
Cina,shanghai,LEC,2,HARD,16,5.0000,6,-2.1930,-0.1512,0.4671,1.0719,0,-2.1930,-33.5294,-32.3063,0
Cina,shanghai,LEC,2,HARD,17,5.5000,6,-1.4719,-0.1680,0.5190,1.1910,0,-1.4719,-25.5429,-24.1839,0
Cina,shanghai,LEC,2,HARD,18,6.0000,6,-0.0087,-0.1848,0.5709,1.3101,1,-0.0087,-21.5334,-20.0385,0
Cina,shanghai,LEC,2,HARD,19,6.5000,6,1.5219,-0.2016,0.6228,1.4292,0,1.5219,-16.5842,-14.9534,0
Cina,shanghai,LEC,2,HARD,20,7.0000,6,2.8200,-0.2184,0.6747,1.5483,0,2.8200,-13.3578,-11.5911,0
Cina,shanghai,LEC,2,HARD,21,7.5000,6,4.3851,-0.2352,0.7266,1.6674,0,4.3851,-11.4593,-9.5567,0
Cina,shanghai,LEC,2,HARD,22,8.0000,6,5.2163,-0.2520,0.7785,1.7865,0,5.2163,-10.0903,-8.0518,0
Cina,shanghai,LEC,2,HARD,23,8.5000,6,5.7550,-0.2688,0.8304,1.9056,0,5.7550,-8.4626,-6.2882,0
Cina,shanghai,LEC,2,HARD,24,9.0000,6,5.5197,-0.2856,0.8823,2.0247,0,5.5197,-6.1029,-3.7926,0
Cina,shanghai,LEC,2,HARD,25,9.5000,6,4.2567,-0.3024,0.9342,2.1438,0,4.2567,-3.5461,-1.0999,0
Cina,shanghai,LEC,2,HARD,26,10.0000,6,3.3157,-0.3192,0.9861,2.2629,0,3.3157,-1.9029,0.6792,0
Cina,shanghai,LEC,2,HARD,27,10.5000,6,2.2054,-0.3360,1.0380,2.3820,1,2.2054,-0.1648,2.5532,1
Cina,shanghai,LEC,2,HARD,28,11.0000,6,2.0701,-0.3528,1.0899,2.5011,1,2.0701,-0.1195,2.7344,1
Cina,shanghai,LEC,2,HARD,29,11.5000,6,3.4416,-0.3696,1.1418,2.6202,0,3.4416,0.0049,2.9947,0
Cina,shanghai,LEC,2,HARD,30,12.0000,6,3.8590,-0.3864,1.1937,2.7393,0,3.8590,-0.2796,2.8461,0
Cina,shanghai,LEC,2,HARD,31,12.5000,6,4.8187,-0.4032,1.2456,2.8584,0,4.8187,-0.9464,2.3152,0
Cina,shanghai,LEC,2,HARD,32,13.0000,6,4.9949,-0.4200,1.2975,2.9775,0,4.9949,-1.1675,2.2300,0
Cina,shanghai,LEC,2,HARD,33,13.5000,6,5.2951,-0.4368,1.3494,3.0966,0,5.2951,-1.3828,2.1506,0
Cina,shanghai,LEC,2,HARD,34,14.0000,6,6.6794,-0.4536,1.4013,3.2157,0,6.6794,-1.3264,2.3429,0
Cina,shanghai,LEC,2,HARD,35,14.5000,6,5.2686,-0.4704,1.4532,3.3348,0,5.2686,0.5317,4.3369,0
Cina,shanghai,LEC,2,HARD,36,15.0000,6,5.0767,-0.4872,1.5051,3.4539,0,5.0767,0.8813,4.8224,0
Cina,shanghai,LEC,2,HARD,37,15.5000,6,5.0176,-0.5040,1.5570,3.5730,0,5.0176,0.7616,4.8386,0
Cina,shanghai,LEC,2,HARD,38,16.0000,6,5.0314,-0.5208,1.6089,3.6921,0,5.0314,0.6784,4.8913,0
Cina,shanghai,LEC,2,HARD,39,16.5000,6,5.1450,-0.5376,1.6608,3.8112,0,5.1450,0.8233,5.1721,1
Cina,shanghai,LEC,2,HARD,40,17.0000,6,3.0426,-0.5544,1.7127,3.9303,1,3.0426,1.9595,6.4442,1
Cina,shanghai,LEC,2,HARD,41,17.5000,6,2.6911,-0.5712,1.7646,4.0494,1,2.6911,1.8757,6.4963,1
Cina,shanghai,LEC,2,HARD,42,18.0000,6,2.4087,-0.5880,1.8165,4.1685,1,2.4087,1.7882,6.5447,1
Cina,shanghai,LEC,2,HARD,43,18.5000,6,2.4373,-0.6048,1.8684,4.2876,1,2.4373,1.5825,6.4749,1
Cina,shanghai,LEC,2,HARD,44,19.0000,6,2.4569,-0.6216,1.9203,4.4067,1,2.4569,1.4648,6.4931,1
Cina,shanghai,LEC,2,HARD,45,19.5000,6,2.0446,-0.6384,1.9722,4.5258,1,2.0446,1.7514,6.9156,1
Cina,shanghai,LEC,2,HARD,46,20.0000,6,2.1653,-0.6552,2.0241,4.6449,1,2.1653,1.4210,6.7211,1
Cina,shanghai,LEC,2,HARD,47,20.5000,6,2.4189,-0.6720,2.0760,4.7640,1,2.4189,1.1061,6.5421,1
Cina,shanghai,LEC,2,HARD,48,21.0000,6,2.5414,-0.6888,2.1279,4.8831,1,2.5414,0.8586,6.4305,1
Cina,shanghai,LEC,2,HARD,49,21.5000,6,2.6256,-0.7056,2.1798,5.0022,1,2.6256,0.7140,6.4218,1
Cina,shanghai,LEC,2,HARD,50,22.0000,5,2.2550,-0.5880,1.8165,4.1685,1,2.2550,0.5146,5.2711,1
Cina,shanghai,LEC,2,HARD,51,22.5000,4,1.4864,-0.4704,1.4532,3.3348,1,1.4864,0.4871,4.2923,1
Cina,shanghai,LEC,2,HARD,52,23.0000,3,1.0981,-0.3528,1.0899,2.5011,1,1.0981,0.3179,3.1718,1
Cina,shanghai,LIN,1,HARD,3,2.0000,6,-8.2846,-0.1512,0.4671,1.0719,0,-8.2846,-96.4394,-95.2163,0
Cina,shanghai,LIN,1,HARD,4,2.5000,5,-2.5311,-0.1260,0.3892,0.8932,0,-2.5311,-51.9284,-50.9091,0
Cina,shanghai,LIN,1,HARD,5,3.0000,4,0.8257,-0.1008,0.3114,0.7146,0,0.8257,-28.2245,-27.4091,0
Cina,shanghai,LIN,1,HARD,6,3.5000,3,0.7718,-0.0756,0.2336,0.5359,0,0.7718,-15.2930,-14.6814,0
Cina,shanghai,LIN,1,HARD,10,5.0000,3,2.6424,-0.1680,0.5190,1.1910,0,2.6424,-14.8639,-13.5049,0
Cina,shanghai,LIN,1,HARD,11,5.0000,4,3.1557,-0.2352,0.7266,1.6674,0,3.1557,-20.8094,-18.9068,0
Cina,shanghai,LIN,1,HARD,12,5.0000,5,3.9056,-0.3080,0.9515,2.1835,0,3.9056,-27.2504,-24.7589,0
Cina,shanghai,LIN,1,HARD,13,5.0000,6,4.6020,-0.3864,1.1937,2.7393,0,4.6020,-34.1869,-31.0612,0
Cina,shanghai,LIN,1,HARD,14,5.5000,6,2.9340,-0.4032,1.2456,2.8584,0,2.9340,-12.7369,-9.4753,0
Cina,shanghai,LIN,1,HARD,15,6.0000,6,3.3690,-0.4200,1.2975,2.9775,0,3.3690,-11.6513,-8.2538,0
Cina,shanghai,LIN,1,HARD,16,6.5000,6,3.6414,-0.4368,1.3494,3.0966,0,3.6414,-10.3969,-6.8635,0
Cina,shanghai,LIN,1,HARD,17,7.0000,6,3.1049,-0.4536,1.4013,3.2157,1,3.1049,-9.6110,-5.9417,0
Cina,shanghai,LIN,1,HARD,18,7.5000,6,2.0386,-0.4704,1.4532,3.3348,1,2.0386,-8.6809,-4.8757,0
Cina,shanghai,LIN,1,HARD,19,8.0000,6,1.6333,-0.4872,1.5051,3.4539,1,1.6333,-8.0937,-4.1526,0
Cina,shanghai,LIN,1,HARD,20,8.5000,6,1.5900,-0.5040,1.5570,3.5730,1,1.5900,-7.4395,-3.3625,0
Cina,shanghai,LIN,1,HARD,21,9.0000,6,12.2477,-0.5208,1.6089,3.6921,0,12.2477,-6.4810,-2.2681,0
Cina,shanghai,LIN,1,HARD,22,11.5000,6,12.6759,-0.4704,1.4532,3.3348,0,12.6759,-5.4363,-1.6311,0
Cina,shanghai,LIN,1,HARD,23,14.0000,6,13.6316,-0.4200,1.2975,2.9775,0,13.6316,-5.1895,-1.7920,0
Cina,shanghai,LIN,1,HARD,24,14.5000,6,13.2920,-0.4368,1.3494,3.0966,0,13.2920,-5.1835,-1.6501,0
Cina,shanghai,LIN,1,HARD,25,15.0000,6,12.4384,-0.4536,1.4013,3.2157,0,12.4384,-4.7308,-1.0615,0
Cina,shanghai,LIN,1,HARD,26,15.5000,6,11.7666,-0.4704,1.4532,3.3348,0,11.7666,-4.5904,-0.7852,0
Cina,shanghai,LIN,1,HARD,27,16.0000,6,-0.0843,-0.4872,1.5051,3.4539,1,-0.0843,3.0712,7.0123,0
Cina,shanghai,LIN,1,HARD,28,16.5000,6,-1.2540,-0.5040,1.5570,3.5730,0,-1.2540,2.8714,6.9484,0
Cina,shanghai,LIN,1,HARD,29,17.0000,6,-1.1524,-0.5208,1.6089,3.6921,0,-1.1524,1.9600,6.1729,0
Cina,shanghai,LIN,1,HARD,30,17.5000,6,-1.0407,-0.5376,1.6608,3.8112,0,-1.0407,1.0863,5.4351,0
Cina,shanghai,LIN,1,HARD,31,18.0000,6,-0.9540,-0.5544,1.7127,3.9303,0,-0.9540,0.3632,4.8479,0
Cina,shanghai,LIN,1,HARD,32,18.5000,6,-0.9081,-0.5712,1.7646,4.0494,0,-0.9081,-0.3444,4.2762,0
Cina,shanghai,LIN,1,HARD,33,19.0000,6,-0.6373,-0.5880,1.8165,4.1685,0,-0.6373,-1.0423,3.7142,1
Cina,shanghai,LIN,1,HARD,34,19.5000,6,-0.8913,-0.6048,1.8684,4.2876,0,-0.8913,-1.5057,3.3867,1
Cina,shanghai,LIN,1,HARD,35,20.0000,6,1.3116,-0.6216,1.9203,4.4067,1,1.3116,-1.9780,3.0503,1
Cina,shanghai,LIN,1,HARD,36,20.5000,5,1.5692,-0.5180,1.6002,3.6723,1,1.5692,-2.0440,2.1463,1
Cina,shanghai,LIN,1,HARD,37,21.0000,4,1.7484,-0.4144,1.2802,2.9378,1,1.7484,-1.8820,1.4702,0
Cina,shanghai,LIN,1,HARD,38,21.5000,3,1.9554,-0.3108,0.9601,2.2033,1,1.9554,-1.5786,0.9355,0
Cina,shanghai,LIN,2,MEDIUM,46,3.0000,6,3.2140,1.0962,3.1212,4.0959,1,3.2140,-3.8051,-0.8054,0
Cina,shanghai,LIN,2,MEDIUM,47,3.5000,6,4.2477,1.2180,3.4680,4.5510,1,4.2477,-2.3769,0.9561,0
Cina,shanghai,LIN,2,MEDIUM,48,4.0000,6,5.5174,1.3398,3.8148,5.0061,0,5.5174,-1.3176,2.3487,0
Cina,shanghai,LIN,2,MEDIUM,49,4.5000,6,7.0490,1.4616,4.1616,5.4612,0,7.0490,-1.0461,2.9535,0
Cina,shanghai,LIN,2,MEDIUM,50,5.0000,5,6.5927,1.2180,3.4680,4.5510,0,6.5927,-0.1554,3.1776,0
Cina,shanghai,LIN,2,MEDIUM,51,5.5000,4,5.5731,0.9744,2.7744,3.6408,0,5.5731,0.8820,3.5484,0
Cina,shanghai,LIN,2,MEDIUM,52,6.0000,3,4.4373,0.7308,2.0808,2.7306,0,4.4373,1.1395,3.1393,0
Cina,shanghai,OCO,1,HARD,3,2.0000,6,-3.1446,-0.1512,0.4671,1.0719,0,-3.1446,-101.9204,-100.6973,0
Cina,shanghai,OCO,1,HARD,4,2.5000,5,-1.3006,-0.1260,0.3892,0.8932,0,-1.3006,-52.0206,-51.0014,0
Cina,shanghai,OCO,1,HARD,5,3.0000,4,0.2190,-0.1008,0.3114,0.7146,1,0.2190,-28.8383,-28.0229,0
Cina,shanghai,OCO,1,HARD,6,3.5000,3,0.5662,-0.0756,0.2336,0.5359,0,0.5662,-15.9113,-15.2997,0
Cina,shanghai,OCO,1,HARD,10,5.0000,3,2.8650,-0.1680,0.5190,1.1910,0,2.8650,-15.6794,-14.3204,0
Cina,shanghai,OCO,1,HARD,11,5.0000,4,2.6891,-0.2352,0.7266,1.6674,0,2.6891,-21.9511,-20.0485,0
Cina,shanghai,OCO,1,HARD,12,5.0000,5,2.8809,-0.3080,0.9515,2.1835,0,2.8809,-28.7455,-26.2540,0
Cina,shanghai,OCO,1,HARD,13,5.0000,6,4.3661,-0.3864,1.1937,2.7393,0,4.3661,-36.0625,-32.9368,0
Cina,shanghai,OCO,1,HARD,14,5.5000,6,3.3013,-0.4032,1.2456,2.8584,0,3.3013,-14.0276,-10.7660,0
Cina,shanghai,OCO,1,HARD,15,6.0000,6,4.3494,-0.4200,1.2975,2.9775,0,4.3494,-11.2475,-7.8500,0
Cina,shanghai,OCO,1,HARD,16,6.5000,6,3.8364,-0.4368,1.3494,3.0966,0,3.8364,-8.9025,-5.3691,0
Cina,shanghai,OCO,1,HARD,17,7.0000,6,4.2523,-0.4536,1.4013,3.2157,0,4.2523,-9.4574,-5.7881,0
Cina,shanghai,OCO,1,HARD,18,7.5000,6,4.6353,-0.4704,1.4532,3.3348,0,4.6353,-9.1731,-5.3679,0
Cina,shanghai,OCO,1,HARD,19,8.0000,6,3.2593,-0.4872,1.5051,3.4539,1,3.2593,-7.0393,-3.0982,0
Cina,shanghai,OCO,1,HARD,20,8.5000,6,2.0093,-0.5040,1.5570,3.5730,1,2.0093,-6.6379,-2.5609,0
Cina,shanghai,OCO,1,HARD,21,9.0000,6,0.2243,-0.5208,1.6089,3.6921,1,0.2243,-5.2374,-1.0245,0
Cina,shanghai,OCO,1,HARD,22,11.5000,6,-0.1089,-0.4704,1.4532,3.3348,1,-0.1089,-4.7030,-0.8978,0
Cina,shanghai,OCO,1,HARD,23,14.0000,5,0.5839,-0.3360,1.0380,2.3820,1,0.5839,-3.5262,-0.8082,0
Cina,shanghai,OCO,1,HARD,24,14.5000,4,-0.3323,-0.2688,0.8304,1.9056,0,-0.3323,-2.6342,-0.4598,0
Cina,shanghai,OCO,1,HARD,25,15.0000,3,-0.0566,-0.2016,0.6228,1.4292,1,-0.0566,-2.0100,-0.3792,0
Cina,shanghai,OCO,2,MEDIUM,33,3.0000,6,7.6914,1.0962,3.1212,4.0959,0,7.6914,154.5499,157.5496,0
Cina,shanghai,OCO,2,MEDIUM,34,3.5000,6,3.1754,1.2180,3.4680,4.5510,1,3.1754,47.2281,50.5611,0
Cina,shanghai,OCO,2,MEDIUM,35,4.0000,6,1.2300,1.3398,3.8148,5.0061,0,1.2300,11.1465,14.8128,0
Cina,shanghai,OCO,2,MEDIUM,36,4.5000,6,-0.4019,1.4616,4.1616,5.4612,0,-0.4019,1.6056,5.6052,0
Cina,shanghai,OCO,2,MEDIUM,37,5.0000,6,2.9979,1.5834,4.5084,5.9163,1,2.9979,-6.7442,-2.4113,0
Cina,shanghai,OCO,2,MEDIUM,38,5.5000,6,3.7709,1.7052,4.8552,6.3714,1,3.7709,-11.0155,-6.3493,0
Cina,shanghai,OCO,2,MEDIUM,39,6.0000,6,4.9217,1.8270,5.2020,6.8265,1,4.9217,-11.9870,-6.9875,0
Cina,shanghai,OCO,2,MEDIUM,40,6.5000,5,4.1371,1.5225,4.3350,5.6887,1,4.1371,-9.4622,-5.2960,0
Cina,shanghai,OCO,2,MEDIUM,41,7.0000,4,3.6957,1.2180,3.4680,4.5510,1,3.6957,-7.2527,-3.9197,0
Cina,shanghai,OCO,2,MEDIUM,42,7.5000,3,3.5159,0.9135,2.6010,3.4133,0,3.5159,-5.0138,-2.5141,0
Cina,shanghai,PER,1,MEDIUM,3,2.0000,6,0.0520,1.0962,3.1212,4.0959,0,0.0520,-187.7561,-184.7564,0
Cina,shanghai,PER,1,MEDIUM,4,2.5000,5,0.8174,0.9135,2.6010,3.4133,0,0.8174,-95.6729,-93.1731,0
Cina,shanghai,PER,1,MEDIUM,5,3.0000,4,0.9827,0.7308,2.0808,2.7306,1,0.9827,-51.4229,-49.4231,0
Cina,shanghai,PER,1,MEDIUM,6,3.5000,3,1.4592,0.5481,1.5606,2.0480,1,1.4592,-28.5290,-27.0291,0
Cina,shanghai,PER,2,HARD,16,4.0000,6,2.1154,-0.1512,0.4671,1.0719,0,2.1154,-28.0349,-26.8118,0
Cina,shanghai,PER,2,HARD,17,4.5000,6,-5.1204,-0.1680,0.5190,1.1910,0,-5.1204,3.7671,5.1261,0
Cina,shanghai,PER,2,HARD,18,5.0000,6,0.7203,-0.1848,0.5709,1.3101,1,0.7203,-7.8219,-6.3270,0
Cina,shanghai,PER,2,HARD,19,5.5000,6,2.0289,-0.2016,0.6228,1.4292,0,2.0289,-8.7773,-7.1465,0
Cina,shanghai,PER,2,HARD,20,6.0000,6,2.0501,-0.2184,0.6747,1.5483,0,2.0501,-6.7723,-5.0056,0
Cina,shanghai,PER,2,HARD,21,6.5000,6,2.9983,-0.2352,0.7266,1.6674,0,2.9983,-6.9323,-5.0297,0
Cina,shanghai,PER,2,HARD,22,7.0000,6,3.2824,-0.2520,0.7785,1.7865,0,3.2824,-6.8398,-4.8013,0
Cina,shanghai,PER,2,HARD,23,7.5000,6,4.2891,-0.2688,0.8304,1.9056,0,4.2891,-6.1633,-3.9889,0
Cina,shanghai,PER,2,HARD,24,8.0000,6,4.8889,-0.2856,0.8823,2.0247,0,4.8889,-5.5558,-3.2455,0
Cina,shanghai,PER,2,HARD,25,8.5000,6,4.1216,-0.3024,0.9342,2.1438,0,4.1216,-3.3123,-0.8661,0
Cina,shanghai,PER,2,HARD,26,9.0000,6,3.7083,-0.3192,0.9861,2.2629,0,3.7083,-2.6833,-0.1012,0
Cina,shanghai,PER,2,HARD,27,9.5000,6,3.7100,-0.3360,1.0380,2.3820,0,3.7100,-1.6442,1.0738,0
Cina,shanghai,PER,2,HARD,28,10.0000,6,4.5147,-0.3528,1.0899,2.5011,0,4.5147,-1.9696,0.8843,0
Cina,shanghai,PER,2,HARD,29,10.5000,6,3.6953,-0.3696,1.1418,2.6202,0,3.6953,-0.9005,2.0893,0
Cina,shanghai,PER,2,HARD,30,11.0000,6,3.3679,-0.3864,1.1937,2.7393,0,3.3679,-0.6166,2.5091,0
Cina,shanghai,PER,2,HARD,31,11.5000,6,2.9510,-0.4032,1.2456,2.8584,0,2.9510,-0.4048,2.8568,0
Cina,shanghai,PER,2,HARD,32,12.0000,6,3.2171,-0.4200,1.2975,2.9775,0,3.2171,-0.4116,2.9859,0
Cina,shanghai,PER,2,HARD,33,12.5000,6,2.4563,-0.4368,1.3494,3.0966,1,2.4563,-0.0381,3.4953,1
Cina,shanghai,PER,2,HARD,34,13.0000,6,1.5914,-0.4536,1.4013,3.2157,1,1.5914,0.3762,4.0455,1
Cina,shanghai,PER,2,HARD,35,13.5000,6,3.1334,-0.4704,1.4532,3.3348,1,3.1334,0.0376,3.8428,1
Cina,shanghai,PER,2,HARD,36,14.0000,6,2.8873,-0.4872,1.5051,3.4539,1,2.8873,-0.1432,3.7979,1
Cina,shanghai,PER,2,HARD,37,14.5000,6,4.5236,-0.5040,1.5570,3.5730,0,4.5236,-0.2146,3.8624,0
Cina,shanghai,PER,2,HARD,38,15.0000,6,8.4679,-0.5208,1.6089,3.6921,0,8.4679,0.1867,4.3996,0
Cina,shanghai,PER,2,HARD,39,15.5000,6,17.9061,-0.5376,1.6608,3.8112,0,17.9061,0.1416,4.4904,0
Cina,shanghai,PER,2,HARD,40,16.0000,6,19.5184,-0.5544,1.7127,3.9303,0,19.5184,0.1075,4.5922,0
Cina,shanghai,PER,2,HARD,41,16.5000,6,18.9383,-0.5712,1.7646,4.0494,0,18.9383,0.8294,5.4500,0
Cina,shanghai,PER,2,HARD,42,17.0000,6,20.5843,-0.5880,1.8165,4.1685,0,20.5843,0.4314,5.1879,0
Cina,shanghai,PER,2,HARD,43,17.5000,6,18.9921,-0.6048,1.8684,4.2876,0,18.9921,1.5194,6.4118,0
Cina,shanghai,PER,2,HARD,44,18.0000,6,13.6480,-0.6216,1.9203,4.4067,0,13.6480,4.3663,9.3946,0
Cina,shanghai,PER,2,HARD,45,18.5000,6,4.0444,-0.6384,1.9722,4.5258,1,4.0444,10.0062,15.1704,0
Cina,shanghai,PER,2,HARD,46,19.0000,6,2.8039,-0.6552,2.0241,4.6449,1,2.8039,10.0191,15.3192,0
Cina,shanghai,PER,2,HARD,47,19.5000,6,2.1606,-0.6720,2.0760,4.7640,1,2.1606,9.3613,14.7973,0
Cina,shanghai,PER,2,HARD,48,20.0000,6,1.2873,-0.6888,2.1279,4.8831,1,1.2873,8.9851,14.5570,0
Cina,shanghai,PER,2,HARD,49,20.5000,6,0.8420,-0.7056,2.1798,5.0022,1,0.8420,8.2194,13.9272,0
Cina,shanghai,PER,2,HARD,50,21.0000,5,1.4809,-0.5880,1.8165,4.1685,1,1.4809,5.7187,10.4752,0
Cina,shanghai,PER,2,HARD,51,21.5000,4,1.2373,-0.4704,1.4532,3.3348,1,1.2373,3.9647,7.7699,0
Cina,shanghai,PER,2,HARD,52,22.0000,3,0.4957,-0.3528,1.0899,2.5011,1,0.4957,2.7027,5.5566,0
Cina,shanghai,RUS,1,MEDIUM,3,2.0000,6,-3.7850,1.0962,3.1212,4.0959,0,-3.7850,-50.3936,-47.3939,0
Cina,shanghai,RUS,1,MEDIUM,4,2.5000,5,-2.5476,0.9135,2.6010,3.4133,0,-2.5476,-32.2431,-29.7434,0
Cina,shanghai,RUS,1,MEDIUM,5,3.0000,4,-1.8364,0.7308,2.0808,2.7306,0,-1.8364,-17.8241,-15.8243,0
Cina,shanghai,RUS,1,MEDIUM,6,3.5000,3,-0.6723,0.5481,1.5606,2.0480,0,-0.6723,-9.9595,-8.4597,0
Cina,shanghai,RUS,2,HARD,16,5.0000,6,-12.4386,-0.1512,0.4671,1.0719,0,-12.4386,-40.4279,-39.2048,0
Cina,shanghai,RUS,2,HARD,17,5.5000,6,-8.0029,-0.1680,0.5190,1.1910,0,-8.0029,-40.7259,-39.3669,0
Cina,shanghai,RUS,2,HARD,18,6.0000,6,-2.5761,-0.1848,0.5709,1.3101,0,-2.5761,-35.4198,-33.9249,0
Cina,shanghai,RUS,2,HARD,19,6.5000,6,1.2501,-0.2016,0.6228,1.4292,1,1.2501,-28.2132,-26.5824,0
