gara,cid,drv,stint,compound,freezeL,A0,n_fut,obs_cum,ott_cum,cen_cum,pess_cum,coperto,obs_cum_live,ott_live,pess_live,coperto_live
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,6,-6.7864,-2.0142,-0.8289,0.8424,0,-6.7864,-159.9527,-157.0961,0
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,6,-9.0604,-2.2380,-0.9210,0.9360,0,-9.0604,-103.7543,-100.5803,0
Australia,melbourne,ALB,1,MEDIUM,5,3.0000,5,-7.9083,-1.8650,-0.7675,0.7800,0,-7.9083,-60.4769,-57.8319,0
Australia,melbourne,ALB,1,MEDIUM,6,3.5000,4,-6.3386,-1.4920,-0.6140,0.6240,0,-6.3386,-37.6224,-35.5064,0
Australia,melbourne,ALB,1,MEDIUM,7,4.0000,3,-4.2890,-1.1190,-0.4605,0.4680,0,-4.2890,-23.5012,-21.9142,0
Australia,melbourne,ALB,2,HARD,16,3.0000,4,0.7904,0.2500,1.0440,1.5860,1,0.7904,30.7905,32.1265,0
Australia,melbourne,ALB,2,HARD,17,3.5000,4,-0.1796,0.3000,1.2528,1.9032,0,-0.1796,10.4838,12.0870,0
Australia,melbourne,ALB,2,HARD,18,3.5000,5,0.0735,0.4062,1.6965,2.5772,0,0.0735,14.1968,16.3678,0
Australia,melbourne,ALB,2,HARD,19,3.5000,6,0.6134,0.5250,2.1924,3.3306,1,0.6134,18.3466,21.1522,0
Australia,melbourne,ALB,2,HARD,20,4.0000,6,2.9793,0.5625,2.3490,3.5685,1,2.9793,-3.2529,-0.2469,0
Australia,melbourne,ALB,2,HARD,21,4.5000,6,3.8144,0.6000,2.5056,3.8064,0,3.8144,-5.6369,-2.4305,0
Australia,melbourne,ALB,2,HARD,22,5.0000,6,5.3256,0.6375,2.6622,4.0443,0,5.3256,-5.4386,-2.0318,0
Australia,melbourne,ALB,2,HARD,23,6.5000,6,6.1407,0.6000,2.5056,3.8064,0,6.1407,-4.6803,-1.4739,0
Australia,melbourne,ALB,2,HARD,24,8.0000,6,6.7379,0.5625,2.3490,3.5685,0,6.7379,-3.8018,-0.7958,0
Australia,melbourne,ALB,2,HARD,25,8.5000,6,7.9641,0.6000,2.5056,3.8064,0,7.9641,-3.1007,0.1057,0
Australia,melbourne,ALB,2,HARD,26,9.0000,6,8.9132,0.6375,2.6622,4.0443,0,8.9132,-2.2047,1.2021,0
Australia,melbourne,ALB,2,HARD,27,9.5000,5,7.9962,0.5312,2.2185,3.3702,0,7.9962,-1.2564,1.5826,0
Australia,melbourne,ALB,2,HARD,28,10.0000,4,6.2131,0.4250,1.7748,2.6962,0,6.2131,0.1043,2.3755,0
Australia,melbourne,ALB,2,HARD,29,10.5000,3,4.5893,0.3188,1.3311,2.0221,0,4.5893,0.6279,2.3313,0
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,6,-16.0174,-2.0142,-0.8289,0.8424,0,-16.0174,-155.0792,-152.2226,0
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,6,-12.2383,-2.2380,-0.9210,0.9360,0,-12.2383,-108.7583,-105.5843,0
Australia,melbourne,ANT,1,MEDIUM,5,3.0000,5,-6.5349,-1.8650,-0.7675,0.7800,0,-6.5349,-66.4344,-63.7894,0
Australia,melbourne,ANT,1,MEDIUM,6,3.5000,4,-5.2505,-1.4920,-0.6140,0.6240,0,-5.2505,-41.3589,-39.2429,0
Australia,melbourne,ANT,1,MEDIUM,7,4.0000,3,-3.8291,-1.1190,-0.4605,0.4680,0,-3.8291,-24.8292,-23.2422,0
Australia,melbourne,ANT,2,HARD,16,3.0000,3,-1.3303,0.1875,0.7830,1.1895,0,-1.3303,-22.7771,-21.7751,0
Australia,melbourne,ANT,2,HARD,17,3.5000,3,-1.2386,0.2438,1.0179,1.5463,0,-1.2386,-19.1212,-17.8186,0
Australia,melbourne,ANT,2,HARD,18,3.5000,4,-1.0676,0.3500,1.4616,2.2204,0,-1.0676,-27.4561,-25.5857,0
Australia,melbourne,ANT,2,HARD,19,3.5000,5,0.4780,0.4688,1.9575,2.9737,1,0.4780,-36.7716,-34.2666,0
Australia,melbourne,ANT,2,HARD,20,3.5000,6,0.6684,0.6000,2.5056,3.8064,1,0.6684,-47.0676,-43.8612,0
Australia,melbourne,ANT,2,HARD,21,4.0000,6,2.2196,0.6375,2.6622,4.0443,1,2.2196,-19.0445,-15.6377,0
Australia,melbourne,ANT,2,HARD,22,4.5000,6,2.9273,0.6750,2.8188,4.2822,1,2.9273,-15.5391,-11.9319,0
Australia,melbourne,ANT,2,HARD,23,5.0000,6,3.8530,0.7125,2.9754,4.5201,1,3.8530,-14.7684,-10.9608,0
Australia,melbourne,ANT,2,HARD,24,7.0000,6,3.6010,0.6375,2.6622,4.0443,1,3.6010,-10.4042,-6.9974,0
Australia,melbourne,ANT,2,HARD,25,9.0000,6,2.0170,0.5625,2.3490,3.5685,1,2.0170,-5.2291,-2.2231,0
Australia,melbourne,ANT,2,HARD,26,9.5000,6,1.5095,0.6000,2.5056,3.8064,1,1.5095,-5.1090,-1.9026,0
Australia,melbourne,ANT,2,HARD,27,10.0000,6,0.8150,0.6375,2.6622,4.0443,1,0.8150,-4.9997,-1.5929,0
Australia,melbourne,ANT,2,HARD,28,10.5000,5,0.7378,0.5312,2.2185,3.3702,1,0.7378,-3.8955,-1.0565,0
Australia,melbourne,ANT,2,HARD,29,11.0000,5,1.3277,0.5750,2.4012,3.6478,1,1.3277,-3.9769,-0.9041,0
Australia,melbourne,ANT,2,HARD,30,11.5000,5,1.6585,0.6188,2.5839,3.9253,1,1.6585,-4.0825,-0.7759,0
Australia,melbourne,ANT,2,HARD,31,12.0000,5,2.0104,0.6625,2.7666,4.2029,1,2.0104,-4.1413,-0.6009,0
Australia,melbourne,ANT,2,HARD,32,12.5000,5,2.0592,0.7063,2.9493,4.4804,1,2.0592,-3.8284,-0.0542,0
Australia,melbourne,ANT,2,HARD,33,13.0000,5,2.2620,0.7500,3.1320,4.7580,1,2.2620,-3.7346,0.2734,0
Australia,melbourne,ANT,2,HARD,34,13.0000,6,2.5349,0.9375,3.9150,5.9475,1,2.5349,-4.6682,0.3418,0
Australia,melbourne,ANT,2,HARD,35,13.5000,6,2.4504,0.9750,4.0716,6.1854,1,2.4504,-4.0342,1.1762,0
Australia,melbourne,ANT,2,HARD,36,14.0000,6,2.8070,1.0125,4.2282,6.4233,1,2.8070,-3.9616,1.4492,0
Australia,melbourne,ANT,2,HARD,37,14.5000,6,3.1527,1.0500,4.3848,6.6612,1,3.1527,-3.7776,1.8336,0
Australia,melbourne,ANT,2,HARD,38,15.0000,6,3.5393,1.0875,4.5414,6.8991,1,3.5393,-3.5831,2.2285,0
Australia,melbourne,ANT,2,HARD,39,15.5000,6,4.0498,1.1250,4.6980,7.1370,1,4.0498,-3.4602,2.5518,0
Australia,melbourne,ANT,2,HARD,40,16.0000,6,4.7243,1.1625,4.8546,7.3749,1,4.7243,-3.5424,2.6700,0
Australia,melbourne,ANT,2,HARD,41,16.5000,6,5.1243,1.2000,5.0112,7.6128,1,5.1243,-3.3891,3.0237,0
Australia,melbourne,ANT,2,HARD,42,17.0000,6,5.4364,1.2375,5.1678,7.8507,1,5.4364,-3.2302,3.3830,0
Australia,melbourne,ANT,2,HARD,43,17.5000,6,5.3037,1.2750,5.3244,8.0886,1,5.3037,-3.0247,3.7889,0
Australia,melbourne,ANT,2,HARD,44,18.0000,6,4.7650,1.3125,5.4810,8.3265,1,4.7650,-2.7881,4.2259,0
Australia,melbourne,ANT,2,HARD,45,18.5000,6,4.5678,1.3500,5.6376,8.5644,1,4.5678,-2.5397,4.6747,1
Australia,melbourne,ANT,2,HARD,46,19.0000,6,4.3887,1.3875,5.7942,8.8023,1,4.3887,-2.3654,5.0494,1
Australia,melbourne,ANT,2,HARD,47,19.5000,6,4.2043,1.4250,5.9508,9.0402,1,4.2043,-2.1832,5.4320,1
Australia,melbourne,ANT,2,HARD,48,20.0000,6,4.3230,1.4625,6.1074,9.2781,1,4.3230,-2.0565,5.7591,1
Australia,melbourne,ANT,2,HARD,49,20.5000,6,3.8998,1.5000,6.2640,9.5160,1,3.8998,-1.7860,6.2300,1
Australia,melbourne,ANT,2,HARD,50,21.0000,6,3.4937,1.5375,6.4206,9.7539,1,3.4937,-1.7306,6.4858,1
Australia,melbourne,ANT,2,HARD,51,22.0000,6,3.5529,1.5375,6.4206,9.7539,1,3.5529,-1.7813,6.4351,1
Australia,melbourne,ANT,2,HARD,52,23.0000,5,3.1563,1.2500,5.2200,7.9300,1,3.1563,-1.5000,5.1800,1
Australia,melbourne,ANT,2,HARD,53,23.5000,4,2.6079,1.0000,4.1760,6.3440,1,2.6079,-1.2095,4.1345,1
Australia,melbourne,ANT,2,HARD,54,24.0000,3,1.8229,0.7500,3.1320,4.7580,1,1.8229,-0.8556,3.1524,1
Australia,melbourne,BEA,1,MEDIUM,3,2.0000,6,-7.9994,-2.0142,-0.8289,0.8424,0,-7.9994,-180.4322,-177.5756,0
Australia,melbourne,BEA,1,MEDIUM,4,2.5000,6,-5.2853,-2.2380,-0.9210,0.9360,0,-5.2853,-127.1813,-124.0073,0
Australia,melbourne,BEA,1,MEDIUM,5,3.0000,5,-2.3519,-1.8650,-0.7675,0.7800,0,-2.3519,-72.1169,-69.4719,0
Australia,melbourne,BEA,1,MEDIUM,6,3.5000,4,-1.5724,-1.4920,-0.6140,0.6240,0,-1.5724,-41.7852,-39.6692,0
Australia,melbourne,BEA,1,MEDIUM,7,4.0000,3,-0.3305,-1.1190,-0.4605,0.4680,1,-0.3305,-24.9514,-23.3644,0
Australia,melbourne,BEA,1,MEDIUM,8,4.5000,3,-0.7088,-1.4547,-0.5987,0.6084,1,-0.7088,-24.8782,-22.8151,0
Australia,melbourne,BEA,1,MEDIUM,9,5.0000,3,-0.9628,-1.7904,-0.7368,0.7488,1,-0.9628,-25.2626,-22.7234,0
Australia,melbourne,BEA,1,MEDIUM,10,5.5000,3,-1.7309,-2.1261,-0.8750,0.8892,1,-1.7309,-24.6912,-21.6759,0
Australia,melbourne,BEA,1,MEDIUM,11,5.5000,4,-2.3150,-2.9840,-1.2280,1.2480,1,-2.3150,-34.6543,-30.4223,0
Australia,melbourne,BEA,1,MEDIUM,12,5.5000,4,-2.3150,-2.9840,-1.2280,1.2480,1,-2.3150,-34.6543,-30.4223,0
Australia,melbourne,BEA,1,MEDIUM,13,5.5000,4,-2.3150,-2.9840,-1.2280,1.2480,1,-2.3150,-34.6543,-30.4223,0
Australia,melbourne,BEA,1,MEDIUM,14,6.0000,3,-2.4233,-2.2380,-0.9210,0.9360,0,-2.4233,-17.0865,-13.9125,0
Australia,melbourne,BEA,2,HARD,22,3.0000,6,2.5516,0.3375,1.4094,2.1411,0,2.5516,-15.4163,-13.6127,0
Australia,melbourne,BEA,2,HARD,23,3.5000,6,0.6036,0.3750,1.5660,2.3790,1,0.6036,-2.1503,-0.1463,0
Australia,melbourne,BEA,2,HARD,24,4.0000,6,-0.5288,0.4125,1.7226,2.6169,0,-0.5288,-0.3391,1.8653,0
Australia,melbourne,BEA,2,HARD,25,4.5000,6,2.0974,0.4500,1.8792,2.8548,1,2.0974,-2.8843,-0.4795,0
Australia,melbourne,BEA,2,HARD,26,5.0000,6,4.1132,0.4875,2.0358,3.0927,0,4.1132,-3.3071,-0.7019,0
Australia,melbourne,BEA,2,HARD,27,5.5000,5,3.4807,0.4062,1.6965,2.5772,0,3.4807,-2.2077,-0.0367,0
Australia,melbourne,BEA,2,HARD,28,6.0000,4,3.1102,0.3250,1.3572,2.0618,0,3.1102,-1.5407,0.1961,0
Australia,melbourne,BEA,2,HARD,29,6.5000,4,2.9870,0.3750,1.5660,2.3790,0,2.9870,0.2696,2.2736,0
Australia,melbourne,BEA,2,HARD,30,7.0000,4,3.3538,0.4250,1.7748,2.6962,0,3.3538,0.3303,2.6015,0
Australia,melbourne,BEA,2,HARD,31,7.5000,4,3.0315,0.4750,1.9836,3.0134,0,3.0315,0.5610,3.0994,1
Australia,melbourne,BEA,2,HARD,32,8.0000,4,2.9232,0.5250,2.1924,3.3306,1,2.9232,1.2691,4.0747,1
Australia,melbourne,BEA,2,HARD,33,8.0000,5,3.7631,0.6875,2.8710,4.3615,1,3.7631,1.6619,5.3359,1
Australia,melbourne,BEA,2,HARD,34,8.0000,6,6.8867,0.8625,3.6018,5.4717,0,6.8867,2.0849,6.6941,0
Australia,melbourne,BEA,2,HARD,35,8.5000,6,6.9500,0.9000,3.7584,5.7096,0,6.9500,2.6281,7.4377,1
Australia,melbourne,BEA,2,HARD,36,9.0000,6,6.7833,0.9375,3.9150,5.9475,0,6.7833,2.3252,7.3352,1
Australia,melbourne,BEA,2,HARD,37,9.5000,6,6.8518,0.9750,4.0716,6.1854,0,6.8518,1.9721,7.1825,1
Australia,melbourne,BEA,2,HARD,38,10.0000,6,6.3904,1.0125,4.2282,6.4233,1,6.3904,2.6083,8.0191,1
Australia,melbourne,BEA,2,HARD,39,10.5000,6,5.8862,1.0500,4.3848,6.6612,1,5.8862,2.6186,8.2298,1
Australia,melbourne,BEA,2,HARD,40,11.0000,6,3.5701,1.0875,4.5414,6.8991,1,3.5701,5.3387,11.1503,0
Australia,melbourne,BEA,2,HARD,41,11.5000,6,3.5616,1.1250,4.6980,7.1370,1,3.5616,5.2381,11.2501,0
Australia,melbourne,BEA,2,HARD,42,12.0000,6,3.7430,1.1625,4.8546,7.3749,1,3.7430,4.5761,10.7885,0
Australia,melbourne,BEA,2,HARD,43,12.5000,6,3.2353,1.2000,5.0112,7.6128,1,3.2353,4.0839,10.4967,0
Australia,melbourne,BEA,2,HARD,44,13.0000,6,2.8506,1.2375,5.1678,7.8507,1,2.8506,3.7377,10.3509,0
Australia,melbourne,BEA,2,HARD,45,13.5000,6,3.1326,1.2750,5.3244,8.0886,1,3.1326,3.0259,9.8395,1
Australia,melbourne,BEA,2,HARD,46,14.0000,6,3.0256,1.3125,5.4810,8.3265,1,3.0256,2.7845,9.7985,1
Australia,melbourne,BEA,2,HARD,47,15.5000,6,3.1834,1.2750,5.3244,8.0886,1,3.1834,2.5973,9.4109,1
Australia,melbourne,BEA,2,HARD,48,17.0000,6,3.6923,1.2375,5.1678,7.8507,1,3.6923,2.1854,8.7986,1
Australia,melbourne,BEA,2,HARD,49,17.5000,6,3.6184,1.2750,5.3244,8.0886,1,3.6184,1.8845,8.6981,1
Australia,melbourne,BEA,2,HARD,50,18.0000,6,5.2974,1.3125,5.4810,8.3265,1,5.2974,1.7450,8.7590,1
Australia,melbourne,BEA,2,HARD,51,18.5000,6,7.9810,1.3500,5.6376,8.5644,1,7.9810,1.4843,8.6987,1
Australia,melbourne,BEA,2,HARD,52,19.0000,5,7.6601,1.1250,4.6980,7.1370,0,7.6601,1.0367,7.0487,0
Australia,melbourne,BEA,2,HARD,53,19.5000,4,6.8812,0.9000,3.7584,5.7096,0,6.8812,0.8228,5.6324,0
Australia,melbourne,BEA,2,HARD,54,20.0000,3,6.1046,0.6750,2.8188,4.2822,0,6.1046,0.6119,4.2191,0
Australia,melbourne,BOR,1,MEDIUM,3,2.0000,6,-7.5304,-2.0142,-0.8289,0.8424,0,-7.5304,-167.6072,-164.7506,0
Australia,melbourne,BOR,1,MEDIUM,4,2.5000,6,-4.2043,-2.2380,-0.9210,0.9360,0,-4.2043,-117.9143,-114.7403,0
Australia,melbourne,BOR,1,MEDIUM,5,3.0000,5,-1.3561,-1.8650,-0.7675,0.7800,1,-1.3561,-65.7094,-63.0644,0
Australia,melbourne,BOR,1,MEDIUM,6,3.5000,4,-4.6555,-1.4920,-0.6140,0.6240,0,-4.6555,-34.3492,-32.2332,0
Australia,melbourne,BOR,1,MEDIUM,7,4.0000,3,-2.1053,-1.1190,-0.4605,0.4680,0,-2.1053,-20.8060,-19.2190,0
Australia,melbourne,BOR,1,MEDIUM,8,4.5000,3,-1.1473,-1.4547,-0.5987,0.6084,1,-1.1473,-22.6086,-20.5455,0
Australia,melbourne,BOR,1,MEDIUM,9,5.0000,3,-1.0823,-1.7904,-0.7368,0.7488,1,-1.0823,-23.8022,-21.2630,0
Australia,melbourne,BOR,1,MEDIUM,10,5.5000,3,-0.9925,-2.1261,-0.8750,0.8892,1,-0.9925,-23.7548,-20.7395,0
Australia,melbourne,BOR,1,MEDIUM,11,5.5000,4,-1.4112,-2.9840,-1.2280,1.2480,1,-1.4112,-33.3401,-29.1081,0
Australia,melbourne,BOR,1,MEDIUM,12,5.5000,4,-1.4112,-2.9840,-1.2280,1.2480,1,-1.4112,-33.3401,-29.1081,0
Australia,melbourne,BOR,1,MEDIUM,13,5.5000,4,-1.4112,-2.9840,-1.2280,1.2480,1,-1.4112,-33.3401,-29.1081,0
Australia,melbourne,BOR,1,MEDIUM,14,6.0000,3,-2.0948,-2.2380,-0.9210,0.9360,1,-2.0948,-16.1483,-12.9743,0
Australia,melbourne,BOR,2,HARD,22,3.0000,6,-2.3274,0.3375,1.4094,2.1411,0,-2.3274,-10.1108,-8.3072,0
Australia,melbourne,BOR,2,HARD,23,3.5000,6,0.0347,0.3750,1.5660,2.3790,0,0.0347,-9.2813,-7.2773,0
Australia,melbourne,BOR,2,HARD,24,4.0000,6,2.0602,0.4125,1.7226,2.6169,1,2.0602,-7.7113,-5.5069,0
Australia,melbourne,BOR,2,HARD,25,4.5000,6,1.8694,0.4500,1.8792,2.8548,1,1.8694,-6.1490,-3.7442,0
Australia,melbourne,BOR,2,HARD,26,5.0000,6,1.3406,0.4875,2.0358,3.0927,1,1.3406,-4.3406,-1.7354,0
Australia,melbourne,BOR,2,HARD,27,5.5000,5,0.5353,0.4062,1.6965,2.5772,1,0.5353,-2.4719,-0.3009,0
Australia,melbourne,BOR,2,HARD,28,6.0000,4,-0.0120,0.3250,1.3572,2.0618,0,-0.0120,-1.5620,0.1748,1
Australia,melbourne,BOR,2,HARD,29,6.5000,3,-0.3438,0.2438,1.0179,1.5463,0,-0.3438,-0.6660,0.6366,1
Australia,melbourne,BOR,3,HARD,37,3.0000,6,5.2552,0.3375,1.4094,2.1411,0,5.2552,-2.6723,-0.8687,0
Australia,melbourne,BOR,3,HARD,38,3.5000,6,3.8269,0.3750,1.5660,2.3790,0,3.8269,11.0767,13.0807,0
Australia,melbourne,BOR,3,HARD,39,4.0000,6,2.2086,0.4125,1.7226,2.6169,1,2.2086,11.0096,13.2140,0
Australia,melbourne,BOR,3,HARD,40,4.5000,6,-1.8329,0.4500,1.8792,2.8548,0,-1.8329,9.3012,11.7060,0
Australia,melbourne,BOR,3,HARD,41,5.0000,6,-3.9728,0.4875,2.0358,3.0927,0,-3.9728,7.0544,9.6596,0
Australia,melbourne,BOR,3,HARD,42,5.5000,6,-0.6116,0.5250,2.1924,3.3306,0,-0.6116,3.3155,6.1211,0
Australia,melbourne,BOR,3,HARD,43,6.0000,6,2.7906,0.5625,2.3490,3.5685,1,2.7906,0.7308,3.7368,1
Australia,melbourne,BOR,3,HARD,44,6.5000,6,3.5796,0.6000,2.5056,3.8064,1,3.5796,-0.5202,2.6862,0
Australia,melbourne,BOR,3,HARD,45,7.0000,6,6.3772,0.6375,2.6622,4.0443,0,6.3772,-2.3633,1.0435,0
Australia,melbourne,BOR,3,HARD,46,7.5000,6,8.0254,0.6750,2.8188,4.2822,0,8.0254,-3.3023,0.3049,0
Australia,melbourne,BOR,3,HARD,47,8.0000,6,10.0979,0.7125,2.9754,4.5201,0,10.0979,-2.6748,1.1328,0
Australia,melbourne,BOR,3,HARD,48,8.5000,6,9.8389,0.7500,3.1320,4.7580,0,9.8389,-0.4088,3.5992,0
Australia,melbourne,BOR,3,HARD,49,9.0000,6,10.4189,0.7875,3.2886,4.9959,0,10.4189,1.0556,5.2640,0
Australia,melbourne,BOR,3,HARD,50,9.5000,6,9.7348,0.8250,3.4452,5.2338,0,9.7348,1.3173,5.7261,0
Australia,melbourne,BOR,3,HARD,51,10.0000,6,8.0456,0.8625,3.6018,5.4717,0,8.0456,3.2918,7.9010,0
Australia,melbourne,BOR,3,HARD,52,10.5000,5,6.9448,0.7188,3.0015,4.5597,0,6.9448,2.5397,6.3807,0
Australia,melbourne,BOR,3,HARD,53,11.0000,4,4.2720,0.5750,2.4012,3.6478,0,4.2720,3.1295,6.2023,1
Australia,melbourne,BOR,3,HARD,54,11.5000,3,3.2602,0.4313,1.8009,2.7359,0,3.2602,2.1727,4.4773,1
Australia,melbourne,BOT,1,HARD,3,2.0000,6,-13.4164,0.3375,1.4094,2.1411,0,-13.4164,-156.6938,-154.8902,0
Australia,melbourne,BOT,1,HARD,4,2.5000,6,-10.8583,0.3750,1.5660,2.3790,0,-10.8583,-117.5753,-115.5713,0
Australia,melbourne,BOT,1,HARD,5,3.0000,5,-6.8369,0.3125,1.3050,1.9825,0,-6.8369,-70.4969,-68.8269,0
Australia,melbourne,BOT,1,HARD,6,3.5000,4,-3.3565,0.2500,1.0440,1.5860,0,-3.3565,-41.8361,-40.5001,0
Australia,melbourne,BOT,1,HARD,7,4.0000,3,-0.6911,0.1875,0.7830,1.1895,0,-0.6911,-24.6532,-23.6512,0
Australia,melbourne,COL,1,HARD,3,2.0000,5,-6.0725,0.2500,1.0440,1.5860,0,-6.0725,-146.5395,-145.2035,0
Australia,melbourne,COL,1,HARD,4,2.5000,4,-2.4634,0.2000,0.8352,1.2688,0,-2.4634,-72.8220,-71.7532,0
Australia,melbourne,COL,1,HARD,5,3.0000,3,-2.8267,0.1500,0.6264,0.9516,0,-2.8267,-35.3229,-34.5213,0
Australia,melbourne,COL,2,HARD,16,15.0000,4,-1.8344,0.2500,1.0440,1.5860,0,-1.8344,-7.2795,-5.9435,0
Australia,melbourne,COL,2,HARD,17,15.5000,4,-1.7935,0.3000,1.2528,1.9032,0,-1.7935,-5.8410,-4.2378,0
Australia,melbourne,COL,2,HARD,18,15.5000,5,-1.7661,0.4062,1.6965,2.5772,0,-1.7661,-7.9097,-5.7387,0
Australia,melbourne,COL,2,HARD,19,15.5000,6,-1.9109,0.5250,2.1924,3.3306,0,-1.9109,-10.2218,-7.4162,0
Australia,melbourne,COL,2,HARD,20,16.0000,6,-1.3038,0.5625,2.3490,3.5685,0,-1.3038,-7.0563,-4.0503,0
Australia,melbourne,COL,2,HARD,21,16.5000,6,0.3349,0.6000,2.5056,3.8064,0,0.3349,-8.1615,-4.9551,0
Australia,melbourne,COL,2,HARD,22,17.0000,6,2.4406,0.6375,2.6622,4.0443,1,2.4406,-7.9533,-4.5465,0
Australia,melbourne,COL,2,HARD,23,18.5000,6,4.1291,0.6000,2.5056,3.8064,0,4.1291,-6.4156,-3.2092,0
Australia,melbourne,COL,2,HARD,24,20.0000,6,4.5253,0.5625,2.3490,3.5685,0,4.5253,-4.5726,-1.5666,0
Australia,melbourne,COL,2,HARD,25,20.5000,6,6.4439,0.6000,2.5056,3.8064,0,6.4439,-4.2102,-1.0038,0
Australia,melbourne,COL,2,HARD,26,21.0000,6,6.8606,0.6375,2.6622,4.0443,0,6.8606,-3.9665,-0.5597,0
Australia,melbourne,COL,2,HARD,27,21.5000,5,6.3543,0.5312,2.2185,3.3702,0,6.3543,-2.3869,0.4521,0
Australia,melbourne,COL,2,HARD,28,22.0000,5,6.5578,0.5750,2.4012,3.6478,0,6.5578,-1.2286,1.8442,0
Australia,melbourne,COL,2,HARD,29,22.5000,5,5.8470,0.6188,2.5839,3.9253,0,5.8470,0.0435,3.3501,0
Australia,melbourne,COL,2,HARD,30,23.0000,5,7.8541,0.6625,2.7666,4.2029,0,7.8541,0.1038,3.6442,0
Australia,melbourne,COL,2,HARD,31,23.5000,5,7.6938,0.7063,2.9493,4.4804,0,7.6938,1.8731,5.6473,0
Australia,melbourne,COL,2,HARD,32,24.0000,5,9.0514,0.7500,3.1320,4.7580,0,9.0514,1.8087,5.8167,0
Australia,melbourne,COL,2,HARD,33,24.0000,6,11.3423,0.9375,3.9150,5.9475,0,11.3423,2.2608,7.2708,0
Australia,melbourne,COL,2,HARD,34,24.5000,6,12.1060,0.9750,4.0716,6.1854,0,12.1060,2.5652,7.7756,0
Australia,melbourne,COL,2,HARD,35,25.0000,6,13.1078,1.0125,4.2282,6.4233,0,13.1078,2.3053,7.7161,0
Australia,melbourne,COL,2,HARD,36,25.5000,6,10.4072,1.0500,4.3848,6.6612,0,10.4072,3.9933,9.6045,0
Australia,melbourne,COL,2,HARD,37,26.0000,6,8.1997,1.0875,4.5414,6.8991,0,8.1997,4.9449,10.7565,1
Australia,melbourne,COL,2,HARD,38,26.5000,6,6.4525,1.1250,4.6980,7.1370,1,6.4525,5.6709,11.6829,1
Australia,melbourne,COL,2,HARD,39,27.0000,6,4.4523,1.1625,4.8546,7.3749,1,4.4523,6.2125,12.4249,0
Australia,melbourne,COL,2,HARD,40,27.5000,5,2.2249,0.9688,4.0455,6.1457,1,2.2249,5.1683,10.3453,0
Australia,melbourne,COL,2,HARD,41,28.0000,4,0.3863,0.7750,3.2364,4.9166,0,0.3863,4.0050,8.1466,0
Australia,melbourne,COL,2,HARD,42,28.5000,3,0.2636,0.5813,2.4273,3.6875,0,0.2636,2.4969,5.6031,0
Australia,melbourne,GAS,1,MEDIUM,3,2.0000,6,-7.8824,-2.0142,-0.8289,0.8424,0,-7.8824,-156.5102,-153.6536,0
Australia,melbourne,GAS,1,MEDIUM,4,2.5000,6,-4.2223,-2.2380,-0.9210,0.9360,0,-4.2223,-111.2693,-108.0953,0
Australia,melbourne,GAS,1,MEDIUM,5,3.0000,5,-6.2821,-1.8650,-0.7675,0.7800,0,-6.2821,-57.9719,-55.3269,0
Australia,melbourne,GAS,1,MEDIUM,6,3.5000,4,-3.7380,-1.4920,-0.6140,0.6240,0,-3.7380,-34.7892,-32.6732,0
Australia,melbourne,GAS,1,MEDIUM,7,4.0000,3,-1.1080,-1.1190,-0.4605,0.4680,1,-1.1080,-21.6423,-20.0553,0
Australia,melbourne,GAS,2,HARD,16,4.0000,4,3.7875,0.2500,1.0440,1.5860,0,3.7875,-10.3395,-9.0035,0
Australia,melbourne,GAS,2,HARD,17,4.5000,4,2.4269,0.3000,1.2528,1.9032,0,2.4269,-3.9546,-2.3514,0
Australia,melbourne,GAS,2,HARD,18,4.5000,5,2.6797,0.4062,1.6965,2.5772,0,2.6797,-5.3552,-3.1842,0
Australia,melbourne,GAS,2,HARD,19,4.5000,6,2.6722,0.5250,2.1924,3.3306,1,2.6722,-6.9206,-4.1150,0
Australia,melbourne,GAS,2,HARD,20,5.0000,6,-0.2748,0.5625,2.3490,3.5685,0,-0.2748,9.8366,12.8426,0
Australia,melbourne,GAS,2,HARD,21,5.5000,6,-2.1509,0.6000,2.5056,3.8064,0,-2.1509,7.2675,10.4739,0
Australia,melbourne,GAS,2,HARD,22,6.0000,6,-0.4621,0.6375,2.6622,4.0443,0,-0.4621,2.1898,5.5966,0
Australia,melbourne,GAS,2,HARD,23,7.5000,6,1.5204,0.6000,2.5056,3.8064,1,1.5204,-0.5453,2.6611,1
Australia,melbourne,GAS,2,HARD,24,9.0000,6,1.1456,0.5625,2.3490,3.5685,1,1.1456,-1.0062,1.9998,1
Australia,melbourne,GAS,2,HARD,25,9.5000,6,2.9346,0.6000,2.5056,3.8064,1,2.9346,-1.8752,1.3312,0
Australia,melbourne,GAS,2,HARD,26,10.0000,6,2.9283,0.6375,2.6622,4.0443,1,2.9283,-2.0369,1.3699,0
Australia,melbourne,GAS,2,HARD,27,10.5000,5,3.0150,0.5312,2.2185,3.3702,1,3.0150,-1.7906,1.0484,0
Australia,melbourne,GAS,2,HARD,28,11.0000,4,2.7921,0.4250,1.7748,2.6962,0,2.7921,-1.3216,0.9496,0
