gara,tipo,valore
Monaco,placebo,-1.6180
Monaco,placebo,-1.0460
Monaco,placebo,2.0450
Monaco,placebo,-0.3060
Monaco,placebo,1.6180
Monaco,placebo,-0.7050
Monaco,placebo,1.6235
Monaco,placebo,-0.5880
Monaco,placebo,-0.4695
Monaco,placebo,1.1430
Monaco,placebo,4.7070
Monaco,placebo,-0.1570
Monaco,placebo,-1.2580
Monaco,placebo,3.7500
Monaco,placebo,-1.9450
Monaco,placebo,-3.1920
Monaco,placebo,-1.6440
Monaco,placebo,1.2860
Spagna,placebo,1.3155
Spagna,placebo,3.1275
Spagna,placebo,-5.2925
Spagna,placebo,1.5305
Spagna,placebo,1.6615
Spagna,placebo,5.7465
Spagna,placebo,-0.4560
Spagna,placebo,-2.6275
Spagna,placebo,-1.1135
Spagna,placebo,-3.7675
Spagna,placebo,-0.5445
Spagna,placebo,-5.2265
Spagna,placebo,1.6865
Spagna,placebo,-4.0315
Spagna,placebo,1.0005
Spagna,placebo,3.8900
Spagna,placebo,-4.2590
Spagna,placebo,-0.5980
Spagna,placebo,0.9460
Spagna,placebo,0.5560
Spagna,placebo,0.1460
Spagna,placebo,-3.5050
Spagna,placebo,4.4950
Spagna,placebo,4.4690
Spagna,placebo,-3.4360
Spagna,placebo,-2.3160
Spagna,placebo,1.5040
Spagna,placebo,-2.5300
Spagna,placebo,1.3155
Spagna,placebo,3.1275
Spagna,placebo,-5.2925
Spagna,placebo,1.5305
Spagna,placebo,1.6615
Spagna,placebo,5.7465
Spagna,placebo,-0.4560
Spagna,placebo,-2.6275
Spagna,placebo,-1.1135
Spagna,placebo,-3.7675
Spagna,placebo,-0.5445
Spagna,placebo,-5.2265
Spagna,placebo,1.6865
Spagna,placebo,-4.0315
Spagna,placebo,1.0005
Spagna,placebo,1.8600
Spagna,placebo,1.9620
Spagna,placebo,3.0995
Spagna,placebo,-5.4800
Spagna,placebo,1.4585
Spagna,placebo,1.6895
Spagna,placebo,5.9235
Spagna,placebo,-0.8030
Spagna,placebo,-2.2490
Spagna,placebo,-4.5970
Spagna,placebo,0.0895
Spagna,placebo,-4.2910
Spagna,placebo,0.7135
Spagna,placebo,-0.1920
Spagna,placebo,3.9395
Spagna,placebo,0.9110
Spagna,placebo,0.1920
Spagna,placebo,3.0995
Spagna,placebo,-5.4800
Spagna,placebo,1.4585
Spagna,placebo,1.6895
Spagna,placebo,5.9235
Spagna,placebo,-0.8030
Spagna,placebo,-2.2490
Spagna,placebo,-4.5970
Spagna,placebo,0.0895
Spagna,placebo,-4.2910
Spagna,placebo,0.7135
Spagna,placebo,-1.5130
Spagna,placebo,4.0460
Spagna,placebo,1.2380
Spagna,placebo,1.4650
Spagna,placebo,2.0910
Spagna,placebo,-0.6340
Spagna,placebo,4.5405
Spagna,placebo,-2.2060
Spagna,placebo,-0.8310
Spagna,placebo,3.0995
Spagna,placebo,-5.4800
Spagna,placebo,1.4585
Spagna,placebo,1.6895
Spagna,placebo,5.9235
Spagna,placebo,-0.8030
Spagna,placebo,-2.2490
Spagna,placebo,-4.5970
Spagna,placebo,0.0895
Spagna,placebo,-4.2910
Spagna,placebo,0.7135
Spagna,placebo,2.6850
Spagna,placebo,3.0995
Spagna,placebo,-5.4800
Spagna,placebo,1.4585
Spagna,placebo,1.6895
Spagna,placebo,5.9235
Spagna,placebo,-0.8030
Spagna,placebo,-2.2490
Spagna,placebo,-4.5970
Spagna,placebo,0.0895
Spagna,placebo,-4.2910
Spagna,placebo,0.7135
Spagna,placebo,-2.8110
Spagna,placebo,4.6800
Spagna,placebo,0.5710
Spagna,placebo,1.2230
Spagna,placebo,-0.4885
Spagna,placebo,1.7950
Spagna,placebo,-1.9130
Spagna,placebo,4.5320
Spagna,placebo,3.2210
Spagna,placebo,-0.8570
Spagna,placebo,-1.0810
Spagna,placebo,4.8200
Spagna,placebo,2.3210
Spagna,placebo,2.9600
Spagna,placebo,-1.7050
Spagna,placebo,-4.5640
Spagna,placebo,1.7050
Spagna,placebo,-2.8110
Spagna,placebo,4.6800
Spagna,placebo,0.5710
Spagna,placebo,1.2230
Spagna,placebo,-0.4885
Spagna,placebo,1.7950
Spagna,placebo,-2.3100
Spagna,placebo,-1.9130
Spagna,placebo,4.5320
Spagna,placebo,3.2210
Spagna,placebo,-0.8570
Spagna,placebo,-1.0810
Spagna,placebo,4.8200
Spagna,placebo,2.3210
Spagna,placebo,2.9600
Spagna,placebo,-1.7050
Spagna,placebo,-4.5640
Spagna,placebo,1.7050
Spagna,placebo,4.8200
Spagna,placebo,2.3210
Spagna,placebo,2.9600
Spagna,placebo,-1.7050
Spagna,placebo,-4.5640
Spagna,placebo,1.7050
Spagna,placebo,1.8600
Spagna,placebo,1.9620
Spagna,placebo,-0.2770
Spagna,placebo,4.8200
Spagna,placebo,2.3210
Spagna,placebo,2.9600
Spagna,placebo,-1.7050
Spagna,placebo,-4.5640
Spagna,placebo,1.7050
Spagna,placebo,-0.1920
Spagna,placebo,3.9395
Spagna,placebo,0.4320
Spagna,placebo,0.9110
Spagna,placebo,0.1920
Spagna,placebo,-0.3780
Spagna,placebo,0.4960
Spagna,placebo,0.3505
Spagna,placebo,0.5280
Spagna,placebo,0.6505
Spagna,placebo,1.7340
Spagna,placebo,0.0045
Spagna,placebo,6.8310
Spagna,placebo,3.4420
Spagna,placebo,-0.8610
Spagna,placebo,4.1190
Spagna,placebo,4.6400
Spagna,placebo,2.7350
Spagna,placebo,6.8310
Spagna,placebo,3.4420
Spagna,placebo,-0.8610
Spagna,placebo,4.1190
Spagna,placebo,6.8310
Spagna,placebo,3.4420
Spagna,placebo,-0.8610
Spagna,placebo,4.1190
Spagna,placebo,6.8310
Spagna,placebo,3.4420
Spagna,placebo,-0.8610
Spagna,placebo,4.1190
Spagna,placebo,2.6850
Spagna,placebo,1.4240
Spagna,placebo,6.8310
Spagna,placebo,3.4420
Spagna,placebo,-0.8610
Spagna,placebo,4.1190
Spagna,placebo,-3.4050
Spagna,placebo,6.0735
Spagna,placebo,0.5315
Spagna,placebo,0.8755
Spagna,placebo,0.6010
Spagna,placebo,1.6905
Spagna,placebo,-3.1880
Spagna,placebo,-2.6430
Spagna,placebo,4.5070
Spagna,placebo,-1.7930
Spagna,placebo,-0.8775
Spagna,placebo,2.4185
Spagna,placebo,6.2875
Spagna,placebo,3.1735
Spagna,placebo,3.3575
Spagna,placebo,0.4125
Spagna,placebo,0.0105
Spagna,placebo,3.9980
Spagna,placebo,0.0100
Spagna,placebo,-0.2240
Spagna,placebo,-0.4370
Spagna,placebo,-0.0775
Spagna,placebo,1.2535
Spagna,placebo,1.4570
Spagna,placebo,-1.9200
Spagna,placebo,-0.0250
Spagna,placebo,0.8090
Spagna,placebo,0.6890
Spagna,placebo,-0.3220
Spagna,placebo,0.3575
Spagna,placebo,6.2875
Spagna,placebo,3.1735
Spagna,placebo,3.3575
Spagna,placebo,-0.3880
Spagna,placebo,0.4730
Spagna,placebo,2.7870
Spagna,placebo,2.6480
Spagna,placebo,-0.7390
Spagna,placebo,-0.7280
Spagna,placebo,4.1855
Spagna,placebo,-1.7620
Spagna,placebo,-0.5120
Spagna,placebo,0.4960
Spagna,placebo,0.3505
Spagna,placebo,0.6505
Spagna,placebo,6.1590
Spagna,placebo,4.6280
Spagna,placebo,2.6880
Spagna,placebo,8.0065
Spagna,placebo,4.0225
