anno,circuito,compound,drv,stint,n_usable,n_centrale,n_coda,pend_base,pend_coda,marg_raw,marg_iso_centrale,marg_iso_fuelprior,cum5_iso
2023,United States,MEDIUM,SAI,2,15,10,5,0.0634,0.0690,0.0690,0.0056,0.1315,-1.5558
2023,United States,HARD,SAI,3,16,11,5,-0.0331,0.1935,0.1935,0.2266,0.2560,3.2775
2023,United States,MEDIUM,PER,2,11,6,5,0.0317,0.0831,0.0831,0.0514,0.1456,-0.7440
2023,United States,HARD,PER,3,15,10,5,0.0091,0.1630,0.1630,0.1539,0.2255,-0.3545
2023,United States,MEDIUM,RUS,1,12,7,5,0.0123,-0.0077,-0.0077,-0.0200,0.0548,0.7871
2023,United States,HARD,RUS,2,14,9,5,0.0271,0.0111,0.0111,-0.0160,0.0736,-0.9521
2023,United States,MEDIUM,RUS,3,14,9,5,-0.0548,0.1180,0.1180,0.1728,0.1805,3.6338
2023,United States,MEDIUM,GAS,1,12,7,5,0.0710,-0.0244,-0.0244,-0.0954,0.0381,-0.0140
2023,United States,MEDIUM,GAS,2,11,6,5,0.0471,0.3138,0.3138,0.2667,0.3763,-0.5180
2023,United States,HARD,GAS,3,16,11,5,-0.0622,-0.0322,-0.0322,0.0300,0.0303,3.3926
2023,United States,HARD,STR,1,8,3,5,-0.0320,0.0647,0.0647,0.0967,0.1272,1.5677
2023,United States,MEDIUM,STR,2,10,5,5,0.0475,-0.0948,-0.0948,-0.1423,-0.0323,-1.2575
2023,United States,MEDIUM,STR,3,10,5,5,-0.1034,0.1452,0.1452,0.2486,0.2077,3.6479
2023,United States,MEDIUM,TSU,1,11,6,5,-0.0035,0.1194,0.1194,0.1229,0.1819,0.4585
2023,United States,HARD,TSU,2,14,9,5,0.0847,0.0481,0.0481,-0.0366,0.1106,-2.8479
2023,United States,MEDIUM,TSU,3,14,9,5,0.0331,-0.0631,-0.0631,-0.0962,-0.0006,-6.1672
2023,United States,MEDIUM,ALB,3,23,18,5,-0.0298,0.1735,0.1735,0.2033,0.2360,6.1814
2023,United States,MEDIUM,SAR,3,16,11,5,0.0471,0.1463,0.1463,0.0992,0.2088,0.1227
2023,United States,MEDIUM,HUL,3,13,8,5,0.0522,0.2708,0.2708,0.2186,0.3333,1.5472
2023,United States,HARD,BOT,3,23,18,5,-0.0158,0.1134,0.1134,0.1292,0.1759,0.2827
2023,United States,HARD,ZHO,2,12,7,5,0.0006,0.1941,0.1941,0.1935,0.2566,0.5203
2023,United States,HARD,ZHO,3,25,20,5,-0.0379,0.8285,0.8285,0.8664,0.8910,4.5831
2023,United States,HARD,MAG,2,13,8,5,0.0115,-0.1373,-0.1373,-0.1488,-0.0748,2.3885
2023,United States,MEDIUM,MAG,3,18,13,5,-0.0081,0.3622,0.3622,0.3704,0.4247,7.5753
2023,United States,MEDIUM,RIC,1,12,7,5,-0.0045,0.3438,0.3438,0.3483,0.4063,4.5057
2023,United States,HARD,RIC,2,13,8,5,-0.1336,-0.0661,-0.0661,0.0675,-0.0036,7.8835
2023,United States,MEDIUM,ALO,2,17,12,5,-0.0107,-0.0519,-0.0519,-0.0412,0.0106,-0.6772
2023,United States,MEDIUM,HAM,1,10,5,5,0.0202,0.1440,0.1440,0.1238,0.2065,0.1684
2023,United States,HARD,HAM,2,15,10,5,0.0506,-0.1407,-0.1407,-0.1913,-0.0782,-1.2974
2023,United States,MEDIUM,HAM,3,12,7,5,-0.0096,0.1442,0.1442,0.1538,0.2067,-0.0223
2023,United States,MEDIUM,LEC,1,12,7,5,0.0124,0.2092,0.2092,0.1968,0.2717,1.8856
2023,United States,HARD,LEC,2,26,21,5,-0.0159,0.2645,0.2645,0.2803,0.3270,4.5871
2024,Abu Dhabi,HARD,ALB,2,36,31,5,-0.0137,0.2740,0.2740,0.2877,0.3343,7.6680
2024,Abu Dhabi,HARD,ALO,2,16,11,5,-0.0060,-0.0259,-0.0259,-0.0199,0.0344,0.7140
2024,Abu Dhabi,HARD,ALO,3,15,10,5,-0.0513,0.0769,0.0769,0.1283,0.1373,2.1758
2024,Abu Dhabi,HARD,BOT,2,17,12,5,0.0058,0.0898,0.0898,0.0840,0.1501,3.1841
2024,Abu Dhabi,HARD,COL,2,20,15,5,0.0444,0.0421,0.0421,-0.0023,0.1024,-3.4129
2024,Abu Dhabi,HARD,DOO,2,27,22,5,-0.0039,-0.1727,-0.1727,-0.1688,-0.1123,-0.8265
2024,Abu Dhabi,MEDIUM,GAS,1,8,3,5,-0.1410,0.1131,0.1131,0.2541,0.1734,3.8470
2024,Abu Dhabi,HARD,GAS,2,32,27,5,-0.0100,0.2295,0.2295,0.2396,0.2899,2.8527
2024,Abu Dhabi,HARD,HAM,1,18,13,5,-0.0190,-0.0047,-0.0047,0.0143,0.0556,0.2179
2024,Abu Dhabi,MEDIUM,HAM,2,16,11,5,-0.0258,-0.0398,-0.0398,-0.0140,0.0205,0.7948
2024,Abu Dhabi,HARD,HUL,2,23,18,5,-0.0058,0.0067,0.0067,0.0125,0.0670,2.6113
2024,Abu Dhabi,MEDIUM,LAW,1,11,6,5,-0.1022,0.0788,0.0788,0.1810,0.1391,3.3239
2024,Abu Dhabi,HARD,LAW,4,25,20,5,0.0183,0.0516,0.0516,0.0333,0.1119,-4.1772
2024,Abu Dhabi,HARD,LEC,2,31,26,5,-0.0251,-0.0601,-0.0601,-0.0350,0.0002,1.7342
2024,Abu Dhabi,SOFT,MAG,4,22,17,5,0.0850,0.0360,0.0360,-0.0490,0.0963,0.9149
2024,Abu Dhabi,MEDIUM,NOR,1,22,17,5,0.0024,0.0449,0.0449,0.0425,0.1052,0.6513
2024,Abu Dhabi,HARD,NOR,2,28,23,5,-0.0110,0.0392,0.0392,0.0502,0.0995,-0.5218
2024,Abu Dhabi,HARD,PIA,3,11,6,5,-0.0280,0.0008,0.0008,0.0288,0.0612,-0.0828
2024,Abu Dhabi,MEDIUM,RUS,1,12,7,5,-0.0194,-0.0820,-0.0820,-0.0626,-0.0217,1.5060
2024,Abu Dhabi,HARD,RUS,2,26,21,5,0.0023,-0.0724,-0.0724,-0.0747,-0.0121,-0.6103
2024,Abu Dhabi,MEDIUM,SAI,1,21,16,5,0.0028,0.0294,0.0294,0.0266,0.0897,-0.2352
2024,Abu Dhabi,HARD,SAI,2,29,24,5,-0.0064,-0.1250,-0.1250,-0.1186,-0.0647,-0.8318
2024,Abu Dhabi,HARD,STR,2,8,3,5,0.0464,-0.0021,-0.0021,-0.0485,0.0582,-1.5561
2024,Abu Dhabi,HARD,STR,3,14,9,5,-0.0335,-0.0556,-0.0556,-0.0222,0.0047,5.0890
2024,Abu Dhabi,HARD,TSU,2,27,22,5,-0.0152,-0.1825,-0.1825,-0.1673,-0.1222,4.0013
2024,Abu Dhabi,MEDIUM,VER,1,16,11,5,-0.0238,0.1093,0.1093,0.1331,0.1696,1.1880
2024,Abu Dhabi,HARD,VER,2,20,15,5,-0.0312,0.0992,0.0992,0.1304,0.1596,1.6153
2024,Abu Dhabi,HARD,ZHO,2,13,8,5,0.0117,-0.0478,-0.0478,-0.0595,0.0125,-2.6433
2024,Abu Dhabi,HARD,ZHO,3,11,6,5,0.0692,-0.1578,-0.1578,-0.2270,-0.0975,-4.6803
2024,Australian,HARD,ALB,2,17,12,5,-0.0328,0.0921,0.0921,0.1249,0.1524,2.5825
2024,Australian,HARD,ALB,3,18,13,5,-0.0640,0.3904,0.3904,0.4544,0.4507,5.0073
2024,Australian,MEDIUM,ALO,2,14,9,5,0.1838,-0.0090,-0.0090,-0.1928,0.0513,-14.3945
2024,Australian,HARD,ALO,3,14,9,5,-0.0963,0.0603,0.0603,0.1566,0.1206,1.2245
2024,Australian,HARD,BOT,2,22,17,5,-0.0301,0.0772,0.0772,0.1073,0.1375,2.6526
2024,Australian,HARD,BOT,3,16,11,5,-0.0062,0.0695,0.0695,0.0757,0.1298,-1.6454
2024,Australian,HARD,GAS,3,12,7,5,-0.0772,0.2547,0.2547,0.3319,0.3150,3.3567
2024,Australian,MEDIUM,HUL,2,10,5,5,0.1072,-0.0541,-0.0541,-0.1613,0.0062,-3.1450
2024,Australian,HARD,HUL,3,11,6,5,-0.0157,0.1925,0.1925,0.2082,0.2528,2.0552
2024,Australian,HARD,LEC,2,15,10,5,-0.0054,-0.1265,-0.1265,-0.1211,-0.0662,1.0447
2024,Australian,HARD,LEC,3,19,14,5,-0.0632,-0.0537,-0.0537,0.0095,0.0066,2.3583
2024,Australian,HARD,MAG,2,11,6,5,0.0244,-0.0382,-0.0382,-0.0626,0.0221,-0.7067
2024,Australian,HARD,MAG,3,13,8,5,0.0287,0.6422,0.6422,0.6135,0.7025,8.3510
2024,Australian,HARD,NOR,2,17,12,5,-0.0117,0.0854,0.0854,0.0971,0.1457,-0.4722
2024,Australian,HARD,NOR,3,15,10,5,-0.0893,0.1071,0.1071,0.1964,0.1674,2.6291
2024,Australian,HARD,PER,2,12,7,5,0.0155,0.1771,0.1771,0.1616,0.2374,2.5742
2024,Australian,HARD,PER,3,19,14,5,-0.0409,0.1470,0.1470,0.1879,0.2073,5.2016
2024,Australian,HARD,PIA,2,21,16,5,-0.0120,0.5761,0.5761,0.5881,0.6364,3.7806
2024,Australian,HARD,PIA,3,16,11,5,-0.0493,0.0570,0.0570,0.1063,0.1173,0.6757
2024,Australian,HARD,RIC,2,18,13,5,-0.0183,0.1480,0.1480,0.1663,0.2083,3.3144
2024,Australian,HARD,RIC,3,18,13,5,-0.0909,0.4359,0.4359,0.5268,0.4963,8.8194
2024,Australian,HARD,RUS,2,25,20,5,-0.0176,-0.0960,-0.0960,-0.0784,-0.0357,-0.7263
2024,Australian,MEDIUM,SAI,1,13,8,5,-0.1452,0.1676,0.1676,0.3128,0.2279,4.1944
2024,Australian,HARD,SAI,2,22,17,5,-0.0086,-0.1567,-0.1567,-0.1481,-0.0964,1.3550
2024,Australian,HARD,SAI,3,14,9,5,-0.0404,0.1050,0.1050,0.1454,0.1653,3.8867
2024,Australian,HARD,STR,2,17,12,5,0.0279,-0.0484,-0.0484,-0.0763,0.0119,0.0459
2024,Australian,HARD,STR,3,18,13,5,-0.1124,0.0249,0.0249,0.1373,0.0852,3.2292
2024,Australian,HARD,TSU,2,10,5,5,0.0333,-0.0223,-0.0223,-0.0556,0.0380,-1.1699
2024,Australian,HARD,TSU,3,17,12,5,-0.1114,0.0454,0.0454,0.1568,0.1057,4.8359
2024,Australian,HARD,ZHO,2,25,20,5,-0.0406,0.0578,0.0578,0.0984,0.1181,0.9632
2024,Australian,HARD,ZHO,3,13,8,5,-0.0642,-0.0698,-0.0698,-0.0056,-0.0094,1.2268
2024,Austrian,HARD,ALB,2,16,11,5,0.0289,0.0718,0.0718,0.0429,0.1211,0.5247
2024,Austrian,HARD,ALB,3,16,11,5,0.0103,0.1332,0.1332,0.1229,0.1825,3.1874
2024,Austrian,HARD,ALO,3,16,11,5,0.0946,-0.0564,-0.0564,-0.1510,-0.0071,-4.2460
2024,Austrian,MEDIUM,BOT,1,8,3,5,0.0189,0.1085,0.1085,0.0896,0.1578,2.1043
2024,Austrian,HARD,BOT,2,18,13,5,0.0184,0.0890,0.0890,0.0706,0.1383,1.6981
2024,Austrian,HARD,BOT,3,14,9,5,-0.0253,-0.0820,-0.0820,-0.0567,-0.0327,-1.7510
2024,Austrian,HARD,HAM,2,24,19,5,0.0385,0.0193,0.0193,-0.0192,0.0686,0.9578
2024,Austrian,MEDIUM,HAM,3,13,8,5,-0.0136,0.2427,0.2427,0.2563,0.2920,2.0273
2024,Austrian,HARD,HUL,2,20,15,5,0.0255,-0.0019,-0.0019,-0.0274,0.0474,0.3140
2024,Austrian,HARD,HUL,3,26,21,5,0.0220,0.1236,0.1236,0.1016,0.1729,-0.7857
2024,Austrian,HARD,LEC,2,8,3,5,0.1220,0.0666,0.0666,-0.0554,0.1159,-0.6340
2024,Austrian,MEDIUM,LEC,3,13,8,5,-0.1187,-0.1164,-0.1164,0.0024,-0.0671,4.3880
2024,Austrian,MEDIUM,LEC,4,15,10,5,0.0736,0.0823,0.0823,0.0087,0.1316,-1.5230
2024,Austrian,HARD,MAG,2,13,8,5,-0.0103,0.0757,0.0757,0.0860,0.1250,0.4978
2024,Austrian,HARD,MAG,3,15,10,5,0.0431,0.0744,0.0744,0.0313,0.1237,-2.2418
2024,Austrian,MEDIUM,NOR,1,19,14,5,0.0727,-0.0309,-0.0309,-0.1036,0.0184,-0.8169
2024,Austrian,HARD,NOR,2,25,20,5,0.0448,-0.0016,-0.0016,-0.0464,0.0477,0.0398
2024,Austrian,MEDIUM,OCO,1,8,3,5,0.1010,0.0501,0.0501,-0.0509,0.0994,-0.8293
2024,Austrian,MEDIUM,OCO,3,13,8,5,0.1178,-0.1120,-0.1120,-0.2298,-0.0627,-6.6487
2024,Austrian,MEDIUM,PER,1,10,5,5,0.0217,0.0203,0.0203,-0.0014,0.0696,0.7695
2024,Austrian,HARD,PER,2,24,19,5,0.0378,0.0121,0.0121,-0.0257,0.0614,0.5914
2024,Austrian,MEDIUM,PIA,1,11,6,5,0.0491,-0.0268,-0.0268,-0.0758,0.0225,-1.3786
2024,Austrian,HARD,PIA,2,12,7,5,-0.1102,0.0231,0.0231,0.1333,0.0724,9.4190
2024,Austrian,MEDIUM,PIA,3,10,5,5,0.1065,-0.0813,-0.0813,-0.1878,-0.0320,-3.2595
2024,Austrian,HARD,RIC,3,14,9,5,0.0136,0.0414,0.0414,0.0278,0.0907,-0.4867
2024,Austrian,MEDIUM,RUS,1,16,11,5,0.0774,0.0598,0.0598,-0.0176,0.1091,-1.1858
2024,Austrian,MEDIUM,RUS,2,21,16,5,0.0609,0.1058,0.1058,0.0449,0.1551,0.9678
2024,Austrian,HARD,RUS,3,21,16,5,0.0358,0.1664,0.1664,0.1306,0.2157,-3.0966
2024,Austrian,MEDIUM,SAI,1,9,4,5,-0.1248,0.0423,0.0423,0.1671,0.0916,10.0745
2024,Austrian,HARD,SAI,2,22,17,5,0.0533,0.0632,0.0632,0.0099,0.1125,0.3085
2024,Austrian,MEDIUM,SAI,3,18,13,5,0.0347,-0.0558,-0.0558,-0.0905,-0.0065,-1.3214
2024,Austrian,MEDIUM,SAR,2,16,11,5,0.1023,0.1878,0.1878,0.0855,0.2371,0.1527
2024,Austrian,HARD,SAR,3,26,21,5,-0.0156,-0.1291,-0.1291,-0.1135,-0.0798,0.8345
2024,Austrian,MEDIUM,SAR,4,17,12,5,0.0708,0.4246,0.4246,0.3538,0.4739,-0.1002
2024,Austrian,MEDIUM,STR,1,8,3,5,-0.0130,0.0776,0.0776,0.0906,0.1269,2.3720
2024,Austrian,HARD,STR,3,19,14,5,0.0388,-0.4448,-0.4448,-0.4836,-0.3955,2.9699
2024,Austrian,MEDIUM,TSU,1,8,3,5,0.1587,0.0912,0.0912,-0.0675,0.1405,-1.2291
2024,Austrian,HARD,TSU,2,14,9,5,0.0370,0.0444,0.0444,0.0074,0.0937,0.1109
2024,Austrian,HARD,TSU,3,21,16,5,0.0484,0.0292,0.0292,-0.0192,0.0785,-3.7210
2024,Austrian,MEDIUM,VER,1,20,15,5,0.0847,0.0155,0.0155,-0.0692,0.0648,0.5577
2024,Austrian,HARD,VER,2,25,20,5,0.0723,0.0785,0.0785,0.0062,0.1278,-1.9791
2024,Austrian,MEDIUM,VER,3,11,6,5,0.0578,-0.0339,-0.0339,-0.0917,0.0154,3.7693
2024,Austrian,HARD,ZHO,1,18,13,5,0.0386,-0.1546,-0.1546,-0.1931,-0.1053,2.9860
2024,Austrian,MEDIUM,ZHO,2,19,14,5,0.0402,0.4267,0.4267,0.3865,0.4760,-1.4231
2024,Austrian,HARD,ZHO,3,14,9,5,0.0405,-0.0667,-0.0667,-0.1072,-0.0174,-2.1404
2024,Azerbaijan,HARD,ALB,1,18,13,5,0.0196,-0.0166,-0.0166,-0.0362,0.0520,-1.4591
2024,Azerbaijan,MEDIUM,ALO,1,8,3,5,-0.0795,-0.1770,-0.1770,-0.0975,-0.1084,-1.8377
2024,Azerbaijan,HARD,ALO,2,34,29,5,-0.0496,-0.0960,-0.0960,-0.0464,-0.0274,-2.7246
2024,Azerbaijan,HARD,BEA,2,16,11,5,-0.1033,-0.0034,-0.0034,0.0999,0.0652,8.2850
2024,Azerbaijan,HARD,BOT,2,30,25,5,-0.0374,0.5370,0.5370,0.5744,0.6057,5.0522
2024,Azerbaijan,HARD,COL,2,17,12,5,-0.0265,0.0756,0.0756,0.1021,0.1442,-6.0502
2024,Azerbaijan,HARD,GAS,1,28,23,5,-0.0537,0.0298,0.0298,0.0835,0.0984,-1.0210
2024,Azerbaijan,HARD,HUL,2,23,18,5,-0.0211,0.3172,0.3172,0.3383,0.3858,0.7088
2024,Azerbaijan,MEDIUM,LEC,1,13,8,5,-0.0785,0.4877,0.4877,0.5662,0.5563,5.0380
2024,Azerbaijan,HARD,NOR,1,16,11,5,-0.0479,-0.2669,-0.2669,-0.2190,-0.1983,-1.3313
2024,Azerbaijan,MEDIUM,NOR,2,8,3,5,-0.2935,0.0272,0.0272,0.3207,0.0958,6.1867
2024,Azerbaijan,HARD,OCO,1,23,18,5,-0.0917,0.5501,0.5501,0.6418,0.6187,6.6888
2024,Azerbaijan,HARD,PIA,2,29,24,5,-0.0032,-0.0141,-0.0141,-0.0109,0.0545,-1.4115
2024,Azerbaijan,HARD,RIC,1,30,25,5,-0.1086,0.2317,0.2317,0.3403,0.3003,5.7167
2024,Azerbaijan,HARD,RUS,2,23,18,5,-0.0595,0.0447,0.0447,0.1042,0.1133,0.2627
2024,Azerbaijan,MEDIUM,SAI,1,12,7,5,-0.0758,0.0746,0.0746,0.1504,0.1432,4.5246
2024,Azerbaijan,HARD,SAI,2,19,14,5,-0.0237,0.0040,0.0040,0.0277,0.0726,-0.6450
2024,Azerbaijan,HARD,STR,2,13,8,5,-0.1808,0.1094,0.1094,0.2902,0.1780,7.4882
2024,Azerbaijan,HARD,STR,3,8,3,5,-0.0875,0.0651,0.0651,0.1526,0.1337,1.6647
2024,Azerbaijan,MEDIUM,TSU,1,8,3,5,0.5886,-0.0692,-0.0692,-0.6578,-0.0006,-22.0839
2024,Azerbaijan,HARD,VER,2,12,7,5,-0.0253,0.1737,0.1737,0.1990,0.2423,1.0311
2024,Azerbaijan,HARD,ZHO,1,21,16,5,-0.0504,-0.1356,-0.1356,-0.0852,-0.0670,-1.7793
2024,Azerbaijan,MEDIUM,ZHO,2,8,3,5,0.0370,0.0600,0.0600,0.0230,0.1286,-1.6743
2024,Bahrain,HARD,ALB,3,17,12,5,0.1483,0.1693,0.1693,0.0210,0.2307,-5.3301
2024,Bahrain,HARD,ALO,2,22,17,5,-0.0043,0.1976,0.1976,0.2020,0.2591,1.6052
2024,Bahrain,HARD,ALO,3,12,7,5,-0.0111,-0.0677,-0.0677,-0.0566,-0.0063,3.0870
2024,Bahrain,HARD,BOT,3,24,19,5,-0.0298,0.0184,0.0184,0.0482,0.0798,5.5736
2024,Bahrain,HARD,GAS,3,9,4,5,0.0158,-0.0308,-0.0308,-0.0466,0.0306,0.4100
2024,Bahrain,SOFT,GAS,4,10,5,5,0.0040,0.1490,0.1490,0.1450,0.2104,1.1110
2024,Bahrain,HARD,HAM,2,18,13,5,-0.0174,0.1455,0.1455,0.1629,0.2069,1.7153
2024,Bahrain,HARD,HAM,3,20,15,5,0.0446,0.0537,0.0537,0.0091,0.1151,-0.4524
2024,Bahrain,HARD,HUL,2,13,8,5,0.0188,-0.0076,-0.0076,-0.0264,0.0538,0.5803
2024,Bahrain,HARD,HUL,3,16,11,5,0.0162,0.0485,0.0485,0.0323,0.1100,-0.1868
2024,Bahrain,SOFT,HUL,4,13,8,5,-0.0275,-0.0896,-0.0896,-0.0621,-0.0282,3.5540
2024,Bahrain,HARD,LEC,3,13,8,5,0.0374,0.2347,0.2347,0.1973,0.2961,1.2382
2024,Bahrain,HARD,MAG,3,16,11,5,0.0550,0.2375,0.2375,0.1825,0.2989,2.1543
2024,Bahrain,SOFT,NOR,1,9,4,5,0.0671,0.0355,0.0355,-0.0316,0.0969,0.0093
2024,Bahrain,HARD,NOR,2,16,11,5,0.0136,0.0703,0.0703,0.0567,0.1317,1.2632
2024,Bahrain,HARD,NOR,3,17,12,5,0.0150,0.0774,0.0774,0.0624,0.1388,2.0664
2024,Bahrain,HARD,OCO,2,13,8,5,0.1027,-0.0169,-0.0169,-0.1196,0.0445,-2.0352
2024,Bahrain,HARD,OCO,3,22,17,5,0.0617,-0.2184,-0.2184,-0.2801,-0.1570,1.3179
2024,Bahrain,HARD,PER,2,21,16,5,0.0009,0.0976,0.0976,0.0967,0.1590,0.9610
2024,Bahrain,SOFT,PER,3,19,14,5,0.0517,-0.0083,-0.0083,-0.0600,0.0531,1.9427
2024,Bahrain,HARD,PIA,2,15,10,5,0.0171,0.0907,0.0907,0.0736,0.1521,1.3709
2024,Bahrain,HARD,PIA,3,20,15,5,0.0681,0.0355,0.0355,-0.0326,0.0969,-0.6666
2024,Bahrain,SOFT,RIC,3,10,5,5,-0.0075,0.2389,0.2389,0.2464,0.3003,2.3860
2024,Bahrain,HARD,RUS,2,14,9,5,0.0382,0.1021,0.1021,0.0639,0.1635,-0.6335
2024,Bahrain,HARD,RUS,3,22,17,5,0.0426,0.1259,0.1259,0.0833,0.1873,0.7094
2024,Bahrain,HARD,SAI,2,16,11,5,0.0413,0.0447,0.0447,0.0034,0.1061,-0.1721
2024,Bahrain,HARD,SAI,3,19,14,5,0.0395,0.0228,0.0228,-0.0167,0.0842,-0.0043
2024,Bahrain,HARD,SAR,2,15,10,5,-0.3940,-0.0244,-0.0244,0.3696,0.0370,11.7947
2024,Bahrain,HARD,SAR,3,9,4,5,0.0156,0.0584,0.0584,0.0428,0.1198,-0.4770
2024,Bahrain,SOFT,SAR,4,13,8,5,0.1044,0.4101,0.4101,0.3057,0.4715,2.3089
2024,Bahrain,HARD,STR,3,23,18,5,0.0342,0.1279,0.1279,0.0937,0.1893,-0.5090
2024,Bahrain,SOFT,VER,1,13,8,5,0.1069,0.0227,0.0227,-0.0842,0.0841,-3.7929
2024,Bahrain,HARD,VER,2,17,12,5,0.0559,0.0793,0.0793,0.0234,0.1407,0.6244
2024,Bahrain,SOFT,VER,3,18,13,5,-0.0769,-0.2017,-0.2017,-0.1248,-0.1403,5.8308
2024,Bahrain,HARD,ZHO,2,13,8,5,0.0693,0.0631,0.0631,-0.0062,0.1245,-1.1784
2024,Bahrain,HARD,ZHO,3,22,17,5,0.0199,0.0120,0.0120,-0.0079,0.0734,3.0481
2024,Belgian,MEDIUM,ALB,2,8,3,5,0.0049,0.0104,0.0104,0.0055,0.0899,-0.3920
2024,Belgian,MEDIUM,ALO,2,22,17,5,-0.0735,-0.0589,-0.0589,0.0146,0.0206,0.0608
2024,Belgian,HARD,GAS,2,10,5,5,0.0282,-0.1184,-0.1184,-0.1466,-0.0388,-3.1218
2024,Belgian,MEDIUM,HAM,1,8,3,5,0.1335,0.1449,0.1449,0.0114,0.2244,-1.7470
2024,Belgian,HARD,HAM,2,11,6,5,0.0118,-0.1442,-0.1442,-0.1560,-0.0647,0.4394
2024,Belgian,HARD,HAM,3,8,3,5,-0.0140,0.0853,0.0853,0.0993,0.1648,-0.8690
2024,Belgian,MEDIUM,HUL,3,21,16,5,-0.0147,-0.0770,-0.0770,-0.0623,0.0025,-1.5317
2024,Belgian,HARD,LEC,3,15,10,5,0.0299,-0.0975,-0.0975,-0.1274,-0.0180,-1.6907
2024,Belgian,HARD,MAG,2,17,12,5,-0.0621,-0.1825,-0.1825,-0.1204,-0.1029,0.9621
2024,Belgian,HARD,PER,3,15,10,5,0.0303,-0.0175,-0.0175,-0.0479,0.0620,-1.0174
2024,Belgian,HARD,PIA,2,14,9,5,-0.0030,-0.1257,-0.1257,-0.1227,-0.0462,-2.8644
2024,Belgian,SOFT,RIC,3,13,8,5,-0.1001,-0.0634,-0.0634,0.0367,0.0161,3.1577
2024,Belgian,HARD,RUS,2,23,18,5,-0.0357,-0.1489,-0.1489,-0.1132,-0.0694,0.4353
2024,Belgian,HARD,SAI,3,10,5,5,0.0597,-0.2179,-0.2179,-0.2776,-0.1384,-3.3003
2024,Belgian,MEDIUM,SAR,2,12,7,5,0.0613,0.3259,0.3259,0.2646,0.4054,1.9032
2024,Belgian,HARD,SAR,3,14,9,5,-0.0945,-0.0981,-0.0981,-0.0035,-0.0185,2.2418
2024,Belgian,MEDIUM,STR,2,13,8,5,-0.0286,-0.2425,-0.2425,-0.2139,-0.1630,-3.4698
2024,Belgian,SOFT,TSU,2,24,19,5,-0.0319,-0.1937,-0.1937,-0.1618,-0.1142,-2.7733
2024,British,MEDIUM,ALB,3,8,3,5,-0.1290,-0.0744,-0.0744,0.0546,-0.0071,0.7567
2024,British,MEDIUM,ALO,3,12,7,5,-0.1324,0.2524,0.2524,0.3848,0.3197,7.4469
2024,British,MEDIUM,BOT,1,17,12,5,0.0742,1.2372,1.2372,1.1630,1.3045,5.8707
2024,British,SOFT,BOT,3,10,5,5,-0.5004,-0.2332,-0.2332,0.2672,-0.1659,10.5160
2024,British,SOFT,HAM,3,13,8,5,-0.1009,0.1210,0.1210,0.2219,0.1883,3.2472
2024,British,SOFT,HUL,3,12,7,5,-0.1614,0.1289,0.1289,0.2903,0.1962,6.0744
2024,British,SOFT,LEC,4,10,5,5,-0.2177,0.2372,0.2372,0.4549,0.3045,8.3003
2024,British,MEDIUM,NOR,1,10,5,5,1.3447,0.6357,0.6357,-0.7090,0.7030,-48.2796
2024,British,SOFT,NOR,3,10,5,5,-0.0450,0.1814,0.1814,0.2264,0.2487,5.0310
2024,British,SOFT,OCO,1,9,4,5,0.0522,0.9458,0.9458,0.8936,1.0131,12.1732
2024,British,MEDIUM,OCO,5,10,5,5,-0.0583,-0.1073,-0.1073,-0.0490,-0.0400,9.2655
2024,British,MEDIUM,PIA,3,12,7,5,-0.0834,0.1073,0.1073,0.1907,0.1746,2.9956
2024,British,MEDIUM,RIC,1,14,9,5,0.2823,1.1474,1.1474,0.8651,1.2147,-5.6522
2024,British,SOFT,RIC,3,12,7,5,-0.1818,1.1199,1.1199,1.3017,1.1872,13.0704
2024,British,MEDIUM,RUS,1,18,13,5,0.0005,0.0103,0.0103,0.0098,0.0776,6.5700
2024,British,MEDIUM,SAI,1,11,6,5,-0.0349,0.6720,0.6720,0.7069,0.7393,4.3501
2024,British,HARD,SAI,3,8,3,5,-0.0665,-0.0473,-0.0473,0.0192,0.0200,-0.2243
2024,British,SOFT,SAR,3,9,4,5,0.3954,0.2261,0.2261,-0.1693,0.2934,-4.8865
2024,British,MEDIUM,STR,1,8,3,5,0.0050,-0.0590,-0.0590,-0.0640,0.0083,-1.5903
2024,British,MEDIUM,STR,3,9,4,5,-0.0574,0.0310,0.0310,0.0884,0.0983,0.8345
2024,British,SOFT,TSU,3,11,6,5,0.1430,0.1895,0.1895,0.0465,0.2568,-1.0301
2024,British,MEDIUM,VER,1,14,9,5,0.4622,0.6266,0.6266,0.1644,0.6939,-21.4638
2024,British,HARD,VER,3,8,3,5,-0.2495,0.0112,0.0112,0.2607,0.0785,7.6287
2024,British,SOFT,ZHO,5,12,7,5,-0.2760,0.1859,0.1859,0.4619,0.2532,8.3102
2024,Canadian,HARD,ALO,3,11,6,5,-0.1839,-0.2391,-0.2391,-0.0552,-0.1891,1.6708
2024,Canadian,MEDIUM,BOT,2,8,3,5,-0.4348,-0.1188,-0.1188,0.3159,-0.0688,30.4339
2024,Canadian,MEDIUM,NOR,3,8,3,5,-0.2254,-0.0219,-0.0219,0.2035,0.0281,3.6532
2024,Canadian,HARD,STR,3,9,4,5,-0.3495,-0.1364,-0.1364,0.2131,-0.0864,4.8185
