pop,gara,drv,L,residuo_reinfl,dentro_pitwindow
ctrl,Austria,BEA,8,2.5798,0
ctrl,Austria,BEA,9,2.7913,0
ctrl,Austria,BOR,10,0.1933,0
ctrl,Austria,BOR,11,0.3080,0
ctrl,Austria,BOR,12,1.3588,0
ctrl,Austria,BOR,21,-0.4202,1
ctrl,Austria,BOR,27,-0.2012,1
ctrl,Austria,BOR,28,0.3663,1
ctrl,Austria,BOR,29,0.8103,1
ctrl,Austria,BOR,30,0.9973,1
ctrl,Austria,BOR,31,1.0903,1
ctrl,Austria,BOR,32,1.3234,1
ctrl,Austria,BOR,33,1.7024,1
ctrl,Austria,BOR,34,1.8094,1
ctrl,Austria,BOR,35,2.0566,1
ctrl,Austria,BOR,36,2.4199,1
ctrl,Austria,BOR,37,2.1963,1
ctrl,Austria,BOR,38,2.4418,1
ctrl,Austria,BOR,39,2.7501,1
ctrl,Austria,BOR,4,-0.3592,0
ctrl,Austria,BOR,5,-0.4520,0
ctrl,Austria,BOR,6,-0.0937,0
ctrl,Austria,BOR,7,0.0973,0
ctrl,Austria,BOR,8,0.0463,0
ctrl,Austria,BOR,9,0.3728,0
ctrl,Austria,COL,10,2.3138,0
ctrl,Austria,COL,11,1.9533,0
ctrl,Austria,COL,12,2.7818,0
ctrl,Austria,COL,13,2.5001,1
ctrl,Austria,COL,14,0.5373,1
ctrl,Austria,COL,15,-0.5322,1
ctrl,Austria,COL,27,-0.8758,1
ctrl,Austria,COL,28,-1.2532,1
ctrl,Austria,COL,29,0.2030,1
ctrl,Austria,COL,30,1.8388,1
ctrl,Austria,COL,4,0.6483,0
ctrl,Austria,COL,5,-0.5450,0
ctrl,Austria,COL,6,0.2963,0
ctrl,Austria,COL,7,1.3733,0
ctrl,Austria,COL,8,1.8613,0
ctrl,Austria,COL,9,2.2340,0
ctrl,Austria,GAS,17,-0.3892,1
ctrl,Austria,GAS,18,-0.2670,1
ctrl,Austria,GAS,19,-0.1807,1
ctrl,Austria,GAS,20,0.0123,1
ctrl,Austria,GAS,21,-0.4745,1
ctrl,Austria,GAS,27,0.7103,1
ctrl,Austria,GAS,28,0.9038,1
ctrl,Austria,GAS,29,1.0026,1
ctrl,Austria,GAS,30,1.0774,1
ctrl,Austria,GAS,31,1.4071,1
ctrl,Austria,GAS,32,1.8359,1
ctrl,Austria,GAS,33,2.1243,1
ctrl,Austria,GAS,4,-0.0452,0
ctrl,Austria,GAS,5,0.7600,0
ctrl,Austria,GAS,6,1.3313,0
ctrl,Austria,GAS,7,1.5425,0
ctrl,Austria,GAS,8,2.1838,0
ctrl,Austria,HAD,10,1.1618,0
ctrl,Austria,HAD,11,1.3230,0
ctrl,Austria,HAD,12,1.5853,0
ctrl,Austria,HAD,13,1.5710,1
ctrl,Austria,HAD,27,0.5053,1
ctrl,Austria,HAD,28,1.5693,1
ctrl,Austria,HAD,29,2.1903,1
ctrl,Austria,HAD,30,1.6035,1
ctrl,Austria,HAD,31,1.6118,1
ctrl,Austria,HAD,32,1.7188,1
ctrl,Austria,HAD,33,1.7658,1
ctrl,Austria,HAD,34,1.9805,1
ctrl,Austria,HAD,35,2.3773,1
ctrl,Austria,HAD,4,-1.5802,0
ctrl,Austria,HAD,44,0.0543,1
ctrl,Austria,HAD,45,0.7753,1
ctrl,Austria,HAD,46,0.7883,0
ctrl,Austria,HAD,47,0.5630,0
ctrl,Austria,HAD,48,0.7518,0
ctrl,Austria,HAD,5,-1.0832,0
ctrl,Austria,HAD,54,1.2678,0
ctrl,Austria,HAD,55,1.4051,0
ctrl,Austria,HAD,56,0.9735,0
ctrl,Austria,HAD,57,1.0163,0
ctrl,Austria,HAD,58,0.9705,0
ctrl,Austria,HAD,59,1.2808,0
ctrl,Austria,HAD,6,-0.1392,0
ctrl,Austria,HAD,60,1.0946,0
ctrl,Austria,HAD,61,0.6773,0
ctrl,Austria,HAD,62,0.9356,0
ctrl,Austria,HAD,63,1.3148,0
ctrl,Austria,HAD,64,1.3478,0
ctrl,Austria,HAD,65,1.3558,0
ctrl,Austria,HAD,66,1.4968,0
ctrl,Austria,HAD,67,1.2418,0
ctrl,Austria,HAD,68,1.7961,0
ctrl,Austria,HAD,7,0.2925,0
ctrl,Austria,HAD,8,0.5258,0
ctrl,Austria,HAD,9,1.0935,0
ctrl,Austria,HAM,16,-0.7197,1
ctrl,Austria,HAM,17,-2.0112,1
ctrl,Austria,HAM,18,-0.9318,1
ctrl,Austria,HAM,19,-0.5720,1
ctrl,Austria,HAM,20,1.6503,1
ctrl,Austria,HAM,29,0.6763,1
ctrl,Austria,HAM,30,0.9088,1
ctrl,Austria,HAM,31,0.8408,1
ctrl,Austria,HAM,32,0.5115,1
ctrl,Austria,HAM,33,-0.0240,1
ctrl,Austria,HAM,34,0.3936,1
ctrl,Austria,HAM,35,1.2804,1
ctrl,Austria,HAM,36,1.3734,1
ctrl,Austria,HAM,37,1.7853,1
ctrl,Austria,HAM,4,0.5798,0
ctrl,Austria,HAM,46,0.4128,0
ctrl,Austria,HAM,47,0.0045,0
ctrl,Austria,HAM,48,-0.3907,0
ctrl,Austria,HAM,5,1.2185,0
ctrl,Austria,HAM,54,1.0171,0
ctrl,Austria,HAM,55,0.7403,0
ctrl,Austria,HAM,56,0.7193,0
ctrl,Austria,HAM,57,0.8623,0
ctrl,Austria,HAM,58,0.7851,0
ctrl,Austria,HAM,59,0.7008,0
ctrl,Austria,HAM,6,1.3928,0
ctrl,Austria,HAM,60,1.1588,0
ctrl,Austria,HAM,61,1.2508,0
ctrl,Austria,HAM,62,1.0131,0
ctrl,Austria,HAM,63,1.2353,0
ctrl,Austria,HAM,64,1.8123,0
ctrl,Austria,HAM,65,2.2453,0
ctrl,Austria,HAM,66,2.3966,0
ctrl,Austria,HAM,67,2.4538,0
ctrl,Austria,HAM,68,2.9683,0
ctrl,Austria,HAM,7,1.6858,0
ctrl,Austria,HUL,10,2.4458,0
ctrl,Austria,HUL,11,1.9718,0
ctrl,Austria,HUL,12,1.3148,0
ctrl,Austria,HUL,13,0.7820,1
ctrl,Austria,HUL,14,0.1743,1
ctrl,Austria,HUL,15,0.4643,1
ctrl,Austria,HUL,16,1.4618,1
ctrl,Austria,HUL,28,-0.3752,1
ctrl,Austria,HUL,29,-0.2490,1
ctrl,Austria,HUL,30,-0.1997,1
ctrl,Austria,HUL,31,0.1585,1
ctrl,Austria,HUL,32,0.4628,1
ctrl,Austria,HUL,33,0.3075,1
ctrl,Austria,HUL,34,0.4943,1
ctrl,Austria,HUL,35,0.5565,1
ctrl,Austria,HUL,36,0.7018,1
ctrl,Austria,HUL,37,0.9720,1
ctrl,Austria,HUL,38,0.7993,1
ctrl,Austria,HUL,39,0.9856,1
ctrl,Austria,HUL,4,0.2838,0
ctrl,Austria,HUL,40,1.1978,1
ctrl,Austria,HUL,5,0.7990,0
ctrl,Austria,HUL,6,1.2063,0
ctrl,Austria,HUL,7,1.2755,0
ctrl,Austria,HUL,8,1.8068,0
ctrl,Austria,HUL,9,2.7533,0
ctrl,Austria,LAW,10,1.0488,0
ctrl,Austria,LAW,11,1.1361,0
ctrl,Austria,LAW,12,1.3143,0
ctrl,Austria,LAW,13,1.4923,1
ctrl,Austria,LAW,14,1.5383,1
ctrl,Austria,LAW,27,-0.8460,1
ctrl,Austria,LAW,28,-0.4827,1
ctrl,Austria,LAW,29,0.2228,1
ctrl,Austria,LAW,30,0.0838,1
ctrl,Austria,LAW,31,0.2070,1
ctrl,Austria,LAW,32,0.6458,1
ctrl,Austria,LAW,33,1.0388,1
ctrl,Austria,LAW,34,1.2613,1
ctrl,Austria,LAW,35,1.5013,1
ctrl,Austria,LAW,36,2.7150,1
ctrl,Austria,LAW,37,3.9311,1
ctrl,Austria,LAW,38,2.8879,1
ctrl,Austria,LAW,39,1.5256,1
ctrl,Austria,LAW,4,-0.6767,0
ctrl,Austria,LAW,40,1.7233,1
ctrl,Austria,LAW,5,-0.4450,0
ctrl,Austria,LAW,54,-0.0975,0
ctrl,Austria,LAW,55,2.1643,0
ctrl,Austria,LAW,56,2.3576,0
ctrl,Austria,LAW,57,0.5278,0
ctrl,Austria,LAW,6,-0.1182,0
ctrl,Austria,LAW,7,0.1990,0
ctrl,Austria,LAW,8,0.6428,0
ctrl,Austria,LAW,9,0.9648,0
ctrl,Austria,LEC,17,-0.4442,1
ctrl,Austria,LEC,18,-0.8145,1
ctrl,Austria,LEC,19,-1.2437,1
ctrl,Austria,LEC,20,-1.1847,1
ctrl,Austria,LEC,21,-0.8227,1
ctrl,Austria,LEC,27,0.0448,1
ctrl,Austria,LEC,28,1.0763,1
ctrl,Austria,LEC,29,1.0228,1
ctrl,Austria,LEC,30,0.2968,1
ctrl,Austria,LEC,31,0.7978,1
ctrl,Austria,LEC,32,1.1028,1
ctrl,Austria,LEC,4,-0.2127,0
ctrl,Austria,LEC,41,-0.8262,1
ctrl,Austria,LEC,42,-0.0212,1
ctrl,Austria,LEC,43,0.1748,1
ctrl,Austria,LEC,44,0.7890,1
ctrl,Austria,LEC,45,1.2643,1
ctrl,Austria,LEC,46,2.0995,0
ctrl,Austria,LEC,47,1.9978,0
ctrl,Austria,LEC,48,0.9158,0
ctrl,Austria,LEC,5,1.6803,0
ctrl,Austria,LEC,54,3.4318,0
ctrl,Austria,LEC,6,2.3628,0
ctrl,Austria,LEC,63,0.1538,0
ctrl,Austria,LEC,64,0.0600,0
ctrl,Austria,LEC,65,-0.2862,0
ctrl,Austria,LEC,66,-0.1570,0
ctrl,Austria,LEC,67,0.1403,0
ctrl,Austria,LEC,68,0.5058,0
ctrl,Austria,LEC,7,1.0970,0
ctrl,Austria,LEC,8,1.6133,0
ctrl,Austria,LIN,10,0.8493,0
ctrl,Austria,LIN,11,0.7393,0
ctrl,Austria,LIN,12,1.0663,0
ctrl,Austria,LIN,13,1.5681,1
ctrl,Austria,LIN,27,-0.2967,1
ctrl,Austria,LIN,28,0.2425,1
ctrl,Austria,LIN,29,0.7688,1
ctrl,Austria,LIN,30,0.5566,1
ctrl,Austria,LIN,31,0.7523,1
ctrl,Austria,LIN,32,0.9236,1
ctrl,Austria,LIN,33,0.9928,1
ctrl,Austria,LIN,34,1.0990,1
ctrl,Austria,LIN,35,1.4723,1
ctrl,Austria,LIN,36,3.0740,1
ctrl,Austria,LIN,37,3.2088,1
ctrl,Austria,LIN,38,1.9756,1
ctrl,Austria,LIN,39,1.9693,1
ctrl,Austria,LIN,4,-0.4012,0
ctrl,Austria,LIN,40,2.2971,1
ctrl,Austria,LIN,41,2.7448,1
ctrl,Austria,LIN,5,-0.1725,0
ctrl,Austria,LIN,54,1.6518,0
ctrl,Austria,LIN,6,0.8363,0
ctrl,Austria,LIN,7,0.8205,0
ctrl,Austria,LIN,8,0.4898,0
ctrl,Austria,LIN,9,0.8810,0
ctrl,Austria,NOR,10,0.8308,0
ctrl,Austria,NOR,11,1.1410,0
ctrl,Austria,NOR,12,1.1583,0
ctrl,Austria,NOR,13,1.0100,1
ctrl,Austria,NOR,14,0.9338,1
ctrl,Austria,NOR,15,0.7308,1
ctrl,Austria,NOR,16,0.7778,1
ctrl,Austria,NOR,28,0.3053,1
ctrl,Austria,NOR,29,0.0583,1
ctrl,Austria,NOR,30,-0.2082,1
ctrl,Austria,NOR,31,-0.1590,1
ctrl,Austria,NOR,32,0.3373,1
ctrl,Austria,NOR,33,0.4575,1
ctrl,Austria,NOR,34,0.4193,1
ctrl,Austria,NOR,35,1.2518,1
ctrl,Austria,NOR,36,1.2503,1
ctrl,Austria,NOR,37,0.1923,1
ctrl,Austria,NOR,38,1.0339,1
ctrl,Austria,NOR,39,0.5268,1
ctrl,Austria,NOR,4,-0.8867,0
ctrl,Austria,NOR,40,1.2503,1
ctrl,Austria,NOR,41,1.3434,1
ctrl,Austria,NOR,42,1.8426,1
ctrl,Austria,NOR,5,0.5605,0
ctrl,Austria,NOR,54,0.1203,0
ctrl,Austria,NOR,55,0.6185,0
ctrl,Austria,NOR,56,1.1743,0
ctrl,Austria,NOR,57,0.6801,0
ctrl,Austria,NOR,58,0.5048,0
ctrl,Austria,NOR,59,0.9958,0
ctrl,Austria,NOR,6,1.5198,0
ctrl,Austria,NOR,60,1.4418,0
ctrl,Austria,NOR,61,1.1780,0
ctrl,Austria,NOR,62,0.9625,0
ctrl,Austria,NOR,63,1.0336,0
ctrl,Austria,NOR,64,1.1966,0
ctrl,Austria,NOR,65,1.7538,0
ctrl,Austria,NOR,66,2.1548,0
ctrl,Austria,NOR,67,1.7299,0
ctrl,Austria,NOR,68,2.5317,0
ctrl,Austria,NOR,7,0.8155,0
ctrl,Austria,NOR,8,0.7293,0
ctrl,Austria,NOR,9,0.9145,0
ctrl,Austria,OCO,10,2.6848,0
ctrl,Austria,OCO,11,1.8648,0
ctrl,Austria,OCO,12,2.0108,0
ctrl,Austria,OCO,13,1.7120,1
ctrl,Austria,OCO,27,-0.8607,1
ctrl,Austria,OCO,28,-0.4295,1
ctrl,Austria,OCO,4,0.5158,0
ctrl,Austria,OCO,5,1.8115,0
ctrl,Austria,OCO,6,2.2463,0
ctrl,Austria,OCO,7,1.7723,0
ctrl,Austria,OCO,8,2.3108,0
ctrl,Austria,OCO,9,2.9348,0
ctrl,Austria,PIA,10,1.6443,0
ctrl,Austria,PIA,11,1.5903,0
ctrl,Austria,PIA,12,1.2373,0
ctrl,Austria,PIA,13,0.8210,1
ctrl,Austria,PIA,14,0.6058,1
ctrl,Austria,PIA,27,0.6470,1
ctrl,Austria,PIA,28,0.7398,1
ctrl,Austria,PIA,29,0.5768,1
ctrl,Austria,PIA,30,0.7333,1
ctrl,Austria,PIA,31,0.7495,1
ctrl,Austria,PIA,32,0.9568,1
ctrl,Austria,PIA,33,0.4638,1
ctrl,Austria,PIA,34,0.7956,1
ctrl,Austria,PIA,35,1.4604,1
ctrl,Austria,PIA,36,1.5034,1
ctrl,Austria,PIA,37,1.4413,1
ctrl,Austria,PIA,4,-0.5667,0
ctrl,Austria,PIA,46,0.3285,0
ctrl,Austria,PIA,47,0.4578,0
ctrl,Austria,PIA,48,1.1298,0
ctrl,Austria,PIA,5,0.3555,0
ctrl,Austria,PIA,54,0.3013,0
ctrl,Austria,PIA,55,0.6400,0
ctrl,Austria,PIA,56,0.8518,0
ctrl,Austria,PIA,57,0.8685,0
ctrl,Austria,PIA,58,0.8013,0
ctrl,Austria,PIA,59,0.9026,0
ctrl,Austria,PIA,6,1.3408,0
ctrl,Austria,PIA,60,1.3658,0
ctrl,Austria,PIA,61,1.9501,0
ctrl,Austria,PIA,62,1.8073,0
ctrl,Austria,PIA,63,1.4506,0
ctrl,Austria,PIA,64,2.3129,0
ctrl,Austria,PIA,65,2.8394,0
ctrl,Austria,PIA,66,2.5488,0
ctrl,Austria,PIA,67,2.9713,0
ctrl,Austria,PIA,68,4.1128,0
ctrl,Austria,PIA,7,1.5860,0
ctrl,Austria,PIA,8,1.4853,0
ctrl,Austria,PIA,9,1.5948,0
ctrl,Austria,RUS,10,2.1348,0
ctrl,Austria,RUS,11,2.6610,0
ctrl,Austria,RUS,12,2.7283,0
ctrl,Austria,RUS,13,2.2985,1
ctrl,Austria,RUS,14,2.0618,1
ctrl,Austria,RUS,27,-0.7102,1
ctrl,Austria,RUS,28,-0.2435,1
ctrl,Austria,RUS,29,0.4488,1
ctrl,Austria,RUS,30,0.9020,1
ctrl,Austria,RUS,31,0.9153,1
ctrl,Austria,RUS,32,1.0841,1
ctrl,Austria,RUS,33,1.4208,1
ctrl,Austria,RUS,34,2.1078,1
ctrl,Austria,RUS,35,2.2148,1
ctrl,Austria,RUS,36,1.9191,1
ctrl,Austria,RUS,37,2.4464,1
ctrl,Austria,RUS,38,2.3536,1
ctrl,Austria,RUS,4,0.2018,0
ctrl,Austria,RUS,47,0.2168,0
ctrl,Austria,RUS,48,-0.0605,0
ctrl,Austria,RUS,5,0.5785,0
ctrl,Austria,RUS,54,0.3128,0
ctrl,Austria,RUS,55,0.9283,0
ctrl,Austria,RUS,56,1.1613,0
ctrl,Austria,RUS,57,0.8043,0
ctrl,Austria,RUS,58,1.1673,0
ctrl,Austria,RUS,59,1.1493,0
ctrl,Austria,RUS,6,0.7818,0
ctrl,Austria,RUS,60,1.0335,0
ctrl,Austria,RUS,61,1.0718,0
ctrl,Austria,RUS,62,1.2621,0
ctrl,Austria,RUS,63,1.8364,0
ctrl,Austria,RUS,64,2.1621,0
ctrl,Austria,RUS,65,2.1399,0
ctrl,Austria,RUS,66,1.9636,0
ctrl,Austria,RUS,67,1.7813,0
ctrl,Austria,RUS,68,1.8396,0
ctrl,Austria,RUS,7,1.1208,0
ctrl,Austria,RUS,8,1.4788,0
ctrl,Austria,RUS,9,1.7333,0
ctrl,Austria,SAI,18,-2.9681,1
ctrl,Austria,SAI,19,-3.1182,1
ctrl,Austria,SAI,20,-0.0517,1
ctrl,Austria,SAI,21,2.6683,1
ctrl,Austria,SAI,4,0.0298,0
ctrl,Austria,SAI,5,0.6530,0
ctrl,Austria,SAI,6,1.0388,0
ctrl,Austria,SAI,7,1.3098,0
ctrl,Austria,SAI,8,2.2968,0
ctrl,Austria,SAI,9,2.6733,0
ctrl,Austria,STR,10,1.1168,0
ctrl,Austria,STR,11,0.9500,0
ctrl,Austria,STR,12,1.1513,0
ctrl,Austria,STR,13,1.2943,1
ctrl,Austria,STR,14,2.0043,1
ctrl,Austria,STR,15,1.7691,1
ctrl,Austria,STR,16,0.9158,1
ctrl,Austria,STR,17,1.7683,1
ctrl,Austria,STR,18,2.3609,1
ctrl,Austria,STR,19,2.8218,1
ctrl,Austria,STR,4,-0.7492,0
ctrl,Austria,STR,5,0.4020,0
ctrl,Austria,STR,6,1.1658,0
ctrl,Austria,STR,7,1.0238,0
ctrl,Austria,STR,8,1.1258,0
ctrl,Austria,STR,9,1.2743,0
ctrl,Austria,VER,10,3.3258,0
ctrl,Austria,VER,11,1.7600,0
ctrl,Austria,VER,12,1.8013,0
ctrl,Austria,VER,13,1.4955,1
ctrl,Austria,VER,27,-0.5172,1
ctrl,Austria,VER,28,-0.1527,1
ctrl,Austria,VER,29,-0.0147,1
ctrl,Austria,VER,30,0.5343,1
ctrl,Austria,VER,31,0.7983,1
ctrl,Austria,VER,32,1.2233,1
ctrl,Austria,VER,33,1.3608,1
ctrl,Austria,VER,34,1.4193,1
ctrl,Austria,VER,35,1.5068,1
ctrl,Austria,VER,36,1.6194,1
ctrl,Austria,VER,37,2.0623,1
ctrl,Austria,VER,38,2.0423,1
ctrl,Austria,VER,39,1.6659,1
ctrl,Austria,VER,4,-0.2172,0
ctrl,Austria,VER,40,1.5686,1
ctrl,Austria,VER,41,1.7303,1
ctrl,Austria,VER,42,2.0521,1
ctrl,Austria,VER,43,2.4156,1
ctrl,Austria,VER,44,2.4113,1
ctrl,Austria,VER,5,0.2225,0
ctrl,Austria,VER,55,0.0448,0
ctrl,Austria,VER,56,0.0420,0
ctrl,Austria,VER,57,0.2278,0
ctrl,Austria,VER,58,0.5140,0
ctrl,Austria,VER,59,0.8423,0
ctrl,Austria,VER,6,0.8898,0
ctrl,Austria,VER,60,1.1020,0
ctrl,Austria,VER,61,1.2928,0
ctrl,Austria,VER,62,1.1043,0
ctrl,Austria,VER,63,1.2488,0
ctrl,Austria,VER,64,1.6066,0
ctrl,Austria,VER,65,2.0903,0
ctrl,Austria,VER,66,1.7091,0
ctrl,Austria,VER,67,1.0278,0
ctrl,Austria,VER,68,1.1996,0
ctrl,Austria,VER,7,1.3873,0
ctrl,Austria,VER,8,1.8628,0
ctrl,Austria,VER,9,3.3633,0
ctrl,Canada,ALB,10,68.1834,0
ctrl,Canada,ALB,3,-11.3814,0
ctrl,Canada,ALB,4,-9.4613,0
ctrl,Canada,ALB,5,-7.1282,0
ctrl,Canada,ALB,6,-4.9631,0
ctrl,Canada,ALB,7,-5.9069,0
ctrl,Canada,ALB,8,-4.3659,0
ctrl,Canada,ALB,9,-4.8476,0
ctrl,Canada,ALO,10,-1.2929,0
ctrl,Canada,ALO,11,-0.1049,1
ctrl,Canada,ALO,12,-0.1432,1
ctrl,Canada,ALO,13,-0.7415,1
ctrl,Canada,ALO,14,0.3653,1
ctrl,Canada,ALO,15,0.8834,1
ctrl,Canada,ALO,3,-5.4804,0
ctrl,Canada,ALO,4,-4.0173,0
ctrl,Canada,ALO,5,-2.2942,0
ctrl,Canada,ALO,6,-2.3496,0
ctrl,Canada,ALO,7,-2.4379,0
ctrl,Canada,ALO,8,-2.7418,0
ctrl,Canada,ALO,9,-2.1149,0
ctrl,Canada,ANT,10,-2.6926,0
ctrl,Canada,ANT,11,0.2948,1
ctrl,Canada,ANT,12,0.6898,1
ctrl,Canada,ANT,13,-1.5168,1
ctrl,Canada,ANT,14,-2.0468,1
ctrl,Canada,ANT,15,-0.9658,1
ctrl,Canada,ANT,16,-0.1354,1
ctrl,Canada,ANT,17,-1.4293,1
ctrl,Canada,ANT,18,-1.0589,1
ctrl,Canada,ANT,19,-0.8125,1
ctrl,Canada,ANT,20,0.0787,1
ctrl,Canada,ANT,21,0.2094,1
ctrl,Canada,ANT,22,0.6988,1
ctrl,Canada,ANT,23,4.1515,1
ctrl,Canada,ANT,24,4.0202,1
ctrl,Canada,ANT,25,1.0058,1
ctrl,Canada,ANT,26,0.9282,1
ctrl,Canada,ANT,3,-7.6414,0
ctrl,Canada,ANT,35,-1.1854,0
ctrl,Canada,ANT,36,-1.4253,0
ctrl,Canada,ANT,37,-1.3682,0
ctrl,Canada,ANT,38,-0.2951,0
ctrl,Canada,ANT,39,2.7571,0
ctrl,Canada,ANT,4,-5.3883,0
ctrl,Canada,ANT,40,1.8788,0
ctrl,Canada,ANT,5,-3.0562,0
ctrl,Canada,ANT,55,0.6465,0
ctrl,Canada,ANT,56,0.4102,0
ctrl,Canada,ANT,57,0.2548,0
ctrl,Canada,ANT,58,-0.0346,0
ctrl,Canada,ANT,59,-0.3979,0
ctrl,Canada,ANT,6,-4.0921,0
ctrl,Canada,ANT,60,0.6598,0
ctrl,Canada,ANT,61,1.2572,0
ctrl,Canada,ANT,62,0.9283,0
ctrl,Canada,ANT,63,1.0581,0
ctrl,Canada,ANT,64,0.4378,0
ctrl,Canada,ANT,65,0.3311,0
ctrl,Canada,ANT,7,-3.6559,0
ctrl,Canada,ANT,8,-3.6989,0
ctrl,Canada,ANT,9,-3.6529,0
ctrl,Canada,BEA,10,0.8463,0
ctrl,Canada,BEA,11,-0.5456,1
ctrl,Canada,BEA,12,-2.6007,1
ctrl,Canada,BEA,13,-3.4812,1
ctrl,Canada,BEA,14,-3.1795,1
ctrl,Canada,BEA,15,-2.7818,1
ctrl,Canada,BEA,16,-2.9974,1
ctrl,Canada,BEA,17,-2.4871,1
ctrl,Canada,BEA,18,-1.8731,1
ctrl,Canada,BEA,19,-1.5461,1
ctrl,Canada,BEA,20,-1.5084,1
ctrl,Canada,BEA,21,-1.1308,1
ctrl,Canada,BEA,22,-0.9569,1
ctrl,Canada,BEA,23,-0.8290,1
ctrl,Canada,BEA,24,-0.4825,1
ctrl,Canada,BEA,25,-0.1181,1
ctrl,Canada,BEA,3,-5.8494,0
ctrl,Canada,BEA,34,-3.6262,0
ctrl,Canada,BEA,4,-5.9563,0
ctrl,Canada,BEA,5,-4.2362,0
ctrl,Canada,BEA,6,-4.4561,0
ctrl,Canada,BEA,7,-5.7819,0
ctrl,Canada,BEA,8,-5.1808,0
ctrl,Canada,BEA,9,-1.9597,0
ctrl,Canada,BOR,10,-6.2395,0
ctrl,Canada,BOR,11,0.0047,1
ctrl,Canada,BOR,12,-0.7384,1
ctrl,Canada,BOR,13,-0.9408,1
ctrl,Canada,BOR,33,-0.6632,0
ctrl,Canada,BOR,34,-1.0658,0
ctrl,Canada,BOR,6,-2.3984,0
ctrl,Canada,BOR,7,-2.0143,0
ctrl,Canada,BOR,8,-2.0232,0
ctrl,Canada,BOR,9,-4.2844,0
ctrl,Canada,COL,10,-1.3926,0
ctrl,Canada,COL,11,-1.1255,1
ctrl,Canada,COL,12,-0.6334,1
ctrl,Canada,COL,13,-1.2156,1
ctrl,Canada,COL,14,-1.6127,1
ctrl,Canada,COL,15,-1.8178,1
ctrl,Canada,COL,16,-1.8598,1
ctrl,Canada,COL,17,-1.3988,1
ctrl,Canada,COL,18,-1.3048,1
ctrl,Canada,COL,19,-1.7148,1
ctrl,Canada,COL,20,-1.4472,1
ctrl,Canada,COL,21,-1.0886,1
ctrl,Canada,COL,22,-1.1131,1
ctrl,Canada,COL,23,-0.8155,1
ctrl,Canada,COL,24,-0.4528,1
ctrl,Canada,COL,25,0.0239,1
ctrl,Canada,COL,3,-5.2104,0
ctrl,Canada,COL,35,-1.5124,0
ctrl,Canada,COL,36,-1.6743,0
ctrl,Canada,COL,37,-1.1362,0
ctrl,Canada,COL,38,-0.6631,0
ctrl,Canada,COL,39,-0.4119,0
ctrl,Canada,COL,4,-5.1133,0
ctrl,Canada,COL,40,-0.4012,0
ctrl,Canada,COL,5,-4.2712,0
ctrl,Canada,COL,55,2.0330,0
ctrl,Canada,COL,6,-3.8541,0
ctrl,Canada,COL,7,-3.0939,0
ctrl,Canada,COL,8,-2.2658,0
ctrl,Canada,COL,9,-1.2457,0
ctrl,Canada,GAS,10,-2.1284,0
ctrl,Canada,GAS,11,-0.7335,1
ctrl,Canada,GAS,12,-1.1559,1
ctrl,Canada,GAS,13,-2.7236,1
ctrl,Canada,GAS,14,-2.8223,1
ctrl,Canada,GAS,15,-2.4389,1
ctrl,Canada,GAS,16,-2.2371,1
ctrl,Canada,GAS,17,-2.1363,1
ctrl,Canada,GAS,18,-1.7355,1
ctrl,Canada,GAS,19,-1.0308,1
ctrl,Canada,GAS,20,-0.7792,1
ctrl,Canada,GAS,21,-0.1356,1
ctrl,Canada,GAS,22,-0.0659,1
ctrl,Canada,GAS,23,-0.8711,1
ctrl,Canada,GAS,24,-0.8554,1
ctrl,Canada,GAS,25,-0.9147,1
ctrl,Canada,GAS,3,-10.3404,0
ctrl,Canada,GAS,34,-1.3914,0
ctrl,Canada,GAS,35,-1.1663,0
ctrl,Canada,GAS,36,1.2018,0
ctrl,Canada,GAS,37,1.2389,0
ctrl,Canada,GAS,38,-1.0327,0
ctrl,Canada,GAS,39,-1.3486,0
ctrl,Canada,GAS,4,-6.2134,0
ctrl,Canada,GAS,40,-1.5645,0
ctrl,Canada,GAS,5,-4.3952,0
ctrl,Canada,GAS,6,-4.8152,0
ctrl,Canada,GAS,7,-6.3799,0
ctrl,Canada,GAS,8,-5.4968,0
ctrl,Canada,GAS,9,-4.0952,0
ctrl,Canada,HAD,10,-2.3376,0
ctrl,Canada,HAD,11,-1.3805,1
ctrl,Canada,HAD,12,0.1416,1
ctrl,Canada,HAD,13,0.3194,1
ctrl,Canada,HAD,14,-0.9715,1
ctrl,Canada,HAD,15,-0.7752,1
ctrl,Canada,HAD,16,-0.3612,1
ctrl,Canada,HAD,17,-0.1662,1
ctrl,Canada,HAD,18,-0.3183,1
ctrl,Canada,HAD,19,-0.3997,1
ctrl,Canada,HAD,20,-0.4745,1
ctrl,Canada,HAD,21,-0.4624,1
ctrl,Canada,HAD,22,-0.1936,1
ctrl,Canada,HAD,23,0.3541,1
ctrl,Canada,HAD,24,0.0928,1
ctrl,Canada,HAD,25,-0.1364,1
ctrl,Canada,HAD,26,0.5033,1
ctrl,Canada,HAD,3,-5.8004,0
ctrl,Canada,HAD,35,-2.9944,0
ctrl,Canada,HAD,36,-2.6963,0
ctrl,Canada,HAD,37,-0.7312,0
ctrl,Canada,HAD,38,0.6049,0
ctrl,Canada,HAD,39,-0.6157,0
ctrl,Canada,HAD,4,-4.1733,0
ctrl,Canada,HAD,40,-0.9811,0
ctrl,Canada,HAD,5,-3.4942,0
