pop,gara,drv,L,residuo_reinfl,dentro_pitwindow
ctrl,Canada,HAD,56,-2.0014,0
ctrl,Canada,HAD,57,-0.8803,0
ctrl,Canada,HAD,6,-3.8421,0
ctrl,Canada,HAD,7,-3.7429,0
ctrl,Canada,HAD,8,-3.1718,0
ctrl,Canada,HAD,9,-2.7567,0
ctrl,Canada,HAM,10,-2.1404,0
ctrl,Canada,HAM,11,-1.5392,1
ctrl,Canada,HAM,12,-0.8952,1
ctrl,Canada,HAM,13,-0.6452,1
ctrl,Canada,HAM,14,-0.9359,1
ctrl,Canada,HAM,15,-1.0265,1
ctrl,Canada,HAM,16,-0.5511,1
ctrl,Canada,HAM,17,-0.2437,1
ctrl,Canada,HAM,18,-0.3256,1
ctrl,Canada,HAM,19,0.5915,1
ctrl,Canada,HAM,20,4.9182,1
ctrl,Canada,HAM,21,4.5858,1
ctrl,Canada,HAM,22,0.9894,1
ctrl,Canada,HAM,23,0.9577,1
ctrl,Canada,HAM,24,0.7528,1
ctrl,Canada,HAM,25,0.6288,1
ctrl,Canada,HAM,26,0.4519,1
ctrl,Canada,HAM,3,-7.2254,0
ctrl,Canada,HAM,35,-1.8404,0
ctrl,Canada,HAM,36,-1.1673,0
ctrl,Canada,HAM,37,-0.2962,0
ctrl,Canada,HAM,38,-0.5441,0
ctrl,Canada,HAM,39,-0.3069,0
ctrl,Canada,HAM,4,-5.6873,0
ctrl,Canada,HAM,40,-0.1059,0
ctrl,Canada,HAM,5,-5.1112,0
ctrl,Canada,HAM,55,1.2479,0
ctrl,Canada,HAM,56,1.5198,0
ctrl,Canada,HAM,57,0.6667,0
ctrl,Canada,HAM,58,0.0268,0
ctrl,Canada,HAM,59,-0.4368,0
ctrl,Canada,HAM,6,-3.7051,0
ctrl,Canada,HAM,60,0.0649,0
ctrl,Canada,HAM,61,0.4216,0
ctrl,Canada,HAM,62,0.9800,0
ctrl,Canada,HAM,63,0.8169,0
ctrl,Canada,HAM,64,0.6055,0
ctrl,Canada,HAM,65,0.6721,0
ctrl,Canada,HAM,7,-1.0079,0
ctrl,Canada,HAM,8,-0.8069,0
ctrl,Canada,HAM,9,-2.5295,0
ctrl,Canada,HUL,10,-2.1624,0
ctrl,Canada,HUL,11,-1.1149,1
ctrl,Canada,HUL,12,-0.5875,1
ctrl,Canada,HUL,13,-1.2699,1
ctrl,Canada,HUL,14,0.2306,1
ctrl,Canada,HUL,15,-1.4752,1
ctrl,Canada,HUL,33,-0.6095,0
ctrl,Canada,HUL,34,-0.5876,0
ctrl,Canada,HUL,6,-5.1742,0
ctrl,Canada,HUL,7,-3.3411,0
ctrl,Canada,HUL,8,-7.0237,0
ctrl,Canada,HUL,9,-2.4602,0
ctrl,Canada,LAW,10,-0.7966,0
ctrl,Canada,LAW,11,-1.0156,1
ctrl,Canada,LAW,12,-0.5888,1
ctrl,Canada,LAW,13,-0.7870,1
ctrl,Canada,LAW,14,-1.1299,1
ctrl,Canada,LAW,15,-1.2688,1
ctrl,Canada,LAW,16,-1.3372,1
ctrl,Canada,LAW,17,-1.1807,1
ctrl,Canada,LAW,18,-0.7396,1
ctrl,Canada,LAW,19,-0.3365,1
ctrl,Canada,LAW,20,-0.4669,1
ctrl,Canada,LAW,21,-0.4396,1
ctrl,Canada,LAW,22,-0.3623,1
ctrl,Canada,LAW,23,-0.1389,1
ctrl,Canada,LAW,24,0.0986,1
ctrl,Canada,LAW,25,-0.2265,1
ctrl,Canada,LAW,3,-5.5204,0
ctrl,Canada,LAW,34,-2.4314,0
ctrl,Canada,LAW,35,-2.5273,0
ctrl,Canada,LAW,36,-2.0782,0
ctrl,Canada,LAW,37,-1.0091,0
ctrl,Canada,LAW,38,0.3211,0
ctrl,Canada,LAW,39,0.2278,0
ctrl,Canada,LAW,4,-5.3693,0
ctrl,Canada,LAW,40,-0.4395,0
ctrl,Canada,LAW,5,-4.7172,0
ctrl,Canada,LAW,6,-4.2021,0
ctrl,Canada,LAW,7,-3.3889,0
ctrl,Canada,LAW,8,-2.6958,0
ctrl,Canada,LAW,9,-1.4847,0
ctrl,Canada,LEC,10,-2.2815,0
ctrl,Canada,LEC,11,-1.2012,1
ctrl,Canada,LEC,12,3.1146,1
ctrl,Canada,LEC,13,3.2408,1
ctrl,Canada,LEC,14,-0.3999,1
ctrl,Canada,LEC,15,-0.4058,1
ctrl,Canada,LEC,16,-0.2355,1
ctrl,Canada,LEC,17,-0.2702,1
ctrl,Canada,LEC,18,-0.4707,1
ctrl,Canada,LEC,19,-0.4522,1
ctrl,Canada,LEC,20,-0.5296,1
ctrl,Canada,LEC,21,-0.4029,1
ctrl,Canada,LEC,22,-0.2336,1
ctrl,Canada,LEC,23,-0.1022,1
ctrl,Canada,LEC,24,0.1783,1
ctrl,Canada,LEC,25,0.1012,1
ctrl,Canada,LEC,26,0.3255,1
ctrl,Canada,LEC,3,-6.2294,0
ctrl,Canada,LEC,35,-2.9934,0
ctrl,Canada,LEC,36,-2.9063,0
ctrl,Canada,LEC,37,-1.4802,0
ctrl,Canada,LEC,38,-0.7361,0
ctrl,Canada,LEC,39,-0.7609,0
ctrl,Canada,LEC,4,-5.0043,0
ctrl,Canada,LEC,40,-0.3731,0
ctrl,Canada,LEC,5,-4.2052,0
ctrl,Canada,LEC,55,1.6618,0
ctrl,Canada,LEC,56,1.6408,0
ctrl,Canada,LEC,57,1.7532,0
ctrl,Canada,LEC,58,1.3397,0
ctrl,Canada,LEC,59,0.7874,0
ctrl,Canada,LEC,6,-3.9781,0
ctrl,Canada,LEC,60,0.8430,0
ctrl,Canada,LEC,61,1.4334,0
ctrl,Canada,LEC,62,2.5807,0
ctrl,Canada,LEC,63,3.1593,0
ctrl,Canada,LEC,64,3.7419,0
ctrl,Canada,LEC,65,3.5977,0
ctrl,Canada,LEC,7,-3.7569,0
ctrl,Canada,LEC,8,-3.0548,0
ctrl,Canada,LEC,9,-2.7165,0
ctrl,Canada,NOR,10,-4.9214,0
ctrl,Canada,NOR,19,-1.9188,1
ctrl,Canada,NOR,20,0.2288,1
ctrl,Canada,NOR,21,2.2644,1
ctrl,Canada,NOR,22,2.4801,1
ctrl,Canada,NOR,33,0.6542,0
ctrl,Canada,NOR,34,-0.2651,0
ctrl,Canada,NOR,35,-3.1153,0
ctrl,Canada,NOR,36,-1.9214,0
ctrl,Canada,NOR,37,72.1595,0
ctrl,Canada,NOR,6,-6.8511,0
ctrl,Canada,NOR,7,-7.6319,0
ctrl,Canada,NOR,8,-4.6739,0
ctrl,Canada,NOR,9,-5.3012,0
ctrl,Canada,OCO,10,-3.1014,0
ctrl,Canada,OCO,11,-1.5972,1
ctrl,Canada,OCO,3,-9.3644,0
ctrl,Canada,OCO,4,-5.7833,0
ctrl,Canada,OCO,5,1.0898,0
ctrl,Canada,OCO,6,0.2219,0
ctrl,Canada,OCO,7,-4.1297,0
ctrl,Canada,OCO,8,-5.1736,0
ctrl,Canada,OCO,9,-5.1705,0
ctrl,Canada,PER,10,-3.1406,0
ctrl,Canada,PER,33,-7.1416,0
ctrl,Canada,PER,6,-2.5484,0
ctrl,Canada,PER,7,-1.0953,0
ctrl,Canada,PER,8,-0.7242,0
ctrl,Canada,PER,9,-0.8183,0
ctrl,Canada,PIA,33,1.0822,0
ctrl,Canada,PIA,34,0.0608,0
ctrl,Canada,PIA,5,-5.9534,0
ctrl,Canada,PIA,6,-6.1982,0
ctrl,Canada,PIA,7,-4.8741,0
ctrl,Canada,RUS,10,-0.7567,0
ctrl,Canada,RUS,11,1.4623,1
ctrl,Canada,RUS,12,0.5768,1
ctrl,Canada,RUS,13,-1.2468,1
ctrl,Canada,RUS,14,-1.5118,1
ctrl,Canada,RUS,15,-0.3078,1
ctrl,Canada,RUS,16,0.1216,1
ctrl,Canada,RUS,17,-0.8423,1
ctrl,Canada,RUS,18,-0.8679,1
ctrl,Canada,RUS,19,-0.5135,1
ctrl,Canada,RUS,20,0.8737,1
ctrl,Canada,RUS,21,1.1484,1
ctrl,Canada,RUS,22,1.2834,1
ctrl,Canada,RUS,23,2.4085,1
ctrl,Canada,RUS,24,1.9076,1
ctrl,Canada,RUS,25,1.1488,1
ctrl,Canada,RUS,26,1.1869,1
ctrl,Canada,RUS,3,-7.6944,0
ctrl,Canada,RUS,4,-6.7573,0
ctrl,Canada,RUS,5,-5.5822,0
ctrl,Canada,RUS,6,-4.3231,0
ctrl,Canada,RUS,7,-3.5919,0
ctrl,Canada,RUS,8,-2.9638,0
ctrl,Canada,RUS,9,-2.2327,0
ctrl,Canada,SAI,10,-0.0269,0
ctrl,Canada,SAI,11,0.3442,1
ctrl,Canada,SAI,12,-1.0345,1
ctrl,Canada,SAI,13,-2.0709,1
ctrl,Canada,SAI,14,-3.7627,1
ctrl,Canada,SAI,15,-0.5499,1
ctrl,Canada,SAI,16,-0.7178,1
ctrl,Canada,SAI,17,-0.2955,1
ctrl,Canada,SAI,18,-0.1682,1
ctrl,Canada,SAI,19,-0.4023,1
ctrl,Canada,SAI,20,-0.1637,1
ctrl,Canada,SAI,21,-0.2431,1
ctrl,Canada,SAI,22,-0.1715,1
ctrl,Canada,SAI,23,-0.2384,1
ctrl,Canada,SAI,24,-0.6411,1
ctrl,Canada,SAI,25,-0.3949,1
ctrl,Canada,SAI,34,-3.5846,0
ctrl,Canada,SAI,6,-0.8804,0
ctrl,Canada,SAI,7,-4.7072,0
ctrl,Canada,SAI,8,-1.0952,0
ctrl,Canada,SAI,9,-1.1451,0
ctrl,Canada,STR,4,-6.1054,0
ctrl,Canada,STR,5,-5.0283,0
ctrl,Canada,STR,6,-0.2332,0
ctrl,Canada,STR,7,0.4689,0
ctrl,Canada,STR,8,-3.3807,0
ctrl,Canada,STR,9,-3.0116,0
ctrl,Canada,VER,10,-1.0486,0
ctrl,Canada,VER,11,-0.8962,1
ctrl,Canada,VER,12,-0.5475,1
ctrl,Canada,VER,13,-0.5767,1
ctrl,Canada,VER,14,-0.6329,1
ctrl,Canada,VER,15,-0.5352,1
ctrl,Canada,VER,16,-0.4571,1
ctrl,Canada,VER,17,-0.1379,1
ctrl,Canada,VER,18,0.1311,1
ctrl,Canada,VER,19,0.7535,1
ctrl,Canada,VER,20,0.4472,1
ctrl,Canada,VER,21,0.0018,1
ctrl,Canada,VER,22,1.1756,1
ctrl,Canada,VER,23,1.3733,1
ctrl,Canada,VER,24,0.9044,1
ctrl,Canada,VER,25,0.8105,1
ctrl,Canada,VER,26,0.6216,1
ctrl,Canada,VER,3,-7.6184,0
ctrl,Canada,VER,35,-1.7944,0
ctrl,Canada,VER,36,-2.1844,0
ctrl,Canada,VER,37,-1.5944,0
ctrl,Canada,VER,38,-1.4161,0
ctrl,Canada,VER,39,-1.1607,0
ctrl,Canada,VER,4,-5.7293,0
ctrl,Canada,VER,40,-0.6458,0
ctrl,Canada,VER,5,-5.2272,0
ctrl,Canada,VER,55,1.6019,0
ctrl,Canada,VER,56,1.3638,0
ctrl,Canada,VER,57,0.1897,0
ctrl,Canada,VER,58,-0.2242,0
ctrl,Canada,VER,59,0.1902,0
ctrl,Canada,VER,6,-4.0981,0
ctrl,Canada,VER,60,1.0359,0
ctrl,Canada,VER,61,1.1316,0
ctrl,Canada,VER,62,0.8728,0
ctrl,Canada,VER,63,0.2109,0
ctrl,Canada,VER,64,-0.3570,0
ctrl,Canada,VER,65,0.5294,0
ctrl,Canada,VER,7,-2.2089,0
ctrl,Canada,VER,8,-1.8839,0
ctrl,Canada,VER,9,-1.0589,0
ctrl,Cina,ALO,14,-1.0434,0
ctrl,Cina,ALO,15,-1.6771,0
ctrl,Cina,ALO,16,-0.5416,0
ctrl,Cina,ALO,17,-0.3940,0
ctrl,Cina,ALO,18,-1.3213,0
ctrl,Cina,ALO,19,-1.7107,0
ctrl,Cina,ALO,20,-1.7549,0
ctrl,Cina,ALO,21,-1.4940,0
ctrl,Cina,ALO,22,-1.4847,0
ctrl,Cina,ALO,23,-1.3844,0
ctrl,Cina,ALO,24,-1.0821,0
ctrl,Cina,ALO,25,-0.2469,0
ctrl,Cina,ALO,26,0.0180,0
ctrl,Cina,ALO,3,-2.2891,0
ctrl,Cina,ALO,4,-0.1796,0
ctrl,Cina,ALO,5,0.5357,0
ctrl,Cina,ALO,6,-0.3917,0
ctrl,Cina,ALO,7,-0.4133,0
ctrl,Cina,ANT,16,-2.5621,0
ctrl,Cina,ANT,17,-0.6341,0
ctrl,Cina,ANT,18,-0.3793,0
ctrl,Cina,ANT,19,0.0303,0
ctrl,Cina,ANT,20,0.1769,0
ctrl,Cina,ANT,21,-0.0284,0
ctrl,Cina,ANT,22,0.1691,0
ctrl,Cina,ANT,23,-0.2051,0
ctrl,Cina,ANT,24,0.1664,0
ctrl,Cina,ANT,25,0.3301,0
ctrl,Cina,ANT,26,0.4189,0
ctrl,Cina,ANT,27,0.1894,0
ctrl,Cina,ANT,28,-0.2540,0
ctrl,Cina,ANT,29,-0.3736,1
ctrl,Cina,ANT,3,-1.4131,0
ctrl,Cina,ANT,30,-0.4031,1
ctrl,Cina,ANT,31,0.1203,1
ctrl,Cina,ANT,32,0.3467,1
ctrl,Cina,ANT,33,-0.0334,1
ctrl,Cina,ANT,34,0.1480,1
ctrl,Cina,ANT,35,0.3184,1
ctrl,Cina,ANT,36,-0.1211,1
ctrl,Cina,ANT,37,-0.7016,1
ctrl,Cina,ANT,38,0.0521,1
ctrl,Cina,ANT,39,0.0670,0
ctrl,Cina,ANT,4,-1.2896,0
ctrl,Cina,ANT,40,-0.1046,0
ctrl,Cina,ANT,41,0.6543,0
ctrl,Cina,ANT,42,0.1047,0
ctrl,Cina,ANT,43,-0.2187,0
ctrl,Cina,ANT,44,-0.1390,0
ctrl,Cina,ANT,45,-0.0814,0
ctrl,Cina,ANT,46,0.4723,0
ctrl,Cina,ANT,47,0.5789,0
ctrl,Cina,ANT,48,0.6164,0
ctrl,Cina,ANT,49,1.2074,0
ctrl,Cina,ANT,5,-1.0670,0
ctrl,Cina,ANT,50,0.9264,0
ctrl,Cina,ANT,51,2.5487,0
ctrl,Cina,ANT,52,3.5530,0
ctrl,Cina,ANT,53,2.4699,0
ctrl,Cina,BEA,16,-1.5650,0
ctrl,Cina,BEA,17,-0.0556,0
ctrl,Cina,BEA,18,0.7551,0
ctrl,Cina,BEA,19,0.0967,0
ctrl,Cina,BEA,20,-0.6823,0
ctrl,Cina,BEA,21,-1.4477,0
ctrl,Cina,BEA,22,-1.3091,0
ctrl,Cina,BEA,23,-0.7397,0
ctrl,Cina,BEA,24,-0.7033,0
ctrl,Cina,BEA,25,-0.7787,0
ctrl,Cina,BEA,26,-0.3331,0
ctrl,Cina,BEA,27,0.0686,0
ctrl,Cina,BEA,28,-0.1707,0
ctrl,Cina,BEA,29,-0.1801,1
ctrl,Cina,BEA,3,-3.3201,0
ctrl,Cina,BEA,30,0.1626,1
ctrl,Cina,BEA,31,-0.0619,1
ctrl,Cina,BEA,32,-0.0713,1
ctrl,Cina,BEA,33,0.2044,1
ctrl,Cina,BEA,34,0.3810,1
ctrl,Cina,BEA,35,0.2611,1
ctrl,Cina,BEA,36,0.0613,1
ctrl,Cina,BEA,37,-0.0367,1
ctrl,Cina,BEA,38,-0.0047,1
ctrl,Cina,BEA,39,0.0946,0
ctrl,Cina,BEA,4,-2.4156,0
ctrl,Cina,BEA,40,0.7546,0
ctrl,Cina,BEA,41,1.0390,0
ctrl,Cina,BEA,42,0.8424,0
ctrl,Cina,BEA,43,0.9663,0
ctrl,Cina,BEA,44,0.9571,0
ctrl,Cina,BEA,45,0.6251,0
ctrl,Cina,BEA,46,0.6571,0
ctrl,Cina,BEA,47,1.5951,0
ctrl,Cina,BEA,48,1.4471,0
ctrl,Cina,BEA,49,0.7273,0
ctrl,Cina,BEA,5,-1.6660,0
ctrl,Cina,BEA,50,0.6134,0
ctrl,Cina,BEA,51,0.5716,0
ctrl,Cina,BEA,52,0.6847,0
ctrl,Cina,BEA,53,0.7226,0
ctrl,Cina,BOT,16,0.5849,0
ctrl,Cina,BOT,17,0.2949,0
ctrl,Cina,BOT,18,0.1027,0
ctrl,Cina,BOT,19,0.0134,0
ctrl,Cina,BOT,20,0.0350,0
ctrl,Cina,BOT,21,-0.0133,0
ctrl,Cina,BOT,22,0.2043,0
ctrl,Cina,BOT,23,0.0800,0
ctrl,Cina,BOT,24,0.0257,0
ctrl,Cina,BOT,25,1.1159,0
ctrl,Cina,BOT,26,1.1137,0
ctrl,Cina,BOT,27,-0.0220,0
ctrl,Cina,BOT,28,0.1450,0
ctrl,Cina,BOT,29,0.4550,1
ctrl,Cina,BOT,3,-2.0141,0
ctrl,Cina,BOT,30,0.4113,1
ctrl,Cina,BOT,31,1.8926,1
ctrl,Cina,BOT,32,2.1489,1
ctrl,Cina,BOT,33,0.6374,1
ctrl,Cina,BOT,34,1.5900,1
ctrl,Cina,BOT,35,1.5844,1
ctrl,Cina,BOT,36,1.1689,1
ctrl,Cina,BOT,37,1.5541,1
ctrl,Cina,BOT,38,2.1734,1
ctrl,Cina,BOT,39,2.6063,0
ctrl,Cina,BOT,4,-1.8836,0
ctrl,Cina,BOT,5,-1.7943,0
ctrl,Cina,COL,14,2.0281,0
ctrl,Cina,COL,15,1.4817,0
ctrl,Cina,COL,16,-0.2231,0
ctrl,Cina,COL,17,1.7190,0
ctrl,Cina,COL,18,1.8076,0
ctrl,Cina,COL,19,1.6451,0
ctrl,Cina,COL,20,1.4307,0
ctrl,Cina,COL,21,0.7453,0
ctrl,Cina,COL,22,-0.1624,0
ctrl,Cina,COL,23,0.0434,0
ctrl,Cina,COL,24,-0.1716,0
ctrl,Cina,COL,25,-0.2493,0
ctrl,Cina,COL,26,1.1776,0
ctrl,Cina,COL,27,1.6300,0
ctrl,Cina,COL,3,-0.5731,0
ctrl,Cina,COL,36,-0.1083,1
ctrl,Cina,COL,37,0.2693,1
ctrl,Cina,COL,38,0.4099,1
ctrl,Cina,COL,39,0.7366,0
ctrl,Cina,COL,4,-0.2676,0
ctrl,Cina,COL,40,0.2760,0
ctrl,Cina,COL,41,1.5291,0
ctrl,Cina,COL,42,1.1490,0
ctrl,Cina,COL,43,1.2306,0
ctrl,Cina,COL,44,1.3311,0
ctrl,Cina,COL,45,1.2644,0
ctrl,Cina,COL,46,1.5787,0
ctrl,Cina,COL,47,2.0119,0
ctrl,Cina,COL,48,2.0470,0
ctrl,Cina,COL,49,1.7483,0
ctrl,Cina,COL,5,-0.1203,0
ctrl,Cina,COL,6,0.3040,0
ctrl,Cina,COL,7,0.5500,0
ctrl,Cina,GAS,16,-2.2740,0
ctrl,Cina,GAS,17,-0.3436,0
ctrl,Cina,GAS,18,1.9160,0
ctrl,Cina,GAS,19,1.6647,0
ctrl,Cina,GAS,20,1.2293,0
ctrl,Cina,GAS,21,-0.2039,0
ctrl,Cina,GAS,22,-1.7081,0
ctrl,Cina,GAS,23,-0.4536,0
ctrl,Cina,GAS,24,-0.3583,0
ctrl,Cina,GAS,25,-0.7716,0
ctrl,Cina,GAS,26,-0.0387,0
ctrl,Cina,GAS,27,-0.6020,0
ctrl,Cina,GAS,28,-0.5144,0
ctrl,Cina,GAS,29,-0.3114,1
ctrl,Cina,GAS,3,-0.9121,0
ctrl,Cina,GAS,30,-1.1111,1
ctrl,Cina,GAS,31,-1.4871,1
ctrl,Cina,GAS,32,-1.4121,1
ctrl,Cina,GAS,33,-1.0857,1
ctrl,Cina,GAS,34,-1.0193,1
ctrl,Cina,GAS,35,-1.3449,1
ctrl,Cina,GAS,36,-1.5604,1
ctrl,Cina,GAS,37,-1.2493,1
ctrl,Cina,GAS,38,-0.7471,1
ctrl,Cina,GAS,39,-0.1756,0
ctrl,Cina,GAS,4,-0.7466,0
ctrl,Cina,GAS,40,0.0970,0
ctrl,Cina,GAS,41,-0.1373,0
ctrl,Cina,GAS,42,-0.2877,0
ctrl,Cina,GAS,43,-0.1439,0
ctrl,Cina,GAS,44,-0.0340,0
ctrl,Cina,GAS,45,0.7434,0
ctrl,Cina,GAS,46,1.1313,0
ctrl,Cina,GAS,47,0.3877,0
ctrl,Cina,GAS,48,0.5061,0
ctrl,Cina,GAS,49,0.6099,0
ctrl,Cina,GAS,5,-0.4189,0
ctrl,Cina,GAS,50,0.3146,0
ctrl,Cina,GAS,51,0.1671,0
ctrl,Cina,GAS,52,0.3077,0
ctrl,Cina,GAS,53,0.5093,0
ctrl,Cina,HAD,16,-0.9383,0
ctrl,Cina,HAD,17,-0.6627,0
ctrl,Cina,HAD,18,0.0426,0
ctrl,Cina,HAD,19,0.2281,0
ctrl,Cina,HAD,20,-0.5543,0
ctrl,Cina,HAD,21,-1.1661,0
ctrl,Cina,HAD,22,-0.7040,0
ctrl,Cina,HAD,23,-0.2734,0
ctrl,Cina,HAD,24,-0.7353,0
ctrl,Cina,HAD,25,-0.4146,0
ctrl,Cina,HAD,26,-0.3141,0
ctrl,Cina,HAD,27,-0.3244,0
ctrl,Cina,HAD,28,-0.5637,0
ctrl,Cina,HAD,29,-0.6669,1
ctrl,Cina,HAD,30,-0.3860,1
ctrl,Cina,HAD,31,-0.2774,1
ctrl,Cina,HAD,32,-0.2141,1
ctrl,Cina,HAD,33,-0.0031,1
ctrl,Cina,HAD,34,-0.2381,1
ctrl,Cina,HAD,35,-0.1629,1
ctrl,Cina,HAD,36,-0.2369,1
ctrl,Cina,HAD,37,-0.3424,1
ctrl,Cina,HAD,38,0.1444,1
ctrl,Cina,HAD,39,0.5071,0
ctrl,Cina,HAD,40,0.0179,0
ctrl,Cina,HAD,41,-0.1366,0
ctrl,Cina,HAD,42,-0.0090,0
ctrl,Cina,HAD,43,0.0527,0
ctrl,Cina,HAD,44,0.1263,0
ctrl,Cina,HAD,45,0.8080,0
ctrl,Cina,HAD,46,1.6246,0
ctrl,Cina,HAD,47,1.4161,0
ctrl,Cina,HAD,48,1.1966,0
ctrl,Cina,HAD,49,1.4656,0
ctrl,Cina,HAD,5,-0.7693,0
ctrl,Cina,HAD,50,1.6776,0
ctrl,Cina,HAD,51,1.6839,0
ctrl,Cina,HAD,52,1.8761,0
ctrl,Cina,HAD,53,1.8429,0
ctrl,Cina,HAM,16,-2.3621,0
ctrl,Cina,HAM,17,-0.2891,0
ctrl,Cina,HAM,18,0.0607,0
ctrl,Cina,HAM,19,0.1256,0
ctrl,Cina,HAM,20,0.3087,0
ctrl,Cina,HAM,21,0.3980,0
ctrl,Cina,HAM,22,1.6273,0
ctrl,Cina,HAM,23,2.5627,0
ctrl,Cina,HAM,24,1.1701,0
ctrl,Cina,HAM,25,2.5924,0
ctrl,Cina,HAM,26,3.1547,0
ctrl,Cina,HAM,27,0.5809,0
ctrl,Cina,HAM,28,-0.1616,0
ctrl,Cina,HAM,29,-0.0129,1
ctrl,Cina,HAM,3,-2.6510,0
ctrl,Cina,HAM,30,0.1309,1
ctrl,Cina,HAM,31,0.2659,1
ctrl,Cina,HAM,32,0.4681,1
ctrl,Cina,HAM,33,1.3044,1
ctrl,Cina,HAM,34,1.5059,1
ctrl,Cina,HAM,35,1.0157,1
ctrl,Cina,HAM,36,0.9806,1
ctrl,Cina,HAM,37,2.5197,1
ctrl,Cina,HAM,38,2.6919,1
ctrl,Cina,HAM,39,0.8077,0
ctrl,Cina,HAM,4,-2.0620,0
ctrl,Cina,HAM,40,0.7843,0
ctrl,Cina,HAM,41,0.6197,0
ctrl,Cina,HAM,42,0.4321,0
ctrl,Cina,HAM,43,0.5390,0
ctrl,Cina,HAM,44,0.5369,0
ctrl,Cina,HAM,45,0.4001,0
ctrl,Cina,HAM,46,0.2974,0
ctrl,Cina,HAM,47,0.5619,0
ctrl,Cina,HAM,48,0.7313,0
ctrl,Cina,HAM,49,0.5534,0
ctrl,Cina,HAM,5,-0.6160,0
ctrl,Cina,HAM,50,0.6856,0
ctrl,Cina,HAM,51,0.8214,0
ctrl,Cina,HAM,52,1.0363,0
ctrl,Cina,HAM,53,0.9859,0
ctrl,Cina,HUL,14,0.8617,0
ctrl,Cina,HUL,15,0.8117,0
ctrl,Cina,HUL,16,0.0040,0
ctrl,Cina,HUL,17,-0.7650,0
ctrl,Cina,HUL,18,-0.7774,0
ctrl,Cina,HUL,19,-0.2621,0
ctrl,Cina,HUL,20,-0.5931,0
ctrl,Cina,HUL,21,0.3301,0
ctrl,Cina,HUL,22,1.1056,0
ctrl,Cina,HUL,23,-0.0946,0
ctrl,Cina,HUL,24,-0.1116,0
ctrl,Cina,HUL,25,-0.6906,0
ctrl,Cina,HUL,26,-0.6783,0
ctrl,Cina,HUL,27,0.2040,0
ctrl,Cina,HUL,28,0.0934,0
ctrl,Cina,HUL,29,-0.7877,1
ctrl,Cina,HUL,3,-4.2191,0
ctrl,Cina,HUL,30,-0.1703,1
ctrl,Cina,HUL,39,0.6330,0
ctrl,Cina,HUL,4,-3.1806,0
ctrl,Cina,HUL,40,0.9283,0
ctrl,Cina,HUL,41,-0.2053,0
ctrl,Cina,HUL,42,-0.7308,0
ctrl,Cina,HUL,5,-1.2740,0
ctrl,Cina,HUL,6,-1.3866,0
ctrl,Cina,HUL,7,-0.4283,0
ctrl,Cina,LAW,16,-1.0953,0
ctrl,Cina,LAW,17,-0.4376,0
ctrl,Cina,LAW,18,0.1926,0
ctrl,Cina,LAW,19,-0.4959,0
ctrl,Cina,LAW,20,-0.7883,0
ctrl,Cina,LAW,21,-0.0677,0
ctrl,Cina,LAW,22,-0.3413,0
ctrl,Cina,LAW,23,-0.2496,0
ctrl,Cina,LAW,24,0.0424,0
ctrl,Cina,LAW,25,-0.1486,0
ctrl,Cina,LAW,26,-0.0403,0
ctrl,Cina,LAW,27,0.0810,0
ctrl,Cina,LAW,28,-0.3130,0
ctrl,Cina,LAW,29,-0.4536,1
ctrl,Cina,LAW,3,-0.1591,0
ctrl,Cina,LAW,30,-0.2577,1
ctrl,Cina,LAW,31,-0.3304,1
ctrl,Cina,LAW,32,0.0479,1
ctrl,Cina,LAW,33,0.2529,1
ctrl,Cina,LAW,34,0.0599,1
ctrl,Cina,LAW,35,0.1941,1
ctrl,Cina,LAW,36,-0.1179,1
ctrl,Cina,LAW,37,-0.2434,1
ctrl,Cina,LAW,38,0.1294,1
ctrl,Cina,LAW,39,0.0751,0
ctrl,Cina,LAW,4,0.9209,0
ctrl,Cina,LAW,40,-0.0861,0
ctrl,Cina,LAW,41,-0.0196,0
ctrl,Cina,LAW,42,-0.1000,0
ctrl,Cina,LAW,43,-0.0213,0
ctrl,Cina,LAW,44,0.1153,0
ctrl,Cina,LAW,45,-0.0410,0
ctrl,Cina,LAW,46,0.1546,0
ctrl,Cina,LAW,47,0.4253,0
ctrl,Cina,LAW,48,0.2859,0
ctrl,Cina,LAW,49,0.3146,0
ctrl,Cina,LAW,50,0.5303,0
ctrl,Cina,LAW,51,0.5851,0
ctrl,Cina,LAW,52,0.5610,0
ctrl,Cina,LAW,53,0.4811,0
ctrl,Cina,LEC,16,-1.8377,0
ctrl,Cina,LEC,17,-0.7296,0
ctrl,Cina,LEC,18,-0.2339,0
ctrl,Cina,LEC,19,-0.1882,0
ctrl,Cina,LEC,20,-0.3213,0
ctrl,Cina,LEC,21,-0.2010,0
ctrl,Cina,LEC,22,0.4453,0
ctrl,Cina,LEC,23,1.4047,0
ctrl,Cina,LEC,24,2.1783,0
ctrl,Cina,LEC,25,2.3723,0
ctrl,Cina,LEC,26,1.6527,0
ctrl,Cina,LEC,27,1.1829,0
ctrl,Cina,LEC,28,0.9744,0
ctrl,Cina,LEC,29,0.0121,1
ctrl,Cina,LEC,3,-2.8230,0
ctrl,Cina,LEC,30,0.0817,1
ctrl,Cina,LEC,31,0.4233,1
ctrl,Cina,LEC,32,0.5420,1
ctrl,Cina,LEC,33,2.4554,1
ctrl,Cina,LEC,34,2.9259,1
