gara,cid,drv,stint,compound,freezeL,A0,Acur,Afut,rate,res_oss,pred_M0,pred_M1,pred_M2,err_M0,err_M1,err_M2
Austria,spielberg,COL,1,MEDIUM,13,7.5000,13.0000,17.0000,0.0961,-0.0148,1.5376,0.9130,0.3844,1.5524,0.9278,0.3992
Austria,spielberg,COL,1,MEDIUM,13,7.5000,13.0000,18.0000,0.0961,0.0804,1.6337,1.0091,0.4805,1.5533,0.9286,0.4001
Austria,spielberg,COL,1,MEDIUM,13,7.5000,13.0000,19.0000,0.0961,0.4277,1.7298,1.1052,0.5766,1.3021,0.6775,0.1489
Austria,spielberg,COL,1,MEDIUM,14,8.0000,14.0000,15.0000,0.0961,0.5625,1.3454,0.6727,0.0961,0.7829,0.1102,-0.4664
Austria,spielberg,COL,1,MEDIUM,14,8.0000,14.0000,16.0000,0.0961,-0.0252,1.4415,0.7688,0.1922,1.4667,0.7940,0.2174
Austria,spielberg,COL,1,MEDIUM,14,8.0000,14.0000,17.0000,0.0961,-0.1760,1.5376,0.8649,0.2883,1.7136,1.0409,0.4643
Austria,spielberg,COL,1,MEDIUM,14,8.0000,14.0000,18.0000,0.0961,-0.0807,1.6337,0.9610,0.3844,1.7144,1.0417,0.4651
Austria,spielberg,COL,1,MEDIUM,14,8.0000,14.0000,19.0000,0.0961,0.2665,1.7298,1.0571,0.4805,1.4633,0.7906,0.2140
Austria,spielberg,COL,1,MEDIUM,15,8.5000,15.0000,16.0000,0.0961,-0.1907,1.4415,0.7208,0.0961,1.6322,0.9115,0.2868
Austria,spielberg,COL,1,MEDIUM,15,8.5000,15.0000,17.0000,0.0961,-0.3415,1.5376,0.8169,0.1922,1.8791,1.1583,0.5337
Austria,spielberg,COL,1,MEDIUM,15,8.5000,15.0000,18.0000,0.0961,-0.2462,1.6337,0.9130,0.2883,1.8799,1.1592,0.5345
Austria,spielberg,COL,1,MEDIUM,15,8.5000,15.0000,19.0000,0.0961,0.1010,1.7298,1.0091,0.3844,1.6288,0.9080,0.2834
Austria,spielberg,COL,1,MEDIUM,16,9.0000,16.0000,17.0000,0.0961,-0.1760,1.5376,0.7688,0.0961,1.7136,0.9448,0.2721
Austria,spielberg,COL,1,MEDIUM,16,9.0000,16.0000,18.0000,0.0961,-0.0807,1.6337,0.8649,0.1922,1.7144,0.9456,0.2729
Austria,spielberg,COL,1,MEDIUM,16,9.0000,16.0000,19.0000,0.0961,0.2665,1.7298,0.9610,0.2883,1.4633,0.6945,0.0218
Austria,spielberg,COL,1,MEDIUM,17,9.5000,17.0000,18.0000,0.0961,-0.0681,1.6337,0.8169,0.0961,1.7018,0.8849,0.1642
Austria,spielberg,COL,1,MEDIUM,17,9.5000,17.0000,19.0000,0.0961,0.2792,1.7298,0.9130,0.1922,1.4506,0.6338,-0.0870
Austria,spielberg,COL,1,MEDIUM,18,10.0000,18.0000,19.0000,0.0961,0.2918,1.7298,0.8649,0.0961,1.4380,0.5731,-0.1957
Austria,spielberg,COL,2,HARD,26,3.0000,6.0000,7.0000,0.0833,-0.3120,0.4998,0.3332,0.0833,0.8118,0.6452,0.3953
Austria,spielberg,COL,2,HARD,26,3.0000,6.0000,8.0000,0.0833,-0.5597,0.5831,0.4165,0.1666,1.1428,0.9762,0.7263
Austria,spielberg,COL,2,HARD,26,3.0000,6.0000,9.0000,0.0833,-0.0865,0.6664,0.4998,0.2499,0.7529,0.5863,0.3364
Austria,spielberg,COL,2,HARD,26,3.0000,6.0000,10.0000,0.0833,-0.5702,0.7497,0.5831,0.3332,1.3199,1.1533,0.9034
Austria,spielberg,COL,2,HARD,26,3.0000,6.0000,11.0000,0.0833,1.3660,0.8330,0.6664,0.4165,-0.5330,-0.6996,-0.9495
Austria,spielberg,COL,2,HARD,26,3.0000,6.0000,12.0000,0.0833,0.1023,0.9163,0.7497,0.4998,0.8140,0.6474,0.3975
Austria,spielberg,COL,2,HARD,27,4.5000,7.0000,8.0000,0.0833,-0.4671,0.5831,0.2915,0.0833,1.0502,0.7587,0.5504
Austria,spielberg,COL,2,HARD,27,4.5000,7.0000,9.0000,0.0833,0.0061,0.6664,0.3749,0.1666,0.6603,0.3687,0.1605
Austria,spielberg,COL,2,HARD,27,4.5000,7.0000,10.0000,0.0833,-0.4776,0.7497,0.4582,0.2499,1.2273,0.9357,0.7275
Austria,spielberg,COL,2,HARD,27,4.5000,7.0000,11.0000,0.0833,1.4587,0.8330,0.5414,0.3332,-0.6257,-0.9172,-1.1255
Austria,spielberg,COL,2,HARD,27,4.5000,7.0000,12.0000,0.0833,0.1949,0.9163,0.6248,0.4165,0.7214,0.4298,0.2216
Austria,spielberg,COL,2,HARD,27,4.5000,7.0000,13.0000,0.0833,1.5712,0.9996,0.7080,0.4998,-0.5716,-0.8631,-1.0714
Austria,spielberg,COL,2,HARD,28,6.0000,8.0000,9.0000,0.0833,0.0988,0.6664,0.2499,0.0833,0.5676,0.1511,-0.0155
Austria,spielberg,COL,2,HARD,28,6.0000,8.0000,10.0000,0.0833,-0.3850,0.7497,0.3332,0.1666,1.1347,0.7182,0.5516
Austria,spielberg,COL,2,HARD,28,6.0000,8.0000,11.0000,0.0833,1.5513,0.8330,0.4165,0.2499,-0.7183,-1.1348,-1.3014
Austria,spielberg,COL,2,HARD,28,6.0000,8.0000,12.0000,0.0833,0.2875,0.9163,0.4998,0.3332,0.6288,0.2123,0.0457
Austria,spielberg,COL,2,HARD,28,6.0000,8.0000,13.0000,0.0833,1.6638,0.9996,0.5831,0.4165,-0.6642,-1.0807,-1.2473
Austria,spielberg,COL,2,HARD,28,6.0000,8.0000,14.0000,0.0833,0.3140,1.0829,0.6664,0.4998,0.7689,0.3524,0.1858
Austria,spielberg,COL,2,HARD,29,6.5000,9.0000,10.0000,0.0833,-0.4344,0.7497,0.2915,0.0833,1.1841,0.7259,0.5177
Austria,spielberg,COL,2,HARD,29,6.5000,9.0000,11.0000,0.0833,1.5019,0.8330,0.3749,0.1666,-0.6689,-1.1270,-1.3353
Austria,spielberg,COL,2,HARD,29,6.5000,9.0000,12.0000,0.0833,0.2381,0.9163,0.4582,0.2499,0.6782,0.2200,0.0118
Austria,spielberg,COL,2,HARD,29,6.5000,9.0000,13.0000,0.0833,1.6144,0.9996,0.5414,0.3332,-0.6148,-1.0730,-1.2812
Austria,spielberg,COL,2,HARD,29,6.5000,9.0000,14.0000,0.0833,0.2647,1.0829,0.6248,0.4165,0.8182,0.3601,0.1518
Austria,spielberg,COL,2,HARD,29,6.5000,9.0000,15.0000,0.0833,0.4639,1.1662,0.7080,0.4998,0.7023,0.2441,0.0359
Austria,spielberg,COL,2,HARD,30,7.0000,10.0000,11.0000,0.0833,1.5513,0.8330,0.3332,0.0833,-0.7183,-1.2181,-1.4680
Austria,spielberg,COL,2,HARD,30,7.0000,10.0000,12.0000,0.0833,0.2875,0.9163,0.4165,0.1666,0.6288,0.1290,-0.1209
Austria,spielberg,COL,2,HARD,30,7.0000,10.0000,13.0000,0.0833,1.6638,0.9996,0.4998,0.2499,-0.6642,-1.1640,-1.4139
Austria,spielberg,COL,2,HARD,30,7.0000,10.0000,14.0000,0.0833,0.3140,1.0829,0.5831,0.3332,0.7689,0.2691,0.0192
Austria,spielberg,COL,2,HARD,30,7.0000,10.0000,15.0000,0.0833,0.5133,1.1662,0.6664,0.4165,0.6529,0.1531,-0.0968
Austria,spielberg,COL,2,HARD,30,7.0000,10.0000,16.0000,0.0833,0.8645,1.2495,0.7497,0.4998,0.3850,-0.1148,-0.3647
Austria,spielberg,COL,2,HARD,31,7.5000,11.0000,12.0000,0.0833,0.2381,0.9163,0.3749,0.0833,0.6782,0.1367,-0.1548
Austria,spielberg,COL,2,HARD,31,7.5000,11.0000,13.0000,0.0833,1.6144,0.9996,0.4582,0.1666,-0.6148,-1.1563,-1.4478
Austria,spielberg,COL,2,HARD,31,7.5000,11.0000,14.0000,0.0833,0.2647,1.0829,0.5414,0.2499,0.8182,0.2768,-0.0148
Austria,spielberg,COL,2,HARD,31,7.5000,11.0000,15.0000,0.0833,0.4639,1.1662,0.6248,0.3332,0.7023,0.1608,-0.1307
Austria,spielberg,COL,2,HARD,31,7.5000,11.0000,16.0000,0.0833,0.8152,1.2495,0.7080,0.4165,0.4343,-0.1071,-0.3987
Austria,spielberg,COL,2,HARD,31,7.5000,11.0000,17.0000,0.0833,2.3124,1.3328,0.7913,0.4998,-0.9796,-1.5211,-1.8126
Austria,spielberg,COL,2,HARD,32,8.0000,12.0000,13.0000,0.0833,1.5650,0.9996,0.4165,0.0833,-0.5654,-1.1485,-1.4817
Austria,spielberg,COL,2,HARD,32,8.0000,12.0000,14.0000,0.0833,0.2153,1.0829,0.4998,0.1666,0.8676,0.2845,-0.0487
Austria,spielberg,COL,2,HARD,32,8.0000,12.0000,15.0000,0.0833,0.4145,1.1662,0.5831,0.2499,0.7517,0.1686,-0.1646
Austria,spielberg,COL,2,HARD,32,8.0000,12.0000,16.0000,0.0833,0.7658,1.2495,0.6664,0.3332,0.4837,-0.0994,-0.4326
Austria,spielberg,COL,2,HARD,32,8.0000,12.0000,17.0000,0.0833,2.2630,1.3328,0.7497,0.4165,-0.9302,-1.5133,-1.8465
Austria,spielberg,COL,2,HARD,32,8.0000,12.0000,18.0000,0.0833,0.9183,1.4161,0.8330,0.4998,0.4978,-0.0853,-0.4185
Austria,spielberg,COL,2,HARD,33,8.5000,13.0000,14.0000,0.0833,0.1720,1.0829,0.4582,0.0833,0.9109,0.2861,-0.0887
Austria,spielberg,COL,2,HARD,33,8.5000,13.0000,15.0000,0.0833,0.3713,1.1662,0.5414,0.1666,0.7949,0.1702,-0.2047
Austria,spielberg,COL,2,HARD,33,8.5000,13.0000,16.0000,0.0833,0.7225,1.2495,0.6248,0.2499,0.5270,-0.0978,-0.4726
Austria,spielberg,COL,2,HARD,33,8.5000,13.0000,17.0000,0.0833,2.2198,1.3328,0.7080,0.3332,-0.8870,-1.5117,-1.8866
Austria,spielberg,COL,2,HARD,33,8.5000,13.0000,18.0000,0.0833,0.8750,1.4161,0.7913,0.4165,0.5411,-0.0837,-0.4585
Austria,spielberg,COL,2,HARD,33,8.5000,13.0000,19.0000,0.0833,1.3233,1.4994,0.8747,0.4998,0.1761,-0.4486,-0.8235
Austria,spielberg,COL,2,HARD,34,9.0000,14.0000,15.0000,0.0833,0.3280,1.1662,0.4998,0.0833,0.8382,0.1718,-0.2447
Austria,spielberg,COL,2,HARD,34,9.0000,14.0000,16.0000,0.0833,0.6793,1.2495,0.5831,0.1666,0.5702,-0.0962,-0.5127
Austria,spielberg,COL,2,HARD,34,9.0000,14.0000,17.0000,0.0833,2.1765,1.3328,0.6664,0.2499,-0.8437,-1.5101,-1.9266
Austria,spielberg,COL,2,HARD,34,9.0000,14.0000,18.0000,0.0833,0.8318,1.4161,0.7497,0.3332,0.5843,-0.0821,-0.4986
Austria,spielberg,COL,2,HARD,34,9.0000,14.0000,19.0000,0.0833,1.2801,1.4994,0.8330,0.4165,0.2193,-0.4471,-0.8636
Austria,spielberg,COL,2,HARD,34,9.0000,14.0000,20.0000,0.0833,0.8853,1.5827,0.9163,0.4998,0.6974,0.0310,-0.3855
Austria,spielberg,COL,2,HARD,35,9.5000,15.0000,16.0000,0.0833,0.6282,1.2495,0.5414,0.0833,0.6213,-0.0867,-0.5449
Austria,spielberg,COL,2,HARD,35,9.5000,15.0000,17.0000,0.0833,2.1254,1.3328,0.6248,0.1666,-0.7926,-1.5007,-1.9588
Austria,spielberg,COL,2,HARD,35,9.5000,15.0000,18.0000,0.0833,0.7807,1.4161,0.7080,0.2499,0.6354,-0.0726,-0.5308
Austria,spielberg,COL,2,HARD,35,9.5000,15.0000,19.0000,0.0833,1.2289,1.4994,0.7913,0.3332,0.2705,-0.4376,-0.8957
Austria,spielberg,COL,2,HARD,35,9.5000,15.0000,20.0000,0.0833,0.8342,1.5827,0.8747,0.4165,0.7485,0.0405,-0.4177
Austria,spielberg,COL,2,HARD,35,9.5000,15.0000,21.0000,0.0833,3.6044,1.6660,0.9579,0.4998,-1.9384,-2.6465,-3.1046
Austria,spielberg,COL,2,HARD,36,10.0000,16.0000,17.0000,0.0833,2.0743,1.3328,0.5831,0.0833,-0.7415,-1.4912,-1.9910
Austria,spielberg,COL,2,HARD,36,10.0000,16.0000,18.0000,0.0833,0.7295,1.4161,0.6664,0.1666,0.6866,-0.0631,-0.5629
Austria,spielberg,COL,2,HARD,36,10.0000,16.0000,19.0000,0.0833,1.1778,1.4994,0.7497,0.2499,0.3216,-0.4281,-0.9279
Austria,spielberg,COL,2,HARD,36,10.0000,16.0000,20.0000,0.0833,0.7830,1.5827,0.8330,0.3332,0.7997,0.0500,-0.4498
Austria,spielberg,COL,2,HARD,36,10.0000,16.0000,21.0000,0.0833,3.5533,1.6660,0.9163,0.4165,-1.8873,-2.6370,-3.1368
Austria,spielberg,COL,2,HARD,36,10.0000,16.0000,22.0000,0.0833,0.8555,1.7493,0.9996,0.4998,0.8938,0.1441,-0.3557
Austria,spielberg,COL,2,HARD,37,10.5000,17.0000,18.0000,0.0833,0.7163,1.4161,0.6248,0.0833,0.6998,-0.0915,-0.6330
Austria,spielberg,COL,2,HARD,37,10.5000,17.0000,19.0000,0.0833,1.1645,1.4994,0.7080,0.1666,0.3349,-0.4565,-0.9979
Austria,spielberg,COL,2,HARD,37,10.5000,17.0000,20.0000,0.0833,0.7698,1.5827,0.7913,0.2499,0.8129,0.0216,-0.5199
Austria,spielberg,COL,2,HARD,37,10.5000,17.0000,21.0000,0.0833,3.5400,1.6660,0.8747,0.3332,-1.8740,-2.6654,-3.2068
Austria,spielberg,COL,2,HARD,37,10.5000,17.0000,22.0000,0.0833,0.8423,1.7493,0.9579,0.4165,0.9070,0.1157,-0.4258
Austria,spielberg,COL,2,HARD,37,10.5000,17.0000,23.0000,0.0833,2.3935,1.8326,1.0413,0.4998,-0.5609,-1.3523,-1.8937
Austria,spielberg,COL,2,HARD,38,11.0000,18.0000,19.0000,0.0833,1.1513,1.4994,0.6664,0.0833,0.3481,-0.4849,-1.0680
Austria,spielberg,COL,2,HARD,38,11.0000,18.0000,20.0000,0.0833,0.7565,1.5827,0.7497,0.1666,0.8262,-0.0068,-0.5899
Austria,spielberg,COL,2,HARD,38,11.0000,18.0000,21.0000,0.0833,3.5268,1.6660,0.8330,0.2499,-1.8608,-2.6938,-3.2769
Austria,spielberg,COL,2,HARD,38,11.0000,18.0000,22.0000,0.0833,0.8290,1.7493,0.9163,0.3332,0.9203,0.0873,-0.4958
Austria,spielberg,COL,2,HARD,38,11.0000,18.0000,23.0000,0.0833,2.3803,1.8326,0.9996,0.4165,-0.5477,-1.3807,-1.9638
Austria,spielberg,COL,2,HARD,38,11.0000,18.0000,24.0000,0.0833,1.0105,1.9159,1.0829,0.4998,0.9054,0.0724,-0.5107
Austria,spielberg,COL,2,HARD,39,11.5000,19.0000,20.0000,0.0833,0.6569,1.5827,0.7080,0.0833,0.9258,0.0512,-0.5736
Austria,spielberg,COL,2,HARD,39,11.5000,19.0000,21.0000,0.0833,3.4271,1.6660,0.7913,0.1666,-1.7611,-2.6358,-3.2605
Austria,spielberg,COL,2,HARD,39,11.5000,19.0000,22.0000,0.0833,0.7294,1.7493,0.8747,0.2499,1.0199,0.1452,-0.4795
Austria,spielberg,COL,2,HARD,39,11.5000,19.0000,23.0000,0.0833,2.2807,1.8326,0.9579,0.3332,-0.4481,-1.3227,-1.9475
Austria,spielberg,COL,2,HARD,39,11.5000,19.0000,24.0000,0.0833,0.9109,1.9159,1.0413,0.4165,1.0050,0.1303,-0.4944
Austria,spielberg,COL,2,HARD,39,11.5000,19.0000,25.0000,0.0833,1.3682,1.9992,1.1245,0.4998,0.6310,-0.2436,-0.8684
Austria,spielberg,COL,2,HARD,40,12.0000,20.0000,21.0000,0.0833,3.3275,1.6660,0.7497,0.0833,-1.6615,-2.5778,-3.2442
Austria,spielberg,COL,2,HARD,40,12.0000,20.0000,22.0000,0.0833,0.6298,1.7493,0.8330,0.1666,1.1195,0.2032,-0.4632
Austria,spielberg,COL,2,HARD,40,12.0000,20.0000,23.0000,0.0833,2.1810,1.8326,0.9163,0.2499,-0.3484,-1.2647,-1.9311
Austria,spielberg,COL,2,HARD,40,12.0000,20.0000,24.0000,0.0833,0.8113,1.9159,0.9996,0.3332,1.1046,0.1883,-0.4781
Austria,spielberg,COL,2,HARD,40,12.0000,20.0000,25.0000,0.0833,1.2685,1.9992,1.0829,0.4165,0.7307,-0.1856,-0.8520
Austria,spielberg,COL,2,HARD,41,12.5000,21.0000,22.0000,0.0833,0.4541,1.7493,0.7913,0.0833,1.2952,0.3372,-0.3708
Austria,spielberg,COL,2,HARD,41,12.5000,21.0000,23.0000,0.0833,2.0054,1.8326,0.8747,0.1666,-0.1728,-1.1308,-1.8388
Austria,spielberg,COL,2,HARD,41,12.5000,21.0000,24.0000,0.0833,0.6357,1.9159,0.9579,0.2499,1.2802,0.3223,-0.3858
Austria,spielberg,COL,2,HARD,41,12.5000,21.0000,25.0000,0.0833,1.0929,1.9992,1.0413,0.3332,0.9063,-0.0517,-0.7597
Austria,spielberg,COL,2,HARD,42,13.0000,22.0000,23.0000,0.0833,1.8298,1.8326,0.8330,0.0833,0.0028,-0.9968,-1.7465
Austria,spielberg,COL,2,HARD,42,13.0000,22.0000,24.0000,0.0833,0.4600,1.9159,0.9163,0.1666,1.4559,0.4563,-0.2934
Austria,spielberg,COL,2,HARD,42,13.0000,22.0000,25.0000,0.0833,0.9173,1.9992,0.9996,0.2499,1.0819,0.0823,-0.6674
Austria,spielberg,COL,2,HARD,43,13.5000,23.0000,24.0000,0.0833,0.3838,1.9159,0.8747,0.0833,1.5321,0.4909,-0.3005
Austria,spielberg,COL,2,HARD,43,13.5000,23.0000,25.0000,0.0833,0.8410,1.9992,0.9579,0.1666,1.1582,0.1169,-0.6744
Austria,spielberg,COL,2,HARD,44,14.0000,24.0000,25.0000,0.0833,0.7648,1.9992,0.9163,0.0833,1.2344,0.1515,-0.6815
Austria,spielberg,COL,3,MEDIUM,50,3.0000,4.0000,6.0000,0.0961,0.3390,0.4805,0.2883,0.1922,0.1415,-0.0507,-0.1468
Austria,spielberg,COL,3,MEDIUM,50,3.0000,4.0000,7.0000,0.0961,1.0493,0.5766,0.3844,0.2883,-0.4727,-0.6649,-0.7610
Austria,spielberg,COL,3,MEDIUM,50,3.0000,4.0000,8.0000,0.0961,0.3125,0.6727,0.4805,0.3844,0.3602,0.1680,0.0719
Austria,spielberg,COL,3,MEDIUM,50,3.0000,4.0000,9.0000,0.0961,0.3308,0.7688,0.5766,0.4805,0.4380,0.2458,0.1497
Austria,spielberg,COL,3,MEDIUM,50,3.0000,4.0000,10.0000,0.0961,-0.0070,0.8649,0.6727,0.5766,0.8719,0.6797,0.5836
Austria,spielberg,COL,3,MEDIUM,51,3.0000,5.0000,6.0000,0.0961,0.3390,0.4805,0.2883,0.0961,0.1415,-0.0507,-0.2429
Austria,spielberg,COL,3,MEDIUM,51,3.0000,5.0000,7.0000,0.0961,1.0493,0.5766,0.3844,0.1922,-0.4727,-0.6649,-0.8571
Austria,spielberg,COL,3,MEDIUM,51,3.0000,5.0000,8.0000,0.0961,0.3125,0.6727,0.4805,0.2883,0.3602,0.1680,-0.0242
Austria,spielberg,COL,3,MEDIUM,51,3.0000,5.0000,9.0000,0.0961,0.3308,0.7688,0.5766,0.3844,0.4380,0.2458,0.0536
Austria,spielberg,COL,3,MEDIUM,51,3.0000,5.0000,10.0000,0.0961,-0.0070,0.8649,0.6727,0.4805,0.8719,0.6797,0.4875
Austria,spielberg,COL,3,MEDIUM,51,3.0000,5.0000,11.0000,0.0961,0.3413,0.9610,0.7688,0.5766,0.6197,0.4275,0.2353
Austria,spielberg,COL,3,MEDIUM,52,3.5000,6.0000,7.0000,0.0961,0.9230,0.5766,0.3364,0.0961,-0.3464,-0.5867,-0.8269
Austria,spielberg,COL,3,MEDIUM,52,3.5000,6.0000,8.0000,0.0961,0.1863,0.6727,0.4325,0.1922,0.4864,0.2462,0.0059
Austria,spielberg,COL,3,MEDIUM,52,3.5000,6.0000,9.0000,0.0961,0.2045,0.7688,0.5286,0.2883,0.5643,0.3240,0.0838
Austria,spielberg,COL,3,MEDIUM,52,3.5000,6.0000,10.0000,0.0961,-0.1332,0.8649,0.6247,0.3844,0.9981,0.7579,0.5176
Austria,spielberg,COL,3,MEDIUM,52,3.5000,6.0000,11.0000,0.0961,0.2150,0.9610,0.7208,0.4805,0.7460,0.5057,0.2655
Austria,spielberg,COL,3,MEDIUM,52,3.5000,6.0000,12.0000,0.0961,0.1193,1.0571,0.8169,0.5766,0.9378,0.6976,0.4573
Austria,spielberg,COL,3,MEDIUM,53,4.0000,7.0000,8.0000,0.0961,0.0600,0.6727,0.3844,0.0961,0.6127,0.3244,0.0361
Austria,spielberg,COL,3,MEDIUM,53,4.0000,7.0000,9.0000,0.0961,0.0783,0.7688,0.4805,0.1922,0.6905,0.4022,0.1139
Austria,spielberg,COL,3,MEDIUM,53,4.0000,7.0000,10.0000,0.0961,-0.2595,0.8649,0.5766,0.2883,1.1244,0.8361,0.5478
Austria,spielberg,COL,3,MEDIUM,53,4.0000,7.0000,11.0000,0.0961,0.0888,0.9610,0.6727,0.3844,0.8722,0.5839,0.2956
Austria,spielberg,COL,3,MEDIUM,53,4.0000,7.0000,12.0000,0.0961,-0.0070,1.0571,0.7688,0.4805,1.0641,0.7758,0.4875
Austria,spielberg,COL,3,MEDIUM,53,4.0000,7.0000,13.0000,0.0961,0.1593,1.1532,0.8649,0.5766,0.9939,0.7056,0.4173
Austria,spielberg,COL,3,MEDIUM,54,5.0000,8.0000,9.0000,0.0961,0.0483,0.7688,0.3844,0.0961,0.7205,0.3361,0.0478
Austria,spielberg,COL,3,MEDIUM,54,5.0000,8.0000,10.0000,0.0961,-0.2895,0.8649,0.4805,0.1922,1.1544,0.7700,0.4817
Austria,spielberg,COL,3,MEDIUM,54,5.0000,8.0000,11.0000,0.0961,0.0588,0.9610,0.5766,0.2883,0.9022,0.5178,0.2295
Austria,spielberg,COL,3,MEDIUM,54,5.0000,8.0000,12.0000,0.0961,-0.0370,1.0571,0.6727,0.3844,1.0941,0.7097,0.4214
Austria,spielberg,COL,3,MEDIUM,54,5.0000,8.0000,13.0000,0.0961,0.1293,1.1532,0.7688,0.4805,1.0239,0.6395,0.3512
Austria,spielberg,COL,3,MEDIUM,54,5.0000,8.0000,14.0000,0.0961,1.4705,1.2493,0.8649,0.5766,-0.2212,-0.6056,-0.8939
Austria,spielberg,COL,3,MEDIUM,55,6.0000,9.0000,10.0000,0.0961,-0.3195,0.8649,0.3844,0.0961,1.1844,0.7039,0.4156
Austria,spielberg,COL,3,MEDIUM,55,6.0000,9.0000,11.0000,0.0961,0.0288,0.9610,0.4805,0.1922,0.9322,0.4517,0.1634
Austria,spielberg,COL,3,MEDIUM,55,6.0000,9.0000,12.0000,0.0961,-0.0670,1.0571,0.5766,0.2883,1.1241,0.6436,0.3553
Austria,spielberg,COL,3,MEDIUM,55,6.0000,9.0000,13.0000,0.0961,0.0993,1.1532,0.6727,0.3844,1.0539,0.5734,0.2851
Austria,spielberg,COL,3,MEDIUM,55,6.0000,9.0000,14.0000,0.0961,1.4405,1.2493,0.7688,0.4805,-0.1912,-0.6717,-0.9600
Austria,spielberg,COL,3,MEDIUM,55,6.0000,9.0000,15.0000,0.0961,0.7328,1.3454,0.8649,0.5766,0.6126,0.1321,-0.1562
Austria,spielberg,COL,3,MEDIUM,56,6.5000,10.0000,11.0000,0.0961,0.0588,0.9610,0.4325,0.0961,0.9022,0.3737,0.0373
Austria,spielberg,COL,3,MEDIUM,56,6.5000,10.0000,12.0000,0.0961,-0.0370,1.0571,0.5286,0.1922,1.0941,0.5655,0.2292
Austria,spielberg,COL,3,MEDIUM,56,6.5000,10.0000,13.0000,0.0961,0.1293,1.1532,0.6247,0.2883,1.0239,0.4954,0.1590
Austria,spielberg,COL,3,MEDIUM,56,6.5000,10.0000,14.0000,0.0961,1.4705,1.2493,0.7208,0.3844,-0.2212,-0.7498,-1.0861
Austria,spielberg,COL,3,MEDIUM,56,6.5000,10.0000,15.0000,0.0961,0.7628,1.3454,0.8169,0.4805,0.5826,0.0541,-0.2823
Austria,spielberg,COL,3,MEDIUM,56,6.5000,10.0000,16.0000,0.0961,0.7170,1.4415,0.9130,0.5766,0.7245,0.1959,-0.1404
Austria,spielberg,COL,3,MEDIUM,57,7.0000,11.0000,12.0000,0.0961,-0.0670,1.0571,0.4805,0.0961,1.1241,0.5475,0.1631
Austria,spielberg,COL,3,MEDIUM,57,7.0000,11.0000,13.0000,0.0961,0.0993,1.1532,0.5766,0.1922,1.0539,0.4773,0.0929
Austria,spielberg,COL,3,MEDIUM,57,7.0000,11.0000,14.0000,0.0961,1.4405,1.2493,0.6727,0.2883,-0.1912,-0.7678,-1.1522
Austria,spielberg,COL,3,MEDIUM,57,7.0000,11.0000,15.0000,0.0961,0.7328,1.3454,0.7688,0.3844,0.6126,0.0360,-0.3484
Austria,spielberg,COL,3,MEDIUM,57,7.0000,11.0000,16.0000,0.0961,0.6870,1.4415,0.8649,0.4805,0.7545,0.1779,-0.2065
Austria,spielberg,COL,3,MEDIUM,57,7.0000,11.0000,17.0000,0.0961,0.7213,1.5376,0.9610,0.5766,0.8163,0.2397,-0.1447
Austria,spielberg,COL,3,MEDIUM,58,7.5000,12.0000,13.0000,0.0961,0.1293,1.1532,0.5286,0.0961,1.0239,0.3993,-0.0332
Austria,spielberg,COL,3,MEDIUM,58,7.5000,12.0000,14.0000,0.0961,1.4705,1.2493,0.6247,0.1922,-0.2212,-0.8459,-1.2783
Austria,spielberg,COL,3,MEDIUM,58,7.5000,12.0000,15.0000,0.0961,0.7628,1.3454,0.7208,0.2883,0.5826,-0.0420,-0.4745
Austria,spielberg,COL,3,MEDIUM,58,7.5000,12.0000,16.0000,0.0961,0.7170,1.4415,0.8169,0.3844,0.7245,0.0998,-0.3326
Austria,spielberg,COL,3,MEDIUM,58,7.5000,12.0000,17.0000,0.0961,0.7513,1.5376,0.9130,0.4805,0.7863,0.1617,-0.2708
Austria,spielberg,COL,3,MEDIUM,58,7.5000,12.0000,18.0000,0.0961,0.6115,1.6337,1.0091,0.5766,1.0222,0.3975,-0.0349
Austria,spielberg,COL,3,MEDIUM,59,8.0000,13.0000,14.0000,0.0961,1.4405,1.2493,0.5766,0.0961,-0.1912,-0.8639,-1.3444
Austria,spielberg,COL,3,MEDIUM,59,8.0000,13.0000,15.0000,0.0961,0.7328,1.3454,0.6727,0.1922,0.6126,-0.0601,-0.5406
Austria,spielberg,COL,3,MEDIUM,59,8.0000,13.0000,16.0000,0.0961,0.6870,1.4415,0.7688,0.2883,0.7545,0.0818,-0.3987
Austria,spielberg,COL,3,MEDIUM,59,8.0000,13.0000,17.0000,0.0961,0.7213,1.5376,0.8649,0.3844,0.8163,0.1436,-0.3369
Austria,spielberg,COL,3,MEDIUM,59,8.0000,13.0000,18.0000,0.0961,0.5815,1.6337,0.9610,0.4805,1.0522,0.3795,-0.1010
Austria,spielberg,COL,3,MEDIUM,59,8.0000,13.0000,19.0000,0.0961,0.6158,1.7298,1.0571,0.5766,1.1140,0.4413,-0.0392
Austria,spielberg,COL,3,MEDIUM,60,8.5000,14.0000,15.0000,0.0961,0.7236,1.3454,0.6247,0.0961,0.6218,-0.0990,-0.6275
Austria,spielberg,COL,3,MEDIUM,60,8.5000,14.0000,16.0000,0.0961,0.6779,1.4415,0.7208,0.1922,0.7636,0.0428,-0.4857
Austria,spielberg,COL,3,MEDIUM,60,8.5000,14.0000,17.0000,0.0961,0.7122,1.5376,0.8169,0.2883,0.8254,0.1047,-0.4239
