gara,cid,drv,stint,compound,freezeL,A0,Acur,Afut,rate,res_oss,pred_M0,pred_M1,pred_M2,err_M0,err_M1,err_M2
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,3.0000,4.0000,-0.0307,0.2344,-0.0921,-0.0614,-0.0307,-0.3265,-0.2958,-0.2651
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,3.0000,5.0000,-0.0307,-0.4488,-0.1228,-0.0921,-0.0614,0.3260,0.3567,0.3874
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,3.0000,6.0000,-0.0307,-1.1371,-0.1535,-0.1228,-0.0921,0.9836,1.0143,1.0450
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,3.0000,7.0000,-0.0307,-1.8334,-0.1842,-0.1535,-0.1228,1.6492,1.6799,1.7106
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,3.0000,8.0000,-0.0307,-1.9117,-0.2149,-0.1842,-0.1535,1.6968,1.7275,1.7582
Australia,melbourne,ALB,1,MEDIUM,3,2.0000,3.0000,9.0000,-0.0307,-1.6899,-0.2456,-0.2149,-0.1842,1.4443,1.4750,1.5057
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,4.0000,5.0000,-0.0307,-0.5661,-0.1228,-0.0767,-0.0307,0.4433,0.4893,0.5354
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,4.0000,6.0000,-0.0307,-1.2543,-0.1535,-0.1075,-0.0614,1.1008,1.1469,1.1929
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,4.0000,7.0000,-0.0307,-1.9506,-0.1842,-0.1381,-0.0921,1.7664,1.8125,1.8585
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,4.0000,8.0000,-0.0307,-2.0289,-0.2149,-0.1689,-0.1228,1.8140,1.8600,1.9061
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,4.0000,9.0000,-0.0307,-1.8072,-0.2456,-0.1996,-0.1535,1.5616,1.6076,1.6537
Australia,melbourne,ALB,1,MEDIUM,4,2.5000,4.0000,10.0000,-0.0307,-1.4534,-0.2763,-0.2303,-0.1842,1.1771,1.2232,1.2692
Australia,melbourne,ALB,1,MEDIUM,5,3.0000,5.0000,6.0000,-0.0307,-1.1371,-0.1535,-0.0921,-0.0307,0.9836,1.0450,1.1064
Australia,melbourne,ALB,1,MEDIUM,5,3.0000,5.0000,7.0000,-0.0307,-1.8334,-0.1842,-0.1228,-0.0614,1.6492,1.7106,1.7720
Australia,melbourne,ALB,1,MEDIUM,5,3.0000,5.0000,8.0000,-0.0307,-1.9117,-0.2149,-0.1535,-0.0921,1.6968,1.7582,1.8196
Australia,melbourne,ALB,1,MEDIUM,5,3.0000,5.0000,9.0000,-0.0307,-1.6899,-0.2456,-0.1842,-0.1228,1.4443,1.5057,1.5671
Australia,melbourne,ALB,1,MEDIUM,5,3.0000,5.0000,10.0000,-0.0307,-1.3362,-0.2763,-0.2149,-0.1535,1.0599,1.1213,1.1827
Australia,melbourne,ALB,1,MEDIUM,6,3.5000,6.0000,7.0000,-0.0307,-1.7252,-0.1842,-0.1075,-0.0307,1.5410,1.6178,1.6945
Australia,melbourne,ALB,1,MEDIUM,6,3.5000,6.0000,8.0000,-0.0307,-1.8035,-0.2149,-0.1381,-0.0614,1.5886,1.6654,1.7421
Australia,melbourne,ALB,1,MEDIUM,6,3.5000,6.0000,9.0000,-0.0307,-1.5818,-0.2456,-0.1689,-0.0921,1.3362,1.4129,1.4897
Australia,melbourne,ALB,1,MEDIUM,6,3.5000,6.0000,10.0000,-0.0307,-1.2281,-0.2763,-0.1996,-0.1228,0.9518,1.0285,1.1053
Australia,melbourne,ALB,1,MEDIUM,7,4.0000,7.0000,8.0000,-0.0307,-1.6954,-0.2149,-0.1228,-0.0307,1.4805,1.5726,1.6647
Australia,melbourne,ALB,1,MEDIUM,7,4.0000,7.0000,9.0000,-0.0307,-1.4737,-0.2456,-0.1535,-0.0614,1.2281,1.3202,1.4123
Australia,melbourne,ALB,1,MEDIUM,7,4.0000,7.0000,10.0000,-0.0307,-1.1199,-0.2763,-0.1842,-0.0921,0.8436,0.9357,1.0278
Australia,melbourne,ALB,1,MEDIUM,8,4.5000,8.0000,9.0000,-0.0307,-1.3574,-0.2456,-0.1381,-0.0307,1.1118,1.2192,1.3267
Australia,melbourne,ALB,1,MEDIUM,8,4.5000,8.0000,10.0000,-0.0307,-1.0037,-0.2763,-0.1689,-0.0614,0.7274,0.8348,0.9423
Australia,melbourne,ALB,1,MEDIUM,9,5.0000,9.0000,10.0000,-0.0307,-0.8874,-0.2763,-0.1535,-0.0307,0.6111,0.7339,0.8567
Australia,melbourne,ALB,2,HARD,16,3.0000,4.0000,5.0000,0.0522,0.4382,0.2088,0.1044,0.0522,-0.2294,-0.3338,-0.3860
Australia,melbourne,ALB,2,HARD,16,3.0000,4.0000,8.0000,0.0522,-0.0277,0.3654,0.2610,0.2088,0.3931,0.2887,0.2365
Australia,melbourne,ALB,2,HARD,16,3.0000,4.0000,9.0000,0.0522,0.0481,0.4176,0.3132,0.2610,0.3695,0.2651,0.2129
Australia,melbourne,ALB,2,HARD,16,3.0000,4.0000,10.0000,0.0522,0.3318,0.4698,0.3654,0.3132,0.1380,0.0336,-0.0186
Australia,melbourne,ALB,2,HARD,17,3.5000,5.0000,8.0000,0.0522,-0.2467,0.3654,0.2349,0.1566,0.6121,0.4816,0.4033
Australia,melbourne,ALB,2,HARD,17,3.5000,5.0000,9.0000,0.0522,-0.1710,0.4176,0.2871,0.2088,0.5886,0.4581,0.3798
Australia,melbourne,ALB,2,HARD,17,3.5000,5.0000,10.0000,0.0522,0.1127,0.4698,0.3393,0.2610,0.3571,0.2266,0.1483
Australia,melbourne,ALB,2,HARD,17,3.5000,5.0000,11.0000,0.0522,0.1254,0.5220,0.3915,0.3132,0.3966,0.2661,0.1878
Australia,melbourne,ALB,2,HARD,18,3.5000,6.0000,8.0000,0.0522,-0.2467,0.3654,0.2349,0.1044,0.6121,0.4816,0.3511
Australia,melbourne,ALB,2,HARD,18,3.5000,6.0000,9.0000,0.0522,-0.1710,0.4176,0.2871,0.1566,0.5886,0.4581,0.3276
Australia,melbourne,ALB,2,HARD,18,3.5000,6.0000,10.0000,0.0522,0.1127,0.4698,0.3393,0.2088,0.3571,0.2266,0.0961
Australia,melbourne,ALB,2,HARD,18,3.5000,6.0000,11.0000,0.0522,0.1254,0.5220,0.3915,0.2610,0.3966,0.2661,0.1356
Australia,melbourne,ALB,2,HARD,18,3.5000,6.0000,12.0000,0.0522,0.2532,0.5742,0.4437,0.3132,0.3210,0.1905,0.0600
Australia,melbourne,ALB,2,HARD,19,3.5000,7.0000,8.0000,0.0522,-0.2467,0.3654,0.2349,0.0522,0.6121,0.4816,0.2989
Australia,melbourne,ALB,2,HARD,19,3.5000,7.0000,9.0000,0.0522,-0.1710,0.4176,0.2871,0.1044,0.5886,0.4581,0.2754
Australia,melbourne,ALB,2,HARD,19,3.5000,7.0000,10.0000,0.0522,0.1127,0.4698,0.3393,0.1566,0.3571,0.2266,0.0439
Australia,melbourne,ALB,2,HARD,19,3.5000,7.0000,11.0000,0.0522,0.1254,0.5220,0.3915,0.2088,0.3966,0.2661,0.0834
Australia,melbourne,ALB,2,HARD,19,3.5000,7.0000,12.0000,0.0522,0.2532,0.5742,0.4437,0.2610,0.3210,0.1905,0.0078
Australia,melbourne,ALB,2,HARD,19,3.5000,7.0000,13.0000,0.0522,0.5399,0.6264,0.4959,0.3132,0.0865,-0.0440,-0.2267
Australia,melbourne,ALB,2,HARD,20,4.0000,8.0000,9.0000,0.0522,0.0481,0.4176,0.2610,0.0522,0.3695,0.2129,0.0041
Australia,melbourne,ALB,2,HARD,20,4.0000,8.0000,10.0000,0.0522,0.3318,0.4698,0.3132,0.1044,0.1380,-0.0186,-0.2274
Australia,melbourne,ALB,2,HARD,20,4.0000,8.0000,11.0000,0.0522,0.3445,0.5220,0.3654,0.1566,0.1775,0.0209,-0.1879
Australia,melbourne,ALB,2,HARD,20,4.0000,8.0000,12.0000,0.0522,0.4722,0.5742,0.4176,0.2088,0.1020,-0.0546,-0.2634
Australia,melbourne,ALB,2,HARD,20,4.0000,8.0000,13.0000,0.0522,0.7590,0.6264,0.4698,0.2610,-0.1326,-0.2892,-0.4980
Australia,melbourne,ALB,2,HARD,20,4.0000,8.0000,14.0000,0.0522,1.0237,0.6786,0.5220,0.3132,-0.3451,-0.5017,-0.7105
Australia,melbourne,ALB,2,HARD,21,4.5000,9.0000,10.0000,0.0522,0.3078,0.4698,0.2871,0.0522,0.1620,-0.0207,-0.2556
Australia,melbourne,ALB,2,HARD,21,4.5000,9.0000,11.0000,0.0522,0.3205,0.5220,0.3393,0.1044,0.2015,0.0188,-0.2161
Australia,melbourne,ALB,2,HARD,21,4.5000,9.0000,12.0000,0.0522,0.4482,0.5742,0.3915,0.1566,0.1260,-0.0567,-0.2916
Australia,melbourne,ALB,2,HARD,21,4.5000,9.0000,13.0000,0.0522,0.7349,0.6264,0.4437,0.2088,-0.1085,-0.2912,-0.5261
Australia,melbourne,ALB,2,HARD,21,4.5000,9.0000,14.0000,0.0522,0.9997,0.6786,0.4959,0.2610,-0.3211,-0.5038,-0.7387
Australia,melbourne,ALB,2,HARD,21,4.5000,9.0000,15.0000,0.0522,1.0034,0.7308,0.5481,0.3132,-0.2726,-0.4553,-0.6902
Australia,melbourne,ALB,2,HARD,22,5.0000,10.0000,11.0000,0.0522,0.2964,0.5220,0.3132,0.0522,0.2256,0.0168,-0.2442
Australia,melbourne,ALB,2,HARD,22,5.0000,10.0000,12.0000,0.0522,0.4242,0.5742,0.3654,0.1044,0.1500,-0.0588,-0.3198
Australia,melbourne,ALB,2,HARD,22,5.0000,10.0000,13.0000,0.0522,0.7109,0.6264,0.4176,0.1566,-0.0845,-0.2933,-0.5543
Australia,melbourne,ALB,2,HARD,22,5.0000,10.0000,14.0000,0.0522,0.9756,0.6786,0.4698,0.2088,-0.2970,-0.5058,-0.7668
Australia,melbourne,ALB,2,HARD,22,5.0000,10.0000,15.0000,0.0522,0.9793,0.7308,0.5220,0.2610,-0.2485,-0.4573,-0.7183
Australia,melbourne,ALB,2,HARD,22,5.0000,10.0000,16.0000,0.0522,1.9391,0.7830,0.5742,0.3132,-1.1561,-1.3649,-1.6259
Australia,melbourne,ALB,2,HARD,23,6.5000,11.0000,12.0000,0.0522,0.2823,0.5742,0.2871,0.0522,0.2919,0.0048,-0.2301
Australia,melbourne,ALB,2,HARD,23,6.5000,11.0000,13.0000,0.0522,0.5690,0.6264,0.3393,0.1044,0.0574,-0.2297,-0.4646
Australia,melbourne,ALB,2,HARD,23,6.5000,11.0000,14.0000,0.0522,0.8338,0.6786,0.3915,0.1566,-0.1552,-0.4423,-0.6772
Australia,melbourne,ALB,2,HARD,23,6.5000,11.0000,15.0000,0.0522,0.8375,0.7308,0.4437,0.2088,-0.1067,-0.3938,-0.6287
Australia,melbourne,ALB,2,HARD,23,6.5000,11.0000,16.0000,0.0522,1.7972,0.7830,0.4959,0.2610,-1.0142,-1.3013,-1.5362
Australia,melbourne,ALB,2,HARD,23,6.5000,11.0000,17.0000,0.0522,1.8209,0.8352,0.5481,0.3132,-0.9857,-1.2728,-1.5077
Australia,melbourne,ALB,2,HARD,24,8.0000,12.0000,13.0000,0.0522,0.4272,0.6264,0.2610,0.0522,0.1992,-0.1662,-0.3750
Australia,melbourne,ALB,2,HARD,24,8.0000,12.0000,14.0000,0.0522,0.6919,0.6786,0.3132,0.1044,-0.0133,-0.3787,-0.5875
Australia,melbourne,ALB,2,HARD,24,8.0000,12.0000,15.0000,0.0522,0.6956,0.7308,0.3654,0.1566,0.0352,-0.3302,-0.5390
Australia,melbourne,ALB,2,HARD,24,8.0000,12.0000,16.0000,0.0522,1.6553,0.7830,0.4176,0.2088,-0.8723,-1.2377,-1.4465
Australia,melbourne,ALB,2,HARD,24,8.0000,12.0000,17.0000,0.0522,1.6791,0.8352,0.4698,0.2610,-0.8439,-1.2093,-1.4181
Australia,melbourne,ALB,2,HARD,24,8.0000,12.0000,18.0000,0.0522,1.5888,0.8874,0.5220,0.3132,-0.7014,-1.0668,-1.2756
Australia,melbourne,ALB,2,HARD,25,8.5000,13.0000,14.0000,0.0522,0.6855,0.6786,0.2871,0.0522,-0.0069,-0.3984,-0.6333
Australia,melbourne,ALB,2,HARD,25,8.5000,13.0000,15.0000,0.0522,0.6893,0.7308,0.3393,0.1044,0.0415,-0.3500,-0.5849
Australia,melbourne,ALB,2,HARD,25,8.5000,13.0000,16.0000,0.0522,1.6490,0.7830,0.3915,0.1566,-0.8660,-1.2575,-1.4924
Australia,melbourne,ALB,2,HARD,25,8.5000,13.0000,17.0000,0.0522,1.6727,0.8352,0.4437,0.2088,-0.8375,-1.2290,-1.4639
Australia,melbourne,ALB,2,HARD,25,8.5000,13.0000,18.0000,0.0522,1.5824,0.8874,0.4959,0.2610,-0.6950,-1.0865,-1.3214
Australia,melbourne,ALB,2,HARD,25,8.5000,13.0000,19.0000,0.0522,1.6852,0.9396,0.5481,0.3132,-0.7456,-1.1371,-1.3720
Australia,melbourne,ALB,2,HARD,26,9.0000,14.0000,15.0000,0.0522,0.6829,0.7308,0.3132,0.0522,0.0479,-0.3697,-0.6307
Australia,melbourne,ALB,2,HARD,26,9.0000,14.0000,16.0000,0.0522,1.6426,0.7830,0.3654,0.1044,-0.8596,-1.2772,-1.5382
Australia,melbourne,ALB,2,HARD,26,9.0000,14.0000,17.0000,0.0522,1.6663,0.8352,0.4176,0.1566,-0.8311,-1.2487,-1.5097
Australia,melbourne,ALB,2,HARD,26,9.0000,14.0000,18.0000,0.0522,1.5761,0.8874,0.4698,0.2088,-0.6887,-1.1063,-1.3673
Australia,melbourne,ALB,2,HARD,26,9.0000,14.0000,19.0000,0.0522,1.6788,0.9396,0.5220,0.2610,-0.7392,-1.1568,-1.4178
Australia,melbourne,ALB,2,HARD,26,9.0000,14.0000,20.0000,0.0522,1.6665,0.9918,0.5742,0.3132,-0.6747,-1.0923,-1.3533
Australia,melbourne,ALB,2,HARD,27,9.5000,15.0000,16.0000,0.0522,1.5958,0.7830,0.3393,0.0522,-0.8128,-1.2565,-1.5436
Australia,melbourne,ALB,2,HARD,27,9.5000,15.0000,17.0000,0.0522,1.6195,0.8352,0.3915,0.1044,-0.7843,-1.2280,-1.5151
Australia,melbourne,ALB,2,HARD,27,9.5000,15.0000,18.0000,0.0522,1.5292,0.8874,0.4437,0.1566,-0.6418,-1.0855,-1.3726
Australia,melbourne,ALB,2,HARD,27,9.5000,15.0000,19.0000,0.0522,1.6320,0.9396,0.4959,0.2088,-0.6924,-1.1361,-1.4232
Australia,melbourne,ALB,2,HARD,27,9.5000,15.0000,20.0000,0.0522,1.6197,0.9918,0.5481,0.2610,-0.6279,-1.0716,-1.3587
Australia,melbourne,ALB,2,HARD,28,10.0000,16.0000,17.0000,0.0522,1.5727,0.8352,0.3654,0.0522,-0.7375,-1.2073,-1.5205
Australia,melbourne,ALB,2,HARD,28,10.0000,16.0000,18.0000,0.0522,1.4824,0.8874,0.4176,0.1044,-0.5950,-1.0648,-1.3780
Australia,melbourne,ALB,2,HARD,28,10.0000,16.0000,19.0000,0.0522,1.5851,0.9396,0.4698,0.1566,-0.6455,-1.1153,-1.4285
Australia,melbourne,ALB,2,HARD,28,10.0000,16.0000,20.0000,0.0522,1.5729,0.9918,0.5220,0.2088,-0.5811,-1.0509,-1.3641
Australia,melbourne,ALB,2,HARD,29,10.5000,17.0000,18.0000,0.0522,1.4654,0.8874,0.3915,0.0522,-0.5780,-1.0739,-1.4132
Australia,melbourne,ALB,2,HARD,29,10.5000,17.0000,19.0000,0.0522,1.5681,0.9396,0.4437,0.1044,-0.6285,-1.1244,-1.4637
Australia,melbourne,ALB,2,HARD,29,10.5000,17.0000,20.0000,0.0522,1.5558,0.9918,0.4959,0.1566,-0.5640,-1.0599,-1.3992
Australia,melbourne,ALB,2,HARD,30,11.0000,18.0000,19.0000,0.0522,1.5511,0.9396,0.4176,0.0522,-0.6115,-1.1335,-1.4989
Australia,melbourne,ALB,2,HARD,30,11.0000,18.0000,20.0000,0.0522,1.5388,0.9918,0.4698,0.1044,-0.5470,-1.0690,-1.4344
Australia,melbourne,ALB,2,HARD,31,11.5000,19.0000,20.0000,0.0522,1.3954,0.9918,0.4437,0.0522,-0.4036,-0.9517,-1.3432
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,3.0000,4.0000,-0.0307,-1.6146,-0.0921,-0.0614,-0.0307,1.5225,1.5532,1.5839
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,3.0000,5.0000,-0.0307,-2.4748,-0.1228,-0.0921,-0.0614,2.3520,2.3827,2.4134
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,3.0000,6.0000,-0.0307,-2.8981,-0.1535,-0.1228,-0.0921,2.7446,2.7753,2.8060
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,3.0000,7.0000,-0.0307,-3.0354,-0.1842,-0.1535,-0.1228,2.8512,2.8819,2.9126
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,3.0000,8.0000,-0.0307,-3.1357,-0.2149,-0.1842,-0.1535,2.9208,2.9515,2.9822
Australia,melbourne,ANT,1,MEDIUM,3,2.0000,3.0000,9.0000,-0.0307,-2.8589,-0.2456,-0.2149,-0.1842,2.6133,2.6440,2.6747
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,4.0000,5.0000,-0.0307,-1.6677,-0.1228,-0.0767,-0.0307,1.5449,1.5909,1.6370
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,4.0000,6.0000,-0.0307,-2.0910,-0.1535,-0.1075,-0.0614,1.9375,1.9835,2.0296
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,4.0000,7.0000,-0.0307,-2.2282,-0.1842,-0.1381,-0.0921,2.0440,2.0901,2.1361
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,4.0000,8.0000,-0.0307,-2.3285,-0.2149,-0.1689,-0.1228,2.1136,2.1597,2.2057
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,4.0000,9.0000,-0.0307,-2.0518,-0.2456,-0.1996,-0.1535,1.8062,1.8522,1.8983
Australia,melbourne,ANT,1,MEDIUM,4,2.5000,4.0000,10.0000,-0.0307,-1.8711,-0.2763,-0.2303,-0.1842,1.5948,1.6408,1.6869
Australia,melbourne,ANT,1,MEDIUM,5,3.0000,5.0000,6.0000,-0.0307,-1.2838,-0.1535,-0.0921,-0.0307,1.1303,1.1917,1.2531
Australia,melbourne,ANT,1,MEDIUM,5,3.0000,5.0000,7.0000,-0.0307,-1.4211,-0.1842,-0.1228,-0.0614,1.2369,1.2983,1.3597
Australia,melbourne,ANT,1,MEDIUM,5,3.0000,5.0000,8.0000,-0.0307,-1.5214,-0.2149,-0.1535,-0.0921,1.3065,1.3679,1.4293
Australia,melbourne,ANT,1,MEDIUM,5,3.0000,5.0000,9.0000,-0.0307,-1.2447,-0.2456,-0.1842,-0.1228,0.9991,1.0605,1.1219
Australia,melbourne,ANT,1,MEDIUM,5,3.0000,5.0000,10.0000,-0.0307,-1.0639,-0.2763,-0.2149,-0.1535,0.7876,0.8490,0.9104
Australia,melbourne,ANT,1,MEDIUM,6,3.5000,6.0000,7.0000,-0.0307,-1.4210,-0.1842,-0.1075,-0.0307,1.2368,1.3135,1.3903
Australia,melbourne,ANT,1,MEDIUM,6,3.5000,6.0000,8.0000,-0.0307,-1.5212,-0.2149,-0.1381,-0.0614,1.3063,1.3831,1.4598
Australia,melbourne,ANT,1,MEDIUM,6,3.5000,6.0000,9.0000,-0.0307,-1.2445,-0.2456,-0.1689,-0.0921,0.9989,1.0757,1.1524
Australia,melbourne,ANT,1,MEDIUM,6,3.5000,6.0000,10.0000,-0.0307,-1.0638,-0.2763,-0.1996,-0.1228,0.7875,0.8642,0.9410
Australia,melbourne,ANT,1,MEDIUM,7,4.0000,7.0000,8.0000,-0.0307,-1.5211,-0.2149,-0.1228,-0.0307,1.3062,1.3983,1.4904
Australia,melbourne,ANT,1,MEDIUM,7,4.0000,7.0000,9.0000,-0.0307,-1.2444,-0.2456,-0.1535,-0.0614,0.9988,1.0909,1.1830
Australia,melbourne,ANT,1,MEDIUM,7,4.0000,7.0000,10.0000,-0.0307,-1.0637,-0.2763,-0.1842,-0.0921,0.7874,0.8795,0.9716
Australia,melbourne,ANT,1,MEDIUM,8,4.5000,8.0000,9.0000,-0.0307,-0.8142,-0.2456,-0.1381,-0.0307,0.5686,0.6761,0.7835
Australia,melbourne,ANT,1,MEDIUM,8,4.5000,8.0000,10.0000,-0.0307,-0.6335,-0.2763,-0.1689,-0.0614,0.3572,0.4647,0.5721
Australia,melbourne,ANT,1,MEDIUM,9,5.0000,9.0000,10.0000,-0.0307,-0.2034,-0.2763,-0.1535,-0.0307,-0.0729,0.0499,0.1727
Australia,melbourne,ANT,2,HARD,16,3.0000,4.0000,5.0000,0.0522,-0.3063,0.2088,0.1044,0.0522,0.5151,0.4107,0.3585
Australia,melbourne,ANT,2,HARD,16,3.0000,4.0000,9.0000,0.0522,-0.5784,0.4176,0.3132,0.2610,0.9960,0.8916,0.8394
Australia,melbourne,ANT,2,HARD,16,3.0000,4.0000,10.0000,0.0522,-0.4457,0.4698,0.3654,0.3132,0.9155,0.8111,0.7589
Australia,melbourne,ANT,2,HARD,17,3.5000,5.0000,9.0000,0.0522,-0.4252,0.4176,0.2871,0.2088,0.8428,0.7123,0.6340
Australia,melbourne,ANT,2,HARD,17,3.5000,5.0000,10.0000,0.0522,-0.2925,0.4698,0.3393,0.2610,0.7623,0.6318,0.5535
Australia,melbourne,ANT,2,HARD,17,3.5000,5.0000,11.0000,0.0522,-0.5208,0.5220,0.3915,0.3132,1.0428,0.9123,0.8340
Australia,melbourne,ANT,2,HARD,18,3.5000,6.0000,9.0000,0.0522,-0.4252,0.4176,0.2871,0.1566,0.8428,0.7123,0.5818
Australia,melbourne,ANT,2,HARD,18,3.5000,6.0000,10.0000,0.0522,-0.2925,0.4698,0.3393,0.2088,0.7623,0.6318,0.5013
Australia,melbourne,ANT,2,HARD,18,3.5000,6.0000,11.0000,0.0522,-0.5208,0.5220,0.3915,0.2610,1.0428,0.9123,0.7818
Australia,melbourne,ANT,2,HARD,18,3.5000,6.0000,12.0000,0.0522,0.1709,0.5742,0.4437,0.3132,0.4033,0.2728,0.1423
Australia,melbourne,ANT,2,HARD,19,3.5000,7.0000,9.0000,0.0522,-0.4252,0.4176,0.2871,0.1044,0.8428,0.7123,0.5296
Australia,melbourne,ANT,2,HARD,19,3.5000,7.0000,10.0000,0.0522,-0.2925,0.4698,0.3393,0.1566,0.7623,0.6318,0.4491
Australia,melbourne,ANT,2,HARD,19,3.5000,7.0000,11.0000,0.0522,-0.5208,0.5220,0.3915,0.2088,1.0428,0.9123,0.7296
Australia,melbourne,ANT,2,HARD,19,3.5000,7.0000,12.0000,0.0522,0.1709,0.5742,0.4437,0.2610,0.4033,0.2728,0.0901
Australia,melbourne,ANT,2,HARD,19,3.5000,7.0000,13.0000,0.0522,1.5457,0.6264,0.4959,0.3132,-0.9193,-1.0498,-1.2325
Australia,melbourne,ANT,2,HARD,20,3.5000,8.0000,9.0000,0.0522,-0.4252,0.4176,0.2871,0.0522,0.8428,0.7123,0.4774
Australia,melbourne,ANT,2,HARD,20,3.5000,8.0000,10.0000,0.0522,-0.2925,0.4698,0.3393,0.1044,0.7623,0.6318,0.3969
Australia,melbourne,ANT,2,HARD,20,3.5000,8.0000,11.0000,0.0522,-0.5208,0.5220,0.3915,0.1566,1.0428,0.9123,0.6774
Australia,melbourne,ANT,2,HARD,20,3.5000,8.0000,12.0000,0.0522,0.1709,0.5742,0.4437,0.2088,0.4033,0.2728,0.0379
Australia,melbourne,ANT,2,HARD,20,3.5000,8.0000,13.0000,0.0522,1.5457,0.6264,0.4959,0.2610,-0.9193,-1.0498,-1.2847
Australia,melbourne,ANT,2,HARD,20,3.5000,8.0000,14.0000,0.0522,0.1904,0.6786,0.5481,0.3132,0.4882,0.3577,0.1228
Australia,melbourne,ANT,2,HARD,21,4.0000,9.0000,10.0000,0.0522,-0.1394,0.4698,0.3132,0.0522,0.6092,0.4526,0.1916
Australia,melbourne,ANT,2,HARD,21,4.0000,9.0000,11.0000,0.0522,-0.3677,0.5220,0.3654,0.1044,0.8897,0.7331,0.4721
Australia,melbourne,ANT,2,HARD,21,4.0000,9.0000,12.0000,0.0522,0.3241,0.5742,0.4176,0.1566,0.2501,0.0935,-0.1675
Australia,melbourne,ANT,2,HARD,21,4.0000,9.0000,13.0000,0.0522,1.6988,0.6264,0.4698,0.2088,-1.0724,-1.2290,-1.4900
Australia,melbourne,ANT,2,HARD,21,4.0000,9.0000,14.0000,0.0522,0.3435,0.6786,0.5220,0.2610,0.3351,0.1785,-0.0825
Australia,melbourne,ANT,2,HARD,21,4.0000,9.0000,15.0000,0.0522,0.3602,0.7308,0.5742,0.3132,0.3706,0.2140,-0.0470
Australia,melbourne,ANT,2,HARD,22,4.5000,10.0000,11.0000,0.0522,-0.3294,0.5220,0.3393,0.0522,0.8514,0.6687,0.3816
Australia,melbourne,ANT,2,HARD,22,4.5000,10.0000,12.0000,0.0522,0.3623,0.5742,0.3915,0.1044,0.2119,0.0292,-0.2579
Australia,melbourne,ANT,2,HARD,22,4.5000,10.0000,13.0000,0.0522,1.7370,0.6264,0.4437,0.1566,-1.1106,-1.2933,-1.5804
Australia,melbourne,ANT,2,HARD,22,4.5000,10.0000,14.0000,0.0522,0.3817,0.6786,0.4959,0.2088,0.2969,0.1142,-0.1729
Australia,melbourne,ANT,2,HARD,22,4.5000,10.0000,15.0000,0.0522,0.3985,0.7308,0.5481,0.2610,0.3323,0.1496,-0.1375
Australia,melbourne,ANT,2,HARD,22,4.5000,10.0000,16.0000,0.0522,0.3772,0.7830,0.6003,0.3132,0.4058,0.2231,-0.0640
Australia,melbourne,ANT,2,HARD,23,5.0000,11.0000,12.0000,0.0522,0.4005,0.5742,0.3654,0.0522,0.1737,-0.0351,-0.3483
Australia,melbourne,ANT,2,HARD,23,5.0000,11.0000,13.0000,0.0522,1.7752,0.6264,0.4176,0.1044,-1.1488,-1.3576,-1.6708
Australia,melbourne,ANT,2,HARD,23,5.0000,11.0000,14.0000,0.0522,0.4200,0.6786,0.4698,0.1566,0.2586,0.0498,-0.2634
Australia,melbourne,ANT,2,HARD,23,5.0000,11.0000,15.0000,0.0522,0.4367,0.7308,0.5220,0.2088,0.2941,0.0853,-0.2279
Australia,melbourne,ANT,2,HARD,23,5.0000,11.0000,16.0000,0.0522,0.4154,0.7830,0.5742,0.2610,0.3676,0.1588,-0.1544
Australia,melbourne,ANT,2,HARD,23,5.0000,11.0000,17.0000,0.0522,0.4051,0.8352,0.6264,0.3132,0.4301,0.2213,-0.0919
Australia,melbourne,ANT,2,HARD,24,7.0000,12.0000,13.0000,0.0522,1.7370,0.6264,0.3132,0.0522,-1.1106,-1.4238,-1.6848
Australia,melbourne,ANT,2,HARD,24,7.0000,12.0000,14.0000,0.0522,0.3817,0.6786,0.3654,0.1044,0.2969,-0.0163,-0.2773
Australia,melbourne,ANT,2,HARD,24,7.0000,12.0000,15.0000,0.0522,0.3985,0.7308,0.4176,0.1566,0.3323,0.0191,-0.2419
Australia,melbourne,ANT,2,HARD,24,7.0000,12.0000,16.0000,0.0522,0.3772,0.7830,0.4698,0.2088,0.4058,0.0926,-0.1684
Australia,melbourne,ANT,2,HARD,24,7.0000,12.0000,17.0000,0.0522,0.3669,0.8352,0.5220,0.2610,0.4683,0.1551,-0.1059
