gara,team,drv,fonte,compound,life,lap_time,run_id,stability,information,outlier_giro
Australia,Williams,ALB,FP,HARD,2,85.119,Australia_ALB_FP_0,0.986,0.5,False
Australia,Williams,ALB,FP,HARD,3,84.454,Australia_ALB_FP_0,0.986,0.5,False
Australia,Williams,ALB,FP,MEDIUM,5,87.316,Australia_ALB_FP_0,0.755,0.591,True
Australia,Williams,ALB,FP,HARD,5,83.557,Australia_ALB_FP_0,0.986,0.5,False
Australia,Williams,ALB,FP,MEDIUM,7,84.436,Australia_ALB_FP_0,0.755,0.591,False
Australia,Williams,ALB,FP,HARD,8,82.86,Australia_ALB_FP_0,0.986,0.5,False
Australia,Williams,ALB,FP,MEDIUM,9,85.063,Australia_ALB_FP_0,0.755,0.591,False
Australia,Williams,ALB,FP,HARD,10,83.155,Australia_ALB_FP_0,0.986,0.5,False
Australia,Williams,ALB,FP,MEDIUM,11,84.243,Australia_ALB_FP_0,0.755,0.591,False
Australia,Williams,ALB,FP,MEDIUM,13,83.67,Australia_ALB_FP_0,0.755,0.591,False
Australia,Williams,ALB,FP,MEDIUM,15,83.144,Australia_ALB_FP_0,0.755,0.591,False
Australia,Williams,ALB,FP,MEDIUM,17,83.663,Australia_ALB_FP_0,0.755,0.591,False
Australia,Williams,ALB,Race,MEDIUM,2,87.78,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,3,87.512,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,4,87.911,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,5,87.176,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,6,86.436,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,7,85.688,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,8,85.558,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,9,85.728,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,MEDIUM,10,86.03,Australia_ALB_Race_0,0.737,0.573,False
Australia,Williams,ALB,Race,HARD,8,85.041,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,9,85.065,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,10,85.297,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,11,85.258,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,12,85.334,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,13,85.569,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,14,85.782,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,15,85.734,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,16,86.642,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,17,86.614,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,18,86.472,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,19,86.523,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,HARD,20,86.459,Australia_ALB_Race_1,1.0,0.64,False
Australia,Williams,ALB,Race,SOFT,2,84.446,Australia_ALB_Race_2,0.72,1.0,True
Australia,Williams,ALB,Race,SOFT,3,84.375,Australia_ALB_Race_2,0.72,1.0,True
Australia,Williams,ALB,Race,SOFT,4,85.052,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,5,86.338,Australia_ALB_Race_2,0.72,1.0,True
Australia,Williams,ALB,Race,SOFT,6,84.858,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,7,86.672,Australia_ALB_Race_2,0.72,1.0,True
Australia,Williams,ALB,Race,SOFT,8,84.876,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,9,84.858,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,10,84.956,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,11,84.841,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,12,84.702,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,13,84.777,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,14,84.815,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,15,84.773,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,16,84.785,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,17,84.856,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,18,84.749,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,19,84.764,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,20,85.019,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,21,84.861,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,22,84.995,Australia_ALB_Race_2,0.72,1.0,False
Australia,Williams,ALB,Race,SOFT,23,86.387,Australia_ALB_Race_2,0.72,1.0,True
Australia,Williams,ALB,Race,SOFT,24,86.268,Australia_ALB_Race_2,0.72,1.0,True
Australia,Aston Martin,ALO,Race,SOFT,2,87.598,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,3,88.035,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,4,87.424,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,5,88.835,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,6,88.763,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,7,87.876,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,8,86.792,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,9,87.04,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,10,87.475,Australia_ALO_Race_0,0.974,0.573,False
Australia,Aston Martin,ALO,Race,SOFT,4,85.713,Australia_ALO_Race_1,0.51,0.509,False
Australia,Aston Martin,ALO,Race,SOFT,5,86.131,Australia_ALO_Race_1,0.51,0.509,False
Australia,Aston Martin,ALO,Race,SOFT,6,86.376,Australia_ALO_Race_1,0.51,0.509,False
Australia,Aston Martin,ALO,Race,SOFT,7,85.908,Australia_ALO_Race_1,0.51,0.509,False
Australia,Aston Martin,ALO,Race,SOFT,8,88.14,Australia_ALO_Race_1,0.51,0.509,False
Australia,Aston Martin,ALO,Race,SOFT,9,86.641,Australia_ALO_Race_1,0.51,0.509,False
Australia,Aston Martin,ALO,Race,SOFT,10,88.082,Australia_ALO_Race_1,0.51,0.509,False
Australia,Mercedes,ANT,FP,HARD,9,84.65,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,9,81.911,Australia_ANT_FP_0,1.0,0.395,False
Australia,Mercedes,ANT,FP,HARD,10,84.194,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,10,82.126,Australia_ANT_FP_0,1.0,0.395,False
Australia,Mercedes,ANT,FP,HARD,11,84.089,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,11,81.732,Australia_ANT_FP_0,1.0,0.395,False
Australia,Mercedes,ANT,FP,HARD,12,84.045,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,12,81.268,Australia_ANT_FP_0,1.0,0.395,False
Australia,Mercedes,ANT,FP,HARD,13,84.053,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,13,81.13,Australia_ANT_FP_0,1.0,0.395,False
Australia,Mercedes,ANT,FP,HARD,14,84.024,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,14,81.17,Australia_ANT_FP_0,1.0,0.395,False
Australia,Mercedes,ANT,FP,HARD,15,83.756,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,SOFT,15,80.884,Australia_ANT_FP_0,1.0,0.395,True
Australia,Mercedes,ANT,FP,HARD,16,83.712,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,HARD,17,83.689,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,HARD,18,84.61,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,HARD,19,88.659,Australia_ANT_FP_0,0.766,0.7,True
Australia,Mercedes,ANT,FP,HARD,20,84.424,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,FP,HARD,21,84.89,Australia_ANT_FP_0,0.766,0.7,False
Australia,Mercedes,ANT,Race,MEDIUM,3,85.463,Australia_ANT_Race_0,0.773,0.508,True
Australia,Mercedes,ANT,Race,MEDIUM,4,85.411,Australia_ANT_Race_0,0.773,0.508,True
Australia,Mercedes,ANT,Race,MEDIUM,5,84.499,Australia_ANT_Race_0,0.773,0.508,False
Australia,Mercedes,ANT,Race,MEDIUM,6,84.024,Australia_ANT_Race_0,0.773,0.508,False
Australia,Mercedes,ANT,Race,MEDIUM,7,83.835,Australia_ANT_Race_0,0.773,0.508,False
Australia,Mercedes,ANT,Race,MEDIUM,8,83.683,Australia_ANT_Race_0,0.773,0.508,False
Australia,Mercedes,ANT,Race,MEDIUM,9,83.908,Australia_ANT_Race_0,0.773,0.508,False
Australia,Mercedes,ANT,Race,MEDIUM,10,84.037,Australia_ANT_Race_0,0.773,0.508,False
Australia,Mercedes,ANT,Race,HARD,9,82.781,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,10,82.862,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,11,82.582,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,12,83.222,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,13,84.545,Australia_ANT_Race_1,0.8,0.694,True
Australia,Mercedes,ANT,Race,HARD,14,83.138,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,15,83.103,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,16,83.03,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,17,82.968,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,18,82.889,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,19,82.88,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,20,83.239,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,21,83.017,Australia_ANT_Race_1,0.8,0.694,False
Australia,Mercedes,ANT,Race,HARD,23,83.292,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,24,82.865,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,25,82.966,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,26,82.989,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,27,82.921,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,28,82.672,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,29,82.928,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,30,82.942,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,31,83.015,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,32,83.079,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,33,83.123,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,34,83.038,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,35,83.066,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,36,82.992,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,37,83.245,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,38,82.903,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,39,82.625,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,40,82.558,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,41,82.613,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,42,82.842,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,43,82.928,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,44,82.603,Australia_ANT_Race_2,0.9,0.831,False
Australia,Mercedes,ANT,Race,HARD,45,82.417,Australia_ANT_Race_2,0.9,0.831,True
Australia,Mercedes,ANT,Race,HARD,46,82.653,Australia_ANT_Race_2,0.9,0.831,False
Australia,Haas F1 Team,BEA,FP,HARD,3,83.86,Australia_BEA_FP_0,1.0,0.342,False
Australia,Haas F1 Team,BEA,FP,MEDIUM,4,86.733,Australia_BEA_FP_0,0.863,0.545,True
Australia,Haas F1 Team,BEA,FP,HARD,5,83.738,Australia_BEA_FP_0,1.0,0.342,False
Australia,Haas F1 Team,BEA,FP,MEDIUM,6,84.998,Australia_BEA_FP_0,0.863,0.545,False
Australia,Haas F1 Team,BEA,FP,HARD,7,82.778,Australia_BEA_FP_0,1.0,0.342,False
Australia,Haas F1 Team,BEA,FP,MEDIUM,8,84.506,Australia_BEA_FP_0,0.863,0.545,False
Australia,Haas F1 Team,BEA,FP,HARD,9,82.607,Australia_BEA_FP_0,1.0,0.342,False
Australia,Haas F1 Team,BEA,FP,MEDIUM,10,83.741,Australia_BEA_FP_0,0.863,0.545,False
Australia,Haas F1 Team,BEA,FP,MEDIUM,12,83.095,Australia_BEA_FP_0,0.863,0.545,False
Australia,Haas F1 Team,BEA,FP,MEDIUM,14,83.153,Australia_BEA_FP_0,0.863,0.545,False
Australia,Haas F1 Team,BEA,FP,HARD,13,86.419,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,14,85.957,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,15,86.101,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,16,85.862,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,17,86.486,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,18,86.616,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,19,86.701,Australia_BEA_FP_1,0.9,0.541,False
Australia,Haas F1 Team,BEA,FP,HARD,20,87.954,Australia_BEA_FP_1,0.9,0.541,True
Australia,Haas F1 Team,BEA,Race,MEDIUM,2,87.321,Australia_BEA_Race_0,0.9,0.573,True
Australia,Haas F1 Team,BEA,Race,MEDIUM,3,86.384,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,4,85.92,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,5,86.003,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,6,85.969,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,7,85.195,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,8,86.046,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,9,85.397,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,MEDIUM,10,85.668,Australia_BEA_Race_0,0.9,0.573,False
Australia,Haas F1 Team,BEA,Race,HARD,2,85.186,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,3,84.203,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,4,84.02,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,5,84.968,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,6,84.692,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,7,84.058,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,8,84.155,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,9,84.284,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,10,84.216,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,11,85.315,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,12,84.509,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,13,84.627,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,14,85.006,Australia_BEA_Race_1,1.0,0.594,False
Australia,Haas F1 Team,BEA,Race,HARD,17,84.914,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,18,84.598,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,19,84.5,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,20,85.093,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,21,84.756,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,22,86.988,Australia_BEA_Race_2,0.599,1.0,True
Australia,Haas F1 Team,BEA,Race,HARD,23,85.049,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,24,84.503,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,25,84.549,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,26,84.612,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,27,84.13,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,28,84.55,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,29,84.76,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,30,84.404,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,31,84.281,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,32,84.467,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,33,84.233,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,34,84.264,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,35,84.615,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,36,84.61,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,37,84.5,Australia_BEA_Race_2,0.599,1.0,False
Australia,Haas F1 Team,BEA,Race,HARD,38,86.439,Australia_BEA_Race_2,0.599,1.0,True
Australia,Haas F1 Team,BEA,Race,HARD,39,86.649,Australia_BEA_Race_2,0.599,1.0,True
Australia,Audi,BOR,FP,MEDIUM,11,88.289,Australia_BOR_FP_0,0.836,0.445,True
Australia,Audi,BOR,FP,MEDIUM,12,86.275,Australia_BOR_FP_0,0.836,0.445,False
Australia,Audi,BOR,FP,MEDIUM,13,85.915,Australia_BOR_FP_0,0.836,0.445,False
Australia,Audi,BOR,FP,MEDIUM,14,85.397,Australia_BOR_FP_0,0.836,0.445,False
Australia,Audi,BOR,FP,MEDIUM,15,85.884,Australia_BOR_FP_0,0.836,0.445,False
Australia,Audi,BOR,Race,MEDIUM,2,87.538,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,3,86.324,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,4,86.032,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,5,86.327,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,6,87.463,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,7,85.785,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,8,85.47,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,9,85.224,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,MEDIUM,10,85.561,Australia_BOR_Race_0,0.653,0.573,False
Australia,Audi,BOR,Race,HARD,2,85.201,Australia_BOR_Race_1,0.72,0.583,True
Australia,Audi,BOR,Race,HARD,3,85.044,Australia_BOR_Race_1,0.72,0.583,True
Australia,Audi,BOR,Race,HARD,4,84.428,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,5,84.335,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,6,84.327,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,7,84.37,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,8,84.533,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,9,84.535,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,10,84.44,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,11,84.694,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,12,84.364,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,13,84.153,Australia_BOR_Race_1,0.72,0.583,False
Australia,Audi,BOR,Race,HARD,14,83.978,Australia_BOR_Race_1,0.72,0.583,True
Australia,Audi,BOR,Race,HARD,2,83.954,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,3,83.655,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,4,83.732,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,5,85.119,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,6,84.83,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,7,84.696,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,8,84.47,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,9,83.803,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,10,83.643,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,11,83.736,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,12,83.257,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,13,83.346,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,14,83.976,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,15,85.008,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,16,84.889,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,17,84.324,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,18,85.635,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,19,84.359,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,20,86.063,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,21,84.548,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,22,85.268,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,23,84.515,Australia_BOR_Race_2,0.918,1.0,False
Australia,Audi,BOR,Race,HARD,24,84.821,Australia_BOR_Race_2,0.918,1.0,False
Australia,Cadillac,BOT,FP,MEDIUM,9,87.677,Australia_BOT_FP_0,0.836,0.509,False
Australia,Cadillac,BOT,FP,MEDIUM,10,87.886,Australia_BOT_FP_0,0.836,0.509,False
Australia,Cadillac,BOT,FP,MEDIUM,11,88.143,Australia_BOT_FP_0,0.836,0.509,False
Australia,Cadillac,BOT,FP,MEDIUM,12,89.235,Australia_BOT_FP_0,0.836,0.509,False
Australia,Cadillac,BOT,FP,MEDIUM,13,87.522,Australia_BOT_FP_0,0.836,0.509,False
Australia,Cadillac,BOT,FP,MEDIUM,14,90.609,Australia_BOT_FP_0,0.836,0.509,True
Australia,Cadillac,BOT,FP,MEDIUM,15,88.689,Australia_BOT_FP_0,0.836,0.509,False
Australia,Cadillac,BOT,Race,HARD,2,90.152,Australia_BOT_Race_0,0.554,0.573,True
Australia,Cadillac,BOT,Race,HARD,3,89.219,Australia_BOT_Race_0,0.554,0.573,True
Australia,Cadillac,BOT,Race,HARD,4,88.057,Australia_BOT_Race_0,0.554,0.573,False
Australia,Cadillac,BOT,Race,HARD,5,87.738,Australia_BOT_Race_0,0.554,0.573,False
Australia,Cadillac,BOT,Race,HARD,6,87.804,Australia_BOT_Race_0,0.554,0.573,False
Australia,Cadillac,BOT,Race,HARD,7,87.457,Australia_BOT_Race_0,0.554,0.573,False
Australia,Cadillac,BOT,Race,HARD,8,87.364,Australia_BOT_Race_0,0.554,0.573,False
Australia,Cadillac,BOT,Race,HARD,9,87.679,Australia_BOT_Race_0,0.554,0.573,False
Australia,Cadillac,BOT,Race,HARD,10,87.661,Australia_BOT_Race_0,0.554,0.573,False
Australia,Alpine,COL,FP,MEDIUM,3,83.976,Australia_COL_FP_0,1.0,0.28,False
Australia,Alpine,COL,FP,MEDIUM,5,83.199,Australia_COL_FP_0,1.0,0.28,False
Australia,Alpine,COL,FP,MEDIUM,7,83.139,Australia_COL_FP_0,1.0,0.28,False
Australia,Alpine,COL,FP,MEDIUM,9,83.617,Australia_COL_FP_0,1.0,0.28,False
Australia,Alpine,COL,FP,MEDIUM,13,90.433,Australia_COL_FP_0,0.642,0.445,False
Australia,Alpine,COL,FP,MEDIUM,14,88.019,Australia_COL_FP_0,0.642,0.445,False
Australia,Alpine,COL,FP,MEDIUM,15,87.097,Australia_COL_FP_0,0.642,0.445,False
