circuito,stagione,gara,condizione,pilota,giro,pit_lane_time,settori_usati,delta_inlap,delta_outlap,pit_loss
miami,2023,2023-r5,DRY,ALB,22,22.4370,in_S3+out_S1,5.2855,15.1805,20.4660
miami,2023,2023-r5,DRY,ALO,24,22.6880,in_S3+out_S1,4.6835,14.9750,19.6585
miami,2023,2023-r5,DRY,BOT,15,23.2340,in_S3+out_S1,4.6760,15.8910,20.5670
miami,2023,2023-r5,DRY,DEV,15,23.5940,in_S3+out_S1,4.9840,16.9735,21.9575
miami,2023,2023-r5,DRY,GAS,15,22.4530,in_S3+out_S1,4.9350,15.5240,20.4590
miami,2023,2023-r5,DRY,HAM,37,22.1870,in_S3+out_S1,5.1330,14.6370,19.7700
miami,2023,2023-r5,DRY,HUL,33,23.2190,in_S3+out_S1,5.0230,16.2225,21.2455
miami,2023,2023-r5,DRY,LEC,17,22.0470,in_S3+out_S1,4.5640,15.2485,19.8125
miami,2023,2023-r5,DRY,MAG,14,22.5780,in_S3+out_S1,4.9035,15.0345,19.9380
miami,2023,2023-r5,DRY,OCO,39,21.9370,in_S3+out_S1,4.8850,14.2895,19.1745
miami,2023,2023-r5,DRY,PER,20,21.9060,in_S3+out_S1,5.2875,15.1765,20.4640
miami,2023,2023-r5,DRY,RUS,17,22.3290,in_S3+out_S1,4.9250,14.8440,19.7690
miami,2023,2023-r5,DRY,SAI,18,22.2810,in_S3+out_S1,4.5535,14.6825,19.2360
miami,2023,2023-r5,DRY,STR,42,22.5940,in_S3+out_S1,4.9770,15.2645,20.2415
miami,2023,2023-r5,DRY,TSU,36,22.2500,in_S3+out_S1,4.4785,14.8980,19.3765
miami,2023,2023-r5,DRY,VER,45,22.6870,in_S3+out_S1,4.4650,15.4710,19.9360
miami,2023,2023-r5,DRY,ZHO,31,22.7500,in_S3+out_S1,4.8740,16.0295,20.9035
miami,2024,2024-r6,DRY,ALB,10,22.6800,in_S3+out_S1,5.3165,14.7290,20.0455
miami,2024,2024-r6,DRY,BOT,11,23.6960,in_S3+out_S1,5.0650,16.0395,21.1045
miami,2024,2024-r6,DRY,GAS,12,22.5220,in_S3+out_S1,4.9365,14.9465,19.8830
miami,2024,2024-r6,DRY,HUL,12,23.0800,in_S3+out_S1,4.9060,15.2970,20.2030
miami,2024,2024-r6,DRY,LEC,19,21.7950,in_S3+out_S1,5.0790,14.2880,19.3670
miami,2024,2024-r6,DRY,PER,17,21.7420,in_S3+out_S1,5.5310,13.7660,19.2970
miami,2024,2024-r6,DRY,PIA,40,30.2500,in_S3+out_S1,5.4770,22.7745,28.2515
miami,2024,2024-r6,DRY,RUS,24,22.8480,in_S3+out_S1,4.8205,15.2320,20.0525
miami,2024,2024-r6,DRY,SAR,11,22.5290,in_S3+out_S1,4.9730,15.0475,20.0205
miami,2024,2024-r6,DRY,STR,11,23.0150,in_S3+out_S1,5.1740,15.4260,20.6000
miami,2025,2025-r6,DRY,BOR,19,22.1990,in_S3+out_S1,4.9700,14.5415,19.5115
miami,2025,2025-r6,DRY,HAD,22,22.1990,in_S3+out_S1,5.2275,14.2400,19.4675
miami,2025,2025-r6,DRY,HUL,36,22.1600,in_S3+out_S1,4.7545,14.2485,19.0030
miami,2025,2025-r6,DRY,OCO,23,23.0740,in_S3+out_S1,5.0130,15.2460,20.2590
miami,2025,2025-r6,DRY,STR,20,22.2830,in_S3+out_S1,4.9660,13.9700,18.9360
miami,2026,2026-r4,DRY,ALB,27,22.8280,in_S3+out_S1,4.9470,14.2470,19.1940
miami,2026,2026-r4,DRY,ALO,41,23.3020,in_S3+out_S1,5.1730,14.7930,19.9660
miami,2026,2026-r4,DRY,ANT,26,22.0500,in_S3+out_S1,4.9975,14.0750,19.0725
miami,2026,2026-r4,DRY,BEA,26,23.4100,in_S3+out_S1,4.9115,14.9490,19.8605
miami,2026,2026-r4,DRY,BOR,32,23.9260,in_S3+out_S1,5.5925,16.0115,21.6040
miami,2026,2026-r4,DRY,BOT,21,23.8000,in_S3+out_S1,5.3715,15.6295,21.0010
miami,2026,2026-r4,DRY,COL,31,23.1200,in_S3+out_S1,5.4310,15.6460,21.0770
miami,2026,2026-r4,DRY,HAM,27,23.7670,in_S3+out_S1,5.2450,15.4400,20.6850
miami,2026,2026-r4,DRY,LEC,21,23.3620,in_S3+out_S1,5.0170,15.6390,20.6560
miami,2026,2026-r4,DRY,LIN,28,22.6980,in_S3+out_S1,5.4930,14.9585,20.4515
miami,2026,2026-r4,DRY,NOR,27,22.5520,in_S3+out_S1,5.1170,14.5865,19.7035
miami,2026,2026-r4,DRY,OCO,31,24.0670,in_S3+out_S1,5.5270,15.9595,21.4865
miami,2026,2026-r4,DRY,PER,29,23.1840,in_S3+out_S1,5.7980,15.4855,21.2835
miami,2026,2026-r4,DRY,PIA,28,23.0340,in_S3+out_S1,5.3745,15.1695,20.5440
miami,2026,2026-r4,DRY,RUS,20,21.9520,in_S3+out_S1,5.2400,13.3640,18.6040
miami,2026,2026-r4,DRY,SAI,28,23.6980,in_S3+out_S1,5.0090,15.4250,20.4340
miami,2026,2026-r4,DRY,STR,21,22.6620,in_S3+out_S1,4.7620,15.1050,19.8670
miami,2026,2026-r4,DRY,STR,37,22.0570,in_S3+out_S1,5.0490,14.6035,19.6525
monaco,2018,2018-r6,DRY,ALO,19,24.2680,in_S3+out_S1,16.7270,2.5350,19.2620
monaco,2018,2018-r6,DRY,BOT,17,23.9070,in_S3+out_S1,17.1955,2.5580,19.7535
monaco,2018,2018-r6,DRY,ERI,17,24.2540,in_S3+out_S1,17.6250,2.7175,20.3425
monaco,2018,2018-r6,DRY,GAS,37,24.1880,in_S3+out_S1,16.8730,2.4465,19.3195
monaco,2018,2018-r6,DRY,GRO,15,24.6420,in_S3+out_S1,17.5695,3.1975,20.7670
monaco,2018,2018-r6,DRY,GRO,68,24.3740,in_S3+out_S1,17.5170,2.1495,19.6665
monaco,2018,2018-r6,DRY,HUL,50,25.1710,in_S3+out_S1,17.6105,2.1600,19.7705
monaco,2018,2018-r6,DRY,LEC,14,23.8450,in_S3+out_S1,16.7410,2.9065,19.6475
monaco,2018,2018-r6,DRY,MAG,17,24.2670,in_S3+out_S1,17.0130,3.3170,20.3300
monaco,2018,2018-r6,DRY,OCO,23,24.5490,in_S3+out_S1,17.3650,2.4205,19.7855
monaco,2018,2018-r6,DRY,PER,21,29.2690,in_S3+out_S1,21.8540,2.5990,24.4530
monaco,2018,2018-r6,DRY,RAI,17,24.2820,in_S3+out_S1,17.1230,3.0725,20.1955
monaco,2018,2018-r6,DRY,RIC,17,24.5320,in_S3+out_S1,16.7730,2.3585,19.1315
monaco,2018,2018-r6,DRY,SAI,16,24.7360,in_S3+out_S1,17.5775,2.6915,20.2690
monaco,2018,2018-r6,DRY,SIR,7,31.7980,in_S3+out_S1,24.4575,2.8955,27.3530
monaco,2018,2018-r6,DRY,SIR,19,25.3150,in_S3+out_S1,18.1260,3.8585,21.9845
monaco,2018,2018-r6,DRY,SIR,49,25.5960,in_S3+out_S1,17.9805,4.0300,22.0105
monaco,2018,2018-r6,DRY,STR,9,33.7700,in_S3+out_S1,38.3090,3.8980,42.2070
monaco,2018,2018-r6,DRY,STR,34,30.9720,in_S3+out_S1,31.8325,3.8270,35.6595
monaco,2018,2018-r6,DRY,STR,59,24.8310,in_S3+out_S1,17.9800,2.9390,20.9190
monaco,2018,2018-r6,DRY,VAN,20,26.7770,in_S3+out_S1,19.9850,2.6855,22.6705
monaco,2018,2018-r6,DRY,VER,47,24.0960,in_S3+out_S1,16.6170,2.9240,19.5410
monaco,2018,2018-r6,DRY,VET,16,24.0350,in_S3+out_S1,16.6450,1.9935,18.6385
monaco,2019,2019-r6,MISTA,GAS,27,24.1580,in_S3+out_S1,16.3570,3.2870,19.6440
monaco,2019,2019-r6,MISTA,GAS,62,23.8650,in_S3+out_S1,16.3820,3.3895,19.7715
monaco,2019,2019-r6,MISTA,GIO,44,35.4950,in_S3+out_S1,28.4560,3.5890,32.0450
monaco,2019,2019-r6,MISTA,GRO,50,24.2340,in_S3+out_S1,16.8300,2.6785,19.5085
monaco,2019,2019-r6,MISTA,KUB,21,23.8930,in_S3+out_S1,16.6640,3.5305,20.1945
monaco,2019,2019-r6,MISTA,KVY,32,24.0020,in_S3+out_S1,15.9945,3.2410,19.2355
monaco,2019,2019-r6,MISTA,NOR,47,25.0790,in_S3+out_S1,17.4455,3.0385,20.4840
monaco,2019,2019-r6,MISTA,RAI,46,26.1570,in_S3+out_S1,19.3690,5.4275,24.7965
monaco,2019,2019-r6,MISTA,SAI,30,23.7930,in_S3+out_S1,16.1305,3.0130,19.1435
monaco,2021,2021-r5,DRY,ALO,45,23.5740,in_S3+out_S1,16.3430,2.9270,19.2700
monaco,2021,2021-r5,DRY,GAS,30,24.1650,in_S3+out_S1,17.0995,3.8715,20.9710
monaco,2021,2021-r5,DRY,GIO,33,24.2880,in_S3+out_S1,17.5090,3.9780,21.4870
monaco,2021,2021-r5,DRY,HAM,29,23.6630,in_S3+out_S1,16.4820,1.6970,18.1790
monaco,2021,2021-r5,DRY,HAM,67,24.0060,in_S3+out_S1,16.6855,2.7930,19.4785
monaco,2021,2021-r5,DRY,LAT,43,23.4530,in_S3+out_S1,16.3650,4.4570,20.8220
monaco,2021,2021-r5,DRY,MAZ,34,24.9500,in_S3+out_S1,17.7725,3.5555,21.3280
monaco,2021,2021-r5,DRY,MSC,37,24.5510,in_S3+out_S1,17.4160,3.3245,20.7405
monaco,2021,2021-r5,DRY,NOR,30,22.8640,in_S3+out_S1,16.7455,3.2540,19.9995
monaco,2021,2021-r5,DRY,OCO,37,23.6990,in_S3+out_S1,16.2470,3.6735,19.9205
monaco,2021,2021-r5,DRY,PER,35,24.2980,in_S3+out_S1,17.0640,2.5890,19.6530
monaco,2021,2021-r5,DRY,RAI,43,23.8400,in_S3+out_S1,16.4510,3.2765,19.7275
monaco,2021,2021-r5,DRY,RIC,36,24.6130,in_S3+out_S1,17.4700,3.7945,21.2645
monaco,2021,2021-r5,DRY,RUS,31,23.6710,in_S3+out_S1,16.3700,3.2300,19.6000
monaco,2021,2021-r5,DRY,SAI,32,23.8930,in_S3+out_S1,17.0425,3.8460,20.8885
monaco,2021,2021-r5,DRY,STR,58,23.7760,in_S3+out_S1,16.0425,2.1320,18.1745
monaco,2021,2021-r5,DRY,TSU,64,24.2260,in_S3+out_S1,17.4570,3.2065,20.6635
monaco,2021,2021-r5,DRY,VET,31,24.3480,in_S3+out_S1,16.9830,3.1415,20.1245
monaco,2023,2023-r6,MISTA,ALB,18,24.0300,in_S3+out_S1,17.1030,3.7390,20.8420
monaco,2023,2023-r6,MISTA,BOT,51,30.3740,in_S3+out_S1,24.4985,0.5675,25.0660
monaco,2023,2023-r6,MISTA,GAS,47,23.8750,in_S3+out_S1,16.1920,2.9755,19.1675
monaco,2023,2023-r6,MISTA,HAM,31,24.4680,in_S3+out_S1,17.2410,1.9420,19.1830
monaco,2023,2023-r6,MISTA,LEC,44,24.1870,in_S3+out_S1,16.9970,3.0965,20.0935
monaco,2023,2023-r6,MISTA,OCO,32,25.9520,in_S3+out_S1,17.8755,2.7760,20.6515
monaco,2023,2023-r6,MISTA,PER,34,32.6560,in_S3+out_S1,25.7015,2.4920,28.1935
monaco,2023,2023-r6,MISTA,PER,70,25.1870,in_S3+out_S1,17.1970,4.4425,21.6395
monaco,2023,2023-r6,MISTA,SAI,33,24.2340,in_S3+out_S1,16.6000,2.9705,19.5705
monaco,2024,2024-r8,DRY,BOT,15,24.2670,in_S3+out_S1,16.0795,2.8220,18.9015
monaco,2024,2024-r8,DRY,SAR,57,24.3810,in_S3+out_S1,16.4610,3.5870,20.0480
monaco,2024,2024-r8,DRY,STR,42,24.0770,in_S3+out_S1,16.7570,3.8205,20.5775
monaco,2024,2024-r8,DRY,STR,48,28.1250,in_S3+out_S1,27.1835,2.1380,29.3215
monaco,2024,2024-r8,DRY,ZHO,70,24.4480,in_S3+out_S1,17.1870,3.6120,20.7990
monaco,2025,2025-r8,DRY,ALB,32,23.8820,in_S3+out_S1,16.1630,4.3400,20.5030
monaco,2025,2025-r8,DRY,ALB,40,23.9850,in_S3+out_S1,16.6330,3.2990,19.9320
monaco,2025,2025-r8,DRY,ALO,16,25.4680,in_S3+out_S1,17.9000,2.7025,20.6025
monaco,2025,2025-r8,DRY,BEA,17,24.4330,in_S3+out_S1,17.8800,2.3160,20.1960
monaco,2025,2025-r8,DRY,BOR,26,24.5250,in_S3+out_S1,17.3530,3.1940,20.5470
monaco,2025,2025-r8,DRY,BOR,35,24.4430,in_S3+out_S1,17.4510,3.1930,20.6440
monaco,2025,2025-r8,DRY,COL,13,24.3700,in_S3+out_S1,16.3265,3.6210,19.9475
monaco,2025,2025-r8,DRY,COL,26,24.6410,in_S3+out_S1,17.3640,4.1685,21.5325
monaco,2025,2025-r8,DRY,HAM,18,23.5160,in_S3+out_S1,16.0580,2.6240,18.6820
monaco,2025,2025-r8,DRY,HAM,56,24.0410,in_S3+out_S1,17.3470,3.0925,20.4395
monaco,2025,2025-r8,DRY,HUL,44,24.4900,in_S3+out_S1,17.1610,2.8270,19.9880
monaco,2025,2025-r8,DRY,LAW,31,23.9060,in_S3+out_S1,16.3055,3.0540,19.3595
monaco,2025,2025-r8,DRY,LAW,40,24.0470,in_S3+out_S1,16.6440,3.2850,19.9290
monaco,2025,2025-r8,DRY,LEC,22,23.5310,in_S3+out_S1,16.5140,3.7910,20.3050
monaco,2025,2025-r8,DRY,LEC,49,23.5780,in_S3+out_S1,16.9095,2.7550,19.6645
monaco,2025,2025-r8,DRY,NOR,19,24.5150,in_S3+out_S1,16.9875,2.7400,19.7275
monaco,2025,2025-r8,DRY,NOR,50,23.4690,in_S3+out_S1,16.3220,2.7510,19.0730
monaco,2025,2025-r8,DRY,OCO,16,25.6400,in_S3+out_S1,18.1200,2.9175,21.0375
monaco,2025,2025-r8,DRY,OCO,28,24.7520,in_S3+out_S1,17.3360,3.2540,20.5900
monaco,2025,2025-r8,DRY,PIA,20,25.8590,in_S3+out_S1,18.1800,3.0080,21.1880
monaco,2025,2025-r8,DRY,PIA,48,23.9300,in_S3+out_S1,16.5720,3.2390,19.8110
monaco,2025,2025-r8,DRY,RUS,53,19.4060,in_S3+out_S1,11.1960,3.6640,14.8600
monaco,2025,2025-r8,DRY,RUS,68,23.9770,in_S3+out_S1,16.6350,3.1595,19.7945
monaco,2025,2025-r8,DRY,STR,17,23.9580,in_S3+out_S1,16.9860,2.8805,19.8665
monaco,2025,2025-r8,DRY,STR,64,25.8750,in_S3+out_S1,18.7295,2.6420,21.3715
monaco,2025,2025-r8,DRY,VER,28,24.1410,in_S3+out_S1,17.0030,2.6720,19.6750
spielberg,2018,2018-r9,DRY,ERI,45,21.5170,in_S3+out_S1,3.6590,16.8660,20.5250
spielberg,2018,2018-r9,DRY,HAM,25,21.1430,in_S3+out_S1,3.6170,16.8760,20.4930
spielberg,2018,2018-r9,DRY,MAG,28,22.0490,in_S3+out_S1,3.2930,17.7800,21.0730
spielberg,2018,2018-r9,DRY,PER,27,22.8460,in_S3+out_S1,3.2255,18.3120,21.5375
spielberg,2018,2018-r9,DRY,RIC,38,21.2680,in_S3+out_S1,4.4760,16.8580,21.3340
spielberg,2018,2018-r9,DRY,SAI,34,26.3330,in_S3+out_S1,4.3640,22.1060,26.4700
spielberg,2018,2018-r9,DRY,SIR,24,22.9230,in_S3+out_S1,3.1470,18.5395,21.6865
spielberg,2018,2018-r9,DRY,VAN,40,22.5180,in_S3+out_S1,3.9120,18.5065,22.4185
spielberg,2019,2019-r9,DRY,ALB,35,21.2470,in_S3+out_S1,3.3590,17.5350,20.8940
spielberg,2019,2019-r9,DRY,BOT,21,22.5580,in_S3+out_S1,3.2210,18.0880,21.3090
spielberg,2019,2019-r9,DRY,GAS,25,22.2920,in_S3+out_S1,3.0630,18.2820,21.3450
spielberg,2019,2019-r9,DRY,GIO,24,21.6680,in_S3+out_S1,3.5680,17.0720,20.6400
spielberg,2019,2019-r9,DRY,GRO,34,22.3860,in_S3+out_S1,3.8815,18.6930,22.5745
spielberg,2019,2019-r9,DRY,HAM,30,30.0920,in_S3+out_S1,3.6785,25.6340,29.3125
spielberg,2019,2019-r9,DRY,HUL,26,20.7950,in_S3+out_S1,2.9305,17.3225,20.2530
spielberg,2019,2019-r9,DRY,KUB,19,21.5440,in_S3+out_S1,3.7060,16.9645,20.6705
spielberg,2019,2019-r9,DRY,KVY,32,24.8510,in_S3+out_S1,2.9980,20.9260,23.9240
spielberg,2019,2019-r9,DRY,LEC,22,21.8870,in_S3+out_S1,3.1955,17.5515,20.7470
spielberg,2019,2019-r9,DRY,MAG,62,22.4790,in_S3+out_S1,4.5370,18.0805,22.6175
spielberg,2019,2019-r9,DRY,NOR,25,21.5590,in_S3+out_S1,4.0490,17.2200,21.2690
spielberg,2019,2019-r9,DRY,PER,28,22.3860,in_S3+out_S1,3.5230,17.6335,21.1565
spielberg,2019,2019-r9,DRY,RAI,23,21.7150,in_S3+out_S1,3.3430,16.9855,20.3285
spielberg,2019,2019-r9,DRY,RIC,46,22.2930,in_S3+out_S1,3.4050,18.1100,21.5150
spielberg,2019,2019-r9,DRY,RUS,27,22.7600,in_S3+out_S1,2.6290,18.3380,20.9670
spielberg,2019,2019-r9,DRY,SAI,41,21.2630,in_S3+out_S1,3.6150,17.0815,20.6965
spielberg,2019,2019-r9,DRY,STR,25,21.9960,in_S3+out_S1,3.5030,17.0535,20.5565
spielberg,2019,2019-r9,DRY,VER,31,21.1220,in_S3+out_S1,3.2860,17.0070,20.2930
spielberg,2019,2019-r9,DRY,VET,21,25.2570,in_S3+out_S1,3.5325,20.5320,24.0645
spielberg,2019,2019-r9,DRY,VET,50,22.2610,in_S3+out_S1,3.5880,17.6435,21.2315
spielberg,2020,2020-r2,DRY,ALB,35,20.2010,in_S3+out_S1,3.6030,17.6630,21.2660
spielberg,2020,2020-r2,DRY,BOT,34,21.3770,in_S3+out_S1,3.8160,17.2160,21.0320
spielberg,2020,2020-r2,DRY,GAS,24,21.9470,in_S3+out_S1,3.2230,17.4610,20.6840
spielberg,2020,2020-r2,DRY,GAS,49,22.3000,in_S3+out_S1,3.5210,18.3435,21.8645
spielberg,2020,2020-r2,DRY,GIO,39,21.6880,in_S3+out_S1,3.4465,17.6840,21.1305
spielberg,2020,2020-r2,DRY,GRO,37,22.4430,in_S3+out_S1,3.8920,18.6600,22.5520
spielberg,2020,2020-r2,DRY,HAM,27,21.6260,in_S3+out_S1,3.2385,17.5285,20.7670
spielberg,2020,2020-r2,DRY,KVY,36,22.2180,in_S3+out_S1,2.7180,17.8750,20.5930
spielberg,2020,2020-r2,DRY,LAT,32,22.7680,in_S3+out_S1,3.7660,17.7625,21.5285
spielberg,2020,2020-r2,DRY,MAG,31,21.9970,in_S3+out_S1,3.2745,17.4600,20.7345
spielberg,2020,2020-r2,DRY,NOR,39,22.4720,in_S3+out_S1,3.5355,18.4065,21.9420
spielberg,2020,2020-r2,DRY,PER,38,22.7550,in_S3+out_S1,2.7890,17.9950,20.7840
spielberg,2020,2020-r2,DRY,RAI,44,21.4670,in_S3+out_S1,3.6850,16.9270,20.6120
spielberg,2020,2020-r2,DRY,RIC,37,21.6280,in_S3+out_S1,2.9290,17.0855,20.0145
spielberg,2020,2020-r2,DRY,RUS,34,22.2870,in_S3+out_S1,3.1890,17.3895,20.5785
spielberg,2020,2020-r2,DRY,SAI,32,25.9560,in_S3+out_S1,3.5710,21.8120,25.3830
spielberg,2020,2020-r2,DRY,STR,33,21.8520,in_S3+out_S1,3.0875,17.5610,20.6485
spielberg,2020,2020-r2,DRY,VER,24,20.9480,in_S3+out_S1,3.3200,16.6655,19.9855
spielberg,2021,2021-r8,DRY,ALO,27,21.1080,in_S3+out_S1,3.2970,16.4235,19.7205
spielberg,2021,2021-r8,DRY,BOT,27,21.7460,in_S3+out_S1,2.5550,17.2980,19.8530
spielberg,2021,2021-r8,DRY,GIO,23,21.1990,in_S3+out_S1,3.4250,16.9985,20.4235
spielberg,2021,2021-r8,DRY,HAM,28,21.2110,in_S3+out_S1,3.2320,16.9090,20.1410
spielberg,2021,2021-r8,DRY,LAT,25,21.9850,in_S3+out_S1,3.2500,17.5655,20.8155
spielberg,2021,2021-r8,DRY,LEC,37,21.8890,in_S3+out_S1,3.2335,17.5535,20.7870
spielberg,2021,2021-r8,DRY,MAZ,21,22.7600,in_S3+out_S1,3.6210,18.4590,22.0800
spielberg,2021,2021-r8,DRY,MSC,33,22.4180,in_S3+out_S1,2.9410,18.3775,21.3185
spielberg,2021,2021-r8,DRY,NOR,31,21.9310,in_S3+out_S1,3.6970,17.4290,21.1260
spielberg,2021,2021-r8,DRY,OCO,36,21.2220,in_S3+out_S1,2.9780,16.8735,19.8515
spielberg,2021,2021-r8,DRY,PER,26,22.9820,in_S3+out_S1,4.0860,19.1105,23.1965
spielberg,2021,2021-r8,DRY,PER,54,20.9720,in_S3+out_S1,3.8175,16.4985,20.3160
spielberg,2021,2021-r8,DRY,RAI,36,21.2680,in_S3+out_S1,3.3345,16.6400,19.9745
spielberg,2021,2021-r8,DRY,RIC,41,21.5140,in_S3+out_S1,3.0710,17.0445,20.1155
spielberg,2021,2021-r8,DRY,SAI,41,21.1900,in_S3+out_S1,3.1250,16.9930,20.1180
spielberg,2021,2021-r8,DRY,STR,28,20.9160,in_S3+out_S1,3.0870,16.2580,19.3450
spielberg,2021,2021-r8,DRY,TSU,26,21.2080,in_S3+out_S1,2.7575,16.9980,19.7555
spielberg,2021,2021-r8,DRY,VER,29,20.9030,in_S3+out_S1,3.4460,16.6525,20.0985
spielberg,2021,2021-r8,DRY,VET,27,21.2380,in_S3+out_S1,3.1370,16.8265,19.9635
spielberg,2021,2021-r9,DRY,ALO,32,22.6800,in_S3+out_S1,3.0970,17.9610,21.0580
spielberg,2021,2021-r9,DRY,BOT,30,21.0630,in_S3+out_S1,3.4200,16.5620,19.9820
spielberg,2021,2021-r9,DRY,GAS,13,22.5600,in_S3+out_S1,2.9950,17.9960,20.9910
spielberg,2021,2021-r9,DRY,GAS,45,20.8300,in_S3+out_S1,3.2910,16.1760,19.4670
spielberg,2021,2021-r9,DRY,GIO,29,27.1360,in_S3+out_S1,3.1650,22.7275,25.8925
spielberg,2021,2021-r9,DRY,HAM,31,20.9790,in_S3+out_S1,3.3300,16.8385,20.1685
spielberg,2021,2021-r9,DRY,HAM,53,20.6630,in_S3+out_S1,3.8790,17.1995,21.0785
spielberg,2021,2021-r9,DRY,LAT,33,20.8300,in_S3+out_S1,3.2620,16.5035,19.7655
spielberg,2021,2021-r9,DRY,LEC,34,21.1350,in_S3+out_S1,3.0700,16.8950,19.9650
spielberg,2021,2021-r9,DRY,MAZ,27,21.9900,in_S3+out_S1,3.6600,17.8890,21.5490
spielberg,2021,2021-r9,DRY,MAZ,45,23.2630,in_S3+out_S1,3.3730,19.0005,22.3735
spielberg,2021,2021-r9,DRY,MSC,34,21.8140,in_S3+out_S1,2.8665,17.7480,20.6145
spielberg,2021,2021-r9,DRY,NOR,30,26.4470,in_S3+out_S1,3.6080,22.0225,25.6305
spielberg,2021,2021-r9,DRY,PER,32,21.7120,in_S3+out_S1,3.3155,17.0965,20.4120
spielberg,2021,2021-r9,DRY,RAI,37,21.8560,in_S3+out_S1,2.9860,16.9690,19.9550
spielberg,2021,2021-r9,DRY,RIC,29,21.1400,in_S3+out_S1,3.1490,16.4590,19.6080
spielberg,2021,2021-r9,DRY,RUS,30,21.6690,in_S3+out_S1,2.5630,17.2055,19.7685
spielberg,2021,2021-r9,DRY,SAI,48,21.4070,in_S3+out_S1,3.1710,16.8445,20.0155
spielberg,2021,2021-r9,DRY,STR,14,21.1520,in_S3+out_S1,2.9085,16.8400,19.7485
spielberg,2021,2021-r9,DRY,STR,46,21.2030,in_S3+out_S1,3.0225,17.2755,20.2980
spielberg,2021,2021-r9,DRY,TSU,12,21.1610,in_S3+out_S1,2.7815,16.5765,19.3580
spielberg,2021,2021-r9,DRY,TSU,51,26.5720,in_S3+out_S1,2.5290,22.1080,24.6370
spielberg,2021,2021-r9,DRY,VER,32,21.1550,in_S3+out_S1,3.5325,16.6990,20.2315
spielberg,2021,2021-r9,DRY,VER,60,21.3010,in_S3+out_S1,3.1975,17.1100,20.3075
spielberg,2021,2021-r9,DRY,VET,17,20.7100,in_S3+out_S1,3.1150,16.4860,19.6010
spielberg,2021,2021-r9,DRY,VET,49,20.5640,in_S3+out_S1,2.7980,16.3110,19.1090
spielberg,2022,2022-r11,DRY,ALB,11,22.2970,in_S3+out_S1,3.3270,18.0065,21.3335
spielberg,2022,2022-r11,DRY,ALO,27,21.5490,in_S3+out_S1,3.3170,17.2095,20.5265
spielberg,2022,2022-r11,DRY,BOT,6,24.5060,in_S3+out_S1,3.2220,20.3505,23.5725
spielberg,2022,2022-r11,DRY,GAS,12,22.6580,in_S3+out_S1,3.7185,18.6220,22.3405
spielberg,2022,2022-r11,DRY,GAS,40,27.6000,in_S3+out_S1,4.0130,23.2880,27.3010
spielberg,2022,2022-r11,DRY,HAM,28,23.0300,in_S3+out_S1,3.1740,18.6305,21.8045
spielberg,2022,2022-r11,DRY,HAM,51,22.2630,in_S3+out_S1,3.3575,18.5560,21.9135
spielberg,2022,2022-r11,DRY,LAT,12,21.7340,in_S3+out_S1,3.1490,17.3655,20.5145
spielberg,2022,2022-r11,DRY,LAT,35,21.2290,in_S3+out_S1,3.3070,16.4700,19.7770
spielberg,2022,2022-r11,DRY,LEC,26,21.4770,in_S3+out_S1,3.9590,17.3820,21.3410
spielberg,2022,2022-r11,DRY,LEC,49,21.3230,in_S3+out_S1,3.6055,17.4915,21.0970
spielberg,2022,2022-r11,DRY,MAG,15,22.1050,in_S3+out_S1,3.2400,17.9240,21.1640
spielberg,2022,2022-r11,DRY,MAG,41,21.9940,in_S3+out_S1,3.7075,18.0765,21.7840
spielberg,2022,2022-r11,DRY,MSC,16,22.1500,in_S3+out_S1,3.3390,17.9880,21.3270
spielberg,2022,2022-r11,DRY,MSC,43,22.9230,in_S3+out_S1,3.5590,18.5630,22.1220
spielberg,2022,2022-r11,DRY,NOR,14,22.7080,in_S3+out_S1,3.5725,18.1745,21.7470
spielberg,2022,2022-r11,DRY,NOR,43,27.3240,in_S3+out_S1,3.2730,22.8865,26.1595
spielberg,2022,2022-r11,DRY,OCO,16,21.7120,in_S3+out_S1,3.4985,17.7670,21.2655
spielberg,2022,2022-r11,DRY,OCO,44,22.1420,in_S3+out_S1,3.3835,18.4430,21.8265
spielberg,2022,2022-r11,DRY,RIC,12,21.3620,in_S3+out_S1,3.5695,17.0335,20.6030
spielberg,2022,2022-r11,DRY,RIC,44,21.8590,in_S3+out_S1,3.2600,17.2470,20.5070
spielberg,2022,2022-r11,DRY,RUS,11,38.2120,in_S3+out_S1,3.3690,34.3005,37.6695
spielberg,2022,2022-r11,DRY,SAI,27,21.2320,in_S3+out_S1,3.8760,16.8315,20.7075
spielberg,2022,2022-r11,DRY,STR,29,21.4290,in_S3+out_S1,4.0910,16.9575,21.0485
spielberg,2022,2022-r11,DRY,STR,48,21.9520,in_S3+out_S1,3.6665,17.8145,21.4810
spielberg,2022,2022-r11,DRY,TSU,26,21.6550,in_S3+out_S1,3.7400,17.8415,21.5815
spielberg,2022,2022-r11,DRY,TSU,46,21.4540,in_S3+out_S1,3.4980,17.4170,20.9150
spielberg,2022,2022-r11,DRY,VER,13,22.0080,in_S3+out_S1,3.5050,17.7815,21.2865
spielberg,2022,2022-r11,DRY,VER,36,21.4480,in_S3+out_S1,3.6910,17.4790,21.1700
spielberg,2022,2022-r11,DRY,VET,20,21.3590,in_S3+out_S1,3.1800,17.2500,20.4300
