circuito,stagione,gara,condizione,pilota,giro,pit_lane_time,settori_usati,delta_inlap,delta_outlap,pit_loss
montreal,2018,2018-r7,DRY,ALO,18,23.0420,in_S3+out_S1,15.7520,1.9005,17.6525
montreal,2018,2018-r7,DRY,BOT,36,23.7980,in_S3+out_S1,16.2780,2.4215,18.6995
montreal,2018,2018-r7,DRY,GAS,23,24.1120,in_S3+out_S1,16.4940,2.1065,18.6005
montreal,2018,2018-r7,DRY,GRO,48,24.4900,in_S3+out_S1,17.4910,2.6665,20.1575
montreal,2018,2018-r7,DRY,HAM,16,23.9540,in_S3+out_S1,15.8070,2.6385,18.4455
montreal,2018,2018-r7,DRY,HUL,13,24.4840,in_S3+out_S1,17.0055,1.8120,18.8175
montreal,2018,2018-r7,DRY,LEC,19,23.6410,in_S3+out_S1,15.9255,2.5160,18.4415
montreal,2018,2018-r7,DRY,MAG,22,24.4010,in_S3+out_S1,16.0090,2.3920,18.4010
montreal,2018,2018-r7,DRY,OCO,11,25.3390,in_S3+out_S1,17.7735,2.1020,19.8755
montreal,2018,2018-r7,DRY,PER,9,24.1100,in_S3+out_S1,16.2455,1.8855,18.1310
montreal,2018,2018-r7,DRY,PER,44,23.6970,in_S3+out_S1,16.1830,2.2760,18.4590
montreal,2018,2018-r7,DRY,RAI,32,23.6610,in_S3+out_S1,16.4150,3.0645,19.4795
montreal,2018,2018-r7,DRY,RIC,17,22.1690,in_S3+out_S1,15.5175,2.1075,17.6250
montreal,2018,2018-r7,DRY,SAI,14,24.4010,in_S3+out_S1,16.9810,1.7735,18.7545
montreal,2018,2018-r7,DRY,SIR,26,23.3920,in_S3+out_S1,17.1310,3.1760,20.3070
montreal,2018,2018-r7,DRY,VAN,48,23.4870,in_S3+out_S1,15.9670,2.3835,18.3505
montreal,2018,2018-r7,DRY,VER,16,23.1150,in_S3+out_S1,15.5250,2.3845,17.9095
montreal,2018,2018-r7,DRY,VET,37,23.4400,in_S3+out_S1,15.8965,2.4915,18.3880
montreal,2019,2019-r7,DRY,GIO,33,24.1840,in_S3+out_S1,16.4335,3.0535,19.4870
montreal,2019,2019-r7,DRY,GRO,34,23.9530,in_S3+out_S1,16.5390,3.2315,19.7705
montreal,2019,2019-r7,DRY,HAM,28,23.6590,in_S3+out_S1,16.4060,2.5145,18.9205
montreal,2019,2019-r7,DRY,HUL,16,23.8650,in_S3+out_S1,16.5250,2.2975,18.8225
montreal,2019,2019-r7,DRY,KUB,38,22.3400,in_S3+out_S1,15.4895,3.1140,18.6035
montreal,2019,2019-r7,DRY,LEC,33,23.9560,in_S3+out_S1,16.2180,3.2140,19.4320
montreal,2019,2019-r7,DRY,MAG,39,24.4020,in_S3+out_S1,16.2410,2.3485,18.5895
montreal,2019,2019-r7,DRY,RAI,58,24.7680,in_S3+out_S1,17.5160,2.2665,19.7825
montreal,2019,2019-r7,DRY,STR,45,21.8020,in_S3+out_S1,16.1440,2.3875,18.5315
montreal,2019,2019-r7,DRY,VER,48,23.8400,in_S3+out_S1,16.0890,2.5380,18.6270
montreal,2019,2019-r7,DRY,VET,26,23.6400,in_S3+out_S1,16.5000,2.5305,19.0305
montreal,2022,2022-r9,DRY,ALO,28,23.7780,in_S3+out_S1,16.0220,2.5255,18.5475
montreal,2022,2022-r9,DRY,GAS,36,23.6110,in_S3+out_S1,15.6280,2.8045,18.4325
montreal,2022,2022-r9,DRY,HAM,44,23.8590,in_S3+out_S1,17.0570,2.2380,19.2950
montreal,2022,2022-r9,DRY,LAT,37,30.0100,in_S3+out_S1,21.9190,6.6300,28.5490
montreal,2022,2022-r9,DRY,LEC,41,26.2840,in_S3+out_S1,18.7315,1.9030,20.6345
montreal,2022,2022-r9,DRY,NOR,42,24.0390,in_S3+out_S1,15.8620,2.5240,18.3860
montreal,2022,2022-r9,DRY,VER,43,23.6910,in_S3+out_S1,15.8290,3.1350,18.9640
montreal,2023,2023-r8,DRY,ALO,41,24.2340,in_S3+out_S1,16.4140,2.5115,18.9255
montreal,2023,2023-r8,DRY,DEV,50,23.9380,in_S3+out_S1,16.1430,3.5175,19.6605
montreal,2023,2023-r8,DRY,HAM,40,23.7810,in_S3+out_S1,16.1990,2.9180,19.1170
montreal,2023,2023-r8,DRY,HUL,31,24.1870,in_S3+out_S1,16.8930,2.1080,19.0010
montreal,2023,2023-r8,DRY,LEC,39,24.4370,in_S3+out_S1,16.5320,2.9100,19.4420
montreal,2023,2023-r8,DRY,MAG,53,24.5460,in_S3+out_S1,17.1650,4.6495,21.8145
montreal,2023,2023-r8,DRY,PER,37,23.3120,in_S3+out_S1,15.6960,2.5730,18.2690
montreal,2023,2023-r8,DRY,PIA,37,23.4530,in_S3+out_S1,15.7500,2.7660,18.5160
montreal,2023,2023-r8,DRY,SAI,38,24.1560,in_S3+out_S1,16.6405,2.8950,19.5355
montreal,2023,2023-r8,DRY,VER,42,23.9520,in_S3+out_S1,16.1625,2.7975,18.9600
montreal,2023,2023-r8,DRY,ZHO,32,27.5310,in_S3+out_S1,20.1860,3.0265,23.2125
montreal,2025,2025-r10,DRY,ALB,23,23.7970,in_S3+out_S1,17.4130,3.4275,20.8405
montreal,2025,2025-r10,DRY,ALO,15,24.0050,in_S3+out_S1,16.6710,2.0260,18.6970
montreal,2025,2025-r10,DRY,ALO,50,23.5190,in_S3+out_S1,16.1675,2.6100,18.7775
montreal,2025,2025-r10,DRY,ANT,14,23.2350,in_S3+out_S1,15.9655,2.9420,18.9075
montreal,2025,2025-r10,DRY,ANT,38,23.5470,in_S3+out_S1,15.5445,3.1350,18.6795
montreal,2025,2025-r10,DRY,BEA,18,23.6260,in_S3+out_S1,17.0320,2.5480,19.5800
montreal,2025,2025-r10,DRY,BOR,49,23.8280,in_S3+out_S1,15.9710,3.6955,19.6665
montreal,2025,2025-r10,DRY,COL,14,24.5470,in_S3+out_S1,17.3815,2.7130,20.0945
montreal,2025,2025-r10,DRY,GAS,53,23.9850,in_S3+out_S1,16.1695,2.5830,18.7525
montreal,2025,2025-r10,DRY,HAD,13,24.0630,in_S3+out_S1,17.3580,2.5160,19.8740
montreal,2025,2025-r10,DRY,HAM,15,23.6130,in_S3+out_S1,17.3450,2.4630,19.8080
montreal,2025,2025-r10,DRY,HAM,45,23.3600,in_S3+out_S1,15.8935,2.6890,18.5825
montreal,2025,2025-r10,DRY,HUL,19,23.4220,in_S3+out_S1,16.1490,2.6650,18.8140
montreal,2025,2025-r10,DRY,LAW,38,23.2830,in_S3+out_S1,15.8450,3.2925,19.1375
montreal,2025,2025-r10,DRY,LEC,28,23.4880,in_S3+out_S1,15.4980,2.7700,18.2680
montreal,2025,2025-r10,DRY,LEC,53,23.8750,in_S3+out_S1,16.2550,3.2755,19.5305
montreal,2025,2025-r10,DRY,NOR,29,23.2630,in_S3+out_S1,16.0520,2.5735,18.6255
montreal,2025,2025-r10,DRY,OCO,57,24.4530,in_S3+out_S1,17.0150,4.2815,21.2965
montreal,2025,2025-r10,DRY,PIA,16,23.2190,in_S3+out_S1,15.6330,2.7610,18.3940
montreal,2025,2025-r10,DRY,PIA,45,23.0470,in_S3+out_S1,15.6320,2.5955,18.2275
montreal,2025,2025-r10,DRY,RUS,13,23.3440,in_S3+out_S1,15.8990,2.7170,18.6160
montreal,2025,2025-r10,DRY,RUS,42,24.3120,in_S3+out_S1,16.7610,3.0055,19.7665
montreal,2025,2025-r10,DRY,SAI,57,23.2660,in_S3+out_S1,15.9920,3.2190,19.2110
montreal,2025,2025-r10,DRY,STR,24,23.6560,in_S3+out_S1,16.0405,2.6370,18.6775
montreal,2025,2025-r10,DRY,STR,51,34.7820,in_S3+out_S1,26.9935,2.7615,29.7550
montreal,2025,2025-r10,DRY,TSU,56,25.0630,in_S3+out_S1,17.5500,3.3620,20.9120
montreal,2025,2025-r10,DRY,VER,12,23.6780,in_S3+out_S1,16.3105,2.7160,19.0265
montreal,2025,2025-r10,DRY,VER,37,23.0790,in_S3+out_S1,15.8800,2.9230,18.8030
austin,2018,2018-r18,DRY,BOT,23,23.4230,out_S1,0.0000,19.6395,19.6395
austin,2018,2018-r18,DRY,ERI,30,23.9850,out_S1,0.0000,19.9585,19.9585
austin,2018,2018-r18,DRY,GAS,36,23.2060,out_S1,0.0000,20.4305,20.4305
austin,2018,2018-r18,DRY,HAM,37,23.8450,out_S1,0.0000,20.5790,20.5790
austin,2018,2018-r18,DRY,HAR,27,23.9170,out_S1,0.0000,19.8155,19.8155
austin,2018,2018-r18,DRY,HUL,23,24.7670,out_S1,0.0000,20.4935,20.4935
austin,2018,2018-r18,DRY,MAG,30,23.8560,out_S1,0.0000,19.9090,19.9090
austin,2018,2018-r18,DRY,OCO,22,24.6020,out_S1,0.0000,20.6655,20.6655
austin,2018,2018-r18,DRY,PER,25,25.7820,out_S1,0.0000,21.8275,21.8275
austin,2018,2018-r18,DRY,RAI,21,23.7680,out_S1,0.0000,19.3820,19.3820
austin,2018,2018-r18,DRY,SAI,24,29.3780,out_S1,0.0000,25.1485,25.1485
austin,2018,2018-r18,DRY,SIR,29,23.7380,out_S1,0.0000,20.0450,20.0450
austin,2018,2018-r18,DRY,STR,38,24.2980,out_S1,0.0000,20.4710,20.4710
austin,2018,2018-r18,DRY,VAN,40,24.2200,out_S1,0.0000,20.3720,20.3720
austin,2018,2018-r18,DRY,VER,22,23.4400,out_S1,0.0000,18.6320,18.6320
austin,2018,2018-r18,DRY,VET,26,24.5240,out_S1,0.0000,20.5505,20.5505
austin,2019,2019-r19,DRY,ALB,20,23.2010,out_S1,0.0000,20.1175,20.1175
austin,2019,2019-r19,DRY,ALB,40,23.6720,out_S1,0.0000,20.1145,20.1145
austin,2019,2019-r19,DRY,BOT,14,24.1900,out_S1,0.0000,20.8250,20.8250
austin,2019,2019-r19,DRY,BOT,35,23.9300,out_S1,0.0000,20.6300,20.6300
austin,2019,2019-r19,DRY,GAS,19,24.1890,out_S1,0.0000,20.9560,20.9560
austin,2019,2019-r19,DRY,GIO,17,25.2370,out_S1,0.0000,21.9960,21.9960
austin,2019,2019-r19,DRY,GIO,39,24.2020,out_S1,0.0000,20.1895,20.1895
austin,2019,2019-r19,DRY,GRO,24,24.6580,out_S1,0.0000,22.8565,22.8565
austin,2019,2019-r19,DRY,HAM,24,24.0550,out_S1,0.0000,21.1440,21.1440
austin,2019,2019-r19,DRY,HUL,27,24.3520,out_S1,0.0000,20.9575,20.9575
austin,2019,2019-r19,DRY,HUL,39,23.6910,out_S1,0.0000,19.5195,19.5195
austin,2019,2019-r19,DRY,KUB,11,24.0770,out_S1,0.0000,20.6680,20.6680
austin,2019,2019-r19,DRY,KVY,21,27.2060,out_S1,0.0000,24.1700,24.1700
austin,2019,2019-r19,DRY,KVY,39,24.1580,out_S1,0.0000,20.5700,20.5700
austin,2019,2019-r19,DRY,LEC,20,28.9560,out_S1,0.0000,26.8655,26.8655
austin,2019,2019-r19,DRY,LEC,42,23.8490,out_S1,0.0000,20.8360,20.8360
austin,2019,2019-r19,DRY,MAG,18,24.9210,out_S1,0.0000,21.8795,21.8795
austin,2019,2019-r19,DRY,MAG,40,24.7400,out_S1,0.0000,20.6600,20.6600
austin,2019,2019-r19,DRY,NOR,19,24.6880,out_S1,0.0000,21.5825,21.5825
austin,2019,2019-r19,DRY,NOR,42,25.9250,out_S1,0.0000,22.0550,22.0550
austin,2019,2019-r19,DRY,PER,24,24.3290,out_S1,0.0000,20.4175,20.4175
austin,2019,2019-r19,DRY,RAI,18,24.5480,out_S1,0.0000,20.4320,20.4320
austin,2019,2019-r19,DRY,RAI,40,24.7060,out_S1,0.0000,20.4355,20.4355
austin,2019,2019-r19,DRY,RIC,21,23.6500,out_S1,0.0000,19.8360,19.8360
austin,2019,2019-r19,DRY,RUS,23,23.7350,out_S1,0.0000,20.3460,20.3460
austin,2019,2019-r19,DRY,RUS,46,28.7270,out_S1,0.0000,24.5350,24.5350
austin,2019,2019-r19,DRY,SAI,18,24.6090,out_S1,0.0000,20.7220,20.7220
austin,2019,2019-r19,DRY,STR,29,25.1740,out_S1,0.0000,21.1170,21.1170
austin,2019,2019-r19,DRY,VER,13,23.7530,out_S1,0.0000,19.8920,19.8920
austin,2019,2019-r19,DRY,VER,34,23.5640,out_S1,0.0000,19.8985,19.8985
austin,2021,2021-r17,DRY,ALO,7,23.6330,out_S1,0.0000,18.8035,18.8035
austin,2021,2021-r17,DRY,ALO,28,23.5280,out_S1,0.0000,19.4435,19.4435
austin,2021,2021-r17,DRY,ALO,39,23.3010,out_S1,0.0000,19.0120,19.0120
austin,2021,2021-r17,DRY,BOT,15,24.5410,out_S1,0.0000,20.7105,20.7105
austin,2021,2021-r17,DRY,BOT,34,23.6320,out_S1,0.0000,20.0375,20.0375
austin,2021,2021-r17,DRY,GIO,8,23.9950,out_S1,0.0000,19.6355,19.6355
austin,2021,2021-r17,DRY,HAM,13,24.4880,out_S1,0.0000,20.9020,20.9020
austin,2021,2021-r17,DRY,HAM,37,23.6050,out_S1,0.0000,20.2050,20.2050
austin,2021,2021-r17,DRY,LEC,12,24.1110,out_S1,0.0000,20.2625,20.2625
austin,2021,2021-r17,DRY,LEC,32,23.8110,out_S1,0.0000,20.0155,20.0155
austin,2021,2021-r17,DRY,MAZ,24,24.6110,out_S1,0.0000,22.0180,22.0180
austin,2021,2021-r17,DRY,MAZ,37,24.1730,out_S1,0.0000,20.9640,20.9640
austin,2021,2021-r17,DRY,MSC,11,24.2890,out_S1,0.0000,20.9805,20.9805
austin,2021,2021-r17,DRY,MSC,34,24.2250,out_S1,0.0000,20.5275,20.5275
austin,2021,2021-r17,DRY,NOR,10,24.4020,out_S1,0.0000,19.7955,19.7955
austin,2021,2021-r17,DRY,NOR,30,25.5260,out_S1,0.0000,22.3580,22.3580
austin,2021,2021-r17,DRY,PER,12,25.0010,out_S1,0.0000,20.9720,20.9720
austin,2021,2021-r17,DRY,PER,30,23.6070,out_S1,0.0000,20.0375,20.0375
austin,2021,2021-r17,DRY,RAI,12,24.1810,out_S1,0.0000,19.8685,19.8685
austin,2021,2021-r17,DRY,RAI,31,24.0620,out_S1,0.0000,21.7140,21.7140
austin,2021,2021-r17,DRY,RIC,11,24.2110,out_S1,0.0000,19.9580,19.9580
austin,2021,2021-r17,DRY,RIC,30,24.1030,out_S1,0.0000,20.0870,20.0870
austin,2021,2021-r17,DRY,RUS,9,23.5370,out_S1,0.0000,18.8435,18.8435
austin,2021,2021-r17,DRY,RUS,31,26.3180,out_S1,0.0000,21.3420,21.3420
austin,2021,2021-r17,DRY,SAI,11,23.3830,out_S1,0.0000,19.3000,19.3000
austin,2021,2021-r17,DRY,SAI,29,26.8800,out_S1,0.0000,22.6695,22.6695
austin,2021,2021-r17,DRY,STR,18,23.8180,out_S1,0.0000,19.7785,19.7785
austin,2021,2021-r17,DRY,STR,34,23.4730,out_S1,0.0000,19.4300,19.4300
austin,2021,2021-r17,DRY,TSU,9,23.8880,out_S1,0.0000,20.2115,20.2115
austin,2021,2021-r17,DRY,TSU,32,23.4540,out_S1,0.0000,20.3185,20.3185
austin,2021,2021-r17,DRY,VER,10,23.7160,out_S1,0.0000,19.2735,19.2735
austin,2021,2021-r17,DRY,VER,29,23.9730,out_S1,0.0000,20.1145,20.1145
austin,2021,2021-r17,DRY,VET,17,25.0140,out_S1,0.0000,20.9475,20.9475
austin,2021,2021-r17,DRY,VET,38,23.8760,out_S1,0.0000,20.1745,20.1745
austin,2022,2022-r19,DRY,ALB,9,24.5810,out_S1,0.0000,20.1770,20.1770
austin,2022,2022-r19,DRY,BOT,10,24.9950,out_S1,0.0000,20.4145,20.4145
austin,2022,2022-r19,DRY,GAS,11,23.6710,out_S1,0.0000,19.3815,19.3815
austin,2022,2022-r19,DRY,GAS,32,28.9210,out_S1,0.0000,25.5410,25.5410
austin,2022,2022-r19,DRY,HAM,12,24.3590,out_S1,0.0000,20.2790,20.2790
austin,2022,2022-r19,DRY,HAM,34,24.1670,out_S1,0.0000,20.0965,20.0965
austin,2022,2022-r19,DRY,LEC,35,23.7450,out_S1,0.0000,19.7410,19.7410
austin,2022,2022-r19,DRY,MSC,33,24.6610,out_S1,0.0000,21.0900,21.0900
austin,2022,2022-r19,DRY,NOR,34,23.7220,out_S1,0.0000,19.9445,19.9445
austin,2022,2022-r19,DRY,OCO,45,24.7310,out_S1,0.0000,21.1060,21.1060
austin,2022,2022-r19,DRY,PER,14,23.3970,out_S1,0.0000,19.7040,19.7040
austin,2022,2022-r19,DRY,PER,38,24.7910,out_S1,0.0000,21.2455,21.2455
austin,2022,2022-r19,DRY,RIC,10,26.2160,out_S1,0.0000,22.8275,22.8275
austin,2022,2022-r19,DRY,RIC,35,24.4300,out_S1,0.0000,20.9840,20.9840
austin,2022,2022-r19,DRY,RUS,13,30.0760,out_S1,0.0000,26.4190,26.4190
austin,2022,2022-r19,DRY,RUS,36,24.5170,out_S1,0.0000,21.2310,21.2310
austin,2022,2022-r19,DRY,TSU,10,23.7180,out_S1,0.0000,19.9775,19.9775
austin,2022,2022-r19,DRY,TSU,33,23.2550,out_S1,0.0000,19.8785,19.8785
austin,2022,2022-r19,DRY,VER,13,23.8560,out_S1,0.0000,20.0550,20.0550
austin,2022,2022-r19,DRY,VER,35,32.2240,out_S1,0.0000,28.4100,28.4100
austin,2022,2022-r19,DRY,VET,41,38.2180,out_S1,0.0000,34.3520,34.3520
austin,2022,2022-r19,DRY,ZHO,9,27.3000,out_S1,0.0000,23.9580,23.9580
austin,2023,2023-r18,DRY,ALB,10,24.5150,out_S1,0.0000,20.5405,20.5405
austin,2023,2023-r18,DRY,ALB,29,24.2650,out_S1,0.0000,20.4890,20.4890
austin,2023,2023-r18,DRY,ALO,19,25.1870,out_S1,0.0000,20.8915,20.8915
austin,2023,2023-r18,DRY,ALO,42,24.8280,out_S1,0.0000,21.0035,21.0035
austin,2023,2023-r18,DRY,BOT,10,24.7960,out_S1,0.0000,20.6190,20.6190
austin,2023,2023-r18,DRY,BOT,28,25.0460,out_S1,0.0000,20.8430,20.8430
austin,2023,2023-r18,DRY,GAS,18,23.8580,out_S1,0.0000,19.7800,19.7800
austin,2023,2023-r18,DRY,GAS,37,24.9680,out_S1,0.0000,21.2725,21.2725
austin,2023,2023-r18,DRY,HAM,20,24.9520,out_S1,0.0000,21.1710,21.1710
austin,2023,2023-r18,DRY,HAM,38,24.6240,out_S1,0.0000,20.5720,20.5720
austin,2023,2023-r18,DRY,HUL,19,26.6870,out_S1,0.0000,22.3875,22.3875
austin,2023,2023-r18,DRY,HUL,34,24.3590,out_S1,0.0000,20.2925,20.2925
austin,2023,2023-r18,DRY,LEC,23,23.9840,out_S1,0.0000,20.9050,20.9050
austin,2023,2023-r18,DRY,MAG,10,25.0000,out_S1,0.0000,20.9760,20.9760
austin,2023,2023-r18,DRY,MAG,29,24.7500,out_S1,0.0000,20.9540,20.9540
austin,2023,2023-r18,DRY,NOR,17,24.1410,out_S1,0.0000,20.2280,20.2280
austin,2023,2023-r18,DRY,NOR,34,23.3740,out_S1,0.0000,19.9435,19.9435
austin,2023,2023-r18,DRY,PER,17,24.2810,out_S1,0.0000,20.2400,20.2400
austin,2023,2023-r18,DRY,PER,37,23.7500,out_S1,0.0000,20.1735,20.1735
austin,2023,2023-r18,DRY,RIC,22,24.3580,out_S1,0.0000,20.5685,20.5685
austin,2023,2023-r18,DRY,RIC,47,26.4840,out_S1,0.0000,25.1390,25.1390
austin,2023,2023-r18,DRY,RUS,21,24.3280,out_S1,0.0000,20.6680,20.6680
austin,2023,2023-r18,DRY,RUS,39,24.1560,out_S1,0.0000,19.9765,19.9765
austin,2023,2023-r18,DRY,SAI,17,23.8120,out_S1,0.0000,19.9630,19.9630
austin,2023,2023-r18,DRY,SAI,35,23.6400,out_S1,0.0000,19.8755,19.8755
austin,2023,2023-r18,DRY,SAR,11,25.0160,out_S1,0.0000,21.3005,21.3005
austin,2023,2023-r18,DRY,SAR,32,25.5930,out_S1,0.0000,21.6525,21.6525
austin,2023,2023-r18,DRY,STR,20,24.4370,out_S1,0.0000,20.5050,20.5050
austin,2023,2023-r18,DRY,STR,40,23.9220,out_S1,0.0000,19.5875,19.5875
austin,2023,2023-r18,DRY,TSU,17,24.3590,out_S1,0.0000,20.4720,20.4720
austin,2023,2023-r18,DRY,TSU,34,24.1400,out_S1,0.0000,20.2815,20.2815
austin,2023,2023-r18,DRY,VER,16,23.7500,out_S1,0.0000,19.7000,19.7000
austin,2023,2023-r18,DRY,VER,35,25.0000,out_S1,0.0000,21.4865,21.4865
austin,2023,2023-r18,DRY,ZHO,9,25.6720,out_S1,0.0000,21.5330,21.5330
austin,2023,2023-r18,DRY,ZHO,27,24.7340,out_S1,0.0000,20.9780,20.9780
austin,2024,2024-r19,DRY,ALB,33,24.3730,out_S1,0.0000,21.0820,21.0820
austin,2024,2024-r19,DRY,ALO,26,24.3270,out_S1,0.0000,20.3865,20.3865
austin,2024,2024-r19,DRY,BOT,15,24.4620,out_S1,0.0000,20.4745,20.4745
austin,2024,2024-r19,DRY,COL,39,24.0240,out_S1,0.0000,20.6710,20.6710
austin,2024,2024-r19,DRY,GAS,18,28.1910,out_S1,0.0000,24.4230,24.4230
austin,2024,2024-r19,DRY,HUL,27,24.2180,out_S1,0.0000,21.1685,21.1685
austin,2024,2024-r19,DRY,LAW,36,23.9770,out_S1,0.0000,19.8380,19.8380
austin,2024,2024-r19,DRY,LEC,26,23.8700,out_S1,0.0000,20.6810,20.6810
austin,2024,2024-r19,DRY,MAG,17,24.0340,out_S1,0.0000,19.7220,19.7220
austin,2024,2024-r19,DRY,MAG,38,24.0100,out_S1,0.0000,20.0480,20.0480
austin,2024,2024-r19,DRY,NOR,31,23.8050,out_S1,0.0000,20.1685,20.1685
austin,2024,2024-r19,DRY,OCO,31,24.0780,out_S1,0.0000,20.6260,20.6260
austin,2024,2024-r19,DRY,PER,26,23.6170,out_S1,0.0000,20.2360,20.2360
austin,2024,2024-r19,DRY,PIA,32,24.1940,out_S1,0.0000,20.7320,20.7320
austin,2024,2024-r19,DRY,SAI,21,24.0230,out_S1,0.0000,20.0560,20.0560
austin,2024,2024-r19,DRY,STR,27,26.4930,out_S1,0.0000,22.6710,22.6710
austin,2024,2024-r19,DRY,TSU,18,24.3900,out_S1,0.0000,20.8030,20.8030
austin,2024,2024-r19,DRY,VER,25,24.3920,out_S1,0.0000,20.6380,20.6380
austin,2024,2024-r19,DRY,ZHO,13,24.3980,out_S1,0.0000,20.7805,20.7805
austin,2024,2024-r19,DRY,ZHO,35,24.9110,out_S1,0.0000,23.5820,23.5820
austin,2025,2025-r19,DRY,ALB,36,24.2330,out_S1,0.0000,20.6875,20.6875
austin,2025,2025-r19,DRY,ALO,30,23.9340,out_S1,0.0000,19.9130,19.9130
austin,2025,2025-r19,DRY,ANT,31,23.9140,out_S1,0.0000,21.7590,21.7590
austin,2025,2025-r19,DRY,BEA,30,23.7120,out_S1,0.0000,19.6320,19.6320
austin,2025,2025-r19,DRY,BOR,14,25.6140,out_S1,0.0000,21.7100,21.7100
austin,2025,2025-r19,DRY,BOR,36,23.9730,out_S1,0.0000,20.2650,20.2650
austin,2025,2025-r19,DRY,COL,32,23.7850,out_S1,0.0000,20.7220,20.7220
austin,2025,2025-r19,DRY,GAS,27,26.5150,out_S1,0.0000,23.0465,23.0465
austin,2025,2025-r19,DRY,HAD,28,23.4680,out_S1,0.0000,19.7265,19.7265
austin,2025,2025-r19,DRY,HAM,31,23.9520,out_S1,0.0000,20.4390,20.4390
austin,2025,2025-r19,DRY,LAW,30,23.4240,out_S1,0.0000,20.0550,20.0550
austin,2025,2025-r19,DRY,LEC,22,23.6430,out_S1,0.0000,19.8310,19.8310
austin,2025,2025-r19,DRY,NOR,32,24.5150,out_S1,0.0000,21.1790,21.1790
austin,2025,2025-r19,DRY,OCO,24,25.0880,out_S1,0.0000,21.2235,21.2235
austin,2025,2025-r19,DRY,PIA,30,23.4600,out_S1,0.0000,19.6620,19.6620
austin,2025,2025-r19,DRY,STR,28,24.2160,out_S1,0.0000,19.8715,19.8715
austin,2025,2025-r19,DRY,TSU,29,24.1620,out_S1,0.0000,20.6390,20.6390
austin,2025,2025-r19,DRY,VER,33,23.7210,out_S1,0.0000,19.8710,19.8710
interlagos,2018,2018-r20,DRY,ALO,15,33.4840,in_S3+out_S1,3.8460,27.9310,31.7770
interlagos,2018,2018-r20,DRY,ALO,54,23.1390,in_S3+out_S1,3.6060,17.7225,21.3285
interlagos,2018,2018-r20,DRY,BOT,18,23.0910,in_S3+out_S1,3.5385,17.4720,21.0105
interlagos,2018,2018-r20,DRY,BOT,59,22.8290,in_S3+out_S1,3.6760,17.6950,21.3710
interlagos,2018,2018-r20,DRY,GAS,22,24.1490,in_S3+out_S1,3.6135,18.6205,22.2340
interlagos,2018,2018-r20,DRY,GRO,32,22.8690,in_S3+out_S1,3.7940,17.5890,21.3830
interlagos,2018,2018-r20,DRY,HAM,19,22.6110,in_S3+out_S1,3.5250,17.0140,20.5390
interlagos,2018,2018-r20,DRY,HAR,49,23.2550,in_S3+out_S1,4.0760,17.8180,21.8940
interlagos,2018,2018-r20,DRY,LEC,35,23.6430,in_S3+out_S1,3.7665,19.0305,22.7970
interlagos,2018,2018-r20,DRY,MAG,41,23.3590,in_S3+out_S1,3.7990,17.2810,21.0800
interlagos,2018,2018-r20,DRY,OCO,40,27.3300,in_S3+out_S1,4.2795,22.3800,26.6595
interlagos,2018,2018-r20,DRY,PER,39,23.4850,in_S3+out_S1,4.4220,18.3340,22.7560
interlagos,2018,2018-r20,DRY,RAI,31,22.9920,in_S3+out_S1,3.9900,17.1785,21.1685
interlagos,2018,2018-r20,DRY,RIC,39,22.9510,in_S3+out_S1,3.6060,17.8040,21.4100
interlagos,2018,2018-r20,DRY,SAI,25,23.8810,in_S3+out_S1,3.7700,18.4650,22.2350
interlagos,2018,2018-r20,DRY,SAI,48,24.0740,in_S3+out_S1,4.1395,17.9985,22.1380
interlagos,2018,2018-r20,DRY,SIR,16,23.3300,in_S3+out_S1,3.7715,18.1770,21.9485
interlagos,2018,2018-r20,DRY,STR,17,24.4320,in_S3+out_S1,4.0800,19.6540,23.7340
interlagos,2018,2018-r20,DRY,VAN,28,22.3360,in_S3+out_S1,3.7270,17.3095,21.0365
interlagos,2018,2018-r20,DRY,VER,35,23.1500,in_S3+out_S1,3.6020,18.1255,21.7275
interlagos,2018,2018-r20,DRY,VET,27,22.5170,in_S3+out_S1,3.5750,16.9770,20.5520
interlagos,2018,2018-r20,DRY,VET,53,22.7990,in_S3+out_S1,3.6120,16.8630,20.4750
interlagos,2019,2019-r20,DRY,ALB,24,23.0540,in_S3+out_S1,4.2120,18.1300,22.3420
interlagos,2019,2019-r20,DRY,BOT,26,23.0990,in_S3+out_S1,3.9400,18.2615,22.2015
interlagos,2019,2019-r20,DRY,BOT,41,23.1700,in_S3+out_S1,3.7760,18.2185,21.9945
interlagos,2019,2019-r20,DRY,GAS,22,22.9110,in_S3+out_S1,3.6780,17.2545,20.9325
interlagos,2019,2019-r20,DRY,GAS,47,23.5590,in_S3+out_S1,3.8600,17.9250,21.7850
interlagos,2019,2019-r20,DRY,GIO,20,23.1350,in_S3+out_S1,4.1520,17.6565,21.8085
interlagos,2019,2019-r20,DRY,GIO,46,23.4790,in_S3+out_S1,3.9130,17.9130,21.8260
interlagos,2019,2019-r20,DRY,GRO,26,23.7450,in_S3+out_S1,4.0520,18.7355,22.7875
interlagos,2019,2019-r20,DRY,HAM,20,22.8870,in_S3+out_S1,3.8620,17.2640,21.1260
interlagos,2019,2019-r20,DRY,HAM,43,22.5230,in_S3+out_S1,3.4680,17.9635,21.4315
interlagos,2019,2019-r20,DRY,HUL,27,23.3500,in_S3+out_S1,3.9020,18.4575,22.3595
