gara,giro,pilota,team,pos,compound,stint,life,pit,tempo_giro,sesT,gap_leader,status
Australia,1,ALB,Williams,12.0,MEDIUM,1,1,False,99.376,3839.355,7.447,1
Australia,2,ALB,Williams,13.0,MEDIUM,1,2,False,87.78,3927.135,9.455,1
Australia,3,ALB,Williams,13.0,MEDIUM,1,3,False,87.512,4014.647,11.074,1
Australia,4,ALB,Williams,14.0,MEDIUM,1,4,False,87.911,4102.558,14.432,1
Australia,5,ALB,Williams,13.0,MEDIUM,1,5,False,87.176,4189.734,17.627,1
Australia,6,ALB,Williams,13.0,MEDIUM,1,6,False,86.436,4276.17,19.241,1
Australia,7,ALB,Williams,13.0,MEDIUM,1,7,False,85.688,4361.858,20.895,1
Australia,8,ALB,Williams,13.0,MEDIUM,1,8,False,85.558,4447.416,20.89,1
Australia,9,ALB,Williams,13.0,MEDIUM,1,9,False,85.728,4533.144,21.016,1
Australia,10,ALB,Williams,13.0,MEDIUM,1,10,False,86.03,4619.174,23.069,1
Australia,11,ALB,Williams,10.0,MEDIUM,1,11,False,93.98,4713.154,33.251,16
Australia,12,ALB,Williams,12.0,MEDIUM,1,12,True,125.578,4838.732,44.821,6
Australia,13,ALB,Williams,12.0,HARD,2,1,True,112.348,4951.08,41.991,671
Australia,14,ALB,Williams,12.0,HARD,2,2,False,85.379,5036.459,36.881,1
Australia,15,ALB,Williams,12.0,HARD,2,3,False,85.035,5121.494,38.151,1
Australia,16,ALB,Williams,13.0,HARD,2,4,False,88.434,5209.928,43.074,1
Australia,17,ALB,Williams,13.0,HARD,2,5,False,85.662,5295.59,44.38,1
Australia,18,ALB,Williams,13.0,HARD,2,6,False,104.028,5399.618,58.806,126
Australia,19,ALB,Williams,13.0,HARD,2,7,False,109.476,5509.094,54.629,671
Australia,20,ALB,Williams,13.0,HARD,2,8,False,85.041,5594.135,46.487,1
Australia,21,ALB,Williams,13.0,HARD,2,9,False,85.065,5679.2,48.23,1
Australia,22,ALB,Williams,13.0,HARD,2,10,False,85.297,5764.497,50.111,1
Australia,23,ALB,Williams,13.0,HARD,2,11,False,85.258,5849.755,51.893,1
Australia,24,ALB,Williams,13.0,HARD,2,12,False,85.334,5935.089,53.567,1
Australia,25,ALB,Williams,13.0,HARD,2,13,False,85.569,6020.658,53.111,1
Australia,26,ALB,Williams,13.0,HARD,2,14,False,85.782,6106.44,54.808,1
Australia,27,ALB,Williams,13.0,HARD,2,15,False,85.734,6192.174,56.782,1
Australia,28,ALB,Williams,13.0,HARD,2,16,False,86.642,6278.816,59.117,1
Australia,29,ALB,Williams,12.0,HARD,2,17,False,86.614,6365.43,62.245,1
Australia,30,ALB,Williams,12.0,HARD,2,18,False,86.472,6451.902,65.445,1
Australia,31,ALB,Williams,12.0,HARD,2,19,False,86.523,6538.425,68.821,1
Australia,32,ALB,Williams,12.0,HARD,2,20,False,86.459,6624.884,71.74,1
Australia,33,ALB,Williams,12.0,HARD,2,21,True,110.03,6734.914,97.932,167
Australia,34,ALB,Williams,12.0,SOFT,3,1,True,90.918,6825.832,91.258,1
Australia,35,ALB,Williams,12.0,SOFT,3,2,False,84.446,6910.278,92.687,1
Australia,36,ALB,Williams,12.0,SOFT,3,3,False,84.375,6994.653,94.333,1
Australia,37,ALB,Williams,12.0,SOFT,3,4,False,85.052,7079.705,96.546,1
Australia,38,ALB,Williams,12.0,SOFT,3,5,False,86.338,7166.043,100.021,1
Australia,39,ALB,Williams,12.0,SOFT,3,6,False,84.858,7250.901,102.141,1
Australia,40,ALB,Williams,12.0,SOFT,3,7,False,86.672,7337.573,105.898,1
Australia,41,ALB,Williams,12.0,SOFT,3,8,False,84.876,7422.449,107.701,1
Australia,42,ALB,Williams,12.0,SOFT,3,9,False,84.858,7507.307,109.505,1
Australia,43,ALB,Williams,12.0,SOFT,3,10,False,84.956,7592.263,111.568,1
Australia,44,ALB,Williams,12.0,SOFT,3,11,False,84.841,7677.104,113.553,1
Australia,45,ALB,Williams,12.0,SOFT,3,12,False,84.702,7761.806,114.778,1
Australia,46,ALB,Williams,12.0,SOFT,3,13,False,84.777,7846.583,115.804,1
Australia,47,ALB,Williams,12.0,SOFT,3,14,False,84.815,7931.398,117.586,1
Australia,48,ALB,Williams,12.0,SOFT,3,15,False,84.773,8016.171,119.325,1
Australia,49,ALB,Williams,12.0,SOFT,3,16,False,84.785,8100.956,121.266,1
Australia,50,ALB,Williams,12.0,SOFT,3,17,False,84.856,8185.812,123.035,1
Australia,51,ALB,Williams,12.0,SOFT,3,18,False,84.749,8270.561,125.022,1
Australia,52,ALB,Williams,12.0,SOFT,3,19,False,84.764,8355.325,126.68,1
Australia,53,ALB,Williams,12.0,SOFT,3,20,False,85.019,8440.344,128.63,1
Australia,54,ALB,Williams,12.0,SOFT,3,21,False,84.861,8525.205,130.391,1
Australia,55,ALB,Williams,12.0,SOFT,3,22,False,84.995,8610.2,132.716,1
Australia,56,ALB,Williams,12.0,SOFT,3,23,False,86.387,8696.587,136.346,1
Australia,57,ALB,Williams,12.0,SOFT,3,24,False,86.268,8782.855,139.426,1
Australia,1,ALO,Aston Martin,10.0,SOFT,1,1,False,98.271,3838.25,6.342,1
Australia,2,ALO,Aston Martin,10.0,SOFT,1,2,False,87.598,3925.848,8.168,1
Australia,3,ALO,Aston Martin,12.0,SOFT,1,3,False,88.035,4013.883,10.31,1
Australia,4,ALO,Aston Martin,12.0,SOFT,1,4,False,87.424,4101.307,13.181,1
Australia,5,ALO,Aston Martin,14.0,SOFT,1,5,False,88.835,4190.142,18.035,1
Australia,6,ALO,Aston Martin,16.0,SOFT,1,6,False,88.763,4278.905,21.976,1
Australia,7,ALO,Aston Martin,17.0,SOFT,1,7,False,87.876,4366.781,25.818,1
Australia,8,ALO,Aston Martin,17.0,SOFT,1,8,False,86.792,4453.573,27.047,1
Australia,9,ALO,Aston Martin,16.0,SOFT,1,9,False,87.04,4540.613,28.485,1
Australia,10,ALO,Aston Martin,16.0,SOFT,1,10,False,87.475,4628.088,31.983,1
Australia,11,ALO,Aston Martin,17.0,SOFT,1,11,True,119.99,4748.078,68.175,16
Australia,12,ALO,Aston Martin,16.0,SOFT,2,1,True,122.34,4870.418,76.507,6
Australia,13,ALO,Aston Martin,19.0,SOFT,2,2,True,1069.531,5939.952,1030.863,6712
Australia,14,ALO,Aston Martin,19.0,SOFT,3,3,True,98.828,6038.78,1039.202,1
Australia,15,ALO,Aston Martin,19.0,SOFT,3,4,False,85.713,6124.493,1041.15,1
Australia,16,ALO,Aston Martin,18.0,SOFT,3,5,False,86.131,6210.624,1043.77,1
Australia,17,ALO,Aston Martin,18.0,SOFT,3,6,False,86.376,6297.0,1045.79,1
Australia,18,ALO,Aston Martin,18.0,SOFT,3,7,False,85.908,6382.908,1042.096,1
Australia,19,ALO,Aston Martin,18.0,SOFT,3,8,False,88.14,6471.048,1016.583,1
Australia,20,ALO,Aston Martin,18.0,SOFT,3,9,False,86.641,6557.689,1010.041,1
Australia,21,ALO,Aston Martin,18.0,SOFT,3,10,False,88.082,6645.771,1014.801,1
Australia,22,ALO,Aston Martin,18.0,SOFT,3,11,True,,6747.116,1032.73,167
Australia,1,ANT,Mercedes,7.0,MEDIUM,1,1,False,96.966,3836.945,5.037,1
Australia,2,ANT,Mercedes,7.0,MEDIUM,1,2,False,87.129,3924.074,6.394,1
Australia,3,ANT,Mercedes,6.0,MEDIUM,1,3,False,85.463,4009.537,5.964,1
Australia,4,ANT,Mercedes,6.0,MEDIUM,1,4,False,85.411,4094.948,6.822,1
Australia,5,ANT,Mercedes,5.0,MEDIUM,1,5,False,84.499,4179.447,7.34,1
Australia,6,ANT,Mercedes,4.0,MEDIUM,1,6,False,84.024,4263.471,6.542,1
Australia,7,ANT,Mercedes,4.0,MEDIUM,1,7,False,83.835,4347.306,6.343,1
Australia,8,ANT,Mercedes,4.0,MEDIUM,1,8,False,83.683,4430.989,4.463,1
Australia,9,ANT,Mercedes,4.0,MEDIUM,1,9,False,83.908,4514.897,2.769,1
Australia,10,ANT,Mercedes,4.0,MEDIUM,1,10,False,84.037,4598.934,2.829,1
Australia,11,ANT,Mercedes,4.0,MEDIUM,1,11,False,83.89,4682.824,2.921,16
Australia,12,ANT,Mercedes,5.0,MEDIUM,1,12,True,129.682,4812.506,18.595,6
Australia,13,ANT,Mercedes,5.0,HARD,2,1,True,117.691,4930.197,21.108,67
Australia,14,ANT,Mercedes,5.0,HARD,2,2,False,86.679,5016.876,17.298,71
Australia,15,ANT,Mercedes,5.0,HARD,2,3,False,83.287,5100.163,16.82,1
Australia,16,ANT,Mercedes,4.0,HARD,2,4,False,83.618,5183.781,16.927,1
Australia,17,ANT,Mercedes,4.0,HARD,2,5,False,83.26,5267.041,15.831,1
Australia,18,ANT,Mercedes,4.0,HARD,2,6,False,90.982,5358.023,17.211,126
Australia,19,ANT,Mercedes,4.0,HARD,2,7,False,115.334,5473.357,18.892,6
Australia,20,ANT,Mercedes,4.0,HARD,2,8,False,88.479,5561.836,14.188,671
Australia,21,ANT,Mercedes,4.0,HARD,2,9,False,82.781,5644.617,13.647,1
Australia,22,ANT,Mercedes,4.0,HARD,2,10,False,82.862,5727.479,13.093,1
Australia,23,ANT,Mercedes,4.0,HARD,2,11,False,82.582,5810.061,12.199,1
Australia,24,ANT,Mercedes,4.0,HARD,2,12,False,83.222,5893.283,11.761,1
Australia,25,ANT,Mercedes,3.0,HARD,2,13,False,84.545,5977.828,10.281,1
Australia,26,ANT,Mercedes,3.0,HARD,2,14,False,83.138,6060.966,9.334,1
Australia,27,ANT,Mercedes,3.0,HARD,2,15,False,83.103,6144.069,8.677,1
Australia,28,ANT,Mercedes,2.0,HARD,2,16,False,83.03,6227.099,7.4,1
Australia,29,ANT,Mercedes,2.0,HARD,2,17,False,82.968,6310.067,6.882,1
Australia,30,ANT,Mercedes,2.0,HARD,2,18,False,82.889,6392.956,6.499,1
Australia,31,ANT,Mercedes,2.0,HARD,2,19,False,82.88,6475.836,6.232,1
Australia,32,ANT,Mercedes,2.0,HARD,2,20,False,83.239,6559.075,5.931,1
Australia,33,ANT,Mercedes,2.0,HARD,2,21,False,83.017,6642.092,5.11,1
Australia,34,ANT,Mercedes,2.0,HARD,2,22,False,98.387,6740.479,5.905,167
Australia,35,ANT,Mercedes,2.0,HARD,2,23,False,83.292,6823.771,6.18,1
Australia,36,ANT,Mercedes,2.0,HARD,2,24,False,82.865,6906.636,6.316,1
Australia,37,ANT,Mercedes,2.0,HARD,2,25,False,82.966,6989.602,6.443,1
Australia,38,ANT,Mercedes,2.0,HARD,2,26,False,82.989,7072.591,6.569,1
Australia,39,ANT,Mercedes,2.0,HARD,2,27,False,82.921,7155.512,6.752,1
Australia,40,ANT,Mercedes,2.0,HARD,2,28,False,82.672,7238.184,6.509,1
Australia,41,ANT,Mercedes,2.0,HARD,2,29,False,82.928,7321.112,6.364,1
Australia,42,ANT,Mercedes,2.0,HARD,2,30,False,82.942,7404.054,6.252,1
Australia,43,ANT,Mercedes,2.0,HARD,2,31,False,83.015,7487.069,6.374,1
Australia,44,ANT,Mercedes,2.0,HARD,2,32,False,83.079,7570.148,6.597,1
Australia,45,ANT,Mercedes,2.0,HARD,2,33,False,83.123,7653.271,6.243,1
Australia,46,ANT,Mercedes,2.0,HARD,2,34,False,83.038,7736.309,5.53,1
Australia,47,ANT,Mercedes,2.0,HARD,2,35,False,83.066,7819.375,5.563,1
Australia,48,ANT,Mercedes,2.0,HARD,2,36,False,82.992,7902.367,5.521,1
Australia,49,ANT,Mercedes,2.0,HARD,2,37,False,83.245,7985.612,5.922,1
Australia,50,ANT,Mercedes,2.0,HARD,2,38,False,82.903,8068.515,5.738,1
Australia,51,ANT,Mercedes,2.0,HARD,2,39,False,82.625,8151.14,5.601,1
Australia,52,ANT,Mercedes,2.0,HARD,2,40,False,82.558,8233.698,5.053,1
Australia,53,ANT,Mercedes,2.0,HARD,2,41,False,82.613,8316.311,4.597,1
Australia,54,ANT,Mercedes,2.0,HARD,2,42,False,82.842,8399.153,4.339,1
Australia,55,ANT,Mercedes,2.0,HARD,2,43,False,82.928,8482.081,4.597,1
Australia,56,ANT,Mercedes,2.0,HARD,2,44,False,82.603,8564.684,4.443,1
Australia,57,ANT,Mercedes,2.0,HARD,2,45,False,82.417,8647.101,3.672,1
Australia,58,ANT,Mercedes,2.0,HARD,2,46,False,82.653,8729.754,2.974,1
Australia,1,BEA,Haas F1 Team,13.0,MEDIUM,1,1,False,99.765,3839.81,7.902,1
Australia,2,BEA,Haas F1 Team,12.0,MEDIUM,1,2,False,87.321,3927.131,9.451,1
Australia,3,BEA,Haas F1 Team,11.0,MEDIUM,1,3,False,86.384,4013.515,9.942,1
Australia,4,BEA,Haas F1 Team,11.0,MEDIUM,1,4,False,85.92,4099.435,11.309,1
Australia,5,BEA,Haas F1 Team,11.0,MEDIUM,1,5,False,86.003,4185.438,13.331,1
Australia,6,BEA,Haas F1 Team,10.0,MEDIUM,1,6,False,85.969,4271.407,14.478,1
Australia,7,BEA,Haas F1 Team,10.0,MEDIUM,1,7,False,85.195,4356.602,15.639,1
Australia,8,BEA,Haas F1 Team,11.0,MEDIUM,1,8,False,86.046,4442.648,16.122,1
Australia,9,BEA,Haas F1 Team,11.0,MEDIUM,1,9,False,85.397,4528.045,15.917,1
Australia,10,BEA,Haas F1 Team,11.0,MEDIUM,1,10,False,85.668,4613.713,17.608,1
Australia,11,BEA,Haas F1 Team,7.0,MEDIUM,1,11,False,91.403,4705.116,25.213,16
Australia,12,BEA,Haas F1 Team,7.0,MEDIUM,1,12,False,115.039,4820.155,26.244,6
Australia,13,BEA,Haas F1 Team,7.0,MEDIUM,1,13,False,113.783,4933.938,24.849,671
Australia,14,BEA,Haas F1 Team,7.0,MEDIUM,1,14,False,85.628,5019.566,19.988,1
Australia,15,BEA,Haas F1 Team,7.0,MEDIUM,1,15,False,84.562,5104.128,20.785,1
Australia,16,BEA,Haas F1 Team,7.0,MEDIUM,1,16,False,84.563,5188.691,21.837,1
Australia,17,BEA,Haas F1 Team,7.0,MEDIUM,1,17,False,84.807,5273.498,22.288,1
Australia,18,BEA,Haas F1 Team,8.0,MEDIUM,1,18,True,107.604,5381.102,40.29,126
Australia,19,BEA,Haas F1 Team,8.0,HARD,2,1,True,116.677,5497.779,43.314,671
Australia,20,BEA,Haas F1 Team,8.0,HARD,2,2,False,85.186,5582.965,35.317,1
Australia,21,BEA,Haas F1 Team,8.0,HARD,2,3,False,84.203,5667.168,36.198,1
Australia,22,BEA,Haas F1 Team,8.0,HARD,2,4,False,84.02,5751.188,36.802,1
Australia,23,BEA,Haas F1 Team,8.0,HARD,2,5,False,84.968,5836.156,38.294,1
Australia,24,BEA,Haas F1 Team,8.0,HARD,2,6,False,84.692,5920.848,39.326,1
Australia,25,BEA,Haas F1 Team,8.0,HARD,2,7,False,84.058,6004.906,37.359,1
Australia,26,BEA,Haas F1 Team,8.0,HARD,2,8,False,84.155,6089.061,37.429,1
Australia,27,BEA,Haas F1 Team,8.0,HARD,2,9,False,84.284,6173.345,37.953,1
Australia,28,BEA,Haas F1 Team,8.0,HARD,2,10,False,84.216,6257.561,37.862,1
Australia,29,BEA,Haas F1 Team,8.0,HARD,2,11,False,85.315,6342.876,39.691,1
Australia,30,BEA,Haas F1 Team,8.0,HARD,2,12,False,84.509,6427.385,40.928,1
Australia,31,BEA,Haas F1 Team,8.0,HARD,2,13,False,84.627,6512.012,42.408,1
Australia,32,BEA,Haas F1 Team,8.0,HARD,2,14,False,85.006,6597.018,43.874,1
Australia,33,BEA,Haas F1 Team,8.0,HARD,2,15,False,90.647,6687.665,50.683,16
Australia,34,BEA,Haas F1 Team,8.0,HARD,2,16,False,92.31,6779.975,45.401,671
Australia,35,BEA,Haas F1 Team,7.0,HARD,2,17,False,84.914,6864.889,47.298,1
Australia,36,BEA,Haas F1 Team,7.0,HARD,2,18,False,84.598,6949.487,49.167,1
Australia,37,BEA,Haas F1 Team,7.0,HARD,2,19,False,84.5,7033.987,50.828,1
Australia,38,BEA,Haas F1 Team,8.0,HARD,2,20,False,85.093,7119.08,53.058,1
Australia,39,BEA,Haas F1 Team,8.0,HARD,2,21,False,84.756,7203.836,55.076,1
Australia,40,BEA,Haas F1 Team,7.0,HARD,2,22,False,86.988,7290.824,59.149,1
Australia,41,BEA,Haas F1 Team,7.0,HARD,2,23,False,85.049,7375.873,61.125,1
Australia,42,BEA,Haas F1 Team,7.0,HARD,2,24,False,84.503,7460.376,62.574,1
Australia,43,BEA,Haas F1 Team,7.0,HARD,2,25,False,84.549,7544.925,64.23,1
Australia,44,BEA,Haas F1 Team,7.0,HARD,2,26,False,84.612,7629.537,65.986,1
Australia,45,BEA,Haas F1 Team,7.0,HARD,2,27,False,84.13,7713.667,66.639,1
Australia,46,BEA,Haas F1 Team,7.0,HARD,2,28,False,84.55,7798.217,67.438,1
Australia,47,BEA,Haas F1 Team,7.0,HARD,2,29,False,84.76,7882.977,69.165,1
Australia,48,BEA,Haas F1 Team,7.0,HARD,2,30,False,84.404,7967.381,70.535,1
Australia,49,BEA,Haas F1 Team,7.0,HARD,2,31,False,84.281,8051.662,71.972,1
Australia,50,BEA,Haas F1 Team,7.0,HARD,2,32,False,84.467,8136.129,73.352,1
Australia,51,BEA,Haas F1 Team,7.0,HARD,2,33,False,84.233,8220.362,74.823,1
Australia,52,BEA,Haas F1 Team,7.0,HARD,2,34,False,84.264,8304.626,75.981,1
Australia,53,BEA,Haas F1 Team,7.0,HARD,2,35,False,84.615,8389.241,77.527,1
Australia,54,BEA,Haas F1 Team,7.0,HARD,2,36,False,84.61,8473.851,79.037,1
Australia,55,BEA,Haas F1 Team,7.0,HARD,2,37,False,84.5,8558.351,80.867,1
Australia,56,BEA,Haas F1 Team,7.0,HARD,2,38,False,86.439,8644.79,84.549,1
Australia,57,BEA,Haas F1 Team,7.0,HARD,2,39,False,86.649,8731.439,88.01,1
Australia,1,BOR,Audi,11.0,MEDIUM,1,1,False,98.755,3838.734,6.826,1
Australia,2,BOR,Audi,11.0,MEDIUM,1,2,False,87.538,3926.272,8.592,1
Australia,3,BOR,Audi,10.0,MEDIUM,1,3,False,86.324,4012.596,9.023,1
Australia,4,BOR,Audi,10.0,MEDIUM,1,4,False,86.032,4098.628,10.502,1
Australia,5,BOR,Audi,10.0,MEDIUM,1,5,False,86.327,4184.955,12.848,1
Australia,6,BOR,Audi,12.0,MEDIUM,1,6,False,87.463,4272.418,15.489,1
Australia,7,BOR,Audi,12.0,MEDIUM,1,7,False,85.785,4358.203,17.24,1
Australia,8,BOR,Audi,12.0,MEDIUM,1,8,False,85.47,4443.673,17.147,1
Australia,9,BOR,Audi,12.0,MEDIUM,1,9,False,85.224,4528.897,16.769,1
Australia,10,BOR,Audi,12.0,MEDIUM,1,10,False,85.561,4614.458,18.353,1
Australia,11,BOR,Audi,8.0,MEDIUM,1,11,False,91.862,4706.32,26.417,16
Australia,12,BOR,Audi,8.0,MEDIUM,1,12,False,114.364,4820.684,26.773,6
Australia,13,BOR,Audi,8.0,MEDIUM,1,13,False,114.445,4935.129,26.04,671
Australia,14,BOR,Audi,8.0,MEDIUM,1,14,False,85.958,5021.087,21.509,1
Australia,15,BOR,Audi,8.0,MEDIUM,1,15,False,84.819,5105.906,22.563,1
Australia,16,BOR,Audi,8.0,MEDIUM,1,16,False,84.98,5190.886,24.032,1
Australia,17,BOR,Audi,8.0,MEDIUM,1,17,False,85.061,5275.947,24.737,1
Australia,18,BOR,Audi,9.0,MEDIUM,1,18,True,110.359,5386.306,45.494,126
Australia,19,BOR,Audi,11.0,HARD,2,1,True,115.679,5501.985,47.52,671
Australia,20,BOR,Audi,9.0,HARD,2,2,False,85.201,5587.186,39.538,1
Australia,21,BOR,Audi,9.0,HARD,2,3,False,85.044,5672.23,41.26,1
Australia,22,BOR,Audi,9.0,HARD,2,4,False,84.428,5756.658,42.272,1
Australia,23,BOR,Audi,9.0,HARD,2,5,False,84.335,5840.993,43.131,1
Australia,24,BOR,Audi,9.0,HARD,2,6,False,84.327,5925.32,43.798,1
Australia,25,BOR,Audi,9.0,HARD,2,7,False,84.37,6009.69,42.143,1
Australia,26,BOR,Audi,9.0,HARD,2,8,False,84.533,6094.223,42.591,1
Australia,27,BOR,Audi,9.0,HARD,2,9,False,84.535,6178.758,43.366,1
Australia,28,BOR,Audi,9.0,HARD,2,10,False,84.44,6263.198,43.499,1
Australia,29,BOR,Audi,9.0,HARD,2,11,False,84.694,6347.892,44.707,1
Australia,30,BOR,Audi,9.0,HARD,2,12,False,84.364,6432.256,45.799,1
Australia,31,BOR,Audi,9.0,HARD,2,13,False,84.153,6516.409,46.805,1
Australia,32,BOR,Audi,9.0,HARD,2,14,False,83.978,6600.387,47.243,1
Australia,33,BOR,Audi,11.0,HARD,2,15,True,104.235,6704.622,67.64,16
Australia,34,BOR,Audi,11.0,HARD,3,1,True,93.286,6797.908,63.334,671
Australia,35,BOR,Audi,11.0,HARD,3,2,False,83.954,6881.862,64.271,1
Australia,36,BOR,Audi,11.0,HARD,3,3,False,83.655,6965.517,65.197,1
Australia,37,BOR,Audi,11.0,HARD,3,4,False,83.732,7049.249,66.09,1
Australia,38,BOR,Audi,11.0,HARD,3,5,False,85.119,7134.368,68.346,1
Australia,39,BOR,Audi,10.0,HARD,3,6,False,84.83,7219.198,70.438,1
Australia,40,BOR,Audi,9.0,HARD,3,7,False,84.696,7303.894,72.219,1
Australia,41,BOR,Audi,9.0,HARD,3,8,False,84.47,7388.364,73.616,1
Australia,42,BOR,Audi,9.0,HARD,3,9,False,83.803,7472.167,74.365,1
Australia,43,BOR,Audi,9.0,HARD,3,10,False,83.643,7555.81,75.115,1
Australia,44,BOR,Audi,9.0,HARD,3,11,False,83.736,7639.546,75.995,1
Australia,45,BOR,Audi,9.0,HARD,3,12,False,83.257,7722.803,75.775,1
Australia,46,BOR,Audi,9.0,HARD,3,13,False,83.346,7806.149,75.37,1
Australia,47,BOR,Audi,9.0,HARD,3,14,False,83.976,7890.125,76.313,1
Australia,48,BOR,Audi,9.0,HARD,3,15,False,85.008,7975.133,78.287,1
Australia,49,BOR,Audi,9.0,HARD,3,16,False,84.889,8060.022,80.332,1
Australia,50,BOR,Audi,9.0,HARD,3,17,False,84.324,8144.346,81.569,1
Australia,51,BOR,Audi,9.0,HARD,3,18,False,85.635,8229.981,84.442,1
Australia,52,BOR,Audi,9.0,HARD,3,19,False,84.359,8314.34,85.695,1
Australia,53,BOR,Audi,9.0,HARD,3,20,False,86.063,8400.403,88.689,1
Australia,54,BOR,Audi,9.0,HARD,3,21,False,84.548,8484.951,90.137,1
Australia,55,BOR,Audi,9.0,HARD,3,22,False,85.268,8570.219,92.735,1
Australia,56,BOR,Audi,9.0,HARD,3,23,False,84.515,8654.734,94.493,1
Australia,57,BOR,Audi,9.0,HARD,3,24,False,84.821,8739.555,96.126,1
Australia,1,BOT,Cadillac,15.0,HARD,1,1,False,100.85,3840.829,8.921,1
Australia,2,BOT,Cadillac,18.0,HARD,1,2,False,90.152,3930.981,13.301,1
Australia,3,BOT,Cadillac,19.0,HARD,1,3,False,89.219,4020.2,16.627,1
Australia,4,BOT,Cadillac,19.0,HARD,1,4,False,88.057,4108.257,20.131,1
Australia,5,BOT,Cadillac,19.0,HARD,1,5,False,87.738,4195.995,23.888,1
Australia,6,BOT,Cadillac,19.0,HARD,1,6,False,87.804,4283.799,26.87,1
Australia,7,BOT,Cadillac,19.0,HARD,1,7,False,87.457,4371.256,30.293,1
Australia,8,BOT,Cadillac,19.0,HARD,1,8,False,87.364,4458.62,32.094,1
Australia,9,BOT,Cadillac,18.0,HARD,1,9,False,87.679,4546.299,34.171,1
Australia,10,BOT,Cadillac,18.0,HARD,1,10,False,87.661,4633.96,37.855,1
Australia,11,BOT,Cadillac,15.0,HARD,1,11,False,99.058,4733.018,53.115,16
Australia,12,BOT,Cadillac,19.0,HARD,1,12,True,192.042,4925.068,131.157,67
Australia,13,BOT,Cadillac,18.0,HARD,2,13,True,104.111,5029.179,120.09,71
Australia,14,BOT,Cadillac,18.0,HARD,2,14,False,91.389,5120.568,120.99,1
Australia,15,BOT,Cadillac,18.0,HARD,2,15,False,91.33,5211.898,128.555,1
Australia,16,BOT,Cadillac,,HARD,2,16,False,,5361.898,195.044,126
Australia,1,COL,Alpine,17.0,HARD,1,1,False,101.613,3841.592,9.684,1
Australia,2,COL,Alpine,16.0,HARD,1,2,False,88.166,3929.758,12.078,1
Australia,3,COL,Alpine,16.0,HARD,1,3,False,86.935,4016.693,13.12,1
Australia,4,COL,Alpine,16.0,HARD,1,4,False,86.812,4103.505,15.379,1
Australia,5,COL,Alpine,16.0,HARD,1,5,False,87.512,4191.017,18.91,1
Australia,6,COL,Alpine,15.0,HARD,1,6,False,87.513,4278.53,21.601,1
Australia,7,COL,Alpine,15.0,HARD,1,7,False,86.068,4364.598,23.635,1
Australia,8,COL,Alpine,15.0,HARD,1,8,False,85.818,4450.416,23.89,1
Australia,9,COL,Alpine,20.0,HARD,1,9,True,109.931,4560.347,48.219,1
Australia,10,COL,Alpine,20.0,HARD,2,10,True,92.762,4653.109,57.004,1
Australia,11,COL,Alpine,18.0,HARD,2,11,False,105.807,4758.916,79.013,16
Australia,12,COL,Alpine,17.0,HARD,2,12,False,123.67,4882.586,88.675,6
Australia,13,COL,Alpine,16.0,HARD,2,13,False,93.872,4976.458,67.369,671
Australia,14,COL,Alpine,16.0,HARD,2,14,False,86.663,5063.121,63.543,1
Australia,15,COL,Alpine,16.0,HARD,2,15,False,85.6,5148.721,65.378,1
Australia,16,COL,Alpine,16.0,HARD,2,16,False,85.911,5234.632,67.778,1
Australia,17,COL,Alpine,16.0,HARD,2,17,False,85.708,5320.34,69.13,12
Australia,18,COL,Alpine,15.0,HARD,2,18,False,112.961,5433.301,92.489,26
Australia,19,COL,Alpine,15.0,HARD,2,19,False,101.676,5534.977,80.512,671
Australia,20,COL,Alpine,15.0,HARD,2,20,False,85.331,5620.308,72.66,1
Australia,21,COL,Alpine,15.0,HARD,2,21,False,84.932,5705.24,74.27,1
Australia,22,COL,Alpine,15.0,HARD,2,22,False,85.011,5790.251,75.865,1
Australia,23,COL,Alpine,15.0,HARD,2,23,False,85.136,5875.387,77.525,1
Australia,24,COL,Alpine,15.0,HARD,2,24,False,85.449,5960.836,79.314,1
Australia,25,COL,Alpine,15.0,HARD,2,25,False,85.225,6046.061,78.514,1
Australia,26,COL,Alpine,15.0,HARD,2,26,False,85.174,6131.235,79.603,1
Australia,27,COL,Alpine,15.0,HARD,2,27,False,85.626,6216.861,81.469,1
Australia,28,COL,Alpine,15.0,HARD,2,28,False,86.172,6303.033,83.334,1
Australia,29,COL,Alpine,15.0,HARD,2,29,False,86.483,6389.516,86.331,1
Australia,30,COL,Alpine,15.0,HARD,2,30,False,85.566,6475.082,88.625,1
Australia,31,COL,Alpine,15.0,HARD,2,31,False,87.26,6562.342,92.738,1
Australia,32,COL,Alpine,15.0,HARD,2,32,False,85.707,6648.049,94.905,1
Australia,33,COL,Alpine,15.0,HARD,2,33,False,100.541,6748.59,111.608,167
Australia,34,COL,Alpine,13.0,HARD,2,34,False,86.067,6834.657,100.083,1
Australia,35,COL,Alpine,13.0,HARD,2,35,False,85.633,6920.29,102.699,1
Australia,36,COL,Alpine,13.0,HARD,2,36,False,87.434,7007.724,107.404,1
Australia,37,COL,Alpine,14.0,HARD,2,37,False,87.047,7094.771,111.612,1
Australia,38,COL,Alpine,14.0,HARD,2,38,False,87.012,7181.783,115.761,1
Australia,39,COL,Alpine,14.0,HARD,2,39,False,86.964,7268.747,119.987,1
Australia,40,COL,Alpine,14.0,HARD,2,40,False,86.665,7355.412,123.737,1
