gara,drv,k,freeze_L,residuo,dpace_prepit,cambio_davanti
Cina,RUS,1,48,1.8599,-1.3956,0
Cina,RUS,1,49,1.4724,-1.3736,0
Cina,RUS,1,5,4.5009,-1.6677,0
Cina,RUS,1,50,1.2900,-1.3209,0
Cina,RUS,1,51,1.3606,-1.3101,0
Cina,RUS,1,52,2.1811,-1.2687,0
Cina,RUS,1,53,2.1770,-1.2839,0
Cina,RUS,1,54,1.1119,-1.2991,0
Cina,RUS,3,16,-0.6220,-0.1695,0
Cina,RUS,3,17,2.2699,-0.7895,0
Cina,RUS,3,18,5.4997,-1.4210,0
Cina,RUS,3,19,6.7993,-1.8008,0
Cina,RUS,3,20,7.8316,-2.1217,1
Cina,RUS,3,21,9.0419,-2.1026,1
Cina,RUS,3,22,9.1451,-2.0221,0
Cina,RUS,3,23,10.3237,-2.0477,0
Cina,RUS,3,24,9.8183,-1.9461,1
Cina,RUS,3,25,7.8656,-1.8641,1
Cina,RUS,3,26,7.0689,-1.6140,1
Cina,RUS,3,27,5.0649,-1.4924,1
Cina,RUS,3,28,3.4377,-1.3351,1
Cina,RUS,3,29,4.0199,-1.4943,0
Cina,RUS,3,3,3.5210,-2.1164,1
Cina,RUS,3,30,4.0670,-1.7291,0
Cina,RUS,3,31,4.0769,-1.7061,0
Cina,RUS,3,32,4.0687,-1.6800,0
Cina,RUS,3,33,3.8333,-1.6741,0
Cina,RUS,3,34,3.8509,-1.7346,0
Cina,RUS,3,35,2.8616,-1.8522,0
Cina,RUS,3,36,2.9079,-1.6263,0
Cina,RUS,3,37,3.0321,-1.5289,0
Cina,RUS,3,38,4.1784,-1.4314,0
Cina,RUS,3,39,4.3757,-1.4418,0
Cina,RUS,3,40,4.3320,-1.4521,0
Cina,RUS,3,41,4.3783,-1.4569,0
Cina,RUS,3,42,4.1140,-1.4521,0
Cina,RUS,3,43,4.0877,-1.3734,0
Cina,RUS,3,44,4.5904,-1.3637,0
Cina,RUS,3,45,4.7691,-1.3602,0
Cina,RUS,3,46,4.0289,-1.4011,0
Cina,RUS,3,47,3.8433,-1.3984,0
Cina,RUS,3,48,3.2467,-1.3956,0
Cina,RUS,3,49,2.9709,-1.3736,0
Cina,RUS,3,50,3.6500,-1.3209,0
Cina,RUS,3,51,3.6351,-1.3101,0
Cina,RUS,3,52,3.3093,-1.2687,0
Cina,RUS,5,16,-0.3850,-0.1695,0
Cina,RUS,5,17,3.7293,-0.7895,0
Cina,RUS,5,18,8.8346,-1.4210,1
Cina,RUS,5,19,12.3394,-1.8008,1
Cina,RUS,5,20,13.2159,-2.1217,0
Cina,RUS,5,21,14.0393,-2.1026,0
Cina,RUS,5,22,13.8317,-2.0221,0
Cina,RUS,5,23,13.3816,-2.0477,1
Cina,RUS,5,24,12.3274,-1.9461,1
Cina,RUS,5,25,10.3999,-1.8641,1
Cina,RUS,5,26,9.1183,-1.6140,1
Cina,RUS,5,27,6.7943,-1.4924,1
Cina,RUS,5,28,4.7256,-1.3351,1
Cina,RUS,5,29,5.6793,-1.4943,0
Cina,RUS,5,30,6.1050,-1.7291,0
Cina,RUS,5,31,5.5113,-1.7061,0
Cina,RUS,5,32,5.1456,-1.6800,0
Cina,RUS,5,33,5.0464,-1.6741,0
Cina,RUS,5,34,5.3413,-1.7346,0
Cina,RUS,5,35,4.3339,-1.8522,0
Cina,RUS,5,36,5.5673,-1.6263,0
Cina,RUS,5,37,5.7017,-1.5289,0
Cina,RUS,5,38,5.7361,-1.4314,0
Cina,RUS,5,39,5.9916,-1.4418,0
Cina,RUS,5,40,6.8380,-1.4521,0
Cina,RUS,5,41,6.8804,-1.4569,0
Cina,RUS,5,42,6.2990,-1.4521,0
Cina,RUS,5,43,6.4496,-1.3734,0
Cina,RUS,5,44,6.5131,-1.3637,0
Cina,RUS,5,45,6.3457,-1.3602,0
Cina,RUS,5,46,5.4643,-1.4011,0
Cina,RUS,5,47,5.4144,-1.3984,0
Cina,RUS,5,48,5.7036,-1.3956,0
Cina,RUS,5,49,5.3833,-1.3736,0
Cina,RUS,5,50,4.9570,-1.3209,0
Cina,SAI,1,16,3.2049,0.4021,0
Cina,SAI,1,17,3.6583,0.2716,0
Cina,SAI,1,18,4.5504,0.1296,0
Cina,SAI,1,19,4.2779,0.2000,1
Cina,SAI,1,20,5.1133,0.3267,1
Cina,SAI,1,21,5.0473,0.3621,1
Cina,SAI,1,22,3.6333,0.4589,0
Cina,SAI,1,23,3.2710,0.4388,1
Cina,SAI,1,24,3.0311,0.5298,1
Cina,SAI,1,25,4.0044,0.4624,1
Cina,SAI,1,26,3.8853,0.5631,1
Cina,SAI,1,27,3.0744,0.5361,1
Cina,SAI,1,28,2.9307,0.5255,0
Cina,SAI,1,29,2.5574,0.5342,1
Cina,SAI,1,3,2.5369,0.4480,0
Cina,SAI,1,30,2.4067,0.4481,1
Cina,SAI,1,31,2.4864,0.4459,0
Cina,SAI,1,32,2.9881,0.4469,1
Cina,SAI,1,33,3.1403,0.5669,1
Cina,SAI,1,34,3.0634,0.6204,0
Cina,SAI,1,35,2.8516,0.4316,1
Cina,SAI,1,36,2.5827,0.7486,0
Cina,SAI,1,37,2.6684,0.8592,0
Cina,SAI,1,38,2.5121,0.9699,0
Cina,SAI,1,39,2.3320,0.9801,0
Cina,SAI,1,4,5.0013,0.6307,1
Cina,SAI,1,40,2.2299,0.9904,0
Cina,SAI,1,41,2.0439,1.0122,0
Cina,SAI,1,42,1.9919,1.0384,0
Cina,SAI,1,43,1.7784,1.1219,0
Cina,SAI,1,44,1.5100,1.1361,0
Cina,SAI,1,45,1.6404,1.1834,0
Cina,SAI,1,46,1.5339,1.1861,0
Cina,SAI,1,47,1.2206,1.1799,0
Cina,SAI,1,48,2.2223,1.1737,0
Cina,SAI,1,49,2.1514,1.1864,0
Cina,SAI,1,50,1.5156,1.2299,0
Cina,SAI,1,51,3.6190,1.1971,0
Cina,SAI,1,52,3.4464,1.1951,0
Cina,SAI,1,53,1.5736,1.1828,0
Cina,SAI,3,16,7.2397,0.4021,0
Cina,SAI,3,17,8.0816,0.2716,1
Cina,SAI,3,18,9.9739,0.1296,1
Cina,SAI,3,19,9.3607,0.2000,1
Cina,SAI,3,20,8.9026,0.3267,1
Cina,SAI,3,21,8.4666,0.3621,0
Cina,SAI,3,22,6.6636,0.4589,1
Cina,SAI,3,23,7.2400,0.4388,0
Cina,SAI,3,24,6.9803,0.5298,0
Cina,SAI,3,25,7.0789,0.4624,1
Cina,SAI,3,26,6.7136,0.5631,1
Cina,SAI,3,27,5.6319,0.5361,0
Cina,SAI,3,28,5.3374,0.5255,1
Cina,SAI,3,29,4.9469,0.5342,1
Cina,SAI,3,30,5.2394,0.4481,0
Cina,SAI,3,31,5.6069,0.4459,1
Cina,SAI,3,32,6.1673,0.4469,1
Cina,SAI,3,33,6.0696,0.5669,0
Cina,SAI,3,34,5.6859,0.6204,0
Cina,SAI,3,35,5.5591,0.4316,1
Cina,SAI,3,36,5.1334,0.7486,0
Cina,SAI,3,37,5.0359,0.8592,0
Cina,SAI,3,38,4.7743,0.9699,0
Cina,SAI,3,39,4.4400,0.9801,0
Cina,SAI,3,40,4.3177,0.9904,0
Cina,SAI,3,41,3.9047,1.0122,0
Cina,SAI,3,42,3.5707,1.0384,0
Cina,SAI,3,43,3.5479,1.1219,0
Cina,SAI,3,44,3.2330,1.1361,0
Cina,SAI,3,45,2.9619,1.1834,0
Cina,SAI,3,46,3.7687,1.1861,0
Cina,SAI,3,47,3.4081,1.1799,0
Cina,SAI,3,48,3.7976,1.1737,0
Cina,SAI,3,49,5.8029,1.1864,0
Cina,SAI,3,50,4.9671,1.2299,0
Cina,SAI,3,51,5.2090,1.1971,0
Cina,SAI,5,16,12.1476,0.4021,1
Cina,SAI,5,17,13.3099,0.2716,1
Cina,SAI,5,18,14.0733,0.1296,1
Cina,SAI,5,19,12.8156,0.2000,1
Cina,SAI,5,20,12.0889,0.3267,1
Cina,SAI,5,21,12.5839,0.3621,1
Cina,SAI,5,22,10.5483,0.4589,0
Cina,SAI,5,23,10.2790,0.4388,1
Cina,SAI,5,24,9.8724,0.5298,0
Cina,SAI,5,25,9.6363,0.4624,1
Cina,SAI,5,26,9.0179,0.5631,1
Cina,SAI,5,27,8.0213,0.5361,0
Cina,SAI,5,28,8.1701,0.5255,0
Cina,SAI,5,29,7.9703,0.5342,1
Cina,SAI,5,30,8.2631,0.4481,0
Cina,SAI,5,31,8.5163,0.4459,0
Cina,SAI,5,32,8.9054,0.4469,1
Cina,SAI,5,33,8.8549,0.5669,0
Cina,SAI,5,34,8.2763,0.6204,0
Cina,SAI,5,35,7.9657,0.4316,1
Cina,SAI,5,36,7.4341,0.7486,0
Cina,SAI,5,37,7.1793,0.8592,0
Cina,SAI,5,38,6.8944,0.9699,0
Cina,SAI,5,39,6.3650,0.9801,0
Cina,SAI,5,40,5.9926,0.9904,0
Cina,SAI,5,41,5.7566,1.0122,0
Cina,SAI,5,42,5.3626,1.0384,0
Cina,SAI,5,43,4.9983,1.1219,0
Cina,SAI,5,44,5.6570,1.1361,0
Cina,SAI,5,45,5.2503,1.1834,0
Cina,SAI,5,46,5.3566,1.1861,0
Cina,SAI,5,47,7.0957,1.1799,0
Cina,SAI,5,48,7.3089,1.1737,0
Cina,SAI,5,49,7.4253,1.1864,0
Cina,STR,1,3,4.1569,1.5566,0
Cina,STR,1,4,4.0431,2.1453,1
Cina,STR,1,5,4.1167,2.1089,1
Cina,STR,1,6,4.3413,2.2593,0
Cina,STR,1,7,4.0961,2.1721,0
Cina,STR,3,3,7.3947,1.5566,1
Cina,STR,3,4,8.2533,2.1453,1
Cina,STR,3,5,8.3634,2.1089,1
Cina,STR,5,3,10.7626,1.5566,1
Cina,VER,1,16,1.7441,-0.0115,1
Cina,VER,1,17,2.7170,0.0000,1
Cina,VER,1,18,4.0529,0.0000,1
Cina,VER,1,19,3.7244,0.0026,1
Cina,VER,1,20,3.4019,0.0000,1
Cina,VER,1,21,2.6114,0.0000,1
Cina,VER,1,22,2.4059,0.0000,0
Cina,VER,1,23,2.4436,-0.1320,0
Cina,VER,1,24,2.1513,-0.1368,0
Cina,VER,1,25,2.2041,-0.3329,0
Cina,VER,1,26,2.4690,-0.3610,0
Cina,VER,1,27,2.5504,-0.4249,0
Cina,VER,1,28,2.8239,-0.4531,0
Cina,VER,1,29,2.7154,-0.4768,0
Cina,VER,1,3,2.4969,0.0000,0
Cina,VER,1,30,2.9340,-0.5761,0
Cina,VER,1,31,2.8143,-0.5481,0
Cina,VER,1,32,2.4470,-0.4996,0
Cina,VER,1,33,2.5733,-0.4171,0
Cina,VER,1,34,2.3750,-0.3839,0
Cina,VER,1,35,2.0291,-0.5796,0
Cina,VER,1,36,1.8690,-0.2756,0
Cina,VER,1,37,1.7823,-0.1832,0
Cina,VER,1,38,1.9916,-0.0909,0
Cina,VER,1,39,2.3647,-0.0957,0
Cina,VER,1,4,4.2267,0.0000,0
Cina,VER,1,40,2.4786,-0.0864,0
Cina,VER,3,16,5.4373,-0.0115,1
Cina,VER,3,17,6.3480,0.0000,1
Cina,VER,3,18,7.4547,0.0000,1
Cina,VER,3,19,6.3359,0.0026,1
Cina,VER,3,20,5.8077,0.0000,1
Cina,VER,3,21,4.7859,0.0000,1
Cina,VER,3,22,4.1417,0.0000,0
Cina,VER,3,23,4.1631,-0.1320,0
Cina,VER,3,24,4.0666,-0.1368,0
Cina,VER,3,25,4.4233,-0.3329,0
Cina,VER,3,26,5.1840,-0.3610,0
Cina,VER,3,27,5.1659,-0.4249,0
Cina,VER,3,28,5.6667,-0.4531,0
Cina,VER,3,29,5.4669,-0.4768,0
Cina,VER,3,30,5.3810,-0.5761,0
Cina,VER,3,31,5.3876,-0.5481,0
Cina,VER,3,32,4.8220,-0.4996,0
Cina,VER,3,33,4.6256,-0.4171,0
Cina,VER,3,34,4.2440,-0.3839,0
Cina,VER,3,35,3.7883,-0.5796,0
Cina,VER,3,36,3.8260,-0.2756,0
Cina,VER,3,37,4.1156,-0.1832,0
Cina,VER,3,38,4.4701,-0.0909,0
Cina,VER,5,16,8.4794,-0.0115,1
Cina,VER,5,17,8.8660,0.0000,1
Cina,VER,5,18,9.8606,0.0000,1
Cina,VER,5,19,8.5103,0.0026,1
Cina,VER,5,20,7.5436,0.0000,1
Cina,VER,5,21,6.2363,0.0000,1
Cina,VER,5,22,5.6416,0.0000,0
Cina,VER,5,23,5.8977,-0.1320,0
Cina,VER,5,24,6.2279,-0.1368,0
Cina,VER,5,25,6.7074,-0.3329,0
Cina,VER,5,26,7.9180,-0.3610,0
Cina,VER,5,27,7.8173,-0.4249,0
Cina,VER,5,28,8.0226,-0.4531,0
Cina,VER,5,29,7.9773,-0.4768,0
Cina,VER,5,30,7.7560,-0.5761,0
Cina,VER,5,31,7.4399,-0.5481,0
Cina,VER,5,32,6.6910,-0.4996,0
Cina,VER,5,33,6.4079,-0.4171,0
Cina,VER,5,34,6.2010,-0.3839,0
Cina,VER,5,35,6.0984,-0.5796,0
Cina,VER,5,36,6.2700,-0.2756,0
Giappone,ALB,1,10,4.6767,0.7330,0
Giappone,ALB,1,11,4.4613,0.6556,0
Giappone,ALB,1,12,4.5335,0.5719,0
Giappone,ALB,1,13,4.7643,0.5216,1
Giappone,ALB,1,14,4.4815,0.4735,1
Giappone,ALB,1,15,4.2977,0.4660,0
Giappone,ALB,1,16,4.3633,0.4468,0
Giappone,ALB,1,17,4.2127,0.4278,0
Giappone,ALB,1,3,2.7976,0.2600,1
Giappone,ALB,1,30,0.8524,0.7534,0
Giappone,ALB,1,31,1.6108,0.6519,0
Giappone,ALB,1,32,1.7268,0.5504,0
Giappone,ALB,1,33,1.2104,0.6485,0
Giappone,ALB,1,34,1.0176,0.7688,0
Giappone,ALB,1,35,1.3600,0.5578,0
Giappone,ALB,1,36,1.3934,0.5654,0
Giappone,ALB,1,37,1.0419,0.5570,0
Giappone,ALB,1,38,1.0015,0.5486,0
Giappone,ALB,1,39,0.9743,0.6369,0
Giappone,ALB,1,4,3.8512,0.6285,0
Giappone,ALB,1,40,1.7412,0.7252,0
Giappone,ALB,1,5,5.1428,0.4928,0
Giappone,ALB,1,6,5.1614,0.4484,0
Giappone,ALB,1,7,4.9398,0.4062,0
Giappone,ALB,1,8,4.8908,0.6923,0
Giappone,ALB,1,9,4.8965,0.6556,0
Giappone,ALB,3,10,9.1465,0.7330,0
Giappone,ALB,3,11,9.2257,0.6556,1
Giappone,ALB,3,12,9.0151,0.5719,1
Giappone,ALB,3,13,9.0937,0.5216,1
Giappone,ALB,3,14,8.9081,0.4735,1
Giappone,ALB,3,15,8.5204,0.4660,0
Giappone,ALB,3,3,5.5752,0.2600,1
Giappone,ALB,3,30,1.4408,0.7534,0
Giappone,ALB,3,31,2.3506,0.6519,0
Giappone,ALB,3,32,2.4335,0.5504,0
Giappone,ALB,3,33,2.2178,0.6485,0
Giappone,ALB,3,34,2.2401,0.7688,0
Giappone,ALB,3,35,2.2399,0.5578,0
Giappone,ALB,3,36,2.2417,0.5654,0
Giappone,ALB,3,37,1.9039,0.5570,0
Giappone,ALB,3,38,2.6711,0.5486,0
Giappone,ALB,3,4,8.5814,0.6285,0
Giappone,ALB,3,5,10.0826,0.4928,0
Giappone,ALB,3,6,9.7878,0.4484,0
Giappone,ALB,3,7,9.4936,0.4062,0
Giappone,ALB,3,8,9.4205,0.6923,0
Giappone,ALB,3,9,9.2843,0.6556,0
Giappone,ALB,5,10,13.5642,0.7330,1
Giappone,ALB,5,11,13.5550,0.6556,1
Giappone,ALB,5,12,13.4416,0.5719,1
Giappone,ALB,5,13,13.3480,0.5216,1
Giappone,ALB,5,3,8.1498,0.2600,1
Giappone,ALB,5,30,1.0092,0.7534,0
Giappone,ALB,5,31,2.8874,0.6519,0
Giappone,ALB,5,32,3.2165,0.5504,0
Giappone,ALB,5,33,2.7451,0.6485,0
Giappone,ALB,5,34,2.6941,0.7688,0
Giappone,ALB,5,35,2.9399,0.5578,0
Giappone,ALB,5,36,3.7581,0.5654,0
Giappone,ALB,5,4,12.7766,0.6285,0
Giappone,ALB,5,5,14.6364,0.4928,0
Giappone,ALB,5,6,14.0531,0.4484,0
Giappone,ALB,5,7,13.5754,0.4062,0
Giappone,ALB,5,8,13.7433,0.6923,0
Giappone,ALB,5,9,13.9751,0.6556,1
Giappone,ALO,1,10,4.4150,1.8714,0
Giappone,ALO,1,11,5.3172,1.7452,0
Giappone,ALO,1,12,5.2009,1.7052,0
Giappone,ALO,1,13,5.1477,1.7144,0
Giappone,ALO,1,14,5.5827,1.6954,0
Giappone,ALO,1,15,5.1708,1.7170,0
Giappone,ALO,1,16,4.9404,1.6758,0
Giappone,ALO,1,3,5.7538,1.3284,0
Giappone,ALO,1,30,3.8210,1.4176,0
Giappone,ALO,1,31,3.2742,1.8642,0
Giappone,ALO,1,32,2.4784,2.3108,0
Giappone,ALO,1,33,2.4544,2.4535,0
Giappone,ALO,1,34,2.5134,2.6184,0
Giappone,ALO,1,35,2.2118,2.4529,0
Giappone,ALO,1,36,1.6612,2.5060,0
Giappone,ALO,1,37,1.3328,2.5331,0
Giappone,ALO,1,38,1.1954,2.5602,0
Giappone,ALO,1,39,0.9169,2.6576,0
Giappone,ALO,1,4,5.8476,1.3832,0
Giappone,ALO,1,40,0.7935,2.7550,0
Giappone,ALO,1,41,1.3610,2.7231,0
Giappone,ALO,1,42,1.2334,2.6912,0
Giappone,ALO,1,43,0.5150,2.6892,0
Giappone,ALO,1,44,1.3914,2.6273,1
Giappone,ALO,1,45,1.0374,2.5357,0
Giappone,ALO,1,46,0.1834,2.5424,0
Giappone,ALO,1,47,1.1764,2.4779,0
Giappone,ALO,1,48,3.3444,2.4842,0
Giappone,ALO,1,49,2.9250,2.4835,0
Giappone,ALO,1,5,5.8704,1.6024,0
Giappone,ALO,1,50,2.7125,2.4992,0
Giappone,ALO,1,6,6.0398,1.5854,1
Giappone,ALO,1,7,5.6762,1.5706,1
Giappone,ALO,1,8,5.0970,1.8237,0
Giappone,ALO,1,9,4.8442,1.7452,0
Giappone,ALO,3,10,9.5419,1.8714,0
Giappone,ALO,3,11,10.6713,1.7452,0
Giappone,ALO,3,12,10.9609,1.7052,0
Giappone,ALO,3,13,10.4664,1.7144,0
Giappone,ALO,3,14,10.6005,1.6954,0
Giappone,ALO,3,3,10.9234,1.3284,0
Giappone,ALO,3,30,7.0690,1.4176,0
Giappone,ALO,3,31,6.1894,1.8642,0
Giappone,ALO,3,32,5.1438,2.3108,0
Giappone,ALO,3,33,4.7478,2.4535,0
Giappone,ALO,3,34,4.1857,2.6184,0
Giappone,ALO,3,35,3.5445,2.4529,0
Giappone,ALO,3,36,2.8453,2.5060,0
Giappone,ALO,3,37,2.2265,2.5331,0
Giappone,ALO,3,38,1.9537,2.5602,0
Giappone,ALO,3,39,2.2019,2.6576,0
Giappone,ALO,3,4,11.9962,1.3832,1
Giappone,ALO,3,40,1.9101,2.7550,0
Giappone,ALO,3,41,1.8759,2.7231,0
Giappone,ALO,3,42,2.6248,2.6912,1
Giappone,ALO,3,43,1.3919,2.6892,0
Giappone,ALO,3,44,1.5748,2.6273,0
Giappone,ALO,3,45,2.2137,2.5357,0
Giappone,ALO,3,46,3.5278,2.5424,0
Giappone,ALO,3,47,4.2617,2.4779,0
Giappone,ALO,3,48,6.1738,2.4842,0
Giappone,ALO,3,5,11.6818,1.6024,1
Giappone,ALO,3,6,11.3815,1.5854,1
Giappone,ALO,3,7,10.5203,1.5706,1
Giappone,ALO,3,8,9.5119,1.8237,0
Giappone,ALO,3,9,10.1613,1.7452,0
Giappone,ALO,5,10,15.2279,1.8714,0
Giappone,ALO,5,11,16.1965,1.7452,0
Giappone,ALO,5,12,16.1558,1.7052,0
Giappone,ALO,5,3,16.0340,1.3284,1
Giappone,ALO,5,30,10.5039,1.4176,0
Giappone,ALO,5,31,8.9436,1.8642,0
Giappone,ALO,5,32,6.9682,2.3108,0
Giappone,ALO,5,33,6.1621,2.4535,0
Giappone,ALO,5,34,5.3811,2.6184,0
Giappone,ALO,5,35,4.4383,2.4529,0
Giappone,ALO,5,36,3.5925,2.5060,0
Giappone,ALO,5,37,3.4883,2.5331,0
Giappone,ALO,5,38,3.0351,2.5602,0
Giappone,ALO,5,39,2.6408,2.6576,0
Giappone,ALO,5,4,17.4468,1.3832,1
Giappone,ALO,5,40,3.1846,2.7550,1
Giappone,ALO,5,41,2.7529,2.7231,0
Giappone,ALO,5,42,2.8082,2.6912,0
Giappone,ALO,5,43,2.4079,2.6892,0
Giappone,ALO,5,44,4.9192,2.6273,0
Giappone,ALO,5,45,5.2991,2.5357,0
Giappone,ALO,5,46,6.3572,2.5424,0
Giappone,ALO,5,5,16.6611,1.6024,1
Giappone,ALO,5,6,16.0413,1.5854,1
Giappone,ALO,5,7,15.8375,1.5706,1
Giappone,ALO,5,8,14.6389,1.8237,0
Giappone,ALO,5,9,15.5155,1.7452,0
Giappone,ANT,1,10,4.8780,-1.3474,1
Giappone,ANT,1,11,4.6601,-1.3600,0
Giappone,ANT,1,12,4.8385,-1.4514,0
Giappone,ANT,1,13,5.2159,-1.4940,1
Giappone,ANT,1,14,6.0063,-1.5498,0
Giappone,ANT,1,15,5.5507,-1.5650,0
Giappone,ANT,1,16,3.1031,-1.5922,1
Giappone,ANT,1,17,3.1387,-1.6082,0
Giappone,ANT,1,3,3.9346,-1.6680,0
Giappone,ANT,1,30,2.2222,-2.6830,0
Giappone,ANT,1,31,1.9590,-2.4267,0
Giappone,ANT,1,32,2.0042,-2.1746,0
Giappone,ANT,1,33,2.0588,-2.1407,0
Giappone,ANT,1,34,2.2244,-2.0846,0
Giappone,ANT,1,35,2.2702,-2.2398,0
Giappone,ANT,1,36,2.2659,-2.1764,0
Giappone,ANT,1,37,1.9353,-2.1077,0
Giappone,ANT,1,38,1.8957,-2.0390,0
Giappone,ANT,1,39,1.9329,-1.9489,0
Giappone,ANT,1,4,4.1670,-1.6120,0
Giappone,ANT,1,40,1.7337,-1.8266,0
Giappone,ANT,1,41,1.4980,-1.8104,0
Giappone,ANT,1,42,1.2042,-1.7942,0
Giappone,ANT,1,43,1.5217,-1.8437,0
Giappone,ANT,1,44,1.6372,-1.8581,0
Giappone,ANT,1,45,2.0250,-1.8966,0
Giappone,ANT,1,46,2.8878,-1.9388,0
Giappone,ANT,1,47,2.0647,-1.9303,0
Giappone,ANT,1,48,1.7837,-1.9530,0
Giappone,ANT,1,49,2.2369,-1.9810,0
Giappone,ANT,1,5,4.7396,-1.4352,0
Giappone,ANT,1,50,1.8061,-1.9926,0
Giappone,ANT,1,51,2.9623,-1.9717,0
Giappone,ANT,1,6,5.1634,-1.5774,0
Giappone,ANT,1,7,5.8042,-1.7174,0
Giappone,ANT,1,8,5.8784,-1.4865,0
Giappone,ANT,1,9,5.2834,-1.4100,1
Giappone,ANT,3,10,9.8189,-1.3474,1
Giappone,ANT,3,11,9.9873,-1.3600,1
Giappone,ANT,3,12,11.0131,-1.4514,0
Giappone,ANT,3,13,10.6438,-1.4940,1
Giappone,ANT,3,14,9.2526,-1.5498,1
Giappone,ANT,3,15,8.6894,-1.5650,0
Giappone,ANT,3,3,7.1442,-1.6680,0
Giappone,ANT,3,30,4.2264,-2.6830,0
Giappone,ANT,3,31,3.8720,-2.4267,0
Giappone,ANT,3,32,3.9454,-2.1746,0
Giappone,ANT,3,33,4.2135,-2.1407,0
Giappone,ANT,3,34,4.5427,-2.0846,0
Giappone,ANT,3,35,4.3093,-2.2398,0
Giappone,ANT,3,36,4.3169,-2.1764,0
Giappone,ANT,3,37,3.9137,-2.1077,0
Giappone,ANT,3,38,3.6295,-2.0390,0
Giappone,ANT,3,39,3.5008,-1.9489,0
Giappone,ANT,3,4,8.4110,-1.6120,0
Giappone,ANT,3,40,3.0135,-1.8266,0
Giappone,ANT,3,41,3.0209,-1.8104,0
Giappone,ANT,3,42,2.8414,-1.7942,0
Giappone,ANT,3,43,3.5875,-1.8437,0
Giappone,ANT,3,44,4.5334,-1.8581,0
Giappone,ANT,3,45,4.1380,-1.8966,0
Giappone,ANT,3,46,4.7595,-1.9388,0
Giappone,ANT,3,47,4.3495,-1.9303,0
Giappone,ANT,3,48,3.5974,-1.9530,0
Giappone,ANT,3,49,5.2208,-1.9810,0
Giappone,ANT,3,5,10.1782,-1.4352,0
Giappone,ANT,3,6,10.9918,-1.5774,0
Giappone,ANT,3,7,11.3963,-1.7174,1
Giappone,ANT,3,8,10.9547,-1.4865,1
Giappone,ANT,3,9,10.0128,-1.4100,1
Giappone,ANT,5,10,16.0959,-1.3474,1
Giappone,ANT,5,11,15.5264,-1.3600,1
Giappone,ANT,5,12,14.4276,-1.4514,1
Giappone,ANT,5,13,13.6598,-1.4940,1
Giappone,ANT,5,3,11.0528,-1.6680,0
Giappone,ANT,5,30,6.1676,-2.6830,0
Giappone,ANT,5,31,5.8809,-2.4267,0
Giappone,ANT,5,32,5.9806,-2.1746,0
Giappone,ANT,5,33,6.1373,-2.1407,0
Giappone,ANT,5,34,6.6461,-2.0846,0
Giappone,ANT,5,35,6.3915,-2.2398,0
Giappone,ANT,5,36,6.2058,-2.1764,0
Giappone,ANT,5,37,5.5270,-2.1077,0
Giappone,ANT,5,38,4.9092,-2.0390,0
Giappone,ANT,5,39,5.0938,-1.9489,0
Giappone,ANT,5,4,13.3199,-1.6120,0
Giappone,ANT,5,40,4.7262,-1.8266,0
Giappone,ANT,5,41,5.0879,-1.8104,0
Giappone,ANT,5,42,5.7376,-1.7942,0
Giappone,ANT,5,43,5.7412,-1.8437,0
Giappone,ANT,5,44,6.4136,-1.8581,0
Giappone,ANT,5,45,6.4709,-1.8966,0
Giappone,ANT,5,46,6.6613,-1.9388,0
Giappone,ANT,5,47,7.3812,-1.9303,0
Giappone,ANT,5,5,15.4048,-1.4352,1
Giappone,ANT,5,6,16.0181,-1.5774,1
Giappone,ANT,5,7,16.4345,-1.7174,1
Giappone,ANT,5,8,16.0941,-1.4865,1
Giappone,ANT,5,9,15.4091,-1.4100,1
Giappone,BEA,1,10,6.6476,0.1636,0
Giappone,BEA,1,11,5.4980,0.1878,0
Giappone,BEA,1,3,2.8748,0.4160,0
Giappone,BEA,1,4,4.1372,0.0000,0
Giappone,BEA,1,5,5.7216,-0.0110,1
Giappone,BEA,1,6,5.0168,0.0000,1
Giappone,BEA,1,7,4.0818,0.0132,0
Giappone,BEA,1,8,4.7876,0.1159,0
Giappone,BEA,1,9,6.3903,0.0642,0
Giappone,BEA,3,3,6.5736,0.4160,1
Giappone,BEA,3,4,8.2244,0.0000,1
Giappone,BEA,3,5,9.6942,-0.0110,1
Giappone,BEA,3,6,9.3805,0.0000,1
Giappone,BEA,3,7,10.0234,0.0132,0
Giappone,BEA,3,8,11.4351,0.1159,0
Giappone,BEA,3,9,12.1187,0.0642,0
Giappone,BEA,5,3,8.5234,0.4160,1
Giappone,BEA,5,4,11.6586,0.0000,1
Giappone,BEA,5,5,15.6358,-0.0110,1
Giappone,BEA,5,6,15.6043,0.0000,1
Giappone,BEA,5,7,15.3029,0.0132,0
Giappone,BOR,1,10,5.3727,0.0000,0
Giappone,BOR,1,11,5.8181,0.0000,0
Giappone,BOR,1,12,5.9265,-0.0043,0
Giappone,BOR,1,13,5.0100,0.0406,0
Giappone,BOR,1,14,5.3155,0.0000,0
Giappone,BOR,1,15,5.4886,0.0000,1
Giappone,BOR,1,16,4.7318,0.0000,1
Giappone,BOR,1,17,4.5421,0.0426,0
Giappone,BOR,1,3,1.5526,1.7200,0
Giappone,BOR,1,30,-0.2208,0.5620,0
Giappone,BOR,1,31,0.5216,0.3005,0
Giappone,BOR,1,32,1.6530,0.0390,0
Giappone,BOR,1,33,2.8164,0.0000,0
