gara,drv,k,freeze_L,residuo,dpace_prepit,cambio_davanti
Australia,ALB,1,21,4.4041,0.0000,0
Australia,ALB,1,22,4.3930,0.0689,0
Australia,ALB,1,23,4.4203,0.4450,0
Australia,ALB,1,24,4.5846,0.5016,0
Australia,ALB,1,25,4.7369,0.7656,0
Australia,ALB,1,26,5.4890,0.3653,0
Australia,ALB,1,27,6.3563,0.7240,1
Australia,ALB,1,28,6.1068,0.6635,1
Australia,ALB,1,3,4.8101,0.4360,1
Australia,ALB,1,37,4.7868,0.1472,1
Australia,ALB,1,38,4.4113,0.4534,1
Australia,ALB,1,39,3.9010,0.6628,0
Australia,ALB,1,4,3.7141,0.9094,1
Australia,ALB,1,40,1.9964,0.6533,0
Australia,ALB,1,41,1.9859,0.6295,0
Australia,ALB,1,42,1.9380,0.6982,0
Australia,ALB,1,43,1.6531,0.6155,0
Australia,ALB,1,44,1.5553,0.5998,0
Australia,ALB,1,45,1.6363,0.6827,0
Australia,ALB,1,46,1.6314,0.6623,0
Australia,ALB,1,47,1.6006,0.6836,0
Australia,ALB,1,48,1.5972,0.7059,0
Australia,ALB,1,49,1.4747,0.7283,0
Australia,ALB,1,5,2.4606,0.8168,1
Australia,ALB,1,50,1.3433,0.7412,0
Australia,ALB,1,51,1.5738,0.7493,0
Australia,ALB,1,52,1.6470,0.6860,0
Australia,ALB,1,53,1.5992,0.5894,0
Australia,ALB,1,54,3.0593,0.4887,0
Australia,ALB,1,55,4.2664,0.4973,0
Australia,ALB,1,6,1.7988,0.8629,0
Australia,ALB,1,7,2.0551,0.9450,0
Australia,ALB,3,21,9.1562,0.0000,0
Australia,ALB,3,22,9.5451,0.0689,0
Australia,ALB,3,23,9.4536,0.4450,0
Australia,ALB,3,24,10.1942,0.5016,0
Australia,ALB,3,25,11.2137,0.7656,1
Australia,ALB,3,26,11.6881,0.3653,1
Australia,ALB,3,3,6.6572,0.4360,1
Australia,ALB,3,37,9.9255,0.1472,1
Australia,ALB,3,38,7.0266,0.4534,1
Australia,ALB,3,39,6.0679,0.6628,0
Australia,ALB,3,4,5.0622,0.9094,1
Australia,ALB,3,40,4.0558,0.6533,0
Australia,ALB,3,41,3.7007,0.6295,0
Australia,ALB,3,42,3.5579,0.6982,0
Australia,ALB,3,43,3.3551,0.6155,0
Australia,ALB,3,44,3.2197,0.5998,0
Australia,ALB,3,45,3.2386,0.6827,0
Australia,ALB,3,46,3.3159,0.6623,0
Australia,ALB,3,47,3.2482,0.6836,0
Australia,ALB,3,48,3.0663,0.7059,0
Australia,ALB,3,49,3.1274,0.7283,0
Australia,ALB,3,5,4.0831,0.8168,1
Australia,ALB,3,50,3.0536,0.7412,0
Australia,ALB,3,51,3.2207,0.7493,0
Australia,ALB,3,52,4.7960,0.6860,0
Australia,ALB,3,53,5.9973,0.5894,0
Australia,ALB,5,21,14.5213,0.0000,0
Australia,ALB,5,22,15.7221,0.0689,0
Australia,ALB,5,23,16.2269,0.4450,1
Australia,ALB,5,24,16.5138,0.5016,1
Australia,ALB,5,3,7.6663,0.4360,1
Australia,ALB,5,37,13.3303,0.1472,1
Australia,ALB,5,38,9.7049,0.4534,1
Australia,ALB,5,39,7.9639,0.6628,0
Australia,ALB,5,40,5.7972,0.6533,0
Australia,ALB,5,41,5.4646,0.6295,0
Australia,ALB,5,42,5.2869,0.6982,0
Australia,ALB,5,43,5.0232,0.6155,0
Australia,ALB,5,44,4.9370,0.5998,0
Australia,ALB,5,45,4.8878,0.6827,0
Australia,ALB,5,46,4.8723,0.6623,0
Australia,ALB,5,47,5.0739,0.6836,0
Australia,ALB,5,48,4.9025,0.7059,0
Australia,ALB,5,49,4.8532,0.7283,0
Australia,ALB,5,50,6.2658,0.7412,0
Australia,ALB,5,51,7.6665,0.7493,0
Australia,ALO,1,3,5.9821,0.7427,1
Australia,ALO,1,4,7.8098,0.8545,1
Australia,ALO,1,5,6.3621,1.1236,1
Australia,ALO,1,6,3.5079,1.7194,1
Australia,ALO,3,3,12.3442,0.7427,1
Australia,ALO,3,4,12.6897,0.8545,1
Australia,ANT,1,21,3.2688,-1.9879,0
Australia,ANT,1,22,3.7053,-1.9812,0
Australia,ANT,1,23,5.7447,-1.7852,0
Australia,ANT,1,24,5.5843,-1.8323,0
Australia,ANT,1,25,4.0658,-1.5364,0
Australia,ANT,1,26,3.6516,-1.7899,0
Australia,ANT,1,27,3.2103,-1.3249,0
Australia,ANT,1,28,3.0515,-1.4233,0
Australia,ANT,1,29,2.9457,-1.4197,0
Australia,ANT,1,3,1.3706,-0.2150,1
Australia,ANT,1,35,2.9882,-1.4054,0
Australia,ANT,1,36,3.1019,-1.4450,0
Australia,ANT,1,37,3.0523,-1.6286,0
Australia,ANT,1,38,2.7308,-1.6748,0
Australia,ANT,1,39,2.7372,-1.7293,0
Australia,ANT,1,4,1.0261,-0.6660,1
Australia,ANT,1,40,3.0066,-1.7838,0
Australia,ANT,1,41,3.0774,-1.8448,0
Australia,ANT,1,42,3.1983,-1.7835,0
Australia,ANT,1,43,3.0820,-1.7694,0
Australia,ANT,1,44,2.8167,-1.6899,0
Australia,ANT,1,45,2.7565,-1.6214,0
Australia,ANT,1,46,2.7073,-1.6406,0
Australia,ANT,1,47,2.8724,-1.6128,0
Australia,ANT,1,48,2.7695,-1.6267,0
Australia,ANT,1,49,2.0107,-1.5781,0
Australia,ANT,1,5,2.5401,-1.4484,1
Australia,ANT,1,50,1.5269,-1.5156,0
Australia,ANT,1,51,1.5005,-1.5201,0
Australia,ANT,1,52,1.7701,-1.5880,0
Australia,ANT,1,53,2.0410,-1.6745,0
Australia,ANT,1,54,1.7580,-1.7861,0
Australia,ANT,1,55,1.2307,-1.8024,0
Australia,ANT,1,56,1.2644,-1.8023,0
Australia,ANT,1,6,2.3854,-1.2944,0
Australia,ANT,1,7,2.4587,-1.1043,0
Australia,ANT,3,21,8.8607,-1.9879,0
Australia,ANT,3,22,9.2896,-1.9812,0
Australia,ANT,3,23,9.9634,-1.7852,0
Australia,ANT,3,24,9.6186,-1.8323,0
Australia,ANT,3,25,7.8887,-1.5364,0
Australia,ANT,3,26,7.0271,-1.7899,0
Australia,ANT,3,27,6.1916,-1.3249,0
Australia,ANT,3,3,0.6901,-0.2150,1
Australia,ANT,3,35,6.0553,-1.4054,0
Australia,ANT,3,36,5.8418,-1.4450,0
Australia,ANT,3,37,5.7947,-1.6286,0
Australia,ANT,3,38,5.7386,-1.6748,0
Australia,ANT,3,39,5.8313,-1.7293,0
Australia,ANT,3,4,1.0472,-0.6660,1
Australia,ANT,3,40,6.2371,-1.7838,0
Australia,ANT,3,41,6.3999,-1.8448,0
Australia,ANT,3,42,6.4637,-1.7835,0
Australia,ANT,3,43,6.0660,-1.7694,0
Australia,ANT,3,44,5.5303,-1.6899,0
Australia,ANT,3,45,5.6460,-1.6214,0
Australia,ANT,3,46,5.5046,-1.6406,0
Australia,ANT,3,47,5.0358,-1.6128,0
Australia,ANT,3,48,4.5740,-1.6267,0
Australia,ANT,3,49,3.6644,-1.5781,0
Australia,ANT,3,5,4.8122,-1.4484,1
Australia,ANT,3,50,3.3257,-1.5156,0
Australia,ANT,3,51,3.6000,-1.5201,0
Australia,ANT,3,52,3.6162,-1.5880,0
Australia,ANT,3,53,3.3321,-1.6745,0
Australia,ANT,3,54,3.0549,-1.7861,0
Australia,ANT,5,21,12.9265,-1.9879,0
Australia,ANT,5,22,13.3238,-1.9812,0
Australia,ANT,5,23,13.9392,-1.7852,0
Australia,ANT,5,24,13.3768,-1.8323,0
Australia,ANT,5,25,11.4825,-1.5364,0
Australia,ANT,5,3,-0.2583,-0.2150,1
Australia,ANT,5,35,8.8125,-1.4054,0
Australia,ANT,5,36,8.8587,-1.4450,0
Australia,ANT,5,37,8.8940,-1.6286,0
Australia,ANT,5,38,8.9704,-1.6748,0
Australia,ANT,5,39,9.1705,-1.7293,0
Australia,ANT,5,40,9.5347,-1.7838,0
Australia,ANT,5,41,9.6243,-1.8448,0
Australia,ANT,5,42,9.6260,-1.7835,0
Australia,ANT,5,43,9.1830,-1.7694,0
Australia,ANT,5,44,8.3340,-1.6899,0
Australia,ANT,5,45,7.8264,-1.6214,0
Australia,ANT,5,46,7.3369,-1.6406,0
Australia,ANT,5,47,6.8422,-1.6128,0
Australia,ANT,5,48,6.6506,-1.6267,0
Australia,ANT,5,49,5.9171,-1.5781,0
Australia,ANT,5,50,5.2006,-1.5156,0
Australia,ANT,5,51,4.9494,-1.5201,0
Australia,ANT,5,52,5.0013,-1.5880,0
Australia,BEA,1,22,4.9076,-0.7931,0
Australia,BEA,1,23,3.3269,-0.1246,0
Australia,BEA,1,24,2.4497,0.0000,0
Australia,BEA,1,25,3.1910,-0.0335,0
Australia,BEA,1,26,3.4912,-0.5825,0
Australia,BEA,1,27,4.3208,-0.1803,0
Australia,BEA,1,28,4.4123,-0.2136,0
Australia,BEA,1,29,3.6865,-0.2106,0
Australia,BEA,1,3,2.7436,-0.0230,0
Australia,BEA,1,35,3.2073,0.1186,0
Australia,BEA,1,36,3.5750,0.1374,0
Australia,BEA,1,37,3.7341,0.0000,0
Australia,BEA,1,38,5.5321,0.0000,0
Australia,BEA,1,39,5.7156,-0.0233,1
Australia,BEA,1,4,3.6098,-0.1095,1
Australia,BEA,1,40,3.2145,-0.0468,1
Australia,BEA,1,41,2.7045,-0.1108,1
Australia,BEA,1,42,2.8036,-0.0526,0
Australia,BEA,1,43,2.2012,-0.0591,0
Australia,BEA,1,44,1.9559,0.0000,0
Australia,BEA,1,45,2.5421,0.0888,0
Australia,BEA,1,46,2.3523,0.0899,0
Australia,BEA,1,47,1.8708,0.1120,0
Australia,BEA,1,48,1.9313,0.0924,0
Australia,BEA,1,49,1.6822,0.1721,0
Australia,BEA,1,5,2.6702,-0.5274,1
Australia,BEA,1,50,1.2781,0.2658,0
Australia,BEA,1,51,1.6459,0.2613,0
Australia,BEA,1,52,1.9776,0.1932,0
Australia,BEA,1,53,1.8137,0.1092,0
Australia,BEA,1,54,3.5938,0.0000,0
Australia,BEA,1,55,5.6940,0.0000,0
Australia,BEA,1,6,3.5197,-0.5031,1
Australia,BEA,1,7,4.1021,-0.4428,1
Australia,BEA,1,8,4.0534,-0.1628,1
Australia,BEA,3,22,8.3682,-0.7931,0
Australia,BEA,3,23,6.3427,-0.1246,0
Australia,BEA,3,24,5.1864,0.0000,0
Australia,BEA,3,25,7.4739,-0.0335,0
Australia,BEA,3,26,8.3065,-0.5825,0
Australia,BEA,3,27,8.2466,-0.1803,0
Australia,BEA,3,3,4.7281,-0.0230,1
Australia,BEA,3,35,7.1657,0.1186,0
Australia,BEA,3,36,9.3010,0.1374,1
Australia,BEA,3,37,9.6561,0.0000,1
Australia,BEA,3,38,8.8723,0.0000,1
Australia,BEA,3,39,8.4462,-0.0233,1
Australia,BEA,3,4,6.4887,-0.1095,1
Australia,BEA,3,40,6.0380,-0.0468,1
Australia,BEA,3,41,5.0990,-0.1108,1
Australia,BEA,3,42,5.1261,-0.0526,0
Australia,BEA,3,43,4.9704,-0.0591,0
Australia,BEA,3,44,4.3957,0.0000,0
Australia,BEA,3,45,4.4591,0.0888,0
Australia,BEA,3,46,4.2886,0.0899,0
Australia,BEA,3,47,3.7566,0.1120,0
Australia,BEA,3,48,3.6116,0.0924,0
Australia,BEA,3,49,3.5434,0.1721,0
Australia,BEA,3,5,5.6194,-0.5274,1
Australia,BEA,3,50,3.2842,0.2658,0
Australia,BEA,3,51,3.5227,0.2613,0
Australia,BEA,3,52,5.6692,0.1932,0
Australia,BEA,3,53,7.6054,0.1092,0
Australia,BEA,3,6,6.8633,-0.5031,0
Australia,BEA,5,22,12.1158,-0.7931,0
Australia,BEA,5,23,10.4506,-0.1246,0
Australia,BEA,5,24,9.2471,0.0000,0
Australia,BEA,5,25,11.3619,-0.0335,0
Australia,BEA,5,3,6.9917,-0.0230,1
Australia,BEA,5,35,13.3120,0.1186,1
Australia,BEA,5,36,12.8350,0.1374,1
Australia,BEA,5,37,12.5932,0.0000,1
Australia,BEA,5,38,11.8214,0.0000,1
Australia,BEA,5,39,10.8669,-0.0233,1
Australia,BEA,5,4,9.1915,-0.1095,1
Australia,BEA,5,40,8.3804,-0.0468,1
Australia,BEA,5,41,8.0616,-0.1108,1
Australia,BEA,5,42,7.9327,-0.0526,0
Australia,BEA,5,43,7.1146,-0.0591,0
Australia,BEA,5,44,6.4196,0.0000,0
Australia,BEA,5,45,6.3912,0.0888,0
Australia,BEA,5,46,5.9738,0.0899,0
Australia,BEA,5,47,5.8214,0.1120,0
Australia,BEA,5,48,6.0199,0.0924,0
Australia,BEA,5,49,5.6356,0.1721,0
Australia,BEA,5,50,7.0043,0.2658,0
Australia,BEA,5,51,9.3776,0.2613,0
Australia,BOR,1,22,2.5050,0.0479,0
Australia,BOR,1,23,3.1043,0.0000,0
Australia,BOR,1,24,3.8697,-0.3650,0
Australia,BOR,1,25,3.9400,-0.0600,0
Australia,BOR,1,26,3.7522,-0.4192,0
Australia,BOR,1,27,3.6965,0.0000,0
Australia,BOR,1,28,3.4058,0.0000,0
Australia,BOR,1,3,3.1796,0.1940,0
Australia,BOR,1,37,4.0240,-0.4634,0
Australia,BOR,1,38,2.6367,-0.4526,1
Australia,BOR,1,39,2.2013,-0.4481,1
Australia,BOR,1,4,5.4278,-0.0310,1
Australia,BOR,1,40,1.8471,-0.0026,0
Australia,BOR,1,41,0.3681,0.2544,0
Australia,BOR,1,42,0.9163,0.0000,0
Australia,BOR,1,43,1.1456,-0.4058,0
Australia,BOR,1,44,0.7192,-0.4202,0
Australia,BOR,1,45,1.4746,-0.3714,0
Australia,BOR,1,46,3.2449,-0.4464,0
Australia,BOR,1,47,4.0496,-0.3714,0
Australia,BOR,1,48,3.3292,-0.3741,0
Australia,BOR,1,49,4.0387,-0.3767,0
Australia,BOR,1,5,4.7542,-0.4810,1
Australia,BOR,1,50,3.6786,-0.1860,0
Australia,BOR,1,51,3.7114,0.0000,0
Australia,BOR,1,52,3.7167,0.0167,0
Australia,BOR,1,53,2.7381,0.0000,0
Australia,BOR,1,54,2.3614,-0.0465,0
Australia,BOR,1,55,1.7043,0.0162,0
Australia,BOR,1,6,3.1314,0.2011,1
Australia,BOR,1,7,3.2417,-0.1366,1
Australia,BOR,1,8,3.7734,0.0000,0
Australia,BOR,3,22,5.2511,0.0479,0
Australia,BOR,3,23,6.5796,0.0000,0
Australia,BOR,3,24,7.8114,-0.3650,0
Australia,BOR,3,25,7.9459,-0.0600,0
Australia,BOR,3,26,7.5875,-0.4192,0
Australia,BOR,3,3,7.2481,0.1940,1
Australia,BOR,3,37,6.5280,-0.4634,1
Australia,BOR,3,38,4.0204,-0.4526,1
Australia,BOR,3,39,2.6826,-0.4481,1
Australia,BOR,3,4,8.3207,-0.0310,1
Australia,BOR,3,40,2.8003,-0.0026,0
Australia,BOR,3,41,0.2831,0.2544,0
Australia,BOR,3,42,1.0567,0.0000,0
Australia,BOR,3,43,2.6202,-0.4058,0
Australia,BOR,3,44,3.8193,-0.4202,0
Australia,BOR,3,45,5.5242,-0.3714,0
Australia,BOR,3,46,6.7188,-0.4464,0
Australia,BOR,3,47,8.1612,-0.3714,0
Australia,BOR,3,48,7.4393,-0.3741,0
Australia,BOR,3,49,8.5404,-0.3767,0
Australia,BOR,3,5,6.9544,-0.4810,1
Australia,BOR,3,50,7.9741,-0.1860,0
Australia,BOR,3,51,6.8168,0.0000,0
Australia,BOR,3,52,6.6054,0.0167,0
Australia,BOR,3,53,4.9961,0.0000,0
Australia,BOR,3,6,5.7928,0.2011,1
Australia,BOR,5,22,8.0691,0.0479,0
Australia,BOR,5,23,10.1209,0.0000,0
Australia,BOR,5,24,11.8361,-0.3650,0
Australia,BOR,5,3,8.7627,0.1940,1
Australia,BOR,5,37,7.3121,-0.4634,1
Australia,BOR,5,38,4.5101,-0.4526,1
Australia,BOR,5,39,2.7109,-0.4481,1
Australia,BOR,5,4,10.7435,-0.0310,1
Australia,BOR,5,40,2.9774,-0.0026,0
Australia,BOR,5,41,0.5272,0.2544,0
Australia,BOR,5,42,3.5780,0.0000,0
Australia,BOR,5,43,6.6699,-0.4058,0
Australia,BOR,5,44,7.1485,-0.4202,0
Australia,BOR,5,45,9.6359,-0.3714,0
Australia,BOR,5,46,10.9737,-0.4464,0
Australia,BOR,5,47,12.2636,-0.3714,0
Australia,BOR,5,48,12.1665,-0.3741,0
Australia,BOR,5,49,12.4362,-0.3767,0
Australia,BOR,5,50,11.4417,-0.1860,0
Australia,BOR,5,51,9.4421,0.0000,0
Australia,BOT,1,3,1.3876,2.8080,0
Australia,BOT,1,4,2.0158,2.7235,0
Australia,BOT,1,5,2.6161,2.3076,0
Australia,BOT,1,6,3.2864,1.9066,0
Australia,BOT,1,7,4.6187,1.5417,0
Australia,BOT,3,3,2.2411,2.8080,0
Australia,BOT,3,4,3.3107,2.7235,0
Australia,BOT,3,5,5.0142,2.3076,0
Australia,BOT,5,3,2.8767,2.8080,0
Australia,COL,1,21,3.2873,0.3544,0
Australia,COL,1,22,3.9367,0.2936,0
Australia,COL,1,23,4.0361,0.5226,0
Australia,COL,1,24,3.7507,0.4425,0
Australia,COL,1,25,4.0095,0.7712,0
Australia,COL,1,26,4.8652,0.4358,0
Australia,COL,1,27,5.7215,0.7480,0
Australia,COL,1,28,5.1148,0.6410,0
Australia,COL,1,29,5.8233,0.6700,0
Australia,COL,1,3,3.8886,0.8220,0
Australia,COL,1,35,7.1073,0.8601,1
Australia,COL,1,36,6.4013,0.9573,0
Australia,COL,1,37,4.7719,0.9134,0
Australia,COL,1,38,5.5922,0.9125,0
Australia,COL,1,39,5.0020,0.9053,0
Australia,COL,1,4,4.7968,0.5885,0
Australia,COL,1,40,3.3676,0.9727,0
Australia,COL,1,41,2.0351,1.0259,0
Australia,COL,1,50,5.3005,-0.6019,0
Australia,COL,1,51,6.2738,-0.3567,0
Australia,COL,1,52,4.5970,-0.1750,0
Australia,COL,1,53,-0.1444,0.4832,0
Australia,COL,1,54,0.0742,0.0568,0
Australia,COL,3,21,7.1016,0.3544,0
Australia,COL,3,22,7.6874,0.2936,0
Australia,COL,3,23,8.1982,0.5226,0
Australia,COL,3,24,8.9004,0.4425,0
Australia,COL,3,25,9.8740,0.7712,0
Australia,COL,3,26,9.9815,0.4358,0
Australia,COL,3,27,11.6140,0.7480,0
Australia,COL,3,35,13.7096,0.8601,0
Australia,COL,3,36,12.3726,0.9573,0
Australia,COL,3,37,8.7017,0.9134,0
Australia,COL,3,38,9.2993,0.9125,0
Australia,COL,3,39,7.5260,0.9053,0
Australia,COL,3,50,10.9250,-0.6019,0
Australia,COL,3,51,8.1765,-0.3567,0
Australia,COL,3,52,5.6191,-0.1750,0
Australia,COL,5,21,11.0418,0.3544,0
Australia,COL,5,22,12.8372,0.2936,0
Australia,COL,5,23,14.2153,0.5226,0
Australia,COL,5,24,14.3012,0.4425,0
Australia,COL,5,25,15.9094,0.7712,0
Australia,COL,5,35,19.4698,0.8601,0
Australia,COL,5,36,16.4589,0.9573,0
Australia,COL,5,37,10.1536,0.9134,0
Australia,COL,5,50,12.9744,-0.6019,0
Australia,GAS,1,21,2.6340,0.1501,0
Australia,GAS,1,22,3.2898,0.0000,0
Australia,GAS,1,23,3.6892,0.0551,0
Australia,GAS,1,24,3.2498,0.1489,0
Australia,GAS,1,25,3.6200,0.2820,0
Australia,GAS,1,26,3.3948,0.0000,0
Australia,GAS,1,27,3.8546,0.2995,0
Australia,GAS,1,28,4.2768,0.2045,0
Australia,GAS,1,29,4.4408,0.2048,0
Australia,GAS,1,3,4.1426,-0.0630,0
Australia,GAS,1,35,5.2543,0.3011,1
Australia,GAS,1,36,6.0439,0.3200,0
Australia,GAS,1,37,4.6971,0.2485,1
Australia,GAS,1,38,4.5562,0.3145,1
Australia,GAS,1,39,4.4863,0.3217,1
Australia,GAS,1,4,4.6668,-0.1360,0
Australia,GAS,1,40,3.1094,0.3288,0
Australia,GAS,1,41,2.5992,0.3438,0
Australia,GAS,1,42,2.5800,0.4812,0
Australia,GAS,1,43,4.7485,0.3978,0
Australia,GAS,1,44,5.0440,0.3799,0
Australia,GAS,1,45,4.3204,0.4697,0
Australia,GAS,1,46,3.9038,0.4717,0
Australia,GAS,1,47,2.6699,0.5014,0
Australia,GAS,1,48,2.5971,0.4895,0
Australia,GAS,1,49,3.7588,0.4773,0
Australia,GAS,1,5,2.5742,0.2320,0
Australia,GAS,1,50,5.3416,0.4790,0
Australia,GAS,1,51,3.5069,0.5497,0
Australia,GAS,1,52,1.3353,0.5569,0
Australia,GAS,1,53,1.1280,0.4546,0
Australia,GAS,1,54,1.0816,0.3271,0
Australia,GAS,1,55,1.1739,0.3775,0
Australia,GAS,1,6,2.3217,0.0000,0
Australia,GAS,3,21,5.5750,0.1501,0
Australia,GAS,3,22,6.5397,0.0000,0
Australia,GAS,3,23,7.4184,0.0551,0
Australia,GAS,3,24,6.6447,0.1489,0
Australia,GAS,3,25,7.6991,0.2820,0
Australia,GAS,3,26,7.6717,0.0000,0
Australia,GAS,3,27,8.3312,0.2995,0
Australia,GAS,3,3,6.4191,-0.0630,0
Australia,GAS,3,35,10.3577,0.3011,0
Australia,GAS,3,36,11.0578,0.3200,1
Australia,GAS,3,37,9.4861,0.2485,1
Australia,GAS,3,38,7.9133,0.3145,1
Australia,GAS,3,39,7.3776,0.3217,1
Australia,GAS,3,4,6.3477,-0.1360,0
Australia,GAS,3,40,6.0259,0.3288,0
Australia,GAS,3,41,7.5455,0.3438,0
Australia,GAS,3,42,7.6831,0.4812,0
Australia,GAS,3,43,9.1440,0.3978,0
Australia,GAS,3,44,9.0390,0.3799,0
Australia,GAS,3,45,7.0538,0.4697,0
Australia,GAS,3,46,6.5365,0.4717,0
Australia,GAS,3,47,6.4639,0.5014,0
Australia,GAS,3,48,7.9732,0.4895,0
Australia,GAS,3,49,7.4477,0.4773,0
Australia,GAS,3,50,7.0061,0.4790,0
Australia,GAS,3,51,4.8119,0.5497,0
Australia,GAS,3,52,2.4416,0.5569,0
Australia,GAS,3,53,2.4639,0.4546,0
Australia,GAS,5,21,8.5560,0.1501,0
Australia,GAS,5,22,9.9345,0.0000,0
Australia,GAS,5,23,11.6066,0.0551,0
Australia,GAS,5,24,10.9215,0.1489,0
Australia,GAS,5,25,12.4001,0.2820,0
Australia,GAS,5,35,15.5530,0.3011,1
Australia,GAS,5,36,14.8727,0.3200,1
Australia,GAS,5,37,12.6802,0.2485,1
Australia,GAS,5,38,11.0775,0.3145,1
Australia,GAS,5,39,12.6159,0.3217,1
Australia,GAS,5,40,11.4653,0.3288,0
Australia,GAS,5,41,12.1387,0.3438,0
Australia,GAS,5,42,11.7371,0.4812,0
Australia,GAS,5,43,11.9526,0.3978,0
Australia,GAS,5,44,11.7630,0.3799,0
Australia,GAS,5,45,10.9111,0.4697,0
Australia,GAS,5,46,11.9483,0.4717,0
Australia,GAS,5,47,10.1878,0.5014,0
Australia,GAS,5,48,9.6723,0.4895,0
Australia,GAS,5,49,8.9345,0.4773,0
Australia,GAS,5,50,8.4417,0.4790,0
Australia,GAS,5,51,6.3248,0.5497,0
Australia,HAD,1,3,4.6196,-1.3570,0
Australia,HAD,1,4,5.5358,-1.1905,1
Australia,HAD,1,5,6.0051,-1.3554,1
Australia,HAD,1,6,5.0598,-1.0116,0
Australia,HAD,1,7,5.0413,-0.9151,0
Australia,HAD,1,8,5.1716,-0.7655,0
Australia,HAD,3,3,9.3574,-1.3570,1
Australia,HAD,3,4,10.5957,-1.1905,1
Australia,HAD,3,5,11.2382,-1.3554,1
Australia,HAD,3,6,9.9637,-1.0116,0
Australia,HAD,5,3,12.8145,-1.3570,1
Australia,HAD,5,4,15.4995,-1.1905,1
Australia,HAM,1,15,3.9664,-1.1454,0
Australia,HAM,1,21,3.4500,-1.3549,0
Australia,HAM,1,22,4.2816,-1.3159,0
Australia,HAM,1,23,4.5712,-1.0874,1
Australia,HAM,1,3,2.4731,-2.4183,0
Australia,HAM,1,35,2.4760,-0.8528,0
Australia,HAM,1,36,1.7244,-0.8467,0
Australia,HAM,1,37,1.2760,-1.0835,0
Australia,HAM,1,38,1.1639,-1.1449,0
Australia,HAM,1,39,1.3019,-1.2126,0
Australia,HAM,1,4,3.3848,-1.9403,0
Australia,HAM,1,40,1.5475,-1.3473,0
Australia,HAM,1,41,1.6181,-1.4961,0
Australia,HAM,1,42,1.8509,-1.4588,0
Australia,HAM,1,43,1.8526,-1.5728,0
Australia,HAM,1,44,1.9289,-1.5895,0
Australia,HAM,1,45,2.0451,-1.5067,0
Australia,HAM,1,46,1.8477,-1.5193,0
Australia,HAM,1,47,1.9893,-1.4903,0
Australia,HAM,1,48,2.3921,-1.4395,0
Australia,HAM,1,49,2.0969,-1.3887,0
Australia,HAM,1,5,3.9551,-2.0374,0
Australia,HAM,1,50,1.7689,-1.3827,0
Australia,HAM,1,51,2.2250,-1.3813,0
Australia,HAM,1,52,1.6887,-1.4153,0
Australia,HAM,1,53,0.8644,-1.4827,0
Australia,HAM,1,54,0.8056,-1.6139,0
Australia,HAM,1,55,1.0937,-1.6359,0
Australia,HAM,1,56,1.2162,-1.6367,0
Australia,HAM,1,6,4.1359,-1.8911,0
Australia,HAM,1,7,6.3288,-1.7088,0
Australia,HAM,1,8,5.4619,-1.6148,0
Australia,HAM,3,21,7.9979,-1.3549,1
Australia,HAM,3,3,4.4462,-2.4183,0
Australia,HAM,3,35,3.7520,-0.8528,0
Australia,HAM,3,36,2.7608,-0.8467,0
Australia,HAM,3,37,2.5260,-1.0835,0
Australia,HAM,3,38,2.5259,-1.1449,0
Australia,HAM,3,39,2.6007,-1.2126,0
Australia,HAM,3,4,6.3377,-1.9403,0
Australia,HAM,3,40,3.2070,-1.3473,0
Australia,HAM,3,41,3.4072,-1.4961,0
Australia,HAM,3,42,3.7797,-1.4588,0
Australia,HAM,3,43,3.9612,-1.5728,0
Australia,HAM,3,44,3.8247,-1.5895,0
Australia,HAM,3,45,4.0672,-1.5067,0
Australia,HAM,3,46,4.3994,-1.5193,0
Australia,HAM,3,47,4.3726,-1.4903,0
Australia,HAM,3,48,4.3301,-1.4395,0
Australia,HAM,3,49,4.3737,-1.3887,0
Australia,HAM,3,5,9.0942,-2.0374,0
Australia,HAM,3,50,3.5659,-1.3827,0
Australia,HAM,3,51,3.2540,-1.3813,0
Australia,HAM,3,52,2.5814,-1.4153,0
Australia,HAM,3,53,1.9678,-1.4827,0
Australia,HAM,3,54,2.0411,-1.6139,0
Australia,HAM,3,6,9.5979,-1.8911,0
Australia,HAM,5,3,7.6033,-2.4183,0
Australia,HAM,5,35,5.0020,-0.8528,0
Australia,HAM,5,36,3.9951,-0.8467,0
Australia,HAM,5,37,3.7730,-1.0835,0
Australia,HAM,5,38,3.9998,-1.1449,0
Australia,HAM,5,39,4.0706,-1.2126,0
Australia,HAM,5,4,10.6165,-1.9403,0
Australia,HAM,5,40,4.9444,-1.3473,0
Australia,HAM,5,41,5.4523,-1.4961,0
Australia,HAM,5,42,5.6756,-1.4588,0
Australia,HAM,5,43,6.0469,-1.5728,0
Australia,HAM,5,44,6.4246,-1.5895,0
Australia,HAM,5,45,6.4833,-1.5067,0
Australia,HAM,5,46,6.4971,-1.5193,0
Australia,HAM,5,47,6.9358,-1.4903,0
Australia,HAM,5,48,6.2962,-1.4395,0
Australia,HAM,5,49,5.4546,-1.3887,0
Australia,HAM,5,50,4.5668,-1.3827,0
Australia,HAM,5,51,4.5220,-1.3813,0
Australia,HAM,5,52,3.9041,-1.4153,0
Australia,LAW,1,21,3.3977,0.2832,0
Australia,LAW,1,22,5.3456,0.0966,0
Australia,LAW,1,23,5.4419,0.3732,0
Australia,LAW,1,24,3.8031,0.3303,0
