stagione,era,gara,tipo_pista,pilota,team,mescola_rel,mescola_reale,eta_inizio,giri_validi,scartati,track_temp,passo_base,degrado
2023,storico,Yas Island,permanente,ALB,Williams,MEDIUM,,4.0,12,0,33.0,91.422,0.084
2023,storico,Yas Island,permanente,ALB,Williams,HARD,,2.0,23,0,31.9,89.987,0.046
2023,storico,Yas Island,permanente,ALB,Williams,HARD,,2.0,14,0,31.0,87.845,0.076
2023,storico,Yas Island,permanente,ALO,Aston Martin,MEDIUM,,2.0,10,0,33.1,90.66,0.065
2023,storico,Yas Island,permanente,ALO,Aston Martin,HARD,,3.0,21,0,32.1,89.807,0.037
2023,storico,Yas Island,permanente,ALO,Aston Martin,HARD,,3.0,21,0,31.1,88.256,0.062
2023,storico,Yas Island,permanente,BOT,Alfa Romeo,HARD,,2.0,27,0,32.6,91.122,0.1
2023,storico,Yas Island,permanente,BOT,Alfa Romeo,MEDIUM,,2.0,27,0,31.2,89.863,0.074
2023,storico,Yas Island,permanente,GAS,Alpine,MEDIUM,,2.0,15,0,32.9,90.758,0.14
2023,storico,Yas Island,permanente,GAS,Alpine,HARD,,2.0,13,0,32.1,90.0,0.063
2023,storico,Yas Island,permanente,GAS,Alpine,HARD,,2.0,23,0,31.1,89.016,0.05
2023,storico,Yas Island,permanente,HAM,Mercedes,MEDIUM,,2.0,12,0,33.0,90.634,0.088
2023,storico,Yas Island,permanente,HAM,Mercedes,HARD,,2.0,18,0,32.1,89.37,0.035
2023,storico,Yas Island,permanente,HAM,Mercedes,HARD,,2.0,22,0,31.1,88.372,0.052
2023,storico,Yas Island,permanente,HUL,Haas F1 Team,MEDIUM,,2.0,10,0,33.1,91.101,0.025
2023,storico,Yas Island,permanente,HUL,Haas F1 Team,HARD,,2.0,18,0,32.1,90.133,0.104
2023,storico,Yas Island,permanente,HUL,Haas F1 Team,HARD,,2.0,24,0,31.1,89.217,0.047
2023,storico,Yas Island,permanente,LEC,Ferrari,MEDIUM,,2.0,14,0,33.0,90.373,0.051
2023,storico,Yas Island,permanente,LEC,Ferrari,HARD,,2.0,14,0,32.0,89.21,0.034
2023,storico,Yas Island,permanente,LEC,Ferrari,HARD,,2.0,22,0,31.1,88.199,0.093
2023,storico,Yas Island,permanente,MAG,Haas F1 Team,HARD,,2.0,15,0,32.6,90.312,0.196
2023,storico,Yas Island,permanente,MAG,Haas F1 Team,HARD,,2.0,34,0,31.3,89.934,0.055
2023,storico,Yas Island,permanente,NOR,McLaren,MEDIUM,,2.0,11,0,33.1,90.188,0.094
2023,storico,Yas Island,permanente,NOR,McLaren,HARD,,2.0,16,0,32.1,89.308,0.025
2023,storico,Yas Island,permanente,NOR,McLaren,HARD,,2.0,23,0,31.1,88.164,0.024
2023,storico,Yas Island,permanente,OCO,Alpine,MEDIUM,,2.0,13,0,33.0,90.689,0.098
2023,storico,Yas Island,permanente,OCO,Alpine,HARD,,2.0,42,0,31.4,90.033,0.056
2023,storico,Yas Island,permanente,PER,Red Bull Racing,MEDIUM,,2.0,15,0,32.9,90.469,0.089
2023,storico,Yas Island,permanente,PER,Red Bull Racing,HARD,,2.0,22,0,31.9,88.909,0.033
2023,storico,Yas Island,permanente,PER,Red Bull Racing,HARD,,2.0,15,0,31.0,87.493,0.072
2023,storico,Yas Island,permanente,PIA,McLaren,MEDIUM,,2.0,11,0,33.1,90.419,0.126
2023,storico,Yas Island,permanente,PIA,McLaren,HARD,,3.0,19,0,32.1,89.602,0.041
2023,storico,Yas Island,permanente,PIA,McLaren,HARD,,2.0,21,0,31.1,88.138,0.063
2023,storico,Yas Island,permanente,RIC,AlphaTauri,HARD,,2.0,22,0,32.5,89.815,0.104
2023,storico,Yas Island,permanente,RIC,AlphaTauri,HARD,,2.0,26,0,31.1,88.571,-0.003
2023,storico,Yas Island,permanente,RUS,Mercedes,MEDIUM,,2.0,12,0,33.0,90.598,0.047
2023,storico,Yas Island,permanente,RUS,Mercedes,HARD,,2.0,18,0,32.1,89.355,0.035
2023,storico,Yas Island,permanente,RUS,Mercedes,HARD,,2.0,22,0,31.1,88.187,0.049
2023,storico,Yas Island,permanente,SAI,Ferrari,HARD,,2.0,20,0,32.7,90.933,0.073
2023,storico,Yas Island,permanente,SAI,Ferrari,HARD,,2.0,30,0,31.3,89.452,0.06
2023,storico,Yas Island,permanente,SAR,Williams,MEDIUM,,4.0,11,0,33.0,91.157,0.09
2023,storico,Yas Island,permanente,SAR,Williams,HARD,,2.0,24,0,31.9,90.281,0.1
2023,storico,Yas Island,permanente,SAR,Williams,HARD,,2.0,16,0,31.0,88.58,0.084
2023,storico,Yas Island,permanente,STR,Aston Martin,HARD,,3.0,19,0,32.8,90.5,0.045
2023,storico,Yas Island,permanente,STR,Aston Martin,HARD,,3.0,17,0,31.8,88.86,0.088
2023,storico,Yas Island,permanente,STR,Aston Martin,MEDIUM,,2.0,15,0,31.0,88.05,0.173
2023,storico,Yas Island,permanente,TSU,AlphaTauri,MEDIUM,,2.0,17,0,32.8,90.674,0.076
2023,storico,Yas Island,permanente,TSU,AlphaTauri,HARD,,2.0,35,0,31.3,89.256,0.053
2023,storico,Yas Island,permanente,VER,Red Bull Racing,MEDIUM,,2.0,14,0,33.0,90.267,0.049
2023,storico,Yas Island,permanente,VER,Red Bull Racing,HARD,,2.0,24,0,31.9,88.849,0.03
2023,storico,Yas Island,permanente,VER,Red Bull Racing,HARD,,2.0,14,0,31.0,86.993,0.091
2023,storico,Yas Island,permanente,ZHO,Alfa Romeo,MEDIUM,,2.0,10,0,33.1,91.227,0.032
2023,storico,Yas Island,permanente,ZHO,Alfa Romeo,HARD,,2.0,22,0,32.1,90.353,0.051
2023,storico,Yas Island,permanente,ZHO,Alfa Romeo,MEDIUM,,2.0,20,0,31.1,88.746,0.142
2023,storico,Melbourne,cittadino,ALO,Aston Martin,HARD,,3.0,40,1,30.9,80.516,-0.016
2023,storico,Melbourne,cittadino,BOT,Alfa Romeo,HARD,,10.0,40,0,30.9,82.233,-0.003
2023,storico,Melbourne,cittadino,DEV,AlphaTauri,MEDIUM,,3.0,32,0,31.2,83.579,0.051
2023,storico,Melbourne,cittadino,GAS,Alpine,HARD,,3.0,40,1,30.9,80.995,-0.008
2023,storico,Melbourne,cittadino,HAM,Mercedes,HARD,,3.0,40,1,30.9,80.613,-0.017
2023,storico,Melbourne,cittadino,HUL,Haas F1 Team,HARD,,3.0,40,1,30.9,81.124,0.017
2023,storico,Melbourne,cittadino,MAG,Haas F1 Team,HARD,,4.0,40,0,30.9,81.685,-0.003
2023,storico,Melbourne,cittadino,NOR,McLaren,HARD,,3.0,40,1,30.9,81.173,-0.001
2023,storico,Melbourne,cittadino,OCO,Alpine,HARD,,10.0,40,1,30.9,81.203,-0.019
2023,storico,Melbourne,cittadino,PER,Red Bull Racing,HARD,,4.0,40,1,30.9,80.643,-0.025
2023,storico,Melbourne,cittadino,PIA,McLaren,HARD,,3.0,40,1,30.9,81.525,-0.014
2023,storico,Melbourne,cittadino,SAI,Ferrari,HARD,,4.0,40,1,30.9,80.719,-0.003
2023,storico,Melbourne,cittadino,SAR,Williams,MEDIUM,,3.0,23,0,31.7,83.499,0.047
2023,storico,Melbourne,cittadino,SAR,Williams,HARD,,9.0,14,1,29.6,81.456,0.095
2023,storico,Melbourne,cittadino,STR,Aston Martin,HARD,,3.0,40,1,30.9,80.934,-0.008
2023,storico,Melbourne,cittadino,TSU,AlphaTauri,HARD,,3.0,40,0,30.9,81.789,0.001
2023,storico,Melbourne,cittadino,VER,Red Bull Racing,HARD,,3.0,39,1,31.0,80.342,-0.002
2023,storico,Melbourne,cittadino,ZHO,Alfa Romeo,HARD,,10.0,40,0,30.9,81.819,-0.002
2023,storico,Spielberg,permanente,ALB,Williams,MEDIUM,,4.0,9,1,33.6,71.073,0.002
2023,storico,Spielberg,permanente,ALB,Williams,HARD,,2.0,18,0,32.2,70.893,0.021
2023,storico,Spielberg,permanente,ALB,Williams,HARD,,2.0,29,0,31.4,69.56,0.07
2023,storico,Spielberg,permanente,ALO,Aston Martin,HARD,,6.0,7,1,33.6,70.822,0.004
2023,storico,Spielberg,permanente,ALO,Aston Martin,MEDIUM,,2.0,27,0,32.2,70.043,0.067
2023,storico,Spielberg,permanente,ALO,Aston Martin,MEDIUM,,2.0,26,0,31.5,69.108,0.05
2023,storico,Spielberg,permanente,BOT,Alfa Romeo,HARD,,4.0,12,1,33.6,71.555,0.074
2023,storico,Spielberg,permanente,BOT,Alfa Romeo,MEDIUM,,2.0,17,0,32.1,69.977,0.131
2023,storico,Spielberg,permanente,BOT,Alfa Romeo,HARD,,2.0,29,0,31.4,69.94,0.075
2023,storico,Spielberg,permanente,DEV,AlphaTauri,MEDIUM,,4.0,7,0,33.6,71.596,-0.1
2023,storico,Spielberg,permanente,DEV,AlphaTauri,HARD,,4.0,20,0,32.5,70.877,0.08
2023,storico,Spielberg,permanente,DEV,AlphaTauri,MEDIUM,,2.0,32,0,31.4,69.852,0.083
2023,storico,Spielberg,permanente,GAS,Alpine,MEDIUM,,4.0,7,1,33.6,70.883,-0.096
2023,storico,Spielberg,permanente,GAS,Alpine,HARD,,3.0,21,0,31.9,70.028,0.087
2023,storico,Spielberg,permanente,GAS,Alpine,MEDIUM,,2.0,26,0,31.5,69.046,0.1
2023,storico,Spielberg,permanente,HAM,Mercedes,HARD,,3.0,24,0,32.2,69.7,0.077
2023,storico,Spielberg,permanente,HAM,Mercedes,MEDIUM,,2.0,28,0,31.4,69.16,0.067
2023,storico,Spielberg,permanente,LEC,Ferrari,MEDIUM,,4.0,7,1,33.6,70.305,0.069
2023,storico,Spielberg,permanente,LEC,Ferrari,MEDIUM,,2.0,29,0,31.9,69.29,0.096
2023,storico,Spielberg,permanente,LEC,Ferrari,HARD,,2.0,23,0,31.5,68.82,0.06
2023,storico,Spielberg,permanente,MAG,Haas F1 Team,HARD,,2.0,25,1,32.8,71.353,0.051
2023,storico,Spielberg,permanente,MAG,Haas F1 Team,HARD,,3.0,31,0,31.4,70.176,0.101
2023,storico,Spielberg,permanente,NOR,McLaren,MEDIUM,,4.0,9,1,33.6,70.488,0.005
2023,storico,Spielberg,permanente,NOR,McLaren,HARD,,3.0,22,0,32.3,69.937,0.074
2023,storico,Spielberg,permanente,NOR,McLaren,HARD,,2.0,27,0,31.4,68.739,0.083
2023,storico,Spielberg,permanente,OCO,Alpine,MEDIUM,,4.0,9,1,33.6,71.097,-0.049
2023,storico,Spielberg,permanente,OCO,Alpine,HARD,,2.0,21,0,32.4,70.789,0.048
2023,storico,Spielberg,permanente,OCO,Alpine,HARD,,2.0,27,0,31.4,69.797,0.048
2023,storico,Spielberg,permanente,PER,Red Bull Racing,MEDIUM,,4.0,14,1,33.3,70.182,-0.013
2023,storico,Spielberg,permanente,PER,Red Bull Racing,MEDIUM,,2.0,23,0,31.5,69.258,0.036
2023,storico,Spielberg,permanente,PER,Red Bull Racing,HARD,,2.0,19,0,31.4,68.111,0.08
2023,storico,Spielberg,permanente,PIA,McLaren,MEDIUM,,4.0,8,1,33.6,71.056,-0.095
2023,storico,Spielberg,permanente,PIA,McLaren,HARD,,2.0,17,0,31.9,70.322,0.106
2023,storico,Spielberg,permanente,PIA,McLaren,MEDIUM,,2.0,28,0,31.4,69.862,0.091
2023,storico,Spielberg,permanente,RUS,Mercedes,MEDIUM,,4.0,9,1,33.6,71.204,-0.016
2023,storico,Spielberg,permanente,RUS,Mercedes,HARD,,2.0,25,0,32.2,70.454,0.039
2023,storico,Spielberg,permanente,RUS,Mercedes,MEDIUM,,2.0,29,0,31.4,69.283,0.06
2023,storico,Spielberg,permanente,SAI,Ferrari,MEDIUM,,3.0,27,0,32.1,69.348,0.081
2023,storico,Spielberg,permanente,SAI,Ferrari,HARD,,2.0,25,0,31.5,68.88,0.074
2023,storico,Spielberg,permanente,SAR,Williams,MEDIUM,,4.0,9,1,33.6,71.211,-0.037
2023,storico,Spielberg,permanente,SAR,Williams,HARD,,2.0,27,0,32.2,70.876,0.051
2023,storico,Spielberg,permanente,SAR,Williams,HARD,,2.0,23,0,31.5,69.611,0.063
2023,storico,Spielberg,permanente,STR,Aston Martin,MEDIUM,,4.0,7,1,33.6,70.878,-0.068
2023,storico,Spielberg,permanente,STR,Aston Martin,HARD,,2.0,17,0,32.5,70.593,0.021
2023,storico,Spielberg,permanente,STR,Aston Martin,HARD,,2.0,16,0,31.4,69.552,0.057
2023,storico,Spielberg,permanente,STR,Aston Martin,MEDIUM,,2.0,16,0,31.5,68.463,0.083
2023,storico,Spielberg,permanente,TSU,AlphaTauri,HARD,,3.0,9,1,33.3,71.539,0.108
2023,storico,Spielberg,permanente,TSU,AlphaTauri,HARD,,2.0,18,0,31.9,70.08,0.133
2023,storico,Spielberg,permanente,TSU,AlphaTauri,MEDIUM,,2.0,21,0,31.4,69.62,0.082
2023,storico,Spielberg,permanente,VER,Red Bull Racing,MEDIUM,,4.0,16,1,33.5,69.691,0.061
2023,storico,Spielberg,permanente,VER,Red Bull Racing,HARD,,2.0,23,0,31.5,68.929,0.06
2023,storico,Spielberg,permanente,VER,Red Bull Racing,MEDIUM,,2.0,16,0,31.4,68.15,0.094
2023,storico,Spielberg,permanente,ZHO,Alfa Romeo,HARD,,2.0,25,1,32.5,70.448,0.092
2023,storico,Spielberg,permanente,ZHO,Alfa Romeo,HARD,,2.0,31,0,31.4,69.786,0.077
2023,storico,Baku,cittadino,ALB,Williams,HARD,,2.0,37,2,40.3,105.925,-0.006
2023,storico,Baku,cittadino,ALO,Aston Martin,MEDIUM,,2.0,8,1,43.1,107.062,0.093
2023,storico,Baku,cittadino,ALO,Aston Martin,HARD,,3.0,36,2,40.3,104.273,-0.016
2023,storico,Baku,cittadino,BOT,Alfa Romeo,HARD,,2.0,19,1,40.9,107.849,-0.029
2023,storico,Baku,cittadino,BOT,Alfa Romeo,MEDIUM,,2.0,14,1,38.0,106.304,0.055
2023,storico,Baku,cittadino,DEV,AlphaTauri,HARD,,2.0,8,0,43.1,108.781,-0.018
2023,storico,Baku,cittadino,GAS,Alpine,HARD,,2.0,11,1,42.0,107.57,0.016
2023,storico,Baku,cittadino,GAS,Alpine,HARD,,2.0,26,1,39.0,105.54,0.033
2023,storico,Baku,cittadino,HAM,Mercedes,MEDIUM,,2.0,7,0,43.1,107.602,0.06
2023,storico,Baku,cittadino,HAM,Mercedes,HARD,,5.0,36,2,40.3,105.346,0.004
2023,storico,Baku,cittadino,HUL,Haas F1 Team,HARD,,2.0,41,2,40.7,106.731,0.013
2023,storico,Baku,cittadino,LEC,Ferrari,MEDIUM,,2.0,8,1,43.1,107.157,-0.007
2023,storico,Baku,cittadino,LEC,Ferrari,HARD,,3.0,36,2,40.3,104.67,-0.002
2023,storico,Baku,cittadino,MAG,Haas F1 Team,MEDIUM,,2.0,8,0,43.1,108.629,-0.019
2023,storico,Baku,cittadino,MAG,Haas F1 Team,HARD,,4.0,36,2,40.3,105.85,-0.005
2023,storico,Baku,cittadino,NOR,McLaren,MEDIUM,,2.0,7,0,43.1,108.08,0.037
2023,storico,Baku,cittadino,NOR,McLaren,HARD,,5.0,36,2,40.3,105.738,-0.005
2023,storico,Baku,cittadino,OCO,Alpine,HARD,,2.0,42,2,40.7,105.908,-0.004
2023,storico,Baku,cittadino,PER,Red Bull Racing,MEDIUM,,2.0,8,1,43.1,106.448,-0.117
2023,storico,Baku,cittadino,PER,Red Bull Racing,HARD,,3.0,36,2,40.3,104.589,0.036
2023,storico,Baku,cittadino,PIA,McLaren,HARD,,6.0,36,2,40.3,105.631,-0.007
2023,storico,Baku,cittadino,RUS,Mercedes,MEDIUM,,2.0,8,1,43.1,107.757,-0.014
2023,storico,Baku,cittadino,RUS,Mercedes,HARD,,3.0,34,1,40.4,105.662,-0.009
2023,storico,Baku,cittadino,SAI,Ferrari,MEDIUM,,2.0,8,1,43.1,107.262,0.022
2023,storico,Baku,cittadino,SAI,Ferrari,HARD,,3.0,36,2,40.3,105.175,0.005
2023,storico,Baku,cittadino,SAR,Williams,HARD,,6.0,36,2,40.3,106.501,-0.013
2023,storico,Baku,cittadino,STR,Aston Martin,MEDIUM,,2.0,8,1,43.1,107.689,0.06
2023,storico,Baku,cittadino,STR,Aston Martin,HARD,,6.0,35,2,40.3,105.627,0.01
2023,storico,Baku,cittadino,TSU,AlphaTauri,HARD,,6.0,36,2,40.3,105.727,-0.001
2023,storico,Baku,cittadino,VER,Red Bull Racing,MEDIUM,,2.0,8,0,43.1,106.801,-0.058
2023,storico,Baku,cittadino,VER,Red Bull Racing,HARD,,4.0,36,2,40.3,104.232,0.027
2023,storico,Baku,cittadino,ZHO,Alfa Romeo,MEDIUM,,2.0,8,0,43.1,109.096,-0.002
2023,storico,Baku,cittadino,ZHO,Alfa Romeo,HARD,,3.0,21,1,40.9,107.553,-0.064
2023,storico,Sakhir,permanente,ALB,Williams,SOFT,,3.0,8,1,30.9,99.761,0.221
2023,storico,Sakhir,permanente,ALB,Williams,SOFT,,2.0,13,0,30.3,98.472,0.162
2023,storico,Sakhir,permanente,ALB,Williams,HARD,,2.0,12,0,29.6,97.503,0.101
2023,storico,Sakhir,permanente,ALB,Williams,SOFT,,2.0,16,0,29.0,97.144,0.114
2023,storico,Sakhir,permanente,ALO,Aston Martin,SOFT,,6.0,11,1,30.9,99.1,0.22
2023,storico,Sakhir,permanente,ALO,Aston Martin,HARD,,2.0,18,0,29.9,97.542,0.06
2023,storico,Sakhir,permanente,ALO,Aston Martin,HARD,,2.0,20,1,29.0,96.156,0.082
2023,storico,Sakhir,permanente,BOT,Alfa Romeo,SOFT,,3.0,7,1,31.0,99.397,0.169
2023,storico,Sakhir,permanente,BOT,Alfa Romeo,HARD,,2.0,16,0,30.2,98.03,0.111
2023,storico,Sakhir,permanente,BOT,Alfa Romeo,HARD,,2.0,25,0,29.2,97.379,0.071
2023,storico,Sakhir,permanente,DEV,AlphaTauri,SOFT,,3.0,8,1,30.9,100.373,0.214
2023,storico,Sakhir,permanente,DEV,AlphaTauri,HARD,,2.0,13,0,30.2,98.829,0.168
2023,storico,Sakhir,permanente,DEV,AlphaTauri,HARD,,2.0,25,0,29.3,97.709,0.129
2023,storico,Sakhir,permanente,GAS,Alpine,HARD,,2.0,14,0,30.3,98.762,0.106
2023,storico,Sakhir,permanente,GAS,Alpine,HARD,,2.0,13,0,29.6,97.76,0.072
2023,storico,Sakhir,permanente,GAS,Alpine,SOFT,,2.0,14,0,29.0,95.068,0.232
2023,storico,Sakhir,permanente,HAM,Mercedes,SOFT,,6.0,9,1,30.9,99.198,0.256
2023,storico,Sakhir,permanente,HAM,Mercedes,HARD,,2.0,16,0,30.1,98.265,0.039
2023,storico,Sakhir,permanente,HAM,Mercedes,HARD,,2.0,23,1,29.2,96.546,0.091
2023,storico,Sakhir,permanente,HUL,Haas F1 Team,SOFT,,6.0,8,1,30.9,100.484,0.252
2023,storico,Sakhir,permanente,HUL,Haas F1 Team,HARD,,2.0,12,0,30.3,98.847,0.147
2023,storico,Sakhir,permanente,HUL,Haas F1 Team,HARD,,2.0,11,0,29.6,96.981,0.16
2023,storico,Sakhir,permanente,HUL,Haas F1 Team,SOFT,,5.0,12,0,29.0,96.616,0.153
2023,storico,Sakhir,permanente,LEC,Ferrari,SOFT,,3.0,9,1,30.9,98.572,0.138
2023,storico,Sakhir,permanente,LEC,Ferrari,HARD,,2.0,18,0,29.9,97.631,0.117
2023,storico,Sakhir,permanente,MAG,Haas F1 Team,HARD,,3.0,12,1,30.9,100.773,0.095
2023,storico,Sakhir,permanente,MAG,Haas F1 Team,HARD,,2.0,11,0,30.1,98.274,0.166
2023,storico,Sakhir,permanente,MAG,Haas F1 Team,SOFT,,2.0,9,0,29.6,97.097,0.124
2023,storico,Sakhir,permanente,MAG,Haas F1 Team,SOFT,,2.0,15,0,29.0,96.471,0.225
2023,storico,Sakhir,permanente,NOR,McLaren,SOFT,,5.0,8,0,30.1,97.966,0.11
2023,storico,Sakhir,permanente,NOR,McLaren,MEDIUM,,2.0,8,0,29.6,97.26,0.293
2023,storico,Sakhir,permanente,OCO,Alpine,SOFT,,6.0,9,1,30.9,99.543,0.219
2023,storico,Sakhir,permanente,OCO,Alpine,HARD,,5.0,15,0,29.9,98.78,0.168
2023,storico,Sakhir,permanente,PER,Red Bull Racing,SOFT,,6.0,14,1,30.9,98.404,0.074
2023,storico,Sakhir,permanente,PER,Red Bull Racing,SOFT,,4.0,15,0,29.9,97.169,0.084
2023,storico,Sakhir,permanente,PER,Red Bull Racing,HARD,,2.0,20,0,29.0,96.344,0.08
2023,storico,Sakhir,permanente,PIA,McLaren,SOFT,,3.0,10,1,30.9,100.691,0.141
2023,storico,Sakhir,permanente,RUS,Mercedes,SOFT,,6.0,10,1,30.9,99.093,0.294
2023,storico,Sakhir,permanente,RUS,Mercedes,HARD,,2.0,16,0,30.1,97.46,0.1
2023,storico,Sakhir,permanente,RUS,Mercedes,HARD,,2.0,22,0,29.1,97.221,0.071
2023,storico,Sakhir,permanente,SAI,Ferrari,SOFT,,6.0,10,1,30.9,98.985,0.239
2023,storico,Sakhir,permanente,SAI,Ferrari,HARD,,2.0,16,0,30.1,97.985,0.086
2023,storico,Sakhir,permanente,SAI,Ferrari,HARD,,2.0,23,1,29.1,97.13,0.079
2023,storico,Sakhir,permanente,SAR,Williams,SOFT,,3.0,9,1,30.9,100.349,0.163
2023,storico,Sakhir,permanente,SAR,Williams,SOFT,,2.0,16,0,30.1,98.413,0.125
2023,storico,Sakhir,permanente,SAR,Williams,HARD,,2.0,8,0,29.6,97.613,0.091
2023,storico,Sakhir,permanente,SAR,Williams,SOFT,,2.0,15,0,29.0,96.037,0.184
2023,storico,Sakhir,permanente,STR,Aston Martin,SOFT,,6.0,12,1,30.9,99.144,0.187
2023,storico,Sakhir,permanente,STR,Aston Martin,HARD,,2.0,13,0,30.0,97.507,0.129
2023,storico,Sakhir,permanente,STR,Aston Martin,HARD,,2.0,24,0,29.1,96.546,0.088
2023,storico,Sakhir,permanente,TSU,AlphaTauri,SOFT,,3.0,7,1,31.0,99.95,0.198
2023,storico,Sakhir,permanente,TSU,AlphaTauri,HARD,,2.0,14,0,30.3,98.742,0.12
2023,storico,Sakhir,permanente,TSU,AlphaTauri,HARD,,2.0,12,0,29.6,97.779,0.095
2023,storico,Sakhir,permanente,TSU,AlphaTauri,SOFT,,5.0,16,0,29.0,96.637,0.146
2023,storico,Sakhir,permanente,VER,Red Bull Racing,SOFT,,6.0,11,1,30.9,97.976,0.123
2023,storico,Sakhir,permanente,VER,Red Bull Racing,SOFT,,2.0,20,0,29.9,97.372,0.059
2023,storico,Sakhir,permanente,VER,Red Bull Racing,HARD,,2.0,18,0,29.0,96.236,0.071
2023,storico,Sakhir,permanente,ZHO,Alfa Romeo,SOFT,,3.0,9,1,30.9,100.596,0.227
2023,storico,Sakhir,permanente,ZHO,Alfa Romeo,HARD,,2.0,18,0,30.1,98.794,0.085
2023,storico,Sakhir,permanente,ZHO,Alfa Romeo,SOFT,,5.0,18,0,29.2,97.037,0.129
2023,storico,Spa,permanente,ALB,Williams,MEDIUM,,2.0,14,0,28.4,111.774,0.369
2023,storico,Spa,permanente,ALB,Williams,MEDIUM,,2.0,7,0,27.9,111.432,0.435
2023,storico,Spa,permanente,ALB,Williams,SOFT,,2.0,9,1,29.3,109.841,0.319
2023,storico,Spa,permanente,ALO,Aston Martin,MEDIUM,,2.0,17,0,27.5,111.886,0.127
2023,storico,Spa,permanente,ALO,Aston Martin,SOFT,,2.0,13,1,30.0,110.938,0.017
2023,storico,Spa,permanente,BOT,Alfa Romeo,MEDIUM,,2.0,16,0,28.4,112.919,0.272
2023,storico,Spa,permanente,BOT,Alfa Romeo,MEDIUM,,2.0,18,1,29.3,110.515,0.14
2023,storico,Spa,permanente,GAS,Alpine,SOFT,,4.0,19,2,29.1,113.43,0.19
2023,storico,Spa,permanente,GAS,Alpine,MEDIUM,,2.0,19,1,29.3,110.911,0.095
2023,storico,Spa,permanente,HAM,Mercedes,SOFT,,4.0,8,2,30.2,112.506,0.231
2023,storico,Spa,permanente,HAM,Mercedes,MEDIUM,,2.0,13,0,27.5,111.523,0.157
2023,storico,Spa,permanente,HAM,Mercedes,SOFT,,2.0,12,0,29.3,110.283,0.172
2023,storico,Spa,permanente,HUL,Haas F1 Team,MEDIUM,,4.0,7,2,30.4,114.262,-0.021
2023,storico,Spa,permanente,HUL,Haas F1 Team,SOFT,,2.0,10,0,28.1,112.348,0.241
2023,storico,Spa,permanente,HUL,Haas F1 Team,SOFT,,2.0,18,1,29.3,109.907,0.352
2023,storico,Spa,permanente,LEC,Ferrari,SOFT,,4.0,9,2,30.1,112.479,0.221
2023,storico,Spa,permanente,LEC,Ferrari,MEDIUM,,2.0,13,0,27.2,111.717,0.06
2023,storico,Spa,permanente,LEC,Ferrari,SOFT,,2.0,14,1,29.6,110.436,0.169
2023,storico,Spa,permanente,MAG,Haas F1 Team,MEDIUM,,2.0,18,0,28.4,111.534,0.249
2023,storico,Spa,permanente,MAG,Haas F1 Team,MEDIUM,,2.0,17,1,29.3,110.993,0.258
2023,storico,Spa,permanente,NOR,McLaren,HARD,,2.0,10,0,29.4,113.072,0.34
2023,storico,Spa,permanente,NOR,McLaren,SOFT,,2.0,24,1,28.9,111.682,0.073
2023,storico,Spa,permanente,OCO,Alpine,MEDIUM,,2.0,17,0,28.3,112.232,0.3
2023,storico,Spa,permanente,OCO,Alpine,SOFT,,2.0,17,1,29.3,110.439,0.102
2023,storico,Spa,permanente,PER,Red Bull Racing,SOFT,,4.0,9,2,30.1,112.305,0.129
2023,storico,Spa,permanente,PER,Red Bull Racing,MEDIUM,,2.0,13,0,27.2,111.416,0.055
2023,storico,Spa,permanente,PER,Red Bull Racing,SOFT,,2.0,13,1,30.0,110.308,0.089
2023,storico,Spa,permanente,RIC,AlphaTauri,MEDIUM,,2.0,15,0,28.8,112.398,0.337
2023,storico,Spa,permanente,RIC,AlphaTauri,MEDIUM,,2.0,19,1,29.1,110.994,0.225
2023,storico,Spa,permanente,RUS,Mercedes,MEDIUM,,4.0,18,2,29.1,113.66,0.137
2023,storico,Spa,permanente,RUS,Mercedes,SOFT,,2.0,20,1,29.2,110.603,0.12
2023,storico,Spa,permanente,SAI,Ferrari,MEDIUM,,2.0,12,0,28.4,113.138,0.38
2023,storico,Spa,permanente,SAR,Williams,MEDIUM,,2.0,14,0,28.3,113.736,0.14
2023,storico,Spa,permanente,SAR,Williams,MEDIUM,,2.0,7,0,27.9,110.667,0.383
2023,storico,Spa,permanente,SAR,Williams,SOFT,,3.0,7,1,29.1,110.486,0.269
2023,storico,Spa,permanente,STR,Aston Martin,MEDIUM,,4.0,16,2,29.4,113.838,0.153
2023,storico,Spa,permanente,STR,Aston Martin,SOFT,,2.0,22,1,29.1,111.297,0.093
2023,storico,Spa,permanente,TSU,AlphaTauri,MEDIUM,,2.0,11,0,28.3,112.246,0.392
2023,storico,Spa,permanente,TSU,AlphaTauri,SOFT,,2.0,18,1,29.3,111.394,0.121
2023,storico,Spa,permanente,VER,Red Bull Racing,SOFT,,4.0,10,2,30.1,111.88,0.101
2023,storico,Spa,permanente,VER,Red Bull Racing,MEDIUM,,2.0,13,0,26.9,110.108,0.057
2023,storico,Spa,permanente,VER,Red Bull Racing,SOFT,,2.0,13,0,29.3,108.922,0.091
2023,storico,Spa,permanente,ZHO,Alfa Romeo,MEDIUM,,2.0,16,0,28.3,112.422,0.32
2023,storico,Spa,permanente,ZHO,Alfa Romeo,SOFT,,2.0,17,1,29.3,110.188,0.143
2023,storico,Silverstone,permanente,ALB,Williams,MEDIUM,,2.0,29,0,29.3,92.816,0.015
2023,storico,Silverstone,permanente,ALB,Williams,SOFT,,11.0,14,0,30.0,91.273,0.04
