gara,A,B,k,L,residuo_gap,residuo_gap_reinfl,residuo_gap_perlap
Monaco,PIA,LEC,3,40,2.7154,2.7154,0.6788
Monaco,PIA,LEC,3,41,5.5382,5.5382,1.3846
Monaco,PIA,LEC,5,39,7.1538,7.1538,1.1923
Monaco,PIA,RUS,1,10,-0.3766,-0.3766,-0.1883
Monaco,PIA,RUS,1,11,-0.1300,-0.1300,-0.0650
Monaco,PIA,RUS,1,12,-0.8500,-0.8500,-0.4250
Monaco,PIA,RUS,1,13,-0.3319,-0.3319,-0.1660
Monaco,PIA,RUS,1,14,1.1415,1.1415,0.5707
Monaco,PIA,RUS,1,15,1.0055,1.0055,0.5028
Monaco,PIA,RUS,1,16,-0.1128,-0.1128,-0.0564
Monaco,PIA,RUS,1,17,-1.9002,-1.9002,-0.9501
Monaco,PIA,RUS,1,18,-2.7886,-2.7886,-1.3943
Monaco,PIA,RUS,1,19,-2.8915,-2.8915,-1.4458
Monaco,PIA,RUS,1,20,-2.8537,-2.8537,-1.4268
Monaco,PIA,RUS,1,21,-1.9857,-1.9857,-0.9928
Monaco,PIA,RUS,1,22,-1.6795,-1.6795,-0.8397
Monaco,PIA,RUS,1,23,-2.2772,-2.2772,-1.1386
Monaco,PIA,RUS,1,24,-1.5365,-1.5365,-0.7682
Monaco,PIA,RUS,1,25,-0.5597,-0.5597,-0.2798
Monaco,PIA,RUS,1,26,-0.4725,-0.4725,-0.2363
Monaco,PIA,RUS,1,3,0.4070,0.4070,0.2035
Monaco,PIA,RUS,1,4,-0.3380,-0.3380,-0.1690
Monaco,PIA,RUS,1,5,-1.3310,-1.3310,-0.6655
Monaco,PIA,RUS,1,6,-1.7370,-1.7370,-0.8685
Monaco,PIA,RUS,1,7,-1.7370,-1.7370,-0.8685
Monaco,PIA,RUS,1,8,-1.6675,-1.6675,-0.8337
Monaco,PIA,RUS,1,9,-0.8739,-0.8739,-0.4370
Monaco,PIA,RUS,3,10,-1.4422,-1.4422,-0.3606
Monaco,PIA,RUS,3,11,-0.5673,-0.5673,-0.1418
Monaco,PIA,RUS,3,12,0.2882,0.2882,0.0721
Monaco,PIA,RUS,3,13,0.6012,0.6012,0.1503
Monaco,PIA,RUS,3,14,0.9889,0.9889,0.2472
Monaco,PIA,RUS,3,15,-0.7799,-0.7799,-0.1950
Monaco,PIA,RUS,3,16,-2.7357,-2.7357,-0.6839
Monaco,PIA,RUS,3,17,-4.6095,-4.6095,-1.1524
Monaco,PIA,RUS,3,18,-5.9952,-5.9952,-1.4988
Monaco,PIA,RUS,3,19,-5.8031,-5.8031,-1.4508
Monaco,PIA,RUS,3,20,-5.0154,-5.0154,-1.2538
Monaco,PIA,RUS,3,21,-4.2294,-4.2294,-1.0573
Monaco,PIA,RUS,3,22,-3.2649,-3.2649,-0.8162
Monaco,PIA,RUS,3,23,-3.1825,-3.1825,-0.7956
Monaco,PIA,RUS,3,24,-2.3019,-2.3019,-0.5755
Monaco,PIA,RUS,3,3,0.9500,0.9500,0.2375
Monaco,PIA,RUS,3,4,-1.7140,-1.7140,-0.4285
Monaco,PIA,RUS,3,5,-4.2200,-4.2200,-1.0550
Monaco,PIA,RUS,3,6,-4.0910,-4.0910,-1.0228
Monaco,PIA,RUS,3,7,-2.8320,-2.8320,-0.7080
Monaco,PIA,RUS,3,8,-2.2669,-2.2669,-0.5667
Monaco,PIA,RUS,3,9,-1.3108,-1.3108,-0.3277
Monaco,PIA,RUS,5,10,-0.6258,-0.6258,-0.1043
Monaco,PIA,RUS,5,11,0.3101,0.3101,0.0517
Monaco,PIA,RUS,5,12,0.1325,0.1325,0.0221
Monaco,PIA,RUS,5,13,-1.2568,-1.2568,-0.2095
Monaco,PIA,RUS,5,14,-1.6736,-1.6736,-0.2789
Monaco,PIA,RUS,5,15,-3.3744,-3.3744,-0.5624
Monaco,PIA,RUS,5,16,-5.7765,-5.7765,-0.9628
Monaco,PIA,RUS,5,17,-7.3387,-7.3387,-1.2231
Monaco,PIA,RUS,5,18,-8.5098,-8.5098,-1.4183
Monaco,PIA,RUS,5,19,-8.9726,-8.9726,-1.4954
Monaco,PIA,RUS,5,20,-7.0831,-7.0831,-1.1805
Monaco,PIA,RUS,5,21,-5.1011,-5.1011,-0.8502
Monaco,PIA,RUS,5,22,-4.0794,-4.0794,-0.6799
Monaco,PIA,RUS,5,3,-0.0650,-0.0650,-0.0108
Monaco,PIA,RUS,5,4,-3.7070,-3.7070,-0.6178
Monaco,PIA,RUS,5,5,-6.4670,-6.4670,-1.0778
Monaco,PIA,RUS,5,6,-5.3770,-5.3770,-0.8962
Monaco,PIA,RUS,5,7,-3.4900,-3.4900,-0.5817
Monaco,PIA,RUS,5,8,-3.5554,-3.5554,-0.5926
Monaco,PIA,RUS,5,9,-2.0583,-2.0583,-0.3431
Monaco,RUS,HAD,1,10,-0.2278,-0.2278,-0.1139
Monaco,RUS,HAD,1,11,-0.6646,-0.6646,-0.3323
Monaco,RUS,HAD,1,12,-0.4558,-0.4558,-0.2279
Monaco,RUS,HAD,1,13,-0.1860,-0.1860,-0.0930
Monaco,RUS,HAD,1,14,-0.0440,-0.0440,-0.0220
Monaco,RUS,HAD,1,15,0.2143,0.2143,0.1072
Monaco,RUS,HAD,1,16,-0.3802,-0.3802,-0.1901
Monaco,RUS,HAD,1,17,-0.6296,-0.6296,-0.3148
Monaco,RUS,HAD,1,18,-0.3659,-0.3659,-0.1830
Monaco,RUS,HAD,1,19,-0.1582,-0.1582,-0.0791
Monaco,RUS,HAD,1,20,0.0790,0.0790,0.0395
Monaco,RUS,HAD,1,21,-0.1980,-0.1980,-0.0990
Monaco,RUS,HAD,1,22,-0.1480,-0.1480,-0.0740
Monaco,RUS,HAD,1,23,0.1040,0.1040,0.0520
Monaco,RUS,HAD,1,24,0.0490,0.0490,0.0245
Monaco,RUS,HAD,1,25,-0.1710,-0.1710,-0.0855
Monaco,RUS,HAD,1,26,0.0191,0.0191,0.0095
Monaco,RUS,HAD,1,3,-0.9540,-0.9540,-0.4770
Monaco,RUS,HAD,1,4,-1.2720,-1.2720,-0.6360
Monaco,RUS,HAD,1,5,-1.1640,-1.1640,-0.5820
Monaco,RUS,HAD,1,6,-1.4591,-1.4591,-0.7295
Monaco,RUS,HAD,1,7,-1.2932,-1.2932,-0.6466
Monaco,RUS,HAD,1,8,-0.0877,-0.0877,-0.0438
Monaco,RUS,HAD,1,9,0.0109,0.0109,0.0055
Monaco,RUS,HAD,3,10,-0.7367,-0.7367,-0.1842
Monaco,RUS,HAD,3,11,-0.8009,-0.8009,-0.2002
Monaco,RUS,HAD,3,12,-0.4998,-0.4998,-0.1249
Monaco,RUS,HAD,3,13,0.1500,0.1500,0.0375
Monaco,RUS,HAD,3,14,-0.2850,-0.2850,-0.0712
Monaco,RUS,HAD,3,15,-0.3804,-0.3804,-0.0951
Monaco,RUS,HAD,3,16,-0.6713,-0.6713,-0.1678
Monaco,RUS,HAD,3,17,-0.6732,-0.6732,-0.1683
Monaco,RUS,HAD,3,18,-0.5008,-0.5008,-0.1252
Monaco,RUS,HAD,3,19,-0.6275,-0.6275,-0.1569
Monaco,RUS,HAD,3,20,-0.0690,-0.0690,-0.0173
Monaco,RUS,HAD,3,21,-0.0940,-0.0940,-0.0235
Monaco,RUS,HAD,3,22,-0.0990,-0.0990,-0.0248
Monaco,RUS,HAD,3,23,0.1470,0.1470,0.0367
Monaco,RUS,HAD,3,24,0.2280,0.2280,0.0570
Monaco,RUS,HAD,3,3,-3.2720,-3.2720,-0.8180
Monaco,RUS,HAD,3,4,-3.1650,-3.1650,-0.7912
Monaco,RUS,HAD,3,5,-2.1710,-2.1710,-0.5427
Monaco,RUS,HAD,3,6,-2.0242,-2.0242,-0.5060
Monaco,RUS,HAD,3,7,-2.2033,-2.2033,-0.5508
Monaco,RUS,HAD,3,8,-0.5764,-0.5764,-0.1441
Monaco,RUS,HAD,3,9,-0.6602,-0.6602,-0.1650
Monaco,RUS,HAD,5,10,-0.7275,-0.7275,-0.1213
Monaco,RUS,HAD,5,11,-0.4649,-0.4649,-0.0775
Monaco,RUS,HAD,5,12,-0.7408,-0.7408,-0.1235
Monaco,RUS,HAD,5,13,-0.3230,-0.3230,-0.0538
Monaco,RUS,HAD,5,14,-0.4370,-0.4370,-0.0728
Monaco,RUS,HAD,5,15,-0.3891,-0.3891,-0.0648
Monaco,RUS,HAD,5,16,-0.7315,-0.7315,-0.1219
Monaco,RUS,HAD,5,17,-1.0278,-1.0278,-0.1713
Monaco,RUS,HAD,5,18,-0.8628,-0.8628,-0.1438
Monaco,RUS,HAD,5,19,-0.7947,-0.7947,-0.1324
Monaco,RUS,HAD,5,20,-0.0200,-0.0200,-0.0033
Monaco,RUS,HAD,5,21,-0.0510,-0.0510,-0.0085
Monaco,RUS,HAD,5,22,0.0800,0.0800,0.0133
Monaco,RUS,HAD,5,3,-5.4330,-5.4330,-0.9055
Monaco,RUS,HAD,5,4,-4.1640,-4.1640,-0.6940
Monaco,RUS,HAD,5,5,-2.7950,-2.7950,-0.4658
Monaco,RUS,HAD,5,6,-2.9902,-2.9902,-0.4984
Monaco,RUS,HAD,5,7,-3.7955,-3.7955,-0.6326
Monaco,RUS,HAD,5,8,-1.3461,-1.3461,-0.2243
Monaco,RUS,HAD,5,9,-0.7997,-0.7997,-0.1333
Monaco,RUS,LEC,1,48,-0.0840,-0.0840,-0.0420
Monaco,RUS,LEC,1,49,0.4264,0.4264,0.2132
Monaco,RUS,LEC,1,50,-0.8388,-0.8388,-0.4194
Monaco,RUS,LEC,1,51,-1.9299,-1.9299,-0.9650
Monaco,RUS,LEC,1,52,1.2154,1.2154,0.6077
Monaco,RUS,LEC,1,53,1.7862,1.7862,0.8931
Monaco,RUS,LEC,1,54,-2.7625,-2.7625,-1.3813
Monaco,RUS,LEC,3,48,-0.8290,-0.8290,-0.2073
Monaco,RUS,LEC,3,49,-0.8312,-0.8312,-0.2078
Monaco,RUS,LEC,3,50,0.3075,0.3075,0.0769
Monaco,RUS,LEC,3,51,-0.7408,-0.7408,-0.1852
Monaco,RUS,LEC,3,52,-1.5462,-1.5462,-0.3866
Monaco,RUS,LEC,5,48,0.4110,0.4110,0.0685
Monaco,RUS,LEC,5,49,1.0302,1.0302,0.1717
Monaco,RUS,LEC,5,50,-2.5233,-2.5233,-0.4206
Monaco,RUS,NOR,1,35,-0.9077,-0.9077,-0.4538
Monaco,RUS,NOR,1,36,0.0446,0.0446,0.0223
Monaco,RUS,NOR,1,37,-0.0021,-0.0021,-0.0010
Monaco,RUS,NOR,1,38,-0.1000,-0.1000,-0.0500
Monaco,RUS,NOR,1,39,-0.1560,-0.1560,-0.0780
Monaco,RUS,NOR,3,35,-0.9235,-0.9235,-0.2309
Monaco,RUS,NOR,3,36,-0.0554,-0.0554,-0.0138
Monaco,RUS,NOR,3,37,-0.1581,-0.1581,-0.0395
Monaco,RUS,NOR,5,35,-1.0795,-1.0795,-0.1799
Monaco,SAI,ALB,1,10,0.2170,0.2170,0.1085
Monaco,SAI,ALB,1,11,-0.3370,-0.3370,-0.1685
Monaco,SAI,ALB,1,12,-0.5385,-0.5385,-0.2692
Monaco,SAI,ALB,1,13,-0.1425,-0.1425,-0.0712
Monaco,SAI,ALB,1,14,-0.8552,-0.8552,-0.4276
Monaco,SAI,ALB,1,15,-1.1815,-1.1815,-0.5907
Monaco,SAI,ALB,1,16,-1.0535,-1.0535,-0.5268
Monaco,SAI,ALB,1,17,-0.8126,-0.8126,-0.4063
Monaco,SAI,ALB,1,18,-0.4600,-0.4600,-0.2300
Monaco,SAI,ALB,1,19,-0.2804,-0.2804,-0.1402
Monaco,SAI,ALB,1,20,-0.6596,-0.6596,-0.3298
Monaco,SAI,ALB,1,21,-0.2817,-0.2817,-0.1408
Monaco,SAI,ALB,1,22,0.2922,0.2922,0.1461
Monaco,SAI,ALB,1,23,0.4080,0.4080,0.2040
Monaco,SAI,ALB,1,24,-0.1639,-0.1639,-0.0820
Monaco,SAI,ALB,1,25,-0.5348,-0.5348,-0.2674
Monaco,SAI,ALB,1,26,-0.3978,-0.3978,-0.1989
Monaco,SAI,ALB,1,27,-0.5628,-0.5628,-0.2814
Monaco,SAI,ALB,1,28,1.4634,1.4634,0.7317
Monaco,SAI,ALB,1,29,0.6286,0.6286,0.3143
Monaco,SAI,ALB,1,3,0.3430,0.3430,0.1715
Monaco,SAI,ALB,1,30,-2.9143,-2.9143,-1.4572
Monaco,SAI,ALB,1,38,2.4738,2.4738,1.2369
Monaco,SAI,ALB,1,4,0.3090,0.3090,0.1545
Monaco,SAI,ALB,1,5,0.3980,0.3980,0.1990
Monaco,SAI,ALB,1,6,0.3600,0.3600,0.1800
Monaco,SAI,ALB,1,7,0.2710,0.2710,0.1355
Monaco,SAI,ALB,1,8,0.1600,0.1600,0.0800
Monaco,SAI,ALB,1,9,0.0520,0.0520,0.0260
Monaco,SAI,ALB,3,10,-0.1390,-0.1390,-0.0347
Monaco,SAI,ALB,3,11,-0.5310,-0.5310,-0.1327
Monaco,SAI,ALB,3,12,-1.4519,-1.4519,-0.3630
Monaco,SAI,ALB,3,13,-1.3239,-1.3239,-0.3310
Monaco,SAI,ALB,3,14,-2.2245,-2.2245,-0.5561
Monaco,SAI,ALB,3,15,-2.4559,-2.4559,-0.6140
Monaco,SAI,ALB,3,16,-1.7731,-1.7731,-0.4433
Monaco,SAI,ALB,3,17,-1.1502,-1.1502,-0.2876
Monaco,SAI,ALB,3,18,-1.1660,-1.1660,-0.2915
Monaco,SAI,ALB,3,19,-0.5398,-0.5398,-0.1349
Monaco,SAI,ALB,3,20,-0.4012,-0.4012,-0.1003
Monaco,SAI,ALB,3,21,0.1146,0.1146,0.0287
Monaco,SAI,ALB,3,22,0.1953,0.1953,0.0488
Monaco,SAI,ALB,3,23,0.1550,0.1550,0.0387
Monaco,SAI,ALB,3,24,-0.3878,-0.3878,-0.0970
Monaco,SAI,ALB,3,25,-1.0317,-1.0317,-0.2579
Monaco,SAI,ALB,3,26,1.1013,1.1013,0.2753
Monaco,SAI,ALB,3,27,0.0713,0.0713,0.0178
Monaco,SAI,ALB,3,28,-1.5632,-1.5632,-0.3908
Monaco,SAI,ALB,3,29,0.6472,0.6472,0.1618
Monaco,SAI,ALB,3,3,0.9290,0.9290,0.2323
Monaco,SAI,ALB,3,30,1.2894,1.2894,0.3223
Monaco,SAI,ALB,3,4,0.8560,0.8560,0.2140
Monaco,SAI,ALB,3,5,0.8550,0.8550,0.2138
Monaco,SAI,ALB,3,6,0.5820,0.5820,0.1455
Monaco,SAI,ALB,3,7,0.2610,0.2610,0.0652
Monaco,SAI,ALB,3,8,0.4370,0.4370,0.1092
Monaco,SAI,ALB,3,9,-0.1030,-0.1030,-0.0258
Monaco,SAI,ALB,5,10,-0.8700,-0.8700,-0.1450
Monaco,SAI,ALB,5,11,-1.7640,-1.7640,-0.2940
Monaco,SAI,ALB,5,12,-2.8794,-2.8794,-0.4799
Monaco,SAI,ALB,5,13,-2.5984,-2.5984,-0.4331
Monaco,SAI,ALB,5,14,-3.2597,-3.2597,-0.5433
Monaco,SAI,ALB,5,15,-3.2554,-3.2554,-0.5426
Monaco,SAI,ALB,5,16,-2.7386,-2.7386,-0.4564
Monaco,SAI,ALB,5,17,-1.4668,-1.4668,-0.2445
Monaco,SAI,ALB,5,18,-0.9540,-0.9540,-0.1590
Monaco,SAI,ALB,5,19,-0.2572,-0.2572,-0.0429
Monaco,SAI,ALB,5,20,-0.5318,-0.5318,-0.0886
Monaco,SAI,ALB,5,21,-0.1501,-0.1501,-0.0250
Monaco,SAI,ALB,5,22,0.0385,0.0385,0.0064
Monaco,SAI,ALB,5,23,-0.0600,-0.0600,-0.0100
Monaco,SAI,ALB,5,24,1.2852,1.2852,0.2142
Monaco,SAI,ALB,5,25,-0.3315,-0.3315,-0.0553
Monaco,SAI,ALB,5,26,-1.8895,-1.8895,-0.3149
Monaco,SAI,ALB,5,27,0.0955,0.0955,0.0159
Monaco,SAI,ALB,5,28,2.5282,2.5282,0.4214
Monaco,SAI,ALB,5,29,4.8778,4.8778,0.8130
Monaco,SAI,ALB,5,3,1.5740,1.5740,0.2623
Monaco,SAI,ALB,5,30,5.6491,5.6491,0.9415
Monaco,SAI,ALB,5,4,1.2650,1.2650,0.2108
Monaco,SAI,ALB,5,5,1.1370,1.1370,0.1895
Monaco,SAI,ALB,5,6,0.9210,0.9210,0.1535
Monaco,SAI,ALB,5,7,0.0440,0.0440,0.0073
Monaco,SAI,ALB,5,8,0.1410,0.1410,0.0235
Monaco,SAI,ALB,5,9,-0.1150,-0.1150,-0.0192
Monaco,STR,ALO,1,10,0.7377,0.7377,0.3688
Monaco,STR,ALO,1,11,0.9507,0.9507,0.4753
Monaco,STR,ALO,1,12,1.7075,1.7075,0.8537
Monaco,STR,ALO,1,13,3.7525,3.7525,1.8762
Monaco,STR,ALO,1,14,2.6432,2.6432,1.3216
Monaco,STR,ALO,1,8,-1.1850,-1.1850,-0.5925
Monaco,STR,ALO,1,9,-0.5381,-0.5381,-0.2690
Monaco,STR,ALO,3,10,2.7904,2.7904,0.6976
Monaco,STR,ALO,3,11,5.1544,5.1544,1.2886
Monaco,STR,ALO,3,12,4.4769,4.4769,1.1192
Monaco,STR,ALO,3,13,2.3539,2.3539,0.5885
Monaco,STR,ALO,3,14,-0.8027,-0.8027,-0.2007
Monaco,STR,ALO,3,8,-1.0490,-1.0490,-0.2623
Monaco,STR,ALO,3,9,0.1698,0.1698,0.0425
Monaco,STR,ALO,5,10,5.9051,5.9051,0.9842
Monaco,STR,ALO,5,11,4.2071,4.2071,0.7012
Monaco,STR,ALO,5,12,1.1574,1.1574,0.1929
Monaco,STR,ALO,5,13,0.2004,0.2004,0.0334
Monaco,STR,ALO,5,14,-1.7215,-1.7215,-0.2869
Monaco,STR,ALO,5,8,0.4020,0.4020,0.0670
Monaco,STR,ALO,5,9,4.1308,4.1308,0.6885
Spagna,ALB,BEA,1,23,3.7195,3.7195,1.8597
Spagna,ALB,BOR,1,19,0.0109,0.0109,0.0055
Spagna,ALB,BOR,1,20,0.2510,0.2510,0.1255
Spagna,ALB,BOR,1,21,0.9125,0.9125,0.4563
Spagna,ALB,BOR,1,22,3.6557,3.6557,1.8279
Spagna,ALB,BOR,1,3,0.4620,0.4620,0.2310
Spagna,ALB,BOR,1,4,-0.0225,-0.0225,-0.0112
Spagna,ALB,BOR,1,5,-0.3980,-0.3980,-0.1990
Spagna,ALB,BOR,1,6,-0.4970,-0.4970,-0.2485
Spagna,ALB,BOR,1,7,-0.1520,-0.1520,-0.0760
Spagna,ALB,BOR,1,8,0.0280,0.0280,0.0140
Spagna,ALB,BOR,3,19,0.5444,0.5444,0.1361
Spagna,ALB,BOR,3,20,4.0110,4.0110,1.0027
Spagna,ALB,BOR,3,21,7.4595,7.4595,1.8649
Spagna,ALB,BOR,3,22,6.4885,6.4885,1.6221
Spagna,ALB,BOR,3,3,0.4680,0.4680,0.1170
Spagna,ALB,BOR,3,4,-0.4669,-0.4669,-0.1167
Spagna,ALB,BOR,3,5,-0.4340,-0.4340,-0.1085
Spagna,ALB,BOR,3,6,-0.5440,-0.5440,-0.1360
Spagna,ALB,BOR,5,19,6.7894,6.7894,1.1316
Spagna,ALB,BOR,5,20,6.9480,6.9480,1.1580
Spagna,ALB,BOR,5,3,0.8360,0.8360,0.1393
Spagna,ALB,BOR,5,4,-0.4614,-0.4614,-0.0769
Spagna,ALO,BOT,1,5,-0.5085,-0.5085,-0.2543
Spagna,ALO,BOT,1,6,-0.6613,-0.6613,-0.3307
Spagna,ALO,BOT,1,7,-0.7930,-0.7930,-0.3965
Spagna,ALO,BOT,1,8,0.2250,0.2250,0.1125
Spagna,ALO,BOT,1,9,-0.0760,-0.0760,-0.0380
Spagna,ALO,BOT,3,5,-1.0811,-1.0811,-0.2703
Spagna,ALO,BOT,3,6,-0.4363,-0.4363,-0.1091
Spagna,ALO,BOT,3,7,-0.8690,-0.8690,-0.2172
Spagna,ALO,BOT,5,5,-1.0469,-1.0469,-0.1745
Spagna,ALO,COL,1,16,-0.9895,-0.9895,-0.4948
Spagna,ANT,HAM,1,18,-0.9824,-0.9824,-0.4912
Spagna,ANT,HAM,1,19,-0.9615,-0.9615,-0.4808
Spagna,ANT,HAM,1,20,-1.0705,-1.0705,-0.5353
Spagna,ANT,HAM,1,21,-0.9644,-0.9644,-0.4822
Spagna,ANT,HAM,1,22,-0.2298,-0.2298,-0.1149
Spagna,ANT,HAM,1,3,-0.2620,-0.2620,-0.1310
Spagna,ANT,HAM,1,4,0.2480,0.2480,0.1240
Spagna,ANT,HAM,1,5,0.2530,0.2530,0.1265
Spagna,ANT,HAM,1,6,0.5570,0.5570,0.2785
Spagna,ANT,HAM,3,18,-2.1147,-2.1147,-0.5287
Spagna,ANT,HAM,3,19,-2.0281,-2.0281,-0.5070
Spagna,ANT,HAM,3,20,-1.4011,-1.4011,-0.3503
Spagna,ANT,HAM,3,3,-0.1090,-0.1090,-0.0272
Spagna,ANT,HAM,3,4,0.8050,0.8050,0.2013
Spagna,ANT,HAM,5,18,-2.5071,-2.5071,-0.4178
Spagna,ANT,RUS,1,27,-1.0849,-1.0849,-0.5425
Spagna,ANT,RUS,1,28,-1.0309,-1.0309,-0.5155
Spagna,ANT,RUS,1,29,-0.8842,-0.8842,-0.4421
Spagna,ANT,RUS,1,30,-0.6820,-0.6820,-0.3410
Spagna,ANT,RUS,1,31,0.1240,0.1240,0.0620
Spagna,ANT,RUS,1,44,-0.3475,-0.3475,-0.1738
Spagna,ANT,RUS,1,45,-0.1451,-0.1451,-0.0725
Spagna,ANT,RUS,1,46,0.0116,0.0116,0.0058
Spagna,ANT,RUS,1,47,-0.0375,-0.0375,-0.0187
Spagna,ANT,RUS,1,48,-0.3082,-0.3082,-0.1541
Spagna,ANT,RUS,1,49,-0.5407,-0.5407,-0.2704
Spagna,ANT,RUS,1,50,-0.5244,-0.5244,-0.2622
Spagna,ANT,RUS,1,51,-0.1739,-0.1739,-0.0870
Spagna,ANT,RUS,1,52,0.3220,0.3220,0.1610
Spagna,ANT,RUS,1,53,0.2801,0.2801,0.1400
Spagna,ANT,RUS,1,54,-0.3724,-0.3724,-0.1862
Spagna,ANT,RUS,1,55,-0.5155,-0.5155,-0.2577
Spagna,ANT,RUS,1,56,-0.2425,-0.2425,-0.1213
Spagna,ANT,RUS,1,57,-0.3010,-0.3010,-0.1505
Spagna,ANT,RUS,3,27,-2.0948,-2.0948,-0.5237
Spagna,ANT,RUS,3,28,-1.0138,-1.0138,-0.2535
Spagna,ANT,RUS,3,29,-0.3868,-0.3868,-0.0967
Spagna,ANT,RUS,3,44,-0.6421,-0.6421,-0.1605
Spagna,ANT,RUS,3,45,-0.2212,-0.2212,-0.0553
Spagna,ANT,RUS,3,46,-0.2257,-0.2257,-0.0564
Spagna,ANT,RUS,3,47,-0.4739,-0.4739,-0.1185
Spagna,ANT,RUS,3,48,-0.8344,-0.8344,-0.2086
Spagna,ANT,RUS,3,49,-0.8075,-0.8075,-0.2019
Spagna,ANT,RUS,3,50,-0.2547,-0.2547,-0.0637
Spagna,ANT,RUS,3,51,0.4102,0.4102,0.1025
Spagna,ANT,RUS,3,52,0.3440,0.3440,0.0860
Spagna,ANT,RUS,3,53,-0.4878,-0.4878,-0.1220
Spagna,ANT,RUS,3,54,-0.9877,-0.9877,-0.2469
Spagna,ANT,RUS,3,55,-0.8399,-0.8399,-0.2100
Spagna,ANT,RUS,5,27,-1.3497,-1.3497,-0.2250
Spagna,ANT,RUS,5,44,-1.1856,-1.1856,-0.1976
Spagna,ANT,RUS,5,45,-0.6963,-0.6963,-0.1160
Spagna,ANT,RUS,5,46,-0.6811,-0.6811,-0.1135
Spagna,ANT,RUS,5,47,-0.6364,-0.6364,-0.1061
Spagna,ANT,RUS,5,48,-0.5665,-0.5665,-0.0944
Spagna,ANT,RUS,5,49,-0.3162,-0.3162,-0.0527
Spagna,ANT,RUS,5,50,-0.2851,-0.2851,-0.0475
Spagna,ANT,RUS,5,51,-0.0537,-0.0537,-0.0090
Spagna,ANT,RUS,5,52,0.1230,0.1230,0.0205
Spagna,ANT,RUS,5,53,-1.0647,-1.0647,-0.1775
Spagna,BEA,ALB,1,22,-5.9350,-5.9350,-2.9675
Spagna,BEA,ALB,3,22,-6.4310,-6.4310,-1.6077
Spagna,BEA,BOR,1,23,2.3170,2.3170,1.1585
Spagna,BEA,BOR,3,23,6.0680,6.0680,1.5170
Spagna,BEA,BOR,5,23,4.2720,4.2720,0.7120
Spagna,BEA,OCO,1,24,1.7925,1.7925,0.8963
Spagna,BEA,OCO,1,25,0.5013,0.5013,0.2506
Spagna,BEA,OCO,1,3,0.2830,0.2830,0.1415
Spagna,BEA,OCO,1,4,-0.1635,-0.1635,-0.0818
Spagna,BEA,OCO,1,5,0.1067,0.1067,0.0534
Spagna,BEA,OCO,1,6,0.5635,0.5635,0.2817
Spagna,BEA,OCO,1,7,0.2100,0.2100,0.1050
Spagna,BEA,OCO,1,8,-0.1930,-0.1930,-0.0965
Spagna,BEA,OCO,3,24,-1.2449,-1.2449,-0.3112
Spagna,BEA,OCO,3,25,-3.8445,-3.8445,-0.9611
Spagna,BEA,OCO,3,3,0.4870,0.4870,0.1218
Spagna,BEA,OCO,3,4,0.2529,0.2529,0.0632
Spagna,BEA,OCO,3,5,0.3435,0.3435,0.0859
Spagna,BEA,OCO,3,6,0.3539,0.3539,0.0885
Spagna,BEA,OCO,5,24,-5.5364,-5.5364,-0.9227
Spagna,BEA,OCO,5,25,-8.1142,-8.1142,-1.3524
Spagna,BEA,OCO,5,3,0.8210,0.8210,0.1368
Spagna,BEA,OCO,5,4,-0.1036,-0.1036,-0.0173
Spagna,BOR,BEA,1,10,0.0520,0.0520,0.0260
Spagna,BOR,BEA,1,3,0.2540,0.2540,0.1270
Spagna,BOR,BEA,1,4,0.1830,0.1830,0.0915
Spagna,BOR,BEA,1,5,0.0392,0.0392,0.0196
Spagna,BOR,BEA,1,6,0.0961,0.0961,0.0480
Spagna,BOR,BEA,1,7,-0.2540,-0.2540,-0.1270
Spagna,BOR,BEA,1,8,-0.2820,-0.2820,-0.1410
Spagna,BOR,BEA,1,9,-0.1330,-0.1330,-0.0665
Spagna,BOR,BEA,3,3,0.3330,0.3330,0.0832
Spagna,BOR,BEA,3,4,0.5260,0.5260,0.1315
Spagna,BOR,BEA,3,5,0.1994,0.1994,0.0498
Spagna,BOR,BEA,3,6,-0.2498,-0.2498,-0.0625
Spagna,BOR,BEA,3,7,-0.8279,-0.8279,-0.2070
Spagna,BOR,BEA,3,8,-0.3340,-0.3340,-0.0835
Spagna,BOR,BEA,5,3,0.5330,0.5330,0.0888
Spagna,BOR,BEA,5,4,0.4270,0.4270,0.0712
Spagna,BOR,BEA,5,5,0.0265,0.0265,0.0044
Spagna,BOR,BEA,5,6,-0.3657,-0.3657,-0.0610
Spagna,BOR,OCO,1,19,-0.2319,-0.2319,-0.1160
Spagna,BOR,OCO,1,20,-0.6580,-0.6580,-0.3290
Spagna,BOR,OCO,1,21,-0.8365,-0.8365,-0.4183
Spagna,BOR,OCO,1,22,-2.6920,-2.6920,-1.3460
Spagna,BOR,OCO,1,23,-3.4250,-3.4250,-1.7125
Spagna,BOR,OCO,3,19,-0.9914,-0.9914,-0.2478
Spagna,BOR,OCO,3,20,-3.3500,-3.3500,-0.8375
Spagna,BOR,OCO,3,21,-4.2615,-4.2615,-1.0654
Spagna,BOR,OCO,3,22,-5.3310,-5.3310,-1.3328
Spagna,BOR,OCO,3,23,-7.0110,-7.0110,-1.7528
Spagna,BOR,OCO,5,19,-4.4164,-4.4164,-0.7361
Spagna,BOR,OCO,5,20,-5.9890,-5.9890,-0.9982
