anno,circuito,compound,drv,stint,n_usable,persistenza,coda_reale,climatologia,err_pers,err_clim
2025,Qatar,HARD,PIA,3,13,0.1902,-0.1119,0.0429,0.3020,0.1548
2025,Qatar,MEDIUM,SAI,2,18,0.0257,-0.0622,0.0328,0.0879,0.0951
2025,Qatar,HARD,SAI,3,23,0.2509,0.0662,0.0429,0.1847,0.0233
2025,Qatar,MEDIUM,STR,3,20,0.1054,0.0051,0.0328,0.1003,0.0278
2025,Qatar,MEDIUM,VER,2,20,-0.0252,0.0141,0.0328,0.0393,0.0187
2025,Qatar,HARD,VER,3,18,0.1889,0.1359,0.0429,0.0530,0.0930
2025,Saudi Arabian,HARD,ALO,2,18,-0.1855,-0.0402,0.0429,0.1453,0.0831
2025,Saudi Arabian,HARD,ANT,2,23,-0.0989,-0.0670,0.0429,0.0319,0.1099
2025,Saudi Arabian,HARD,BEA,2,20,-0.0791,-0.0133,0.0429,0.0658,0.0562
2025,Saudi Arabian,HARD,BOR,2,36,0.1925,0.7909,0.0429,0.5983,0.7480
2025,Saudi Arabian,HARD,DOO,3,14,0.2184,-0.7963,0.0429,1.0147,0.8392
2025,Saudi Arabian,HARD,HAM,2,25,0.0284,0.1244,0.0429,0.0960,0.0815
2025,Saudi Arabian,HARD,LAW,2,16,-0.0341,0.0677,0.0429,0.1018,0.0248
2025,Saudi Arabian,MEDIUM,LEC,1,21,-0.2108,-0.0323,0.0328,0.1785,0.0652
2025,Saudi Arabian,HARD,LEC,2,14,0.1888,0.0165,0.0429,0.1723,0.0264
2025,Saudi Arabian,HARD,NOR,1,18,0.0943,0.0470,0.0429,0.0473,0.0041
2025,Saudi Arabian,HARD,OCO,2,13,0.0428,1.5025,0.0429,1.4597,1.4596
2025,Saudi Arabian,HARD,PIA,2,29,-0.0713,-0.1754,0.0429,0.1041,0.2183
2025,Saudi Arabian,MEDIUM,RUS,1,13,0.1213,0.0396,0.0328,0.0817,0.0067
2025,Saudi Arabian,HARD,RUS,2,28,-0.2520,-0.0497,0.0429,0.2023,0.0926
2025,Saudi Arabian,HARD,SAI,2,20,-0.1073,-0.1903,0.0429,0.0830,0.2332
2025,Saudi Arabian,HARD,STR,1,27,0.1121,0.1224,0.0429,0.0102,0.0795
2025,Saudi Arabian,MEDIUM,VER,1,17,-0.0417,0.0430,0.0328,0.0847,0.0102
2025,Saudi Arabian,HARD,VER,2,27,0.0149,-0.0074,0.0429,0.0223,0.0503
2025,Singapore,MEDIUM,ALB,1,15,0.0924,0.1218,0.0328,0.0294,0.0890
2025,Singapore,SOFT,ALO,1,21,0.0236,0.1750,0.0794,0.1514,0.0956
2025,Singapore,MEDIUM,ALO,2,23,0.2051,0.1479,0.0328,0.0572,0.1151
2025,Singapore,HARD,ANT,2,13,-0.6058,0.4724,0.0429,1.0782,0.4295
2025,Singapore,HARD,BEA,2,17,-0.0938,-0.0189,0.0429,0.0749,0.0618
2025,Singapore,HARD,BOR,2,20,0.0321,0.2071,0.0429,0.1750,0.1642
2025,Singapore,MEDIUM,COL,2,31,-0.2582,0.0995,0.0328,0.3577,0.0667
2025,Singapore,HARD,HAD,2,32,0.6261,0.0915,0.0429,0.5345,0.0486
2025,Singapore,HARD,HAM,2,17,0.0776,-0.1383,0.0429,0.2160,0.1812
2025,Singapore,MEDIUM,LAW,1,32,0.1620,0.0710,0.0328,0.0909,0.0382
2025,Singapore,MEDIUM,LEC,1,13,-0.2111,-0.0776,0.0328,0.1335,0.1105
2025,Singapore,HARD,LEC,2,33,0.1798,0.6668,0.0429,0.4870,0.6239
2025,Singapore,MEDIUM,PIA,1,23,-0.0222,0.1106,0.0328,0.1329,0.0778
2025,Singapore,HARD,PIA,2,31,-0.0077,-0.0196,0.0429,0.0118,0.0625
2025,Singapore,MEDIUM,RUS,1,21,0.0666,0.0256,0.0328,0.0410,0.0073
2025,Singapore,HARD,RUS,2,34,-0.0707,0.0330,0.0429,0.1036,0.0099
2025,Singapore,MEDIUM,SAI,1,22,0.0478,0.2139,0.0328,0.1661,0.1810
2025,Singapore,HARD,TSU,2,19,-0.7583,-0.2545,0.0429,0.5038,0.2974
2025,Singapore,SOFT,VER,1,14,0.2425,0.0503,0.0794,0.1922,0.0291
2025,Singapore,HARD,VER,2,40,-0.3171,0.0770,0.0429,0.3941,0.0341
2025,Spanish,SOFT,ANT,1,14,-0.1073,-0.0175,0.0794,0.0898,0.0969
2025,Spanish,MEDIUM,ANT,2,24,0.0535,-0.0755,0.0328,0.1290,0.1084
2025,Spanish,MEDIUM,BEA,2,22,-0.2331,0.0644,0.0328,0.2975,0.0315
2025,Spanish,MEDIUM,BOR,2,19,-0.0389,-0.4144,0.0328,0.3755,0.4473
2025,Spanish,MEDIUM,COL,2,18,0.1445,-0.2085,0.0328,0.3530,0.2413
2025,Spanish,SOFT,GAS,2,15,0.1345,-0.1417,0.0794,0.2762,0.2211
2025,Spanish,MEDIUM,GAS,3,18,-0.0283,0.2938,0.0328,0.3221,0.2609
2025,Spanish,MEDIUM,HAD,2,23,0.0709,0.1928,0.0328,0.1219,0.1599
2025,Spanish,MEDIUM,HAM,2,27,0.0802,0.1831,0.0328,0.1029,0.1503
2025,Spanish,MEDIUM,HUL,2,23,0.0833,0.2094,0.0328,0.1261,0.1766
2025,Spanish,MEDIUM,LEC,2,18,0.0923,0.1256,0.0328,0.0333,0.0927
2025,Spanish,MEDIUM,NOR,2,24,0.0925,0.0552,0.0328,0.0373,0.0223
2025,Spanish,SOFT,PIA,1,19,-0.2401,0.1504,0.0794,0.3905,0.0710
2025,Spanish,MEDIUM,PIA,2,24,-0.1365,-0.0535,0.0328,0.0830,0.0864
2025,Spanish,SOFT,SAI,2,19,-0.0704,0.0040,0.0794,0.0743,0.0754
2025,Spanish,MEDIUM,SAI,3,15,0.0465,-0.0564,0.0328,0.1029,0.0893
2025,Spanish,MEDIUM,VER,3,13,0.0066,-0.0582,0.0328,0.0648,0.0910
2025,São Paulo,MEDIUM,ALB,1,14,-0.0427,0.1776,0.0328,0.2203,0.1448
2025,São Paulo,MEDIUM,ALO,3,19,-0.1111,-0.1020,0.0328,0.0091,0.1348
2025,São Paulo,MEDIUM,ANT,2,19,0.0746,0.0668,0.0328,0.0079,0.0339
2025,São Paulo,MEDIUM,ANT,3,22,-0.0559,-0.0221,0.0328,0.0338,0.0549
2025,São Paulo,MEDIUM,BEA,2,13,-0.2765,-0.1476,0.0328,0.1289,0.1805
2025,São Paulo,MEDIUM,BEA,3,20,0.0238,0.3786,0.0328,0.3548,0.3458
2025,São Paulo,MEDIUM,HAD,3,15,-0.0489,-0.1188,0.0328,0.0699,0.1517
2025,São Paulo,MEDIUM,HAM,3,13,-0.2326,-0.2457,0.0328,0.0131,0.2785
2025,São Paulo,SOFT,HUL,2,14,-0.1454,-0.0271,0.0794,0.1183,0.1065
2025,São Paulo,MEDIUM,LAW,2,29,0.2143,0.3174,0.0328,0.1031,0.2846
2025,São Paulo,MEDIUM,NOR,1,21,-0.1228,-0.1354,0.0328,0.0126,0.1683
2025,São Paulo,SOFT,NOR,2,18,-0.0109,-0.0450,0.0794,0.0342,0.1244
2025,São Paulo,MEDIUM,NOR,3,20,-0.0980,0.0052,0.0328,0.1031,0.0277
2025,São Paulo,MEDIUM,OCO,2,30,-0.0440,-0.0272,0.0328,0.0168,0.0600
2025,São Paulo,MEDIUM,OCO,3,13,0.0050,-0.0655,0.0328,0.0705,0.0983
2025,São Paulo,MEDIUM,PIA,1,25,-0.0435,0.0938,0.0328,0.1373,0.0609
2025,São Paulo,MEDIUM,RUS,1,22,-0.0051,0.0217,0.0328,0.0268,0.0111
2025,São Paulo,MEDIUM,RUS,3,20,-0.0133,-0.0688,0.0328,0.0555,0.1016
2025,São Paulo,MEDIUM,SAI,3,15,0.1925,0.1531,0.0328,0.0394,0.1202
2025,São Paulo,MEDIUM,TSU,4,22,0.0021,0.0679,0.0328,0.0658,0.0351
2025,São Paulo,MEDIUM,VER,3,16,0.1211,0.0819,0.0328,0.0392,0.0491
2025,United States,MEDIUM,ALB,2,14,-0.2510,0.0728,0.0328,0.3238,0.0399
2025,United States,MEDIUM,ALO,1,19,-0.0117,0.0324,0.0328,0.0441,0.0004
2025,United States,SOFT,ALO,2,23,-0.0169,0.1090,0.0794,0.1259,0.0296
2025,United States,SOFT,BEA,2,15,0.2191,0.1959,0.0794,0.0232,0.1165
2025,United States,MEDIUM,COL,1,15,0.0354,-0.0238,0.0328,0.0592,0.0566
2025,United States,SOFT,COL,2,16,-0.0175,0.1199,0.0794,0.1374,0.0405
2025,United States,SOFT,GAS,2,19,-0.0703,0.4409,0.0794,0.5112,0.3615
2025,United States,SOFT,HAD,2,14,0.0801,0.0583,0.0794,0.0218,0.0211
2025,United States,SOFT,HAM,2,21,0.1431,0.8096,0.0794,0.6665,0.7302
2025,United States,MEDIUM,HUL,1,21,-0.0420,-0.0848,0.0328,0.0427,0.1176
2025,United States,SOFT,HUL,2,22,-0.1202,0.2336,0.0794,0.3538,0.1542
2025,United States,MEDIUM,LAW,1,18,0.0718,0.0331,0.0328,0.0386,0.0003
2025,United States,SOFT,LEC,1,14,0.4616,-0.0046,0.0794,0.4661,0.0840
2025,United States,MEDIUM,LEC,2,26,0.1506,0.1235,0.0328,0.0271,0.0907
2025,United States,MEDIUM,OCO,2,25,-0.0402,0.0077,0.0328,0.0478,0.0252
2025,United States,MEDIUM,PIA,1,20,0.0318,0.0346,0.0328,0.0028,0.0018
2025,United States,SOFT,PIA,2,23,0.0448,-0.0228,0.0794,0.0675,0.1022
2025,United States,SOFT,RUS,2,22,-0.0003,0.1172,0.0794,0.1176,0.0378
2025,United States,MEDIUM,TSU,1,20,-0.0432,0.1131,0.0328,0.1563,0.0803
2025,United States,SOFT,TSU,2,24,-0.0085,-0.0236,0.0794,0.0151,0.1030
2025,United States,MEDIUM,VER,1,26,0.1853,0.1149,0.0328,0.0704,0.0821
2025,United States,SOFT,VER,2,21,0.0389,0.1136,0.0794,0.0747,0.0342
