pop,gara,drv,k,L,E,residuo_cum,residuo_cum_fuel,n_neu_flag,n_neu_json,edge,lapped
ctrl,Australia,ALB,1,16,18,23.5872,19.2941,1,1,0,0
ctrl,Australia,ALB,1,17,19,46.9630,42.7733,2,2,0,0
ctrl,Australia,ALB,1,18,20,27.9760,23.8898,2,3,0,0
ctrl,Australia,ALB,1,19,21,3.5650,-0.4178,1,2,0,0
ctrl,Australia,ALB,1,20,22,4.2592,0.3799,0,1,0,0
ctrl,Australia,ALB,1,21,23,4.4041,0.6282,0,0,0,0
ctrl,Australia,ALB,1,22,24,4.3930,0.7206,0,0,0,0
ctrl,Australia,ALB,1,23,25,4.4203,0.8513,0,0,0,0
ctrl,Australia,ALB,1,24,26,4.5846,1.1191,0,0,0,0
ctrl,Australia,ALB,1,25,27,4.7369,1.3748,0,0,0,0
ctrl,Australia,ALB,1,26,28,5.4890,2.2304,0,0,0,0
ctrl,Australia,ALB,1,27,29,6.3563,3.2011,0,0,0,0
ctrl,Australia,ALB,1,28,30,6.1068,3.0551,0,0,0,0
ctrl,Australia,ALB,1,3,5,4.8101,-0.8278,0,0,0,0
ctrl,Australia,ALB,1,37,39,4.7868,2.6661,0,0,0,1
ctrl,Australia,ALB,1,38,40,4.4113,2.3941,0,0,0,1
ctrl,Australia,ALB,1,39,41,3.9010,1.9872,0,0,0,1
ctrl,Australia,ALB,1,4,6,3.7141,-1.8204,0,0,0,0
ctrl,Australia,ALB,1,40,42,1.9964,0.1861,0,0,0,1
ctrl,Australia,ALB,1,41,43,1.9859,0.2790,0,0,0,1
ctrl,Australia,ALB,1,42,44,1.9380,0.3345,0,0,0,1
ctrl,Australia,ALB,1,43,45,1.6531,0.1531,0,0,0,1
ctrl,Australia,ALB,1,44,46,1.5553,0.1588,0,0,0,1
ctrl,Australia,ALB,1,45,47,1.6363,0.3432,0,0,0,1
ctrl,Australia,ALB,1,46,48,1.6314,0.4418,0,0,0,1
ctrl,Australia,ALB,1,47,49,1.6006,0.5144,0,0,0,1
ctrl,Australia,ALB,1,48,50,1.5972,0.6144,0,0,0,1
ctrl,Australia,ALB,1,49,51,1.4747,0.5954,0,0,0,1
ctrl,Australia,ALB,1,5,7,2.4606,-2.9705,0,0,0,0
ctrl,Australia,ALB,1,50,52,1.3433,0.5674,0,0,0,1
ctrl,Australia,ALB,1,51,53,1.5738,0.9014,0,0,0,1
ctrl,Australia,ALB,1,52,54,1.6470,1.0780,0,0,0,1
ctrl,Australia,ALB,1,53,55,1.5992,1.1337,0,0,0,1
ctrl,Australia,ALB,1,54,56,3.0593,2.6972,0,0,0,1
ctrl,Australia,ALB,1,55,57,4.2664,4.0078,0,0,0,1
ctrl,Australia,ALB,1,6,8,1.7988,-3.5288,0,0,0,0
ctrl,Australia,ALB,1,7,9,2.0551,-3.1690,0,0,0,0
ctrl,Australia,ALB,3,16,20,52.0013,43.6220,2,3,0,0
ctrl,Australia,ALB,3,17,21,50.5280,42.3556,2,3,0,0
ctrl,Australia,ALB,3,18,22,31.7970,23.8315,2,3,0,0
ctrl,Australia,ALB,3,19,23,7.5790,-0.1796,1,2,0,0
ctrl,Australia,ALB,3,20,24,8.7483,1.1966,0,1,0,0
ctrl,Australia,ALB,3,21,25,9.1562,1.8114,0,0,0,0
ctrl,Australia,ALB,3,22,26,9.5451,2.4071,0,0,0,0
ctrl,Australia,ALB,3,23,27,9.4536,2.5226,0,0,0,0
ctrl,Australia,ALB,3,24,28,10.1942,3.4700,0,0,0,0
ctrl,Australia,ALB,3,25,29,11.2137,4.6965,0,0,0,0
ctrl,Australia,ALB,3,26,30,11.6881,5.3777,0,0,0,0
ctrl,Australia,ALB,3,3,7,6.6572,-4.4118,0,0,0,0
ctrl,Australia,ALB,3,37,41,9.9255,5.8910,0,0,0,1
ctrl,Australia,ALB,3,38,42,7.0266,3.1990,0,0,0,1
ctrl,Australia,ALB,3,39,43,6.0679,2.4472,0,0,0,1
ctrl,Australia,ALB,3,4,8,5.0622,-5.7999,0,0,0,0
ctrl,Australia,ALB,3,40,44,4.0558,0.6420,0,0,0,1
ctrl,Australia,ALB,3,41,45,3.7007,0.4938,0,0,0,1
ctrl,Australia,ALB,3,42,46,3.5579,0.5579,0,0,0,1
ctrl,Australia,ALB,3,43,47,3.3551,0.5620,0,0,0,1
ctrl,Australia,ALB,3,44,48,3.2197,0.6335,0,0,0,1
ctrl,Australia,ALB,3,45,49,3.2386,0.8592,0,0,0,1
ctrl,Australia,ALB,3,46,50,3.3159,1.1435,0,0,0,1
ctrl,Australia,ALB,3,47,51,3.2482,1.2827,0,0,0,1
ctrl,Australia,ALB,3,48,52,3.0663,1.3077,0,0,0,1
ctrl,Australia,ALB,3,49,53,3.1274,1.5757,0,0,0,1
ctrl,Australia,ALB,3,5,9,4.0831,-6.5721,0,0,0,0
ctrl,Australia,ALB,3,50,54,3.0536,1.7087,0,0,0,1
ctrl,Australia,ALB,3,51,55,3.2207,2.0827,0,0,0,1
ctrl,Australia,ALB,3,52,56,4.7960,3.8650,0,0,0,1
ctrl,Australia,ALB,3,53,57,5.9973,5.2732,0,0,0,1
ctrl,Australia,ALB,5,16,22,56.2605,44.0019,2,3,0,0
ctrl,Australia,ALB,5,17,23,54.5420,42.5937,2,3,0,0
ctrl,Australia,ALB,5,18,24,35.8480,24.2101,2,3,0,0
ctrl,Australia,ALB,5,19,25,11.9410,0.6134,1,2,0,0
ctrl,Australia,ALB,5,20,26,13.9965,2.9793,0,1,0,0
ctrl,Australia,ALB,5,21,27,14.5213,3.8144,0,0,0,0
ctrl,Australia,ALB,5,22,28,15.7221,5.3256,0,0,0,0
ctrl,Australia,ALB,5,23,29,16.2269,6.1407,0,0,0,0
ctrl,Australia,ALB,5,24,30,16.5138,6.7379,0,0,0,0
ctrl,Australia,ALB,5,3,9,7.6663,-8.6268,0,0,0,0
ctrl,Australia,ALB,5,37,43,13.3303,7.5889,0,0,0,1
ctrl,Australia,ALB,5,38,44,9.7049,4.2739,0,0,0,1
ctrl,Australia,ALB,5,39,45,7.9639,2.8432,0,0,0,1
ctrl,Australia,ALB,5,40,46,5.7972,0.9869,0,0,0,1
ctrl,Australia,ALB,5,41,47,5.4646,0.9646,0,0,0,1
ctrl,Australia,ALB,5,42,48,5.2869,1.0972,0,0,0,1
ctrl,Australia,ALB,5,43,49,5.0232,1.1439,0,0,0,1
ctrl,Australia,ALB,5,44,50,4.9370,1.3681,0,0,0,1
ctrl,Australia,ALB,5,45,51,4.8878,1.6292,0,0,0,1
ctrl,Australia,ALB,5,46,52,4.8723,1.9241,0,0,0,1
ctrl,Australia,ALB,5,47,53,5.0739,2.4359,0,0,0,1
ctrl,Australia,ALB,5,48,54,4.9025,2.5749,0,0,0,1
ctrl,Australia,ALB,5,49,55,4.8532,2.8359,0,0,0,1
ctrl,Australia,ALB,5,50,56,6.2658,4.5589,0,0,0,1
ctrl,Australia,ALB,5,51,57,7.6665,6.2699,0,0,0,1
ctrl,Australia,ALO,1,17,19,6.2343,2.0446,0,2,0,1
ctrl,Australia,ALO,1,3,5,5.9821,0.3442,0,0,0,0
ctrl,Australia,ALO,1,4,6,7.8098,2.2753,0,0,0,0
ctrl,Australia,ALO,1,5,7,6.3621,0.9311,0,0,0,0
ctrl,Australia,ALO,1,6,8,3.5079,-1.8197,0,0,0,0
ctrl,Australia,ALO,3,3,7,12.3442,1.2752,0,0,0,0
ctrl,Australia,ALO,3,4,8,12.6897,1.8276,0,0,0,0
ctrl,Australia,ANT,1,16,18,11.4543,7.1612,1,1,0,0
ctrl,Australia,ANT,1,17,19,43.8346,39.6449,2,2,0,0
ctrl,Australia,ANT,1,18,20,41.3316,37.2453,3,3,0,0
ctrl,Australia,ANT,1,19,21,8.7786,4.7958,2,2,0,0
ctrl,Australia,ANT,1,20,22,3.1616,-0.7178,1,1,0,0
ctrl,Australia,ANT,1,21,23,3.2688,-0.5070,0,0,0,0
ctrl,Australia,ANT,1,22,24,3.7053,0.0329,0,0,0,0
ctrl,Australia,ANT,1,23,25,5.7447,2.1758,0,0,0,0
ctrl,Australia,ANT,1,24,26,5.5843,2.1188,0,0,0,0
ctrl,Australia,ANT,1,25,27,4.0658,0.7038,0,0,0,0
ctrl,Australia,ANT,1,26,28,3.6516,0.3929,0,0,0,0
ctrl,Australia,ANT,1,27,29,3.2103,0.0551,0,0,0,0
ctrl,Australia,ANT,1,28,30,3.0515,-0.0002,0,0,0,0
ctrl,Australia,ANT,1,29,31,2.9457,-0.0026,0,0,0,0
ctrl,Australia,ANT,1,3,5,1.3706,-4.2674,0,0,0,0
ctrl,Australia,ANT,1,30,32,3.3135,0.4687,0,1,0,0
ctrl,Australia,ANT,1,31,33,3.4327,0.6913,0,2,0,0
ctrl,Australia,ANT,1,32,34,18.5761,15.9381,1,3,0,0
ctrl,Australia,ANT,1,33,35,18.8464,16.3120,1,2,0,0
ctrl,Australia,ANT,1,34,36,3.3244,0.8934,1,1,0,0
ctrl,Australia,ANT,1,35,37,2.9882,0.6606,0,0,0,0
ctrl,Australia,ANT,1,36,38,3.1019,0.8778,0,0,0,0
ctrl,Australia,ANT,1,37,39,3.0523,0.9317,0,0,0,0
ctrl,Australia,ANT,1,38,40,2.7308,0.7136,0,0,0,0
ctrl,Australia,ANT,1,39,41,2.7372,0.8234,0,0,0,0
ctrl,Australia,ANT,1,4,6,1.0261,-4.5084,0,0,0,0
ctrl,Australia,ANT,1,40,42,3.0066,1.1962,0,0,0,0
ctrl,Australia,ANT,1,41,43,3.0774,1.3706,0,0,0,0
ctrl,Australia,ANT,1,42,44,3.1983,1.5949,0,0,0,0
ctrl,Australia,ANT,1,43,45,3.0820,1.5820,0,0,0,0
ctrl,Australia,ANT,1,44,46,2.8167,1.4201,0,0,0,0
ctrl,Australia,ANT,1,45,47,2.7565,1.4634,0,0,0,0
ctrl,Australia,ANT,1,46,48,2.7073,1.5177,0,0,0,0
ctrl,Australia,ANT,1,47,49,2.8724,1.7862,0,0,0,0
ctrl,Australia,ANT,1,48,50,2.7695,1.7868,0,0,0,0
ctrl,Australia,ANT,1,49,51,2.0107,1.1314,0,0,0,0
ctrl,Australia,ANT,1,5,7,2.5401,-2.8909,0,0,0,0
ctrl,Australia,ANT,1,50,52,1.5269,0.7510,0,0,0,0
ctrl,Australia,ANT,1,51,53,1.5005,0.8281,0,0,0,0
ctrl,Australia,ANT,1,52,54,1.7701,1.2011,0,0,0,0
ctrl,Australia,ANT,1,53,55,2.0410,1.5755,0,0,0,0
ctrl,Australia,ANT,1,54,56,1.7580,1.3959,0,0,0,0
ctrl,Australia,ANT,1,55,57,1.2307,0.9721,0,0,0,0
ctrl,Australia,ANT,1,56,58,1.2644,1.1092,0,0,1,0
ctrl,Australia,ANT,1,6,8,2.3854,-2.9422,0,0,0,0
ctrl,Australia,ANT,1,7,9,2.4587,-2.7655,0,0,0,0
ctrl,Australia,ANT,3,16,20,52.4796,44.1002,3,3,0,0
ctrl,Australia,ANT,3,17,21,52.6131,44.4407,3,3,0,0
ctrl,Australia,ANT,3,18,22,44.4931,36.5276,3,3,0,0
ctrl,Australia,ANT,3,19,23,11.7411,3.9825,2,2,0,0
ctrl,Australia,ANT,3,20,24,6.4841,-1.0676,1,1,0,0
ctrl,Australia,ANT,3,21,25,8.8607,1.5158,0,0,0,0
ctrl,Australia,ANT,3,22,26,9.2896,2.1516,0,0,0,0
ctrl,Australia,ANT,3,23,27,9.9634,3.0324,0,0,0,0
ctrl,Australia,ANT,3,24,28,9.6186,2.8944,0,0,0,0
ctrl,Australia,ANT,3,25,29,7.8887,1.3714,0,0,0,0
ctrl,Australia,ANT,3,26,30,7.0271,0.7168,0,0,0,0
ctrl,Australia,ANT,3,27,31,6.1916,0.0881,0,0,0,0
ctrl,Australia,ANT,3,28,32,6.3650,0.4684,0,1,0,0
ctrl,Australia,ANT,3,29,33,6.3784,0.6887,0,2,0,0
ctrl,Australia,ANT,3,3,7,0.6901,-10.3789,0,0,0,0
ctrl,Australia,ANT,3,30,34,21.9120,16.4292,1,3,0,0
ctrl,Australia,ANT,3,31,35,22.2884,17.0125,1,3,0,0
ctrl,Australia,ANT,3,32,36,21.9051,16.8362,1,3,0,0
ctrl,Australia,ANT,3,33,37,21.8449,16.9828,1,2,0,0
ctrl,Australia,ANT,3,34,38,6.4469,1.7917,1,1,0,0
ctrl,Australia,ANT,3,35,39,6.0553,1.6071,0,0,0,0
ctrl,Australia,ANT,3,36,40,5.8418,1.6004,0,0,0,0
ctrl,Australia,ANT,3,37,41,5.7947,1.7602,0,0,0,0
ctrl,Australia,ANT,3,38,42,5.7386,1.9110,0,0,0,0
ctrl,Australia,ANT,3,39,43,5.8313,2.2107,0,0,0,0
ctrl,Australia,ANT,3,4,8,1.0472,-9.8149,0,0,0,0
ctrl,Australia,ANT,3,40,44,6.2371,2.8233,0,0,0,0
ctrl,Australia,ANT,3,41,45,6.3999,3.1930,0,0,0,0
ctrl,Australia,ANT,3,42,46,6.4637,3.4637,0,0,0,0
ctrl,Australia,ANT,3,43,47,6.0660,3.2729,0,0,0,0
ctrl,Australia,ANT,3,44,48,5.5303,2.9441,0,0,0,0
ctrl,Australia,ANT,3,45,49,5.6460,3.2667,0,0,0,0
ctrl,Australia,ANT,3,46,50,5.5046,3.3322,0,0,0,0
ctrl,Australia,ANT,3,47,51,5.0358,3.0703,0,0,0,0
ctrl,Australia,ANT,3,48,52,4.5740,2.8154,0,0,0,0
ctrl,Australia,ANT,3,49,53,3.6644,2.1127,0,0,0,0
ctrl,Australia,ANT,3,5,9,4.8122,-5.8430,0,0,0,0
ctrl,Australia,ANT,3,50,54,3.3257,1.9809,0,0,0,0
ctrl,Australia,ANT,3,51,55,3.6000,2.4620,0,0,0,0
ctrl,Australia,ANT,3,52,56,3.6162,2.6852,0,0,0,0
ctrl,Australia,ANT,3,53,57,3.3321,2.6079,0,0,0,0
ctrl,Australia,ANT,3,54,58,3.0549,2.5377,0,0,1,0
ctrl,Australia,ANT,5,16,22,55.3348,43.0762,3,3,0,0
ctrl,Australia,ANT,5,17,23,55.5757,43.6274,3,3,0,0
ctrl,Australia,ANT,5,18,24,47.8157,36.1777,3,3,0,0
ctrl,Australia,ANT,5,19,25,17.0267,5.6991,2,2,0,0
ctrl,Australia,ANT,5,20,26,11.6857,0.6684,1,1,0,0
ctrl,Australia,ANT,5,21,27,12.9265,2.2196,0,0,0,0
ctrl,Australia,ANT,5,22,28,13.3238,2.9273,0,0,0,0
ctrl,Australia,ANT,5,23,29,13.9392,3.8530,0,0,0,0
ctrl,Australia,ANT,5,24,30,13.3768,3.6010,0,0,0,0
ctrl,Australia,ANT,5,25,31,11.4825,2.0170,0,0,0,0
ctrl,Australia,ANT,5,26,32,10.6647,1.5095,0,1,0,0
ctrl,Australia,ANT,5,27,33,9.6598,0.8150,0,2,0,0
ctrl,Australia,ANT,5,28,34,24.9634,16.4290,1,3,0,0
ctrl,Australia,ANT,5,29,35,25.2341,17.0099,1,3,0,0
ctrl,Australia,ANT,5,3,9,-0.2583,-16.5514,0,0,0,0
ctrl,Australia,ANT,5,30,36,25.2634,17.3497,1,3,0,0
ctrl,Australia,ANT,5,31,37,25.2961,17.6926,1,3,0,0
ctrl,Australia,ANT,5,32,38,25.0322,17.7391,1,3,0,0
ctrl,Australia,ANT,5,33,39,24.9223,17.9396,1,2,0,0
ctrl,Australia,ANT,5,34,40,9.2073,2.5349,1,1,0,0
ctrl,Australia,ANT,5,35,41,8.8125,2.4504,0,0,0,0
ctrl,Australia,ANT,5,36,42,8.8587,2.8070,0,0,0,0
ctrl,Australia,ANT,5,37,43,8.8940,3.1527,0,0,0,0
ctrl,Australia,ANT,5,38,44,8.9704,3.5393,0,0,0,0
ctrl,Australia,ANT,5,39,45,9.1705,4.0498,0,0,0,0
ctrl,Australia,ANT,5,40,46,9.5347,4.7243,0,0,0,0
ctrl,Australia,ANT,5,41,47,9.6243,5.1243,0,0,0,0
ctrl,Australia,ANT,5,42,48,9.6260,5.4364,0,0,0,0
ctrl,Australia,ANT,5,43,49,9.1830,5.3037,0,0,0,0
ctrl,Australia,ANT,5,44,50,8.3340,4.7650,0,0,0,0
ctrl,Australia,ANT,5,45,51,7.8264,4.5678,0,0,0,0
ctrl,Australia,ANT,5,46,52,7.3369,4.3887,0,0,0,0
ctrl,Australia,ANT,5,47,53,6.8422,4.2043,0,0,0,0
ctrl,Australia,ANT,5,48,54,6.6506,4.3230,0,0,0,0
ctrl,Australia,ANT,5,49,55,5.9171,3.8998,0,0,0,0
ctrl,Australia,ANT,5,50,56,5.2006,3.4937,0,0,0,0
ctrl,Australia,ANT,5,51,57,4.9494,3.5529,0,0,0,0
ctrl,Australia,ANT,5,52,58,5.0013,3.9151,0,0,1,0
ctrl,Australia,BEA,1,10,12,39.7199,34.8061,2,2,0,0
ctrl,Australia,BEA,1,11,13,62.3845,57.5741,3,3,0,0
ctrl,Australia,BEA,1,12,14,32.9735,28.2666,2,3,0,0
ctrl,Australia,BEA,1,13,15,3.7525,-0.8510,1,2,0,0
ctrl,Australia,BEA,1,22,24,4.9076,1.2352,0,0,0,0
ctrl,Australia,BEA,1,23,25,3.3269,-0.2421,0,0,0,0
ctrl,Australia,BEA,1,24,26,2.4497,-1.0158,0,0,0,0
ctrl,Australia,BEA,1,25,27,3.1910,-0.1711,0,0,0,0
ctrl,Australia,BEA,1,26,28,3.4912,0.2326,0,0,0,0
ctrl,Australia,BEA,1,27,29,4.3208,1.1656,0,0,0,0
ctrl,Australia,BEA,1,28,30,4.4123,1.3606,0,0,0,0
ctrl,Australia,BEA,1,29,31,3.6865,0.7382,0,0,0,0
ctrl,Australia,BEA,1,3,5,2.7436,-2.8944,0,0,0,0
ctrl,Australia,BEA,1,30,32,4.1457,1.3009,0,1,0,0
ctrl,Australia,BEA,1,31,33,10.1273,7.3860,1,2,0,0
ctrl,Australia,BEA,1,32,34,17.1937,14.5558,2,3,0,0
ctrl,Australia,BEA,1,33,35,11.4607,8.9262,2,2,0,0
ctrl,Australia,BEA,1,34,36,3.7487,1.3177,1,1,0,0
ctrl,Australia,BEA,1,35,37,3.2073,0.8798,0,0,0,0
ctrl,Australia,BEA,1,36,38,3.5750,1.3509,0,0,0,0
ctrl,Australia,BEA,1,37,39,3.7341,1.6134,0,0,0,0
ctrl,Australia,BEA,1,38,40,5.5321,3.5149,0,0,0,0
ctrl,Australia,BEA,1,39,41,5.7156,3.8018,0,0,0,0
ctrl,Australia,BEA,1,4,6,3.6098,-1.9247,0,0,0,0
ctrl,Australia,BEA,1,40,42,3.2145,1.4041,0,0,0,0
ctrl,Australia,BEA,1,41,43,2.7045,0.9976,0,0,0,0
ctrl,Australia,BEA,1,42,44,2.8036,1.2001,0,0,0,0
ctrl,Australia,BEA,1,43,45,2.2012,0.7012,0,0,0,0
ctrl,Australia,BEA,1,44,46,1.9559,0.5593,0,0,0,0
ctrl,Australia,BEA,1,45,47,2.5421,1.2490,0,0,0,0
ctrl,Australia,BEA,1,46,48,2.3523,1.1626,0,0,0,0
ctrl,Australia,BEA,1,47,49,1.8708,0.7846,0,0,0,0
ctrl,Australia,BEA,1,48,50,1.9313,0.9486,0,0,0,0
ctrl,Australia,BEA,1,49,51,1.6822,0.8029,0,0,0,0
ctrl,Australia,BEA,1,5,7,2.6702,-2.7608,0,0,0,0
ctrl,Australia,BEA,1,50,52,1.2781,0.5022,0,0,0,0
ctrl,Australia,BEA,1,51,53,1.6459,0.9734,0,0,0,0
ctrl,Australia,BEA,1,52,54,1.9776,1.4087,0,0,0,0
ctrl,Australia,BEA,1,53,55,1.8137,1.3482,0,0,0,0
ctrl,Australia,BEA,1,54,56,3.5938,3.2317,0,0,0,0
ctrl,Australia,BEA,1,55,57,5.6940,5.4353,0,0,0,0
ctrl,Australia,BEA,1,6,8,3.5197,-1.8079,0,0,0,0
ctrl,Australia,BEA,1,7,9,4.1021,-1.1220,0,0,0,0
ctrl,Australia,BEA,1,8,10,4.0534,-1.0673,0,0,0,0
ctrl,Australia,BEA,1,9,11,10.3887,5.3714,1,1,0,0
ctrl,Australia,BEA,3,10,14,72.4089,62.7882,3,4,0,0
ctrl,Australia,BEA,3,11,15,66.1370,56.7232,3,4,0,0
ctrl,Australia,BEA,3,22,26,8.3682,1.2302,0,0,0,0
ctrl,Australia,BEA,3,23,27,6.3427,-0.5883,0,0,0,0
ctrl,Australia,BEA,3,24,28,5.1864,-1.5378,0,0,0,0
ctrl,Australia,BEA,3,25,29,7.4739,0.9567,0,0,0,0
ctrl,Australia,BEA,3,26,30,8.3065,1.9961,0,0,0,0
ctrl,Australia,BEA,3,27,31,8.2466,2.1431,0,0,0,0
ctrl,Australia,BEA,3,28,32,8.6337,2.7371,0,1,0,0
ctrl,Australia,BEA,3,29,33,13.8900,8.2004,1,2,0,0
ctrl,Australia,BEA,3,3,7,4.7281,-6.3409,0,0,0,0
ctrl,Australia,BEA,3,30,34,21.6154,16.1326,2,3,0,0
ctrl,Australia,BEA,3,31,35,21.8257,16.5498,2,3,0,0
ctrl,Australia,BEA,3,32,36,20.9424,15.8734,2,3,0,0
ctrl,Australia,BEA,3,33,37,14.7954,9.9333,2,2,0,0
ctrl,Australia,BEA,3,34,38,7.5784,2.9232,1,1,0,0
ctrl,Australia,BEA,3,35,39,7.1657,2.7174,0,0,0,0
ctrl,Australia,BEA,3,36,40,9.3010,5.0596,0,0,0,0
ctrl,Australia,BEA,3,37,41,9.6561,5.6217,0,0,0,0
ctrl,Australia,BEA,3,38,42,8.8723,5.0447,0,0,0,0
ctrl,Australia,BEA,3,39,43,8.4462,4.8256,0,0,0,0
ctrl,Australia,BEA,3,4,8,6.4887,-4.3734,0,0,0,0
ctrl,Australia,BEA,3,40,44,6.0380,2.6242,0,0,0,0
ctrl,Australia,BEA,3,41,45,5.0990,1.8921,0,0,0,0
ctrl,Australia,BEA,3,42,46,5.1261,2.1261,0,0,0,0
ctrl,Australia,BEA,3,43,47,4.9704,2.1773,0,0,0,0
ctrl,Australia,BEA,3,44,48,4.3957,1.8095,0,0,0,0
ctrl,Australia,BEA,3,45,49,4.4591,2.0798,0,0,0,0
ctrl,Australia,BEA,3,46,50,4.2886,2.1161,0,0,0,0
ctrl,Australia,BEA,3,47,51,3.7566,1.7911,0,0,0,0
ctrl,Australia,BEA,3,48,52,3.6116,1.8530,0,0,0,0
ctrl,Australia,BEA,3,49,53,3.5434,1.9917,0,0,0,0
ctrl,Australia,BEA,3,5,9,5.6194,-5.0358,0,0,0,0
ctrl,Australia,BEA,3,50,54,3.2842,1.9394,0,0,0,0
ctrl,Australia,BEA,3,51,55,3.5227,2.3848,0,0,0,0
ctrl,Australia,BEA,3,52,56,5.6692,4.7382,0,0,0,0
ctrl,Australia,BEA,3,53,57,7.6054,6.8812,0,0,0,0
ctrl,Australia,BEA,3,6,10,6.8633,-3.5850,0,0,0,0
ctrl,Australia,BEA,3,7,11,13.8322,3.5908,1,1,0,0
ctrl,Australia,BEA,3,8,12,43.4838,33.4493,2,2,0,0
ctrl,Australia,BEA,3,9,13,72.5283,62.7007,3,3,0,0
ctrl,Australia,BEA,5,22,28,12.1158,1.7192,0,0,0,0
ctrl,Australia,BEA,5,23,29,10.4506,0.3644,0,0,0,0
ctrl,Australia,BEA,5,24,30,9.2471,-0.5288,0,0,0,0
ctrl,Australia,BEA,5,25,31,11.3619,1.8964,0,0,0,0
ctrl,Australia,BEA,5,26,32,12.9307,3.7756,0,1,0,0
ctrl,Australia,BEA,5,27,33,18.6894,9.8446,1,2,0,0
ctrl,Australia,BEA,5,28,34,26.1790,17.6446,2,3,0,0
ctrl,Australia,BEA,5,29,35,25.6646,17.4404,2,3,0,0
ctrl,Australia,BEA,5,3,9,6.9917,-9.3014,0,0,0,0
ctrl,Australia,BEA,5,30,36,25.6401,17.7263,2,3,0,0
ctrl,Australia,BEA,5,31,37,25.3980,17.7946,2,3,0,0
ctrl,Australia,BEA,5,32,38,24.7721,17.4790,2,3,0,0
ctrl,Australia,BEA,5,33,39,18.8811,11.8983,2,2,0,0
ctrl,Australia,BEA,5,34,40,13.5591,6.8867,1,1,0,0
ctrl,Australia,BEA,5,35,41,13.3120,6.9500,0,0,0,0
ctrl,Australia,BEA,5,36,42,12.8350,6.7833,0,0,0,0
ctrl,Australia,BEA,5,37,43,12.5932,6.8518,0,0,0,0
ctrl,Australia,BEA,5,38,44,11.8214,6.3904,0,0,0,0
ctrl,Australia,BEA,5,39,45,10.8669,5.7462,0,0,0,0
ctrl,Australia,BEA,5,4,10,9.1915,-6.7913,0,0,0,0
ctrl,Australia,BEA,5,40,46,8.3804,3.5701,0,0,0,0
ctrl,Australia,BEA,5,41,47,8.0616,3.5616,0,0,0,0
ctrl,Australia,BEA,5,42,48,7.9327,3.7430,0,0,0,0
ctrl,Australia,BEA,5,43,49,7.1146,3.2353,0,0,0,0
ctrl,Australia,BEA,5,44,50,6.4196,2.8506,0,0,0,0
ctrl,Australia,BEA,5,45,51,6.3912,3.1326,0,0,0,0
ctrl,Australia,BEA,5,46,52,5.9738,3.0256,0,0,0,0
ctrl,Australia,BEA,5,47,53,5.8214,3.1834,0,0,0,0
ctrl,Australia,BEA,5,48,54,6.0199,3.6923,0,0,0,0
ctrl,Australia,BEA,5,49,55,5.6356,3.6184,0,0,0,0
ctrl,Australia,BEA,5,5,11,14.1966,-1.4758,1,1,0,0
ctrl,Australia,BEA,5,50,56,7.0043,5.2974,0,0,0,0
ctrl,Australia,BEA,5,51,57,9.3776,7.9810,0,0,0,0
ctrl,Australia,BEA,5,6,12,45.5840,30.2219,2,2,0,0
ctrl,Australia,BEA,5,7,13,75.3133,60.2616,3,3,0,0
ctrl,Australia,BEA,5,8,14,75.8831,61.1418,3,4,0,0
ctrl,Australia,BEA,5,9,15,76.0360,61.6049,3,4,0,0
ctrl,Australia,BOR,1,10,12,39.5039,34.5901,2,2,0,0
ctrl,Australia,BOR,1,11,13,62.1944,57.3840,3,3,0,0
ctrl,Australia,BOR,1,12,14,33.7884,29.0815,2,3,0,0
ctrl,Australia,BOR,1,13,15,4.1624,-0.4411,1,2,0,0
ctrl,Australia,BOR,1,22,24,2.5050,-1.1674,0,0,0,0
ctrl,Australia,BOR,1,23,25,3.1043,-0.4647,0,0,0,0
ctrl,Australia,BOR,1,24,26,3.8697,0.4042,0,0,0,0
ctrl,Australia,BOR,1,25,27,3.9400,0.5779,0,0,0,0
ctrl,Australia,BOR,1,26,28,3.7522,0.4936,0,0,0,0
ctrl,Australia,BOR,1,27,29,3.6965,0.5413,0,0,0,0
ctrl,Australia,BOR,1,28,30,3.4058,0.3541,0,0,0,0
ctrl,Australia,BOR,1,3,5,3.1796,-2.4584,0,0,0,0
ctrl,Australia,BOR,1,37,39,4.0240,1.9033,0,0,0,0
ctrl,Australia,BOR,1,38,40,2.6367,0.6194,0,0,0,0
ctrl,Australia,BOR,1,39,41,2.2013,0.2875,0,0,0,0
ctrl,Australia,BOR,1,4,6,5.4278,-0.1067,0,0,0,0
ctrl,Australia,BOR,1,40,42,1.8471,0.0368,0,0,0,0
ctrl,Australia,BOR,1,41,43,0.3681,-1.3388,0,0,0,0
ctrl,Australia,BOR,1,42,44,0.9163,-0.6871,0,0,0,0
ctrl,Australia,BOR,1,43,45,1.1456,-0.3544,0,0,0,0
ctrl,Australia,BOR,1,44,46,0.7192,-0.6774,0,0,0,0
ctrl,Australia,BOR,1,45,47,1.4746,0.1815,0,0,0,0
ctrl,Australia,BOR,1,46,48,3.2449,2.0552,0,0,0,0
ctrl,Australia,BOR,1,47,49,4.0496,2.9634,0,0,0,0
ctrl,Australia,BOR,1,48,50,3.3292,2.3464,0,0,0,0
ctrl,Australia,BOR,1,49,51,4.0387,3.1594,0,0,0,0
