pop,gara,drv,k,L,E,residuo_cum,residuo_cum_fuel,n_neu_flag,n_neu_json,edge,lapped
ctrl,Canada,ANT,1,38,40,2.3079,-0.2951,0,0,0,0
ctrl,Canada,ANT,1,39,41,5.2718,2.7571,0,0,0,0
ctrl,Canada,ANT,1,4,6,0.2146,-5.3883,0,0,0,0
ctrl,Canada,ANT,1,40,42,4.3053,1.8788,0,0,0,0
ctrl,Canada,ANT,1,41,43,0.8748,-1.4634,0,1,0,0
ctrl,Canada,ANT,1,42,44,1.1493,-1.1007,0,2,0,0
ctrl,Canada,ANT,1,43,45,1.9508,-0.2110,0,3,0,0
ctrl,Canada,ANT,1,44,46,20.3328,18.2593,1,3,0,0
ctrl,Canada,ANT,1,45,47,20.8276,18.8424,1,2,0,0
ctrl,Canada,ANT,1,46,48,2.4616,0.5646,1,1,0,0
ctrl,Canada,ANT,1,47,49,1.4847,-0.3241,0,1,0,0
ctrl,Canada,ANT,1,48,50,1.2706,-0.4499,0,2,0,0
ctrl,Canada,ANT,1,49,51,1.0643,-0.5681,0,3,0,0
ctrl,Canada,ANT,1,5,7,2.4585,-3.0562,0,0,0,0
ctrl,Canada,ANT,1,50,52,0.7849,-0.7592,0,3,0,0
ctrl,Canada,ANT,1,51,53,32.5534,31.0975,1,3,0,0
ctrl,Canada,ANT,1,52,54,41.8399,40.4722,2,3,0,0
ctrl,Canada,ANT,1,53,55,10.8709,9.5915,2,2,0,0
ctrl,Canada,ANT,1,54,56,2.2439,1.0527,1,1,0,0
ctrl,Canada,ANT,1,55,57,1.7494,0.6465,0,0,0,0
ctrl,Canada,ANT,1,56,58,1.4249,0.4102,0,0,0,0
ctrl,Canada,ANT,1,57,59,1.1813,0.2548,0,0,0,0
ctrl,Canada,ANT,1,58,60,0.8036,-0.0346,0,0,0,0
ctrl,Canada,ANT,1,59,61,0.3521,-0.3979,0,0,0,0
ctrl,Canada,ANT,1,6,8,1.3344,-4.0921,0,0,0,0
ctrl,Canada,ANT,1,60,62,1.3216,0.6598,0,0,0,0
ctrl,Canada,ANT,1,61,63,1.8308,1.2572,0,0,0,0
ctrl,Canada,ANT,1,62,64,1.4136,0.9283,0,0,0,0
ctrl,Canada,ANT,1,63,65,1.4551,1.0581,0,0,0,0
ctrl,Canada,ANT,1,64,66,0.7466,0.4378,0,0,0,0
ctrl,Canada,ANT,1,65,67,0.5517,0.3311,0,0,0,0
ctrl,Canada,ANT,1,66,68,0.3148,0.1824,0,0,1,0
ctrl,Canada,ANT,1,7,9,1.6823,-3.6559,0,0,0,0
ctrl,Canada,ANT,1,8,10,1.5511,-3.6989,0,0,0,0
ctrl,Canada,ANT,1,9,11,1.5088,-3.6529,0,0,0,0
ctrl,Canada,ANT,3,10,14,7.1749,-2.7957,0,0,0,0
ctrl,Canada,ANT,3,11,15,8.5721,-1.2220,0,0,0,0
ctrl,Canada,ANT,3,12,16,8.2606,-1.3570,0,0,0,0
ctrl,Canada,ANT,3,13,17,6.7651,-2.6761,0,0,0,0
ctrl,Canada,ANT,3,14,18,6.5476,-2.7171,0,0,0,0
ctrl,Canada,ANT,3,15,19,6.6932,-2.3951,0,0,0,0
ctrl,Canada,ANT,3,16,20,7.7175,-1.1942,0,0,0,0
ctrl,Canada,ANT,3,17,21,5.7492,-2.9861,0,0,0,0
ctrl,Canada,ANT,3,18,22,7.0925,-1.4663,0,0,0,0
ctrl,Canada,ANT,3,19,23,7.5309,-0.8515,0,0,0,0
ctrl,Canada,ANT,3,20,24,8.7968,0.5909,0,0,0,0
ctrl,Canada,ANT,3,21,25,12.0376,4.0082,0,0,0,0
ctrl,Canada,ANT,3,22,26,12.5719,4.7190,0,0,0,0
ctrl,Canada,ANT,3,23,27,13.5990,5.9225,0,0,0,0
ctrl,Canada,ANT,3,24,28,13.0919,5.5919,0,0,0,0
ctrl,Canada,ANT,3,3,7,-4.3495,-15.5554,0,0,0,0
ctrl,Canada,ANT,3,35,39,2.7155,-2.8434,0,0,0,0
ctrl,Canada,ANT,3,36,40,3.1682,-2.2141,0,0,0,0
ctrl,Canada,ANT,3,37,41,5.8970,0.6911,0,0,0,0
ctrl,Canada,ANT,3,38,42,6.6038,1.5744,0,0,0,0
ctrl,Canada,ANT,3,39,43,6.8255,1.9726,0,1,0,0
ctrl,Canada,ANT,3,4,8,-1.4187,-12.4481,0,0,0,0
ctrl,Canada,ANT,3,40,44,5.4546,0.7781,0,2,0,0
ctrl,Canada,ANT,3,41,45,2.1466,-2.3534,0,3,0,0
ctrl,Canada,ANT,3,42,46,20.9666,16.6431,1,4,0,0
ctrl,Canada,ANT,3,43,47,22.7085,18.5615,1,4,0,0
ctrl,Canada,ANT,3,44,48,22.9006,18.9301,1,3,0,0
ctrl,Canada,ANT,3,45,49,22.3473,18.5532,1,3,0,0
ctrl,Canada,ANT,3,46,50,3.7323,0.1146,1,3,0,0
ctrl,Canada,ANT,3,47,51,2.3894,-1.0518,0,3,0,0
ctrl,Canada,ANT,3,48,52,1.8063,-1.4584,0,4,0,0
ctrl,Canada,ANT,3,49,53,33.4766,30.3884,1,5,0,0
ctrl,Canada,ANT,3,5,9,2.2291,-8.6239,0,0,0,0
ctrl,Canada,ANT,3,50,54,42.5919,39.6801,2,5,0,0
ctrl,Canada,ANT,3,51,55,43.4078,40.6725,2,4,0,0
ctrl,Canada,ANT,3,52,56,44.0838,41.5249,2,3,0,0
ctrl,Canada,ANT,3,53,57,12.6368,10.2544,2,2,0,0
ctrl,Canada,ANT,3,54,58,3.7018,1.4959,1,1,0,0
ctrl,Canada,ANT,3,55,59,3.0718,1.0424,0,0,0,0
ctrl,Canada,ANT,3,56,60,2.4749,0.6219,0,0,0,0
ctrl,Canada,ANT,3,57,61,1.6566,-0.0199,0,0,0,0
ctrl,Canada,ANT,3,58,62,2.1252,0.6252,0,0,0,0
ctrl,Canada,ANT,3,59,63,2.0582,0.7347,0,0,0,0
ctrl,Canada,ANT,3,6,10,1.3368,-9.3396,0,0,0,0
ctrl,Canada,ANT,3,60,64,2.7352,1.5881,0,0,0,0
ctrl,Canada,ANT,3,61,65,3.4105,2.4399,0,0,0,0
ctrl,Canada,ANT,3,62,66,2.1632,1.3691,0,0,0,0
ctrl,Canada,ANT,3,63,67,2.0432,1.4256,0,0,0,0
ctrl,Canada,ANT,3,64,68,1.1313,0.6901,0,0,1,0
ctrl,Canada,ANT,3,7,11,2.8396,-7.6604,0,0,0,0
ctrl,Canada,ANT,3,8,12,3.0601,-7.2634,0,0,0,0
ctrl,Canada,ANT,3,9,13,5.3966,-4.7504,0,0,0,0
ctrl,Canada,ANT,5,10,16,9.0558,-5.6354,0,0,0,0
ctrl,Canada,ANT,5,11,17,12.0452,-2.3813,0,0,0,0
ctrl,Canada,ANT,5,12,18,12.1345,-2.0273,0,0,0,0
ctrl,Canada,ANT,5,13,19,9.5982,-4.2989,0,0,0,0
ctrl,Canada,ANT,5,14,20,9.3215,-4.3109,0,0,0,0
ctrl,Canada,ANT,5,15,21,9.4158,-3.9519,0,0,0,0
ctrl,Canada,ANT,5,16,22,11.5013,-1.6016,0,0,0,0
ctrl,Canada,ANT,5,17,23,9.0688,-3.7695,0,0,0,0
ctrl,Canada,ANT,5,18,24,11.1333,-1.4402,0,0,0,0
ctrl,Canada,ANT,5,19,25,15.0078,2.6990,0,0,0,0
ctrl,Canada,ANT,5,20,26,16.4686,4.4245,0,0,0,0
ctrl,Canada,ANT,5,21,27,17.2059,5.4265,0,0,0,0
ctrl,Canada,ANT,5,22,28,17.8054,6.2907,0,0,0,0
ctrl,Canada,ANT,5,3,9,-9.4367,-25.9808,0,0,0,0
ctrl,Canada,ANT,5,35,41,6.9997,-1.0738,0,0,0,0
ctrl,Canada,ANT,5,36,42,6.9704,-0.8385,0,0,0,0
ctrl,Canada,ANT,5,37,43,6.7530,-0.7911,0,1,0,0
ctrl,Canada,ANT,5,38,44,7.7436,0.4642,0,2,0,0
ctrl,Canada,ANT,5,39,45,8.7763,1.7616,0,3,0,0
ctrl,Canada,ANT,5,4,10,-4.3841,-20.6635,0,0,0,0
ctrl,Canada,ANT,5,40,46,25.2719,18.5219,1,4,0,0
ctrl,Canada,ANT,5,41,47,22.2255,15.7402,1,4,0,0
ctrl,Canada,ANT,5,42,48,23.0189,16.7983,1,4,0,0
ctrl,Canada,ANT,5,43,49,24.1583,18.2024,1,5,0,0
ctrl,Canada,ANT,5,44,50,24.2775,18.5863,1,5,0,0
ctrl,Canada,ANT,5,45,51,23.2869,17.8605,1,5,0,0
ctrl,Canada,ANT,5,46,52,4.2679,-0.8938,1,5,0,0
ctrl,Canada,ANT,5,47,53,34.6421,29.7451,1,5,0,0
ctrl,Canada,ANT,5,48,54,43.3639,38.7316,2,6,0,0
ctrl,Canada,ANT,5,49,55,44.1899,39.8222,2,6,0,0
ctrl,Canada,ANT,5,5,11,1.4746,-14.5401,0,0,0,0
ctrl,Canada,ANT,5,50,56,44.8028,40.6999,2,5,0,0
ctrl,Canada,ANT,5,51,57,45.1572,41.3190,2,4,0,0
ctrl,Canada,ANT,5,52,58,45.5416,41.9681,2,3,0,0
ctrl,Canada,ANT,5,53,59,13.9756,10.6668,2,2,0,0
ctrl,Canada,ANT,5,54,60,4.7846,1.7405,1,1,0,0
ctrl,Canada,ANT,5,55,61,3.6882,0.9088,0,0,0,0
ctrl,Canada,ANT,5,56,62,4.0428,1.5281,0,0,0,0
ctrl,Canada,ANT,5,57,63,3.4859,1.2359,0,0,0,0
ctrl,Canada,ANT,5,58,64,3.5388,1.5535,0,0,0,0
ctrl,Canada,ANT,5,59,65,3.5134,1.7928,0,0,0,0
ctrl,Canada,ANT,5,6,12,1.2972,-14.4528,0,0,0,0
ctrl,Canada,ANT,5,60,66,3.4848,2.0289,0,0,0,0
ctrl,Canada,ANT,5,61,67,4.1233,2.9321,0,0,0,0
ctrl,Canada,ANT,5,62,68,2.5508,1.6243,0,0,1,0
ctrl,Canada,ANT,5,7,13,6.3759,-9.1094,0,0,0,0
ctrl,Canada,ANT,5,8,14,6.9822,-8.2384,0,0,0,0
ctrl,Canada,ANT,5,9,15,7.2965,-7.6594,0,0,0,0
ctrl,Canada,BEA,1,10,12,5.9198,0.8463,0,0,0,0
ctrl,Canada,BEA,1,11,13,4.4396,-0.5456,0,0,0,0
ctrl,Canada,BEA,1,12,14,2.2964,-2.6007,0,0,0,0
ctrl,Canada,BEA,1,13,15,1.3276,-3.4812,0,0,0,0
ctrl,Canada,BEA,1,14,16,1.5411,-3.1795,0,0,0,0
ctrl,Canada,BEA,1,15,17,1.8506,-2.7818,0,0,0,0
ctrl,Canada,BEA,1,16,18,1.5467,-2.9974,0,0,0,0
ctrl,Canada,BEA,1,17,19,1.9688,-2.4871,0,0,0,0
ctrl,Canada,BEA,1,18,20,2.4946,-1.8731,0,0,0,0
ctrl,Canada,BEA,1,19,21,2.7334,-1.5461,0,0,0,0
ctrl,Canada,BEA,1,20,22,2.6828,-1.5084,0,0,0,0
ctrl,Canada,BEA,1,21,23,2.9722,-1.1308,0,0,0,0
ctrl,Canada,BEA,1,22,24,3.0578,-0.9569,0,0,0,0
ctrl,Canada,BEA,1,23,25,3.0975,-0.8290,0,0,0,0
ctrl,Canada,BEA,1,24,26,3.3557,-0.4825,0,0,0,0
ctrl,Canada,BEA,1,25,27,3.6319,-0.1181,0,0,0,0
ctrl,Canada,BEA,1,3,5,-0.1582,-5.8494,0,0,0,0
ctrl,Canada,BEA,1,34,36,-0.6703,-3.6262,0,0,0,0
ctrl,Canada,BEA,1,35,37,1.5454,-1.3223,0,0,0,1
ctrl,Canada,BEA,1,36,38,2.9690,0.1896,0,0,0,1
ctrl,Canada,BEA,1,37,39,0.6978,-1.9934,0,0,0,1
ctrl,Canada,BEA,1,38,40,1.9650,-0.6379,0,0,0,1
ctrl,Canada,BEA,1,39,41,4.5681,2.0534,0,0,0,1
ctrl,Canada,BEA,1,4,6,-0.3534,-5.9563,0,0,0,0
ctrl,Canada,BEA,1,40,42,3.7840,1.3575,0,0,0,1
ctrl,Canada,BEA,1,41,43,1.2554,-1.0828,0,1,0,1
ctrl,Canada,BEA,1,42,44,1.1210,-1.1290,0,2,0,1
ctrl,Canada,BEA,1,43,45,16.8181,14.6564,1,3,0,1
ctrl,Canada,BEA,1,44,46,17.3842,15.3107,1,3,0,1
ctrl,Canada,BEA,1,45,47,2.1052,0.1199,1,2,0,1
ctrl,Canada,BEA,1,46,48,1.7288,-0.1682,0,1,0,1
ctrl,Canada,BEA,1,47,49,2.8862,1.0774,0,1,0,1
ctrl,Canada,BEA,1,48,50,2.8787,1.1581,0,2,0,1
ctrl,Canada,BEA,1,49,51,17.6082,15.9758,1,3,0,1
ctrl,Canada,BEA,1,5,7,1.2785,-4.2362,0,0,0,0
ctrl,Canada,BEA,1,50,52,39.1948,37.6507,2,3,0,1
ctrl,Canada,BEA,1,51,53,24.7478,23.2919,2,3,0,1
ctrl,Canada,BEA,1,52,54,3.4738,2.1062,1,3,0,1
ctrl,Canada,BEA,1,53,55,1.9145,0.6351,0,2,0,1
ctrl,Canada,BEA,1,54,56,1.2009,0.0098,0,1,0,1
ctrl,Canada,BEA,1,55,57,0.8884,-0.2145,0,0,0,1
ctrl,Canada,BEA,1,56,58,2.0119,0.9972,0,0,0,1
ctrl,Canada,BEA,1,57,59,2.5865,1.6600,0,0,0,1
ctrl,Canada,BEA,1,58,60,1.6729,0.8347,0,0,0,1
ctrl,Canada,BEA,1,59,61,1.4004,0.6504,0,0,0,1
ctrl,Canada,BEA,1,6,8,0.9704,-4.4561,0,0,0,0
ctrl,Canada,BEA,1,60,62,1.5274,0.8656,0,0,0,1
ctrl,Canada,BEA,1,61,63,1.2983,0.7248,0,0,0,1
ctrl,Canada,BEA,1,62,64,0.5826,0.0974,0,0,0,1
ctrl,Canada,BEA,1,63,65,0.3410,-0.0561,0,0,0,1
ctrl,Canada,BEA,1,64,66,0.4086,0.0998,0,0,0,1
ctrl,Canada,BEA,1,65,67,0.2130,-0.0076,0,0,0,1
ctrl,Canada,BEA,1,7,9,-0.4437,-5.7819,0,0,0,0
ctrl,Canada,BEA,1,8,10,0.0692,-5.1808,0,0,0,0
ctrl,Canada,BEA,1,9,11,3.2021,-1.9597,0,0,0,0
ctrl,Canada,BEA,3,10,14,8.5146,-1.4559,0,0,0,0
ctrl,Canada,BEA,3,11,15,5.7673,-4.0268,0,0,0,0
ctrl,Canada,BEA,3,12,16,3.4927,-6.1249,0,0,0,0
ctrl,Canada,BEA,3,13,17,2.5813,-6.8599,0,0,0,0
ctrl,Canada,BEA,3,14,18,2.4362,-6.8285,0,0,0,0
ctrl,Canada,BEA,3,15,19,3.1132,-5.9751,0,0,0,0
ctrl,Canada,BEA,3,16,20,3.3454,-5.5664,0,0,0,0
ctrl,Canada,BEA,3,17,21,4.0166,-4.7186,0,0,0,0
ctrl,Canada,BEA,3,18,22,4.6892,-3.8696,0,0,0,0
ctrl,Canada,BEA,3,19,23,5.4147,-2.9676,0,0,0,0
ctrl,Canada,BEA,3,20,24,5.3235,-2.8824,0,0,0,0
ctrl,Canada,BEA,3,21,25,5.5264,-2.5031,0,0,0,0
ctrl,Canada,BEA,3,22,26,6.1386,-1.7143,0,0,0,0
ctrl,Canada,BEA,3,23,27,6.7229,-0.9535,0,0,0,0
ctrl,Canada,BEA,3,3,7,-3.0095,-14.2154,0,0,0,0
ctrl,Canada,BEA,3,34,38,-0.8166,-6.5519,0,0,0,0
ctrl,Canada,BEA,3,35,39,1.4317,-4.1271,0,0,0,1
ctrl,Canada,BEA,3,36,40,4.9340,-0.4484,0,0,0,1
ctrl,Canada,BEA,3,37,41,4.3155,-0.8904,0,0,0,1
ctrl,Canada,BEA,3,38,42,5.7490,0.7196,0,0,0,1
ctrl,Canada,BEA,3,39,43,6.0802,1.2273,0,1,0,1
ctrl,Canada,BEA,3,4,8,-1.5707,-12.6001,0,0,0,0
ctrl,Canada,BEA,3,40,44,3.8182,-0.8582,0,2,0,1
ctrl,Canada,BEA,3,41,45,17.8168,13.3168,1,3,0,1
ctrl,Canada,BEA,3,42,46,18.0970,13.7735,1,4,0,1
ctrl,Canada,BEA,3,43,47,18.7192,14.5722,1,4,0,1
ctrl,Canada,BEA,3,44,48,19.2295,15.2589,1,3,0,1
ctrl,Canada,BEA,3,45,49,4.9985,1.2044,1,3,0,1
ctrl,Canada,BEA,3,46,50,4.4946,0.8770,0,3,0,1
ctrl,Canada,BEA,3,47,51,20.4944,17.0532,1,3,0,1
ctrl,Canada,BEA,3,48,52,42.0954,38.8307,2,4,0,1
ctrl,Canada,BEA,3,49,53,42.3744,39.2861,2,5,0,1
ctrl,Canada,BEA,3,5,9,0.5891,-10.2639,0,0,0,0
ctrl,Canada,BEA,3,50,54,42.6686,39.7569,2,5,0,1
ctrl,Canada,BEA,3,51,55,26.6806,23.9454,2,4,0,1
ctrl,Canada,BEA,3,52,56,4.7876,2.2288,1,3,0,1
ctrl,Canada,BEA,3,53,57,2.9919,0.6096,0,2,0,1
ctrl,Canada,BEA,3,54,58,3.2129,1.0070,0,1,0,1
ctrl,Canada,BEA,3,55,59,3.2858,1.2564,0,0,0,1
ctrl,Canada,BEA,3,56,60,3.6849,1.8319,0,0,0,1
ctrl,Canada,BEA,3,57,61,4.1759,2.4995,0,0,0,1
ctrl,Canada,BEA,3,58,62,3.3279,1.8279,0,0,0,1
ctrl,Canada,BEA,3,59,63,2.7648,1.4413,0,0,0,1
ctrl,Canada,BEA,3,6,10,-0.5572,-11.2336,0,0,0,0
ctrl,Canada,BEA,3,60,64,2.1977,1.0506,0,0,0,1
ctrl,Canada,BEA,3,61,65,1.7486,0.7780,0,0,0,1
ctrl,Canada,BEA,3,62,66,0.9913,0.1972,0,0,0,1
ctrl,Canada,BEA,3,63,67,0.5540,-0.0636,0,0,0,1
ctrl,Canada,BEA,3,7,11,-0.1894,-10.6894,0,0,0,0
ctrl,Canada,BEA,3,8,12,4.1704,-6.1532,0,0,0,0
ctrl,Canada,BEA,3,9,13,7.5491,-2.5979,0,0,0,0
ctrl,Canada,BEA,5,10,16,10.0095,-4.6817,0,0,0,0
ctrl,Canada,BEA,5,11,17,7.0209,-7.4055,0,0,0,0
ctrl,Canada,BEA,5,12,18,4.0431,-10.1187,0,0,0,0
ctrl,Canada,BEA,5,13,19,3.2469,-10.6501,0,0,0,0
ctrl,Canada,BEA,5,14,20,3.5834,-10.0490,0,0,0,0
ctrl,Canada,BEA,5,15,21,4.4548,-8.9129,0,0,0,0
ctrl,Canada,BEA,5,16,22,4.8441,-8.2588,0,0,0,0
ctrl,Canada,BEA,5,17,23,6.0125,-6.8258,0,0,0,0
ctrl,Canada,BEA,5,18,24,6.8418,-5.7318,0,0,0,0
ctrl,Canada,BEA,5,19,25,7.6781,-4.6308,0,0,0,0
ctrl,Canada,BEA,5,20,26,7.9873,-4.0568,0,0,0,0
ctrl,Canada,BEA,5,21,27,8.6085,-3.1709,0,0,0,0
ctrl,Canada,BEA,5,3,9,-7.8287,-24.3728,0,0,0,0
ctrl,Canada,BEA,5,34,40,-1.9669,-10.3051,0,0,0,0
ctrl,Canada,BEA,5,35,41,4.2381,-3.8355,0,0,0,1
ctrl,Canada,BEA,5,36,42,7.6312,-0.1776,0,0,0,1
ctrl,Canada,BEA,5,37,43,4.8773,-2.6668,0,1,0,1
ctrl,Canada,BEA,5,38,44,5.7832,-1.4962,0,2,0,1
ctrl,Canada,BEA,5,39,45,22.8984,15.8836,1,3,0,1
ctrl,Canada,BEA,5,4,10,-5.2861,-21.5655,0,0,0,0
ctrl,Canada,BEA,5,40,46,18.6207,11.8707,1,4,0,1
ctrl,Canada,BEA,5,41,47,19.4612,12.9759,1,4,0,1
ctrl,Canada,BEA,5,42,48,19.5340,13.3134,1,4,0,1
ctrl,Canada,BEA,5,43,49,21.4084,15.4525,1,5,0,1
ctrl,Canada,BEA,5,44,50,22.1117,16.4205,1,5,0,1
ctrl,Canada,BEA,5,45,51,22.6137,17.1872,2,5,0,1
ctrl,Canada,BEA,5,46,52,43.5985,38.4367,2,5,0,1
ctrl,Canada,BEA,5,47,53,45.2605,40.3635,2,5,0,1
ctrl,Canada,BEA,5,48,54,45.5911,40.9588,2,6,0,1
ctrl,Canada,BEA,5,49,55,44.3255,39.9579,2,6,0,1
ctrl,Canada,BEA,5,5,11,0.5976,-15.4171,0,0,0,0
ctrl,Canada,BEA,5,50,56,43.9825,39.8795,2,5,0,1
ctrl,Canada,BEA,5,51,57,27.7765,23.9382,2,4,0,1
ctrl,Canada,BEA,5,52,58,6.9125,3.3389,1,3,0,1
ctrl,Canada,BEA,5,53,59,5.5784,2.2696,0,2,0,1
ctrl,Canada,BEA,5,54,60,4.8858,1.8417,0,1,0,1
ctrl,Canada,BEA,5,55,61,4.6862,1.9068,0,0,0,1
ctrl,Canada,BEA,5,56,62,5.3398,2.8251,0,0,0,1
ctrl,Canada,BEA,5,57,63,5.7294,3.4794,0,0,0,1
ctrl,Canada,BEA,5,58,64,4.1258,2.1405,0,0,0,1
ctrl,Canada,BEA,5,59,65,3.2812,1.5606,0,0,0,1
ctrl,Canada,BEA,5,6,12,1.9472,-13.8028,0,0,0,0
ctrl,Canada,BEA,5,60,66,2.6941,1.2382,0,0,0,1
ctrl,Canada,BEA,5,61,67,2.0709,0.8797,0,0,0,1
ctrl,Canada,BEA,5,7,13,1.2099,-14.2754,0,0,0,0
ctrl,Canada,BEA,5,8,14,4.9465,-10.2741,0,0,0,0
ctrl,Canada,BEA,5,9,15,8.7842,-6.1717,0,0,0,0
ctrl,Canada,BOR,1,10,12,-1.1659,-6.2395,0,0,0,0
ctrl,Canada,BOR,1,11,13,4.9900,0.0047,0,0,0,0
ctrl,Canada,BOR,1,12,14,4.1586,-0.7384,0,0,0,0
ctrl,Canada,BOR,1,13,15,3.8680,-0.9408,0,0,0,0
ctrl,Canada,BOR,1,22,24,1.5375,-2.4772,0,0,0,1
ctrl,Canada,BOR,1,23,25,2.2013,-1.7252,0,0,0,1
ctrl,Canada,BOR,1,24,26,3.1181,-0.7202,0,0,0,1
ctrl,Canada,BOR,1,25,27,2.5843,-1.1657,0,0,0,1
ctrl,Canada,BOR,1,26,28,2.2705,-1.3912,0,0,0,1
ctrl,Canada,BOR,1,27,29,15.7510,12.1775,1,1,0,1
ctrl,Canada,BOR,1,28,30,43.5061,40.0208,2,2,0,1
ctrl,Canada,BOR,1,29,31,45.8081,42.4111,3,3,0,1
ctrl,Canada,BOR,1,30,32,19.7951,16.4863,2,3,0,1
ctrl,Canada,BOR,1,31,33,4.9841,1.7635,1,2,0,1
ctrl,Canada,BOR,1,32,34,3.3940,0.2616,0,1,0,0
ctrl,Canada,BOR,1,33,35,2.3809,-0.6632,0,0,0,0
ctrl,Canada,BOR,1,34,36,1.8901,-1.0658,0,0,0,0
ctrl,Canada,BOR,1,35,37,1.6192,-1.2484,0,0,0,1
ctrl,Canada,BOR,1,36,38,1.4582,-1.3212,0,0,0,1
ctrl,Canada,BOR,1,37,39,1.3451,-1.3461,0,0,0,1
ctrl,Canada,BOR,1,38,40,1.4802,-1.1227,0,0,0,1
ctrl,Canada,BOR,1,39,41,1.7584,-0.7564,0,0,0,1
ctrl,Canada,BOR,1,40,42,1.6056,-0.8209,0,0,0,1
ctrl,Canada,BOR,1,41,43,3.1828,0.8446,0,1,0,1
ctrl,Canada,BOR,1,42,44,12.6074,10.3574,1,2,0,1
ctrl,Canada,BOR,1,43,45,18.6478,16.4861,2,3,0,1
ctrl,Canada,BOR,1,44,46,9.5568,7.4833,2,3,0,1
ctrl,Canada,BOR,1,45,47,1.9568,-0.0285,1,2,0,1
ctrl,Canada,BOR,1,46,48,1.5931,-0.3039,0,1,0,1
ctrl,Canada,BOR,1,47,49,1.6648,-0.1440,0,1,0,1
ctrl,Canada,BOR,1,48,50,1.6531,-0.0675,0,2,0,1
ctrl,Canada,BOR,1,49,51,21.8288,20.1965,1,3,0,1
ctrl,Canada,BOR,1,50,52,41.9401,40.3960,2,3,0,1
ctrl,Canada,BOR,1,51,53,22.6381,21.1822,2,3,0,1
ctrl,Canada,BOR,1,52,54,3.4601,2.0925,1,3,0,1
ctrl,Canada,BOR,1,53,55,2.7088,1.4294,0,2,0,1
ctrl,Canada,BOR,1,54,56,2.3130,1.1218,0,1,0,1
ctrl,Canada,BOR,1,55,57,2.1562,1.0532,0,0,0,1
ctrl,Canada,BOR,1,56,58,2.0698,1.0551,0,0,0,1
ctrl,Canada,BOR,1,57,59,1.5864,0.6599,0,0,0,1
ctrl,Canada,BOR,1,58,60,1.3872,0.5490,0,0,0,1
ctrl,Canada,BOR,1,59,61,2.2721,1.5221,0,0,0,1
ctrl,Canada,BOR,1,6,8,3.0281,-2.3984,0,0,0,0
ctrl,Canada,BOR,1,60,62,2.5674,1.9056,0,0,0,1
ctrl,Canada,BOR,1,61,63,2.6127,2.0392,0,0,0,1
ctrl,Canada,BOR,1,62,64,6.1285,5.6432,0,0,0,1
ctrl,Canada,BOR,1,63,65,5.0786,4.6815,0,0,0,1
ctrl,Canada,BOR,1,64,66,1.1693,0.8605,0,0,0,1
ctrl,Canada,BOR,1,7,9,3.3239,-2.0143,0,0,0,0
ctrl,Canada,BOR,1,8,10,3.2268,-2.0232,0,0,0,0
ctrl,Canada,BOR,1,9,11,0.8774,-4.2844,0,0,0,0
ctrl,Canada,BOR,3,10,14,-3.2679,-13.2385,0,0,0,0
ctrl,Canada,BOR,3,11,15,8.8580,-0.9361,0,0,0,0
ctrl,Canada,BOR,3,22,26,3.2721,-4.5809,0,0,0,1
ctrl,Canada,BOR,3,23,27,4.9156,-2.7609,0,0,0,1
ctrl,Canada,BOR,3,24,28,5.3886,-2.1114,0,0,0,1
ctrl,Canada,BOR,3,25,29,17.1696,9.8461,1,1,0,1
ctrl,Canada,BOR,3,26,30,44.3421,37.1950,2,2,0,1
ctrl,Canada,BOR,3,27,31,61.2520,54.2814,3,3,0,1
ctrl,Canada,BOR,3,28,32,63.3012,56.5071,3,4,0,1
ctrl,Canada,BOR,3,29,33,50.7922,44.1746,3,4,0,1
ctrl,Canada,BOR,3,30,34,23.4962,17.0551,2,3,0,1
ctrl,Canada,BOR,3,31,35,7.9792,1.7145,1,2,0,1
ctrl,Canada,BOR,3,32,36,5.4370,-0.6512,0,1,0,0
ctrl,Canada,BOR,3,33,37,3.6918,-2.2200,0,0,0,0
ctrl,Canada,BOR,3,34,38,3.0411,-2.6942,0,0,0,0
ctrl,Canada,BOR,3,35,39,2.6585,-2.9004,0,0,0,1
ctrl,Canada,BOR,3,36,40,2.7164,-2.6660,0,0,0,1
ctrl,Canada,BOR,3,37,41,2.9652,-2.2406,0,0,0,1
ctrl,Canada,BOR,3,38,42,2.9565,-2.0729,0,0,0,1
ctrl,Canada,BOR,3,39,43,4.8207,-0.0322,0,1,0,1
ctrl,Canada,BOR,3,40,44,14.0802,9.4037,1,2,0,1
ctrl,Canada,BOR,3,41,45,21.8306,17.3306,2,3,0,1
ctrl,Canada,BOR,3,42,46,22.2368,17.9133,2,4,0,1
ctrl,Canada,BOR,3,43,47,20.6046,16.4576,2,4,0,1
ctrl,Canada,BOR,3,44,48,11.1166,7.1461,2,3,0,1
ctrl,Canada,BOR,3,45,49,3.6216,-0.1725,1,3,0,1
ctrl,Canada,BOR,3,46,50,3.2462,-0.3714,0,3,0,1
ctrl,Canada,BOR,3,47,51,23.4936,20.0525,1,3,0,1
ctrl,Canada,BOR,3,48,52,43.5932,40.3285,2,4,0,1
ctrl,Canada,BOR,3,49,53,44.4336,41.3454,2,5,0,1
ctrl,Canada,BOR,3,50,54,45.4002,42.4885,2,5,0,1
ctrl,Canada,BOR,3,51,55,25.3802,22.6449,2,4,0,1
